Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4709.9 at 16:34 2/3/2010  Report at 19:05 Tuesday 2/3/2010. Processed 19:37 Tuesday 2/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Paragon Care Ltd opt may12,PGCOA,0.011,0.3,37.50,,,,,,,,
Future Corp,FUT,0.004,0.1,33.33,,,,,,,,
Transol Corp,TNC,0.009,0.2,28.57,,,,,,,,
Xceed Capital Ltd,XCD,0.015,0.3,25.00,,,,,,,,
Holista Colltech,HCT,0.15,2.5,20.00,,,,,,,,
Clean Seas Tuna,CSS,0.135,2,17.39,,,,,,,,
WAG Ltd,WAG,0.007,0.1,16.67,,,,,,,,
Globe Intl,GLB,0.46,6,15.00,,,,,,,,
Tyrian Diagnostics,TDX,0.016,0.2,14.29,,,,,,,,
Electro Optic Sys,EOS,1.16,13,12.62,,,,,,,,
Biosignal Ltd,BOS,0.018,0.2,12.50,,,,,,,,
Calzada Ltd,CZD,0.039,0.4,11.43,,,,,,,,
Authorised Invest,AIY,0.01,0.1,11.11,,,,,,,,
CPI Grp Ltd,CPI,0.25,2.5,11.11,,,,,,,,
ING Re Com Grp stpld,ILF,0.094,0.9,10.59,,,,,,,,
Oohmedia Grp Ltd,OOH,0.11,1,10.00,,,,,,,,
Diversa Ltd,DVA,0.12,1,9.09,,,,,,,,
Sunshine Heart cdi,SHC,0.037,0.3,8.82,,,,,,,,
Coretrack Ltd,CKK,0.25,2,8.70,,,,,,,,
Quantum Energy,QTM,0.125,1,8.70,,,,,,,,
Oncard Intl,ONC,0.13,1,8.33,,,,,,,,
Advanced Engine,ACE,0.054,0.4,8.00,,,,,,,,
Capral Ltd,CAA,0.27,2,8.00,,,,,,,,
Smarttrans Hldgs,SMA,0.027,0.2,8.00,,,,,,,,
Viagold Capital,VIA,0.27,2,8.00,,,,,,,,
Unilife Corp cdi 6:1,UNS,1.29,9.5,7.95,,,,,,,,
Becton Prop Grp 9.5% cn10,BECG,0.545,4,7.92,,,,,,,,
Clean Teq Hldgs,CLQ,0.28,2,7.69,,,,,,,,
Datadot Tech,DDT,0.042,0.3,7.69,,,,,,,,
Mooter Media Ltd,MMZ,0.014,0.1,7.69,,,,,,,,
