Market Action,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5608.6 at 2014-09-09T16:41:36. Report at Tuesday, September 9, 2014. Processed Wednesday at 2014-09-10T01:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (c),Move (%),,,,,,,,
RISES - INDUSTRIALS,,
Soil Sub Tech,SOI,.002,+.1,+100.0,,
Aeris Environmental,AEI,.20,+5,+33.33,,
ENV Clean Tech opt jul17,ESIOB,.004,+.1,+33.33,,
NSX,NSX,.094,+1.8,+23.68,,
MRL Corp,MRF,.10,+1.7,+20.48,,
Narhex Life Sciences,NLS,.006,+.1,+20.00,,
Virax Hldgs,VHL,.006,+.1,+20.00,,
Phoslock Water,PHK,.039,+.6,+18.18,,
Smartpay Hldgs,SMP,.29,+4,+16.00,,
Aust New Agri,ANB,.15,+2,+15.38,,
American Patriot Oil,AOW,.20,+2.5,+14.29,,
BPH Energy,BPH,.009,+.1,+12.50,,
K & S Corp,KSC,1.63,+17.5,+12.03,,
ImpediMed,IPD,.49,+5,+11.36,,
Structural Systems,STS,.58,+5.5,+10.48,,
Aust Leaders Fund opt sep14,ALFO,.325,+3,+10.17,,
Decimal Software,DSX,.165,+1.5,+10.00,,
PharmAust,PAA,.011,+.1,+10.00,,
Q Technology,QTG,.022,+.2,+10.00,,
Sunvest Corp,SVS,.33,+3,+10.00,,
QV Equities opt mar16,QVEO,.045,+.4,+9.76,,
Audio Pixels,AKP,13.75,+115,+9.13,,
Artist & Entertain,AEM,.012,+.1,+9.09,,
Firstfolio,FFF,.012,+.1,+9.09,,
Living Cell Tech,LCT,.06,+.5,+9.09,,
NAOS Emerging Opp opt feb15,NCCO,.12,+1,+9.09,,
Reclaim Ind,RCM,.024,+.2,+9.09,,
Rhinomed opt apr17,RNOOA,.012,+.1,+9.09,,
TZ,TZL,.12,+1,+9.09,,
Global Construct,GCS,.49,+4,+8.89,,
iSonea,ISN,.125,+1,+8.70,,
99 Wuxian cdi,NNW,.52,+4,+8.33,,
Scantech,SCD,.65,+5,+8.33,,
Acrux,ACR,1.64,+11.5,+7.54,,
Elders,ELD,.225,+1.5,+7.14,,
Novarise Renewable,NOE,.155,+1,+6.90,,
Imugene,IMU,.016,+.1,+6.67,,
Innate Immuno,IIL,.24,+1.5,+6.67,,
Paragon Care,PGC,.325,+2,+6.56,,
Avexa,AVX,.017,+.1,+6.25,,
Infomedia,IFM,1.15,+6.5,+5.99,,
MGM Wireless,MWR,1.27,+7,+5.83,,
Public Hldgs,PHA,.055,+.3,+5.77,,
Freelancer,FLN,.84,+4.5,+5.66,,
Mobile Embrace,MBE,.28,+1.5,+5.66,,
Universal Biosensors cdi,UBI,.19,+1,+5.56,,
Pharmaxis,PXS,.058,+.3,+5.45,,
Bioxyne,BXN,.02,+.1,+5.26,,
Cell Aquaculture,CAQ,.10,+.5,+5.26,,
Global Value Fnd opt mar16,GVFO,.04,+.2,+5.26,,
Nanosonics,NAN,1.145,+5.5,+5.05,,
Bone Medical,BNE,.021,+.1,+5.00,,
RISES - MINING,,
Blaze Int'l,BLZ,.002,+.1,+100.0,,
Gleneagle Gold opt jun15,GLNO,.002,+.1,+100.0,,
RMG,RMG,.002,+.1,+100.0,,
Condor Blanco Min,CDB,.003,+.1,+50.00,,
Gleneagle Gold,GLN,.003,+.1,+50.00,,
Marenica Energy,MEY,.003,+.1,+50.00,,
Stratum Metals,SXT,.006,+.2,+50.00,,
Tychean Res,TYK,.003,+.1,+50.00,,
Aus Tin Mining,ANW,.007,+.2,+40.00,,
Metals Aust,MLS,.011,+.3,+37.50,,
Sunbird Energy,SNY,.26,+7,+36.84,,
Potash West,PWN,.064,+1.7,+36.17,,
GB Energy,GBX,.004,+.1,+33.33,,
Goldphyre Res opt sep16,GPHO,.004,+.1,+33.33,,
Laneway Res,LNY,.004,+.1,+33.33,,
Otis Energy,OTE,.004,+.1,+33.33,,
Antipa Min,AZY,.017,+.4,+30.77,,
Ikwezi Mining,IKW,.013,+.3,+30.00,,
Talga Res opt nov15,TLGO,.24,+5,+26.32,,
Fairstar Res,FAS,.005,+.1,+25.00,,
GBM Gold,GBM,.005,+.1,+25.00,,
ORH,ORH,.005,+.1,+25.00,,
Winmar Res,WFE,.005,+.1,+25.00,,
Northern Min,NMI,.026,+.5,+23.81,,
Elixir Pet,EXR,.006,+.1,+20.00,,
Minbos Res,MNB,.006,+.1,+20.00,,
Stratos Res def,SATDA,.006,+.1,+20.00,,
FAR,FAR,.065,+1,+18.18,,
Peninsula Energy opt dec15,PENOC,.013,+.2,+18.18,,
MHM Metals,MHM,.04,+.6,+17.65,,
Acacia Coal,AJC,.007,+.1,+16.67,,
Malachite Res,MAR,.007,+.1,+16.67,,
NSL Consolidated opt dec16,NSLO,.007,+.1,+16.67,,
Zeus Res,ZEU,.021,+.3,+16.67,,
Red River Res,RVR,.295,+4,+15.69,,
Hot Rock,HRL,.008,+.1,+14.29,,
Intec,INL,.008,+.1,+14.29,,
MZI Resources,MZI,.008,+.1,+14.29,,
West African Res,WAF,.12,+1.5,+14.29,,
Potash Min,POK,.042,+.5,+13.51,,
White Energy,WEC,.21,+2.5,+13.51,,
Haranga Res,HAR,.035,+.4,+12.90,,
Peninsula Energy,PEN,.029,+.3,+11.54,,
Coal of Africa,CZA,.068,+.7,+11.48,,
Rampart Energy,RTD,.01,+.1,+11.11,,
Titan Energy,TTE,.02,+.2,+11.11,,
Botswana Metals opt dec16,BMLOB,.011,+.1,+10.00,,
Centaurus Metals,CTM,.11,+1,+10.00,,
Pryme Energy,PYM,.011,+.1,+10.00,,
Qld Mining Corp,QMN,.011,+.1,+10.00,,
Sthn Cross Gold,SXG,.011,+.1,+10.00,,
Zambezi Res cdi,ZRL,.11,+1,+10.00,,
Balamara Res,BMB,.069,+.6,+9.52,,
Dragon Min,DRA,.115,+1,+9.52,,
Inca Min,ICG,.023,+.2,+9.52,,
Genesis Minerals,GMD,.012,+.1,+9.09,,
Mining Projects,MPJ,.012,+.1,+9.09,,
Cradle Res,CXX,.185,+1.5,+8.82,,
Anova Metals,AWV,.038,+.3,+8.57,,
Austral Gold,AGD,.13,+1,+8.33,,
Drake Res,DRK,.013,+.1,+8.33,,
Hazelwood Res,HAZ,.039,+.3,+8.33,,
Regis Res,RRL,1.82,+14,+8.33,,
Archer Explore,AXE,.20,+1.5,+8.11,,
Impact Minerals,IPT,.027,+.2,+8.00,,
AXG Mining,AXC,.014,+.1,+7.69,,
Bounty Oil & Gas,BUY,.014,+.1,+7.69,,
Lodestar Min,LSR,.014,+.1,+7.69,,
Lonestar Res,LNR,.49,+3.5,+7.69,,
MRG Metals,MRQ,.14,+1,+7.69,,
Target Energy,TEX,.07,+.5,+7.69,,
Azure Minerals,AZS,.029,+.2,+7.41,,
Xanadu Mines,XAM,.145,+1,+7.41,,
Senex Energy,SXY,.595,+4,+7.21,,
Rift Valley Res,RVY,.03,+.2,+7.14,,
White Cliff Minerals,WCN,.015,+.1,+7.14,,
Talga Res,TLG,.475,+3,+6.74,,
Key Petroleum,KEY,.016,+.1,+6.67,,
TNG opt jul15,TNGO,.16,+1,+6.67,,
World Titanium Res,WTR,.032,+.2,+6.67,,
Hot Chili,HCH,.245,+1.5,+6.52,,
Hastings Rare Metals,HAS,.085,+.5,+6.25,,
Ironclad Min,IFE,.085,+.5,+6.25,,
Galilee Energy,GLL,.175,+1,+6.06,,
Greenearth Energy,GER,.07,+.4,+6.06,,
Heemskirk Cons,HSK,.175,+1,+6.06,,
Energy & Minerals,EMA,.09,+.5,+5.88,,
Cohiba Min,CHK,.055,+.3,+5.77,,
Hawthorn Res,HAW,.037,+.2,+5.71,,
Qld Bauxite,QBL,.019,+.1,+5.56,,
AusTex Oil,AOK,.29,+1.5,+5.45,,
Tiger Res,TGS,.29,+1.5,+5.45,,
Saracen Min,SAR,.39,+2,+5.41,,
Encounter Res,ENR,.295,+1.5,+5.36,,
ActiveX,AIV,.021,+.1,+5.00,,
Carbon Energy,CNX,.021,+.1,+5.00,,
Nemex Res,NXR,.021,+.1,+5.00,,
Tanami Gold,TAM,.021,+.1,+5.00,,
FALLS - INDUSTRIALS,,
Rectifier Technologies,RFT,.003,-.1,-25.00,,
Yowie Grp opt dec15,YOWO,.40,-11,-21.57,,
Galicia Engy Corp opt jun15,GALO,.004,-.1,-20.00,,
Thorney Opportunities opt apr15,TOPO,.008,-.2,-20.00,,
Phylogica,PYC,.014,-.3,-17.65,,
Watermark Mkt fd opt dec14,WMKO,.01,-.2,-16.67,,
Yowie Grp,YOW,.57,-10,-14.93,,
ADG Global Supply,ADQ,.006,-.1,-14.29,,
Prana Biotech,PBT,.25,-4,-13.79,,
Subzero Grp,SZG,.033,-.5,-13.16,,
My ATM Hldgs,MYA,.10,-1.5,-13.04,,
Galicia Engy Corp,GAL,.027,-.4,-12.90,,
Sandon Capital Invest opt jul15,SNCO,.021,-.3,-12.50,,
Chapmans,CHP,.015,-.2,-11.76,,
Kingston Res,KSN,.015,-.2,-11.76,,
ICollege,ICT,.125,-1.5,-10.71,,
Opus Grp,OPG,.05,-.5,-9.09,,
Quickflix,QFX,.01,-.1,-9.09,,
Traffic Tech,TTI,.052,-.5,-8.77,,
Enerji,ERJ,.011,-.1,-8.33,,
MRL Corp opt oct16,MRFOA,.022,-.2,-8.33,,
Zingmobile Grp cdi,ZMG,.055,-.5,-8.33,,
