Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4509.4 at 16:38 23/6/2010  Report at 19:05 Wednesday 23/6/2010. Processed 19:26 Wednesday 23/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Medic Vision Ltd,MVH,0.018,0.8,80.00,,,,,,,,
M2M Corp,MCL,0.003,0.1,50.00,,,,,,,,
Alinta Energy Grp stp,AEJ,0.064,1.9,42.22,,,,,,,,
Medigard Ltd,MGZ,0.125,2.5,25.00,,,,,,,,
RER Grp Ltd opt dec10,RGDO,0.125,2.5,25.00,,,,,,,,
Cape Range Ltd,CAG,0.006,0.1,20.00,,,,,,,,
Vesture Ltd,VES,0.105,1.5,16.67,,,,,,,,
Compumedics Ltd,CMP,0.15,2,15.38,,,,,,,,
ENV Clean Tech opt jan14,ESIO,0.032,0.4,14.29,,,,,,,,
PharmAust Ltd,PAA,0.074,0.9,13.85,,,,,,,,
APA Financial,APP,0.017,0.2,13.33,,,,,,,,
Pro-Pac Packaging,PPG,0.36,4,12.50,,,,,,,,
Manaccom Corp Ltd,MNL,0.275,3,12.24,,,,,,,,
Advanced Engine,ACE,0.037,0.4,12.12,,,,,,,,
ENV Clean Tech,ESI,0.047,0.5,11.90,,,,,,,,
Hostech Ltd,HTC,0.019,0.2,11.76,,,,,,,,
Metal Storm Ltd,MST,0.01,0.1,11.11,,,,,,,,
Tyrian Diagnostics,TDX,0.01,0.1,11.11,,,,,,,,
Ambertech Ltd,AMO,0.42,4,10.53,,,,,,,,
Collection House,CLH,0.80,7.5,10.34,,,,,,,,
Papyrus Aust,PPY,0.275,2.5,10.00,,,,,,,,
Savcor Grp Ltd,SAV,0.11,1,10.00,,,,,,,,
Arturus Capital,AKW,0.087,0.7,8.75,,,,,,,,
4C Sec Solution,FCS,0.025,0.2,8.70,,,,,,,,
CO2 Grp Ltd,COZ,0.13,1,8.33,,,,,,,,
Mikoh Corp,MIK,0.078,0.6,8.33,,,,,,,,
Quantum Energy,QTM,0.084,0.6,7.69,,,,,,,,
Souls Private Equity opt feb15,SOEOA,0.014,0.1,7.69,,,,,,,,
Eastland Medical opt jun11,EMSOB,0.015,0.1,7.14,,,,,,,,
Funtastic Ltd,FUN,0.23,1.5,6.98,,,,,,,,
BioProspect Ltd,BPO,0.016,0.1,6.67,,,,,,,,
Ellex Medical Lasers,ELX,0.16,1,6.67,,,,,,,,
Morning Star,MSH,0.08,0.5,6.67,,,,,,,,
RER Grp Ltd,RGD,0.32,2,6.67,,,,,,,,
Pan Asia Corp Ltd,PZC,0.017,0.1,6.25,,,,,,,,
Cervantes Corp,CVS,0.018,0.1,5.88,,,,,,,,
Ipernica Ltd,IPR,0.09,0.5,5.88,,,,,,,,
Matrix C & E Ltd,MCE,2.70,15,5.88,,,,,,,,
Greencross Ltd,GXL,0.74,4,5.71,,,,,,,,
Peters MacGregor,PET,0.65,3.5,5.69,,,,,,,,
Lindsay Aust,LAU,0.20,1,5.26,,,,,,,,
Pac Energy,PEA,0.20,1,5.26,,,,,,,,
Everest Financial,EFG,0.042,0.2,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Xanadu Res Ltd opt apr13,XNUO,0.025,1.3,108.30,,,,,,,,
Excalibur Min opt dec12,EXMOA,0.002,0.1,100.00,,,,,,,,
Envirogold Ltd opt dec11,EVGO,0.01,0.3,42.86,,,,,,,,
Magnetic Res ctg,MAUCA,0.15,4.5,42.86,,,,,,,,
Montezuma Min Co opt aug11,MZMO,0.20,6,42.86,,,,,,,,
Monitor Energy,MHL,0.004,0.1,33.33,,,,,,,,
Vector Res Ltd opt jun12,VECO,0.019,0.4,26.67,,,,,,,,
Carpathian Res,CPN,0.029,0.5,20.83,,,,,,,,
Alloy Res,AYR,0.03,0.5,20.00,,,,,,,,
Hawthorn Res,HAW,0.006,0.1,20.00,,,,,,,,
Pilbara Min Ltd,PLS,0.12,2,20.00,,,,,,,,
Rum Jungle Uranium,RUM,0.05,0.8,19.05,,,,,,,,
Forte Energy NL,FTE,0.13,2,18.18,,,,,,,,
Gippsland Ltd,GIP,0.039,0.6,18.18,,,,,,,,
Palace Res,PXR,0.013,0.2,18.18,,,,,,,,
Blaze Intl,BLZ,0.007,0.1,16.67,,,,,,,,
Venus Metals Cor,VMC,0.78,11,16.42,,,,,,,,
Sierra Min,SRM,0.12,1.5,14.29,,,,,,,,
Global Nickel Invest opt jun12,GNIOA,0.009,0.1,12.50,,,,,,,,
Lonrho Min Ltd,LOM,0.018,0.2,12.50,,,,,,,,
Metals Aust,MLS,0.009,0.1,12.50,,,,,,,,
Mount Burgess Min,MTB,0.009,0.1,12.50,,,,,,,,
Resolute Min 12% cn12,RSGG,1.08,12,12.50,,,,,,,,
Coal FE Res,CES,0.04,0.4,11.11,,,,,,,,
Nucoal Res NL,NCR,0.25,2.5,11.11,,,,,,,,
ADX Energy Ltd,ADX,0.205,2,10.81,,,,,,,,
Aurora Min Ltd,ARM,0.465,4.5,10.71,,,,,,,,
Richmond Min,RHM,0.265,2.5,10.42,,,,,,,,
NGM Res Ltd,NGM,0.096,0.9,10.34,,,,,,,,
Silver Mines Ltd,SVL,0.099,0.9,10.00,,,,,,,,
Triton Gold Ltd,TON,0.11,1,10.00,,,,,,,,
Augustus Min,AUJ,0.28,2.5,9.80,,,,,,,,
Carbine Res opt jul11,CRBO,0.23,2,9.52,,,,,,,,
Emerald Oil & Gas,EMR,0.023,0.2,9.52,,,,,,,,
Boulder Steel,BGD,0.12,1,9.09,,,,,,,,
Northwest Res,NWR,0.06,0.5,9.09,,,,,,,,
Consolidated Tin Min,CSD,0.039,0.3,8.33,,,,,,,,
Botswana Metals,BML,0.054,0.4,8.00,,,,,,,,
Adelaide Res,ADN,0.14,1,7.69,,,,,,,,
Jupiter Energy,JPR,0.042,0.3,7.69,,,,,,,,
Nuenergy Capital,NGY,0.14,1,7.69,,,,,,,,
Matsa Res,MAT,0.29,2,7.41,,,,,,,,
Maximus Res,MXR,0.015,0.1,7.14,,,,,,,,
Integra Min Ltd,IGR,0.305,2,7.02,,,,,,,,
Pac Niugini Ltd,PNR,0.155,1,6.90,,,,,,,,
Echo Res,EAR,0.047,0.3,6.82,,,,,,,,
Acclaim Explore,AEX,0.016,0.1,6.67,,,,,,,,
Enterprise Metals opt jun12,ENTO,0.032,0.2,6.67,,,,,,,,
Elementos Ltd,ELT,0.165,1,6.45,,,,,,,,
Exoma Energy Ltd opt mar11,EXEO,0.05,0.3,6.38,,,,,,,,
Liberty Resource,LBY,0.051,0.3,6.25,,,,,,,,
WCP Res Ltd,WCP,0.053,0.3,6.00,,,,,,,,
Victory West Moly,VWM,0.089,0.5,5.95,,,,,,,,
Atomic Res,ATQ,0.18,1,5.88,,,,,,,,
Dragon Mountain Gold,DMG,0.185,1,5.71,,,,,,,,
Kimberley Metals,KBL,0.185,1,5.71,,,,,,,,
Marmota Energy,MEU,0.074,0.4,5.71,,,,,,,,
Rialto Energy,RIA,0.37,2,5.71,,,,,,,,
Sth American Cor,SAY,0.037,0.2,5.71,,,,,,,,
Base Iron Ltd,BSE,0.095,0.5,5.56,,,,,,,,
Eromanga Hydro,ERH,0.059,0.3,5.36,,,,,,,,
Hannans Reward,HNR,0.20,1,5.26,,,,,,,,
Macq Harbour opt aug12,MHMO,0.10,0.5,5.26,,,,,,,,
RAM Res,RMR,0.02,0.1,5.26,,,,,,,,
Copper Range Ltd,CRJ,0.021,0.1,5.00,,,,,,,,
INDUSTRIAL FALLS,,,,,,,,,,,,
Virax Hldgs cn dec11,VHLG,0.10,-17,-62.96,,,,,,,,
Aacl Hldgs Ltd,AAY,0.07,-7,-50.00,,,,,,,,
GSF Corp Ltd,GSF,0.001,-0.1,-50.00,,,,,,,,
IM Medical Ltd,IMI,0.001,-0.1,-50.00,,,,,,,,
Sun Biomedical,SBN,0.001,-0.1,-50.00,,,,,,,,
Pharmaxis Ltd,PXS,2.10,-102,-32.69,,,,,,,,
Select Vaccines,SLT,0.005,-0.2,-28.57,,,,,,,,
Multiplex Acumen unt,MPF,0.038,-1.5,-28.30,,,,,,,,
LBT Innovations optjun13c,LBTOA,0.015,-0.5,-25.00,,,,,,,,
Digislide Hldgs,DGI,0.16,-5,-23.81,,,,,,,,
Strathfield Grp,SRA,0.01,-0.3,-23.08,,,,,,,,
ITL Ltd,ITD,0.054,-1.5,-21.74,,,,,,,,
Westoz Inv Ltd opt jun12,WICO,0.08,-2,-20.00,,,,,,,,
Anaeco Ltd,ANQ,0.15,-3.5,-18.92,,,,,,,,
CO2 Grp Ltd opt nov11,COZO,0.025,-0.5,-16.67,,,,,,,,
Wasabi Energy Ltd,WAS,0.01,-0.2,-16.67,,,,,,,,
Altera Res Ltd,AEA,0.21,-4,-16.00,,,,,,,,
Prima BioMed Ltd,PRR,0.105,-2,-16.00,,,,,,,,
ADG Global Supply,ADQ,0.06,-1.1,-15.49,,,,,,,,
Oakajee Corp Ltd,OKJ,0.11,-2,-15.38,,,,,,,,
TPL Corp Ltd,TPL,0.017,-0.3,-15.00,,,,,,,,
Patrys Ltd,PAB,0.115,-2,-14.81,,,,,,,,
Elders Ltd,ELD,0.375,-6.5,-14.77,,,,,,,,
Farmworks Aust,FWA,0.12,-2,-14.29,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.012,-0.2,-14.29,,,,,,,,
Capitol Health,CAJ,0.031,-0.5,-13.89,,,,,,,,
Agricultural Land unt,AGJ,0.13,-2,-13.33,,,,,,,,
Electrometals Tech,EMM,0.014,-0.2,-12.50,,,,,,,,
Media Grp Int Ltd,MUI,0.007,-0.1,-12.50,,,,,,,,
Rivercity Motorway stp,RCY,0.021,-0.3,-12.50,,,,,,,,
Stirling Products,STI,0.007,-0.1,-12.50,,,,,,,,
EVZ Ltd,EVZ,0.071,-1,-12.35,,,,,,,,
Beyond Sportswear,BSI,0.015,-0.2,-11.76,,,,,,,,
Intrapower Ltd,IPX,0.15,-2,-11.76,,,,,,,,
E-Com Multi Ltd,ECE,0.008,-0.1,-11.11,,,,,,,,
Intermoco Ltd,INT,0.008,-0.1,-11.11,,,,,,,,
Inventis Ltd,IVT,0.04,-0.5,-11.11,,,,,,,,
MCM Entertainment Gr,MEG,0.16,-2,-11.11,,,,,,,,
Cbio Ltd,CBZ,0.285,-3.5,-10.94,,,,,,,,
Quest Min Ltd,QNL,0.034,-0.4,-10.53,,,,,,,,
Apollo Cons,AOP,0.009,-0.1,-10.00,,,,,,,,
Dulhunty Power,DUL,0.027,-0.3,-10.00,,,,,,,,
Investorfirst Ltd,INQ,0.063,-0.7,-10.00,,,,,,,,
Structural Monitor cdi,SMN,0.009,-0.1,-10.00,,,,,,,,
ING RE Com stp,ILF,0.056,-0.6,-9.68,,,,,,,,
Elders Ltd hybrids,ELDPA,43.50,-450,-9.38,,,,,,,,
Energy One Ltd,EOL,0.10,-1,-9.09,,,,,,,,
Galileo Japan Tr unt,GJT,0.03,-0.3,-9.09,,,,,,,,
Karmelsonix Ltd,KSX,0.02,-0.2,-9.09,,,,,,,,
