Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4829.3 at 16:33 9/3/2010  Report at 19:05 Tuesday 9/3/2010. Processed 19:27 Tuesday 9/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Analytica Ltd,ALT,0.06,2.3,62.16,,,,,,,,
Admerex Ltd,ADL,0.007,0.2,40.00,,,,,,,,
Aust China Hldgs,AAK,0.007,0.2,40.00,,,,,,,,
Mariner Corp Ltd,MCX,0.008,0.2,33.33,,,,,,,,
Olea Australis,OLE,0.004,0.1,33.33,,,,,,,,
Ainsworth Game Tech,AGI,0.16,3,23.08,,,,,,,,
Medic Vision Ltd,MVH,0.022,0.4,22.22,,,,,,,,
Arturus Capital,AKW,0.20,3.5,21.21,,,,,,,,
Impedimed Ltd opt oct12,IPDO,0.30,5,20.00,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.048,0.8,20.00,,,,,,,,
Capitol Health,CAJ,0.05,0.8,19.05,,,,,,,,
Legacy Iron Ore opt dec12,LCYOB,0.059,0.9,18.00,,,,,,,,
Acuvax Ltd,ACU,0.014,0.2,16.67,,,,,,,,
Montec Intl,MTI,0.007,0.1,16.67,,,,,,,,
Adv Braking Tech,ABV,0.022,0.3,15.79,,,,,,,,
RTL Corp Ltd,RTL,0.022,0.3,15.79,,,,,,,,
OBJ Ltd,OBJ,0.059,0.8,15.69,,,,,,,,
Connxion Ventures,CXN,0.045,0.6,15.38,,,,,,,,
Medical Aus Ltd,MLA,0.03,0.4,15.38,,,,,,,,
Genetic Tech,GTG,0.039,0.5,14.71,,,,,,,,
E-Com Multi Ltd,ECE,0.008,0.1,14.29,,,,,,,,
TVN Corp Ltd,TVN,0.008,0.1,14.29,,,,,,,,
ASF Grp Ltd,AFA,0.098,1.2,13.95,,,,,,,,
Clean Seas Tuna,CSS,0.125,1.5,13.64,,,,,,,,
Legacy Iron Ore,LCY,0.17,2,13.33,,,,,,,,
Circadian Tech,CIR,0.62,7,12.73,,,,,,,,
Gale Pacific Ltd,GAP,0.18,2,12.50,,,,,,,,
Oldfields Hldgs,OLH,0.27,3,12.50,,,,,,,,
Virax Hldgs,VHL,0.135,1.5,12.50,,,,,,,,
Centrebet Internat,CIL,1.80,17,10.43,,,,,,,,
Adultshop Com,ASC,0.011,0.1,10.00,,,,,,,,
Impedimed Ltd,IPD,0.88,8,10.00,,,,,,,,
RMG Ltd,RMG,0.011,0.1,10.00,,,,,,,,
Global Masters Fund,GFL,0.85,7.5,9.68,,,,,,,,
ITL Ltd,ITD,0.068,0.6,9.68,,,,,,,,
Humanis Grp Ltd,HUM,0.023,0.2,9.52,,,,,,,,
Xtek Ltd,XTE,0.035,0.3,9.38,,,,,,,,
Imugene Ltd,IMU,0.06,0.5,9.09,,,,,,,,
Legend Corp,LGD,0.185,1.5,8.82,,,,,,,,
Thakral Hldgs unt,THG,0.385,3,8.45,,,,,,,,
Atlas Southsea Pearl,ATP,0.13,1,8.33,,,,,,,,
Comops Ltd,COM,0.13,1,8.33,,,,,,,,
Praemium Ltd,PPS,0.13,1,8.33,,,,,,,,
Lindsay Aust,LAU,0.20,1.5,8.11,,,,,,,,
Mystate Ltd,MYS,3.41,25,7.91,,,,,,,,
India Equities Fund opt aug10,INEO,0.055,0.4,7.84,,,,,,,,
Healthlinx Ltd,HTX,0.14,1,7.69,,,,,,,,
WAM Active Ltd,WAA,1.05,7.5,7.69,,,,,,,,
Cougar Energy,CXY,0.145,1,7.41,,,,,,,,
Biosignal Ltd,BOS,0.016,0.1,6.67,,,,,,,,
ENV Clean Tech opt jan14,ESIO,0.016,0.1,6.67,,,,,,,,
Living & Leisure Grp stp,LLA,0.032,0.2,6.67,,,,,,,,
Prana Biotech,PBT,0.16,1,6.67,,,,,,,,
Structural Systems,STS,0.65,4,6.56,,,,,,,,
