Market Action,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5004.6 at 2013-07-23T16:41:06. Report at Tuesday, July 23, 2013. Processed Wednesday at 2013-07-24T01:00:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (c),Move (%),,,,,,,,
RISES - INDUSTRIALS,,
BioDiem opt dec14,BDMO,.01,+.5,+100.0,,
Scantech,SCD,.70,+28,+66.67,,
ETS Johnson&Johnson,ETSJNJ,98.75,+3533,+55.71,,
Titan Energy Service,TTN,2.05,+53,+34.87,,
RedHill Education,RDH,.265,+5.5,+26.19,,
ALS rtsforusd,ALQR,1.11,+22,+24.72,,
Aust Infrastructure Fd,AIX,.012,+.2,+20.00,,
BioDiem,BDM,.06,+1,+20.00,,
TZ opt oct13,TZLO,.02,+.3,+17.65,,
Style,SYP,.014,+.2,+16.67,,
Pro Medicus,PME,.50,+7,+16.28,,
ImpediMed,IPD,.145,+2,+16.00,,
ETS Hewlett-Packard,ETSHPQ,27.29,+361,+15.24,,
Mobile Embrace,MBE,.034,+.4,+13.33,,
Neuren Pharma,NEU,.09,+1,+12.50,,
Pharmaxis,PXS,.18,+2,+12.50,,
WAM Capital opt jul13,WAMO,.045,+.5,+12.50,,
Quickstep Hldgs,QHL,.155,+1.5,+10.71,,
Compumedics,CMP,.064,+.6,+10.34,,
Alchemia,ACL,.375,+3.5,+10.29,,
Dyesol,DYE,.485,+4.5,+10.23,,
Biotech Capital,BTC,.022,+.2,+10.00,,
ComOps,COM,.011,+.1,+10.00,,
ICSGlobal,ICS,.023,+.2,+9.52,,
Investorfirst,INQ,.94,+8,+9.30,,
Diploma Grp,DGX,.038,+.3,+8.57,,
Nomad Bldg Solutions,NOD,.065,+.5,+8.33,,
PBD Development,PBD,.013,+.1,+8.33,,
Austin Engineer,ANG,3.88,+29,+8.08,,
SDI,SDI,.67,+5,+8.06,,
BPH Energy,BPH,.015,+.1,+7.14,,
ECO Quest,ECQ,.015,+.1,+7.14,,
Kingston Res,KSN,.09,+.6,+7.14,,
Smart Parking,SPZ,.15,+1,+7.14,,
E & A,EAL,.55,+3.5,+6.80,,
REVA Medical cdi,RVA,.63,+4,+6.78,,
CTI Logistics,CLX,1.90,+12,+6.74,,
Quickflix,QFX,.016,+.1,+6.67,,
Transfield Services,TSE,.96,+6,+6.67,,
Lion Selection Grp,LSX,.58,+3.5,+6.42,,
AJ Lucas Grp,AJL,1.39,+8,+6.11,,
Aust Pharmaceutical,API,.445,+2.5,+5.95,,
ADG Global Supply,ADQ,.018,+.1,+5.88,,
Wilson HTM Inv,WIG,.275,+1.5,+5.77,,
UXC,UXC,1.20,+6.5,+5.73,,
