Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4900.1 at 16:35 13/1/2010  Report at 19:05 Wednesday 13/1/2010. Processed 19:31 Wednesday 13/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Anteo Diagnostics opt sep10,ADOO,0.008,0.6,300.00,,,,,,,,
Anteo Diagnostics ,ADO,0.019,1.2,171.40,,,,,,,,
Multiplex Prime Ppty ctg,MAFCB,0.002,0.1,100.00,,,,,,,,
Select Vaccines,SLT,0.013,0.3,30.00,,,,,,,,
Hydrotech Inter,HTI,0.009,0.2,28.57,,,,,,,,
Incitive Ltd,ICV,0.009,0.2,28.57,,,,,,,,
Tissue Therapies,TIS,0.20,3.5,21.21,,,,,,,,
Future Corp,FUT,0.006,0.1,20.00,,,,,,,,
Hillcrest Litigat,HLS,0.09,1.5,20.00,,,,,,,,
Smarttrans Hldgs,SMA,0.006,0.1,20.00,,,,,,,,
Saferoads Hldgs,SRH,0.94,14,17.50,,,,,,,,
Macq Fortress frn aug35,MFNHA,0.225,3,15.38,,,,,,,,
Healthzone Ltd,HZL,0.38,5,15.15,,,,,,,,
Artist & Entertain,AEM,0.016,0.2,14.29,,,,,,,,
Biopharmica Ltd opt may10,BPHO,0.008,0.1,14.29,,,,,,,,
Millepede Intl,MPD,0.008,0.1,14.29,,,,,,,,
Verus Invest opt jun10,VILO,0.009,0.1,12.50,,,,,,,,
WAG Ltd,WAG,0.009,0.1,12.50,,,,,,,,
Nexbis Ltd,NBS,0.23,2.5,12.20,,,,,,,,
Ambition Grp Ltd,AMB,0.37,4,12.12,,,,,,,,
Diploma Grp Ltd,DGX,0.37,4,12.12,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.019,0.2,11.76,,,,,,,,
Select Harvests,SHV,4.23,43,11.32,,,,,,,,
Holista Colltech,HCT,0.15,1.5,11.11,,,,,,,,
Oncard Intl,ONC,0.15,1.5,11.11,,,,,,,,
Folkestone Ltd,FLK,0.155,1.5,10.71,,,,,,,,
RTL Corp Ltd,RTL,0.022,0.2,10.00,,,,,,,,
MAX Tr unt,MXQ,0.062,0.5,8.77,,,,,,,,
Keybridge Capital,KBC,0.125,1,8.70,,,,,,,,
Tag Pacific Ltd,TAG,0.25,2,8.70,,,,,,,,
Frankland River,FLR,0.027,0.2,8.00,,,,,,,,
XRF Scientific,XRF,0.205,1.5,7.89,,,,,,,,
Celtex Ltd,CXE,0.015,0.1,7.14,,,,,,,,
Rheochem Plc cdi 1:1,RHE,0.15,1,7.14,,,,,,,,
Sino Strategic Intl,SSI,0.75,5,7.14,,,,,,,,
Koon Hldgs cdi,KNH,0.31,2,6.90,,,,,,,,
Greencap Ltd,GCG,0.16,1,6.67,,,,,,,,
Kresta Hldgs,KRS,0.25,1.5,6.38,,,,,,,,
Mesa Min Ltd,MAS,0.053,0.3,6.00,,,,,,,,
Mesoblast Ltd,MSB,2.01,11,5.79,,,,,,,,
Acuvax Ltd,ACU,0.019,0.1,5.56,,,,,,,,
GEO Prop Grp stpld,GPM,0.19,1,5.56,,,,,,,,
Bentley Capital,BEL,0.295,1.5,5.36,,,,,,,,
RER Grp Ltd,RGD,0.40,2,5.26,,,,,,,,
Staging Connections,STG,0.04,0.2,5.26,,,,,,,,
Sth Cross Media stpld,SXL,1.955,9.5,5.11,,,,,,,,
Aust Vintage Ltd,AVG,0.315,1.5,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Goldsearch Ltd,GSE,0.06,2.4,66.67,,,,,,,,
Kilgore Oil & Gas opt jun12,KOGO,0.01,0.4,66.67,,,,,,,,
Cazaly Res opt feb11,CAZO,0.165,6.5,65.00,,,,,,,,
Argent Min opt jun11,ARDO,0.04,1.5,60.00,,,,,,,,
Gladiator Res,GLA,0.285,9.5,50.00,,,,,,,,
Newera Uranium,NRU,0.055,1.5,37.50,,,,,,,,
Hawthorn Res opt feb13,HAWOB,0.004,0.1,33.33,,,,,,,,
Cazaly Res,CAZ,0.35,8,29.63,,,,,,,,
Renison Cons,RSN,0.009,0.2,28.57,,,,,,,,
Intermet Res,ITT,0.05,1,25.00,,,,,,,,
Condor Nickel,CNK,0.195,3.5,21.88,,,,,,,,
China Yunnan Copper,CYU,0.295,4.5,18.00,,,,,,,,
Padbury Min Ltd opt may11,PDYOB,0.014,0.2,16.67,,,,,,,,
Richmond Min,RHM,0.145,2,16.00,,,,,,,,
Aussie Q Res,AQR,0.475,6.5,15.85,,,,,,,,
Noble Min Res,NMG,0.335,4.5,15.52,,,,,,,,
Hannans Reward,HNR,0.265,3.5,15.22,,,,,,,,
Magnetic Res,MAU,0.39,5,14.71,,,,,,,,
Argonaut Res,ARE,0.086,1.1,14.67,,,,,,,,
Syngas Ltd,SYS,0.033,0.4,13.79,,,,,,,,
Desert Energy,DSN,0.17,2,13.33,,,,,,,,
Nyota Min Ltd,NYO,0.17,2,13.33,,,,,,,,
Indago Res Ltd opt oct14,IDGOA,0.06,0.7,13.21,,,,,,,,
Tri Origin Min,TRO,0.135,1.5,12.50,,,,,,,,
Aura Energy,AEE,0.145,1.5,11.54,,,,,,,,
CBH Res Ltd 7.25%cn12,CBHGA,650.00,6500,11.11,,,,,,,,
Central Pet opt mar14,CTPO,0.08,0.8,11.11,,,,,,,,
Sth Boulder Mines,STB,0.355,3.5,10.94,,,,,,,,
Peak Res,PEK,0.155,1.5,10.71,,,,,,,,
Rum Jungle Uranium,RUM,0.095,0.9,10.47,,,,,,,,
Copper Range Ltd,CRJ,0.033,0.3,10.00,,,,,,,,
Meteoric Res,MEI,0.165,1.5,10.00,,,,,,,,
Peak Res opt dec10,PEKOA,0.11,1,10.00,,,,,,,,
Rubicon Res,RBR,0.067,0.6,9.84,,,,,,,,
Macq Harbour opt aug12,MHMO,0.17,1.5,9.68,,,,,,,,
Colonial Res opt dec10,CLNO,0.12,1,9.09,,,,,,,,
Sthn Hem Min cdi 1:1,SUH,0.49,4,8.89,,,,,,,,
Centaurus Res,CUR,0.50,4,8.70,,,,,,,,
Indago Res Ltd,IDG,0.25,2,8.70,,,,,,,,
Carbine Res,CRB,0.13,1,8.33,,,,,,,,
Great Western Exp opt jun12,GTEO,0.039,0.3,8.33,,,,,,,,
Monto Min Ltd,MOO,0.013,0.1,8.33,,,,,,,,
Sumatra Copper cdi 1:1,SUM,0.27,2,8.00,,,,,,,,
Vector Res Ltd,VEC,0.07,0.5,7.69,,,,,,,,
Waratah Gold Ltd,WGO,0.14,1,7.69,,,,,,,,
Frontier Res,FNT,0.029,0.2,7.41,,,,,,,,
Greenearth Energy,GER,0.225,1.5,7.14,,,,,,,,
White Cliff Nickel opt jun11,WCNO,0.015,0.1,7.14,,,,,,,,
Bandanna Energy,BND,0.61,4,7.02,,,,,,,,
Aurium Res,AGU,0.032,0.2,6.67,,,,,,,,
United Uranium,UUL,0.24,1.5,6.67,,,,,,,,
Jameson Res,JAL,0.42,2.5,6.33,,,,,,,,
Blackthorn Res,BTR,0.935,5.5,6.25,,,,,,,,
Encounter Res,ENR,0.255,1.5,6.25,,,,,,,,
Pac Ore Ltd opt sep12,PSFO,0.017,0.1,6.25,,,,,,,,
Spitfire Res,SPI,0.085,0.5,6.25,,,,,,,,
Tasman Goldflds,TGX,0.085,0.5,6.25,,,,,,,,
Talisman Min opt dec10,TLMO,0.855,5,6.21,,,,,,,,
Brumby Res,BMY,0.069,0.4,6.15,,,,,,,,
