Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4896.3 at 16:34 25/3/2010  Report at 19:06 Thursday 25/3/2010. Processed 19:15 Thursday 25/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Chemgenex Pharmac opt feb12,CXSOA,0.155,12,342.90,,,,,,,,
Authorised Invest,AIY,0.04,1,33.33,,,,,,,,
Future Corp,FUT,0.004,0.1,33.33,,,,,,,,
Intrapower Ltd,IPX,0.13,3,30.00,,,,,,,,
NewSat Ltd,NWT,0.005,0.1,25.00,,,,,,,,
Grandbridge Ltd,GBA,0.205,3.5,20.59,,,,,,,,
Aust China Hldgs,AAK,0.006,0.1,20.00,,,,,,,,
Verticon Grp Ltd,VGP,0.006,0.1,20.00,,,,,,,,
ENV Clean Tech,ESI,0.032,0.5,18.52,,,,,,,,
MDS Financial Grp,MWS,0.026,0.4,18.18,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,25.00,350,16.28,,,,,,,,
Enerji Ltd,ERJ,0.065,0.9,16.07,,,,,,,,
Altera Res Ltd,AEA,0.22,3,15.79,,,,,,,,
Advanced Energy,AES,0.092,1.2,15.00,,,,,,,,
Empire Beer Grp,EEE,0.07,0.9,14.75,,,,,,,,
My Net Fone Ltd,MNF,0.085,1,13.33,,,,,,,,
ECO Quest,ECQ,0.13,1.5,13.04,,,,,,,,
Chandler Macleod,CMG,0.27,3,12.50,,,,,,,,
Ceramic Fuel Cells,CFU,0.23,2.5,12.20,,,,,,,,
Emerson Stewart Grp,ESW,0.105,1,10.53,,,,,,,,
Argus Solutions,ASV,0.22,2,10.00,,,,,,,,
Capitol Health,CAJ,0.055,0.5,10.00,,,,,,,,
Oakajee Corp Ltd,OKJ,0.099,0.9,10.00,,,,,,,,
MacarthurCook PSF unt,MPS,0.068,0.6,9.68,,,,,,,,
Pro-Pac Packaging,PPG,0.35,3,9.37,,,,,,,,
Farmworks Aust,FWA,0.24,2,9.09,,,,,,,,
RMG Ltd,RMG,0.012,0.1,9.09,,,,,,,,
Pulse Health Ltd,PHG,0.061,0.5,8.93,,,,,,,,
Pac Energy,PEA,0.31,2.5,8.77,,,,,,,,
Keybridge Capital,KBC,0.125,1,8.70,,,,,,,,
Island Sky Aust,ISK,0.076,0.6,8.57,,,,,,,,
EVZ Ltd,EVZ,0.13,1,8.33,,,,,,,,
TSV Hldgs Ltd,TSH,0.13,1,8.33,,,,,,,,
China Steel,CNH,0.135,1,8.00,,,,,,,,
Colorpak Ltd,CKL,0.495,3.5,7.61,,,,,,,,
Brierty Ltd,BYL,0.375,2.5,7.14,,,,,,,,
ING Real Est Ente unt,IEF,0.15,1,7.14,,,,,,,,
Karmelsonix Ltd,KSX,0.03,0.2,7.14,,,,,,,,
Pienets Ltd,PIE,0.03,0.2,7.14,,,,,,,,
Novogen Ltd,NRT,0.48,3,6.67,,,,,,,,
Aust Education unt,AEU,0.57,3.5,6.54,,,,,,,,
Advanced Engine,ACE,0.05,0.3,6.38,,,,,,,,
ENV Clean Tech opt jan14,ESIO,0.017,0.1,6.25,,,,,,,,
India Equities Fund opt aug10,INEO,0.085,0.5,6.25,,,,,,,,
Pan Asia Corp Ltd,PZC,0.034,0.2,6.25,,,,,,,,
Globe Sec,GTI,0.07,0.4,6.06,,,,,,,,
Redflex Hldgs,RDF,1.58,8,5.33,,,,,,,,
Analytica Ltd,ALT,0.06,0.3,5.26,,,,,,,,
Hydromet Corp Ltd,HMC,0.042,0.2,5.00,,,,,,,,
Qmastor Ltd,QML,0.315,1.5,5.00,,,,,,,,
Techniche Ltd,TCN,0.084,0.4,5.00,,,,,,,,
UXC Ltd,UXC,0.525,2.5,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
GBM Rsources Ltd opt jun10,GBZO,0.007,0.4,133.30,,,,,,,,
Riviera Res opt dec14,RVEO,0.04,2.2,122.20,,,,,,,,
Proto Resource & opt dec13,PRWOA,0.01,0.5,100.00,,,,,,,,
Energy World Corp,EWC,0.54,19.5,56.52,,,,,,,,
Gondwana Res opt jun11,GDAO,0.02,0.6,42.86,,,,,,,,
Activex Ltd opt jul10,AIVO,0.016,0.4,33.33,,,,,,,,
Triton Gold Ltd,TON,0.22,5,29.41,,,,,,,,
Aust Gold Invest,AGV,0.023,0.5,27.78,,,,,,,,
Montezuma Min Co,MZM,0.23,5,27.78,,,,,,,,
Exoma Energy Ltd opt mar11,EXEO,0.094,1.9,25.33,,,,,,,,
Intec Ltd,INL,0.01,0.2,25.00,,,,,,,,
Jervois Min,JRV,0.005,0.1,25.00,,,,,,,,
Odin Energy Ltd,ODN,0.02,0.4,25.00,,,,,,,,
Triton Gold Ltd opt dec13,TONO,0.075,1.5,25.00,,,,,,,,
RAM Res opt mar12,RMRO,0.017,0.3,21.43,,,,,,,,
Adavale Resource,ADD,0.042,0.7,20.00,,,,,,,,
ARC Explore Ltd opt jan11,ARXOA,0.018,0.3,20.00,,,,,,,,
Consolidated Tin Min opt dec13,CSDO,0.024,0.4,20.00,,,,,,,,
Icon Energy Ltd,ICN,0.23,3.5,17.95,,,,,,,,
Kilgore Oil & Gas,KOG,0.02,0.3,17.65,,,,,,,,
Azumah Res,AZM,0.37,5.5,17.46,,,,,,,,
Geopacific Res,GPR,0.17,2.5,17.24,,,,,,,,
Renison Cons,RSN,0.007,0.1,16.67,,,,,,,,
FE Ltd,FEL,0.145,2,16.00,,,,,,,,
Newport Min Ltd,NMN,0.475,6.5,15.85,,,,,,,,
Mt Isa Metals,MET,0.15,2,15.38,,,,,,,,
Manas Res Ltd,MSR,0.115,1.5,15.00,,,,,,,,
Empire Oil & Gas,EGO,0.008,0.1,14.29,,,,,,,,
Grand Gulf Energy,GGE,0.008,0.1,14.29,,,,,,,,
Latin Gold Ltd,LAT,0.025,0.3,13.64,,,,,,,,
Quantum Res,QUR,0.017,0.2,13.33,,,,,,,,
Nucoal Res NL,NCR,0.26,3,13.04,,,,,,,,
Drake Res,DRK,0.175,2,12.90,,,,,,,,
