Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4732.7 at 16:36 22/2/2010  Report at 19:05 Monday 22/2/2010. Processed 19:10 Monday 22/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
E-Com Multi Ltd,ECE,0.007,0.2,40.00,,,,,,,,
4C Sec Solution,FCS,0.026,0.7,36.84,,,,,,,,
AWH Corp Ltd,AWL,0.008,0.2,33.33,,,,,,,,
BPH Corp Ltd opt may10,BPHO,0.004,0.1,33.33,,,,,,,,
Cardia Bioplastics opt jun11,CNNO,0.004,0.1,33.33,,,,,,,,
Freshtel Hldgs,FRE,0.008,0.2,33.33,,,,,,,,
IM Medical Ltd,IMI,0.004,0.1,33.33,,,,,,,,
Skywest Airlines cdi 1:1,SXR,0.285,7,32.56,,,,,,,,
Artist & Entertain,AEM,0.013,0.3,30.00,,,,,,,,
Transol Corp,TNC,0.009,0.2,28.57,,,,,,,,
China Steel,CNH,0.14,3,27.27,,,,,,,,
Marbletrend Grp,MBD,0.085,1.6,23.19,,,,,,,,
Medic Vision Ltd,MVH,0.024,0.4,20.00,,,,,,,,
Galileo Japan Tr unt,GJT,0.046,0.7,17.95,,,,,,,,
Biosignal Ltd,BOS,0.021,0.3,16.67,,,,,,,,
Charter Pacific,CHF,0.05,0.7,16.28,,,,,,,,
Anteo Diagnostics opt sep10,ADOO,0.043,0.6,16.22,,,,,,,,
Desane Grp Hldings,DGH,0.55,7.5,15.79,,,,,,,,
Global Health Ltd,GLH,0.022,0.3,15.79,,,,,,,,
Essa Aust,ESS,0.23,3,15.00,,,,,,,,
Thomas & Coffey,THO,0.54,7,14.89,,,,,,,,
Admerex Ltd,ADL,0.008,0.1,14.29,,,,,,,,
Prima BioMed Ltd,PRR,0.175,2,12.90,,,,,,,,
Ambertech Ltd,AMO,0.53,6,12.77,,,,,,,,
APA Financial,APP,0.018,0.2,12.50,,,,,,,,
Beyond Sportswear,BSI,0.018,0.2,12.50,,,,,,,,
Smarttrans Hldgs,SMA,0.018,0.2,12.50,,,,,,,,
Cougar Energy,CXY,0.11,1.2,12.24,,,,,,,,
Overseas & Gen cdi,OGL,0.056,0.6,12.00,,,,,,,,
Hyro Ltd,HYO,0.019,0.2,11.76,,,,,,,,
Island Sky Aust,ISK,0.095,1,11.76,,,,,,,,
Senetas Corp,SEN,0.058,0.6,11.54,,,,,,,,
Anteo Diagnostics,ADO,0.059,0.6,11.32,,,,,,,,
GBST Hldgs,GBT,1.05,10,10.53,,,,,,,,
Compass Hotel Grp stpld,CXH,0.032,0.3,10.34,,,,,,,,
Atlantic Ltd,ATI,0.033,0.3,10.00,,,,,,,,
Aust Leaders opt nov10,ALFO,0.045,0.4,9.76,,,,,,,,
Adv Braking Tech,ABV,0.023,0.2,9.52,,,,,,,,
Emerson Stewart Grp,ESW,0.12,1,9.09,,,,,,,,
Kresta Hldgs,KRS,0.365,3,8.96,,,,,,,,
Prime Financial,PFG,0.305,2.5,8.93,,,,,,,,
Two Way Ltd,TTV,0.049,0.4,8.89,,,,,,,,
Greencap Ltd,GCG,0.125,1,8.70,,,,,,,,
Keybridge Capital,KBC,0.125,1,8.70,,,,,,,,
Analytica Ltd,ALT,0.038,0.3,8.57,,,,,,,,
Coretrack Ltd,CKK,0.265,2,8.16,,,,,,,,
Hostech Ltd,HTC,0.04,0.3,8.11,,,,,,,,
Rubik Financial,RFL,0.08,0.6,8.11,,,,,,,,
Specialty Fashion,SFH,1.40,10.5,8.11,,,,,,,,
Dexion Ltd,DEX,0.485,3.5,7.78,,,,,,,,
Antaria Ltd,ANO,0.042,0.3,7.69,,,,,,,,
Cryosite Ltd,CTE,0.14,1,7.69,,,,,,,,
Euroz Ltd,EZL,1.40,10,7.69,,,,,,,,
Morning Star,MSH,0.14,1,7.69,,,,,,,,
Prima BioMed Ltd opt dec11,PRRO,0.145,1,7.41,,,,,,,,
Connxion Ventures,CXN,0.044,0.3,7.32,,,,,,,,
NIB Hldgs Ltd,NHF,1.32,9,7.32,,,,,,,,
Acuvax Ltd,ACU,0.015,0.1,7.14,,,,,,,,
Powerlan Ltd,PWR,0.075,0.5,7.14,,,,,,,,
Staging Connections,STG,0.03,0.2,7.14,,,,,,,,
Clover Corp,CLV,0.315,2,6.78,,,,,,,,
Nanosonics Ltd,NAN,0.57,3.5,6.54,,,,,,,,
iCash Payment Sys,ICP,0.05,0.3,6.38,,,,,,,,
Mesa Min Ltd,MAS,0.05,0.3,6.38,,,,,,,,
Webfirm Grp Ltd,WFM,0.05,0.3,6.38,,,,,,,,
Biodiem Ltd,BDM,0.17,1,6.25,,,,,,,,
Longreach Grp,LRG,0.034,0.2,6.25,,,,,,,,
Wasabi Energy Ltd,WAS,0.017,0.1,6.25,,,,,,,,
iSOFT Group Ltd,ISF,0.60,3.5,6.19,,,,,,,,
Boom Logistics,BOL,0.35,2,6.06,,,,,,,,
Unilife Corp cdi 6:1,UNS,1.60,9,5.96,,,,,,,,
PMP Ltd,PMP,0.72,4,5.88,,,,,,,,
Sunshine Heart cdi,SHC,0.036,0.2,5.88,,,,,,,,
NRW Hldgs Ltd,NWH,1.535,8.5,5.86,,,,,,,,
Nomad Bld,NOD,0.275,1.5,5.77,,,,,,,,
ING Real Est Hlth unt,IHF,0.75,4,5.63,,,,,,,,
Matrix C & E Ltd,MCE,1.90,10,5.56,,,,,,,,
My Net Fone Ltd,MNF,0.095,0.5,5.56,,,,,,,,
Nucoal Res NL,NCR,0.19,1,5.56,,,,,,,,
Challenger FSG Ltd,CGF,4.05,21,5.47,,,,,,,,
FKP Prop Grp stpld,FKP,0.68,3.5,5.43,,,,,,,,
RER Grp Ltd opt dec10,RGDO,0.195,1,5.41,,,,,,,,
Tox Free Solutions,TOX,2.35,12,5.38,,,,,,,,
Cool or Cosy Ltd,COS,0.10,0.5,5.26,,,,,,,,
Global Construct,GCS,1.00,5,5.26,,,,,,,,
Metals Finance,MFC,0.10,0.5,5.26,,,,,,,,
Atlantic Ltd opt dec11,ATIO,0.021,0.1,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Carpentaria Exp opt jun10,CAPO,0.01,0.7,233.30,,,,,,,,
Monitor Energy opt aug11,MHLO,0.002,0.1,100.00,,,,,,,,
Westralian Gas & Pwr opt oct11,WGPOA,0.008,0.3,60.00,,,,,,,,
Condor Nickel,CNK,0.145,3.5,31.82,,,,,,,,
