Market Action,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5934.5 at 2015-03-24T16:37:06. Report at Tuesday, March 24, 2015. Processed Wednesday at 2015-03-25T01:00:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (c),Move (%),,,,,,,,
RISES - INDUSTRIALS,,
Arunta Resources,AJR,.002,+.1,+100.0,,
EVZ,EVZ,.016,+.3,+23.08,,
Arrium,ARI,.21,+3.5,+20.00,,
Global Health,GLH,.30,+4.5,+17.65,,
Firstfolio,FFF,.014,+.2,+16.67,,
Rectifier Techn,RFT,.007,+.1,+16.67,,
Bone Medical,BNE,.008,+.1,+14.29,,
Lionhub Grp,LHB,.17,+2,+13.33,,
Boart Longyear,BLY,.215,+2.5,+13.16,,
Ensogo,E88,.22,+2.5,+12.82,,
Ariadne Aust,ARA,.415,+4.5,+12.16,,
Osprey Med cdi,OSP,.70,+7.5,+12.00,,
Brain Resource,BRC,.29,+3,+11.54,,
Phytotech Med,PYL,.34,+3.5,+11.48,,
Globe Int'l,GLB,1.365,+11.5,+9.20,,
iSonea,ISN,.089,+.7,+8.54,,
Enhanced Oil & Gas,EOR,.013,+.1,+8.33,,
WAM Research opt jun15,WAXO,.013,+.1,+8.33,,
Kip McGrath Edu Cntr,KME,.40,+3,+8.11,,
Lion Selection Grp,LSX,.20,+1.5,+8.11,,
Mastermyne Grp,MYE,.27,+2,+8.00,,
Dicker Data,DDR,1.70,+12,+7.59,,
Spotless Group,SPO,2.36,+16,+7.27,,
Avexa,AVX,.015,+.1,+7.14,,
TTA Hldgs,TTA,.03,+.2,+7.14,,
Progen Pharma,PGL,.155,+1,+6.90,,
THE Pas Grp,PGR,.47,+3,+6.82,,
Ambertech,AMO,.16,+1,+6.67,,
Invigor Grp,IVO,.08,+.5,+6.67,,
Skyfii,SKF,.245,+1.5,+6.52,,
