Market Action,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5199.0 at 2015-10-06T16:54:35. Report at Tuesday, October 6, 2015. Processed Wednesday at 2015-10-07T01:00:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (c),Move (%),,,,,,,,
RISES - INDUSTRIALS,,
iSENTRIC,ICU,.195,+7.5,+62.50,,
Biotron opt sep16,BITO,.022,+.7,+46.67,,
First Growth Funds,FGF,.01,+.3,+42.86,,
Success Res Global,SGU,.10,+2.9,+40.85,,
Echoice,ECO,.015,+.4,+36.36,,
Resources&Energy,REZ,.12,+3,+33.33,,
Isignthis opt dec15,ISXO,.058,+1.3,+28.89,,
Papyrus Aust,PPY,.01,+.2,+25.00,,
Q Technology,QTG,.005,+.1,+25.00,,
Biotron,BIT,.055,+1,+22.22,,
Charter Pacific,CHF,.03,+.5,+20.00,,
EnviroMission,EVM,.12,+2,+20.00,,
Transaction Solutions,TSN,.006,+.1,+20.00,,
Aust Agricultural,AAP,.016,+.2,+14.29,,
Energy Ventures,EVE,.008,+.1,+14.29,,
Macmahon Hldgs,MAH,.076,+.9,+13.43,,
MMJ Phytotech,MMJ,.31,+3.5,+12.73,,
Bone Medical,BNE,.009,+.1,+12.50,,
Tissue Therapies,TIS,.045,+.5,+12.50,,
Gage Roads Brewing,GRB,.064,+.7,+12.28,,
CPT Global,CGO,.30,+3,+11.11,,
Proteomics Intl Lab,PIQ,.26,+2.5,+10.64,,
DataDot Tech,DDT,.021,+.2,+10.53,,
Enerji,ERJ,.032,+.3,+10.34,,
Traffic Tech,TTI,.043,+.4,+10.26,,
Novogen,NRT,.165,+1.5,+10.00,,
Adherium,ADR,.665,+6,+9.92,,
Universal Biosensors cdi,UBI,.395,+3.5,+9.72,,
3P Learning,3PL,2.06,+17.5,+9.28,,
Omni Market opt dec18,OMTO,.012,+.1,+9.09,,
IMF Bentham,IMF,1.46,+11.5,+8.55,,
Aust Wealth Invest,AWI,.26,+2,+8.33,,
BluGlass,BLG,.065,+.5,+8.33,,
Kingston Res,KSN,.013,+.1,+8.33,,
Platinum Asia opt may17,PAIO,.078,+.6,+8.33,,
Salmat,SLM,.65,+5,+8.33,,
Secos Grp,SES,.21,+1.5,+7.69,,
iProperty Grp,IPP,3.23,+23,+7.67,,
Global Health,GLH,.29,+2,+7.41,,
Polynovo,PNV,.145,+1,+7.41,,
Anatara Lifesciences,ANR,.75,+5,+7.14,,
Funtastic,FUN,.045,+.3,+7.14,,
Invion,IVX,.015,+.1,+7.14,,
Kogi Iron,KFE,.015,+.1,+7.14,,
Suda,SUD,.03,+.2,+7.14,,
Webster,WBA,1.50,+10,+7.14,,
BetaShares Resources etf unt,QRE,3.97,+25,+6.72,,
PaperlinX,PPX,.032,+.2,+6.67,,
Donaco Intl,DNA,.735,+4.5,+6.52,,
Quantum Energy,QTM,.017,+.1,+6.25,,
WorleyParsons,WOR,6.86,+40,+6.19,,
Latam Autos,LAA,.35,+2,+6.06,,
Crowd Mobile,CM8,.265,+1.5,+6.00,,
Catapult Grp Intl,CAT,1.525,+8.5,+5.90,,
Actinogen,ACW,.054,+.3,+5.88,,
Animoca Brands,AB1,.18,+1,+5.88,,
Isignthis,ISX,.36,+2,+5.88,,
GR Engineering,GNG,.94,+5,+5.62,,
AJ Lucas Grp,AJL,.38,+2,+5.56,,
Infigen Energy stp,IFN,.285,+1.5,+5.56,,
Prime Financial,PFG,.095,+.5,+5.56,,
SPDR 200 Resources etf unt,OZR,7.14,+37,+5.47,,
Alexium Int'l,AJX,.965,+5,+5.46,,
Origin Energy hym3qut,ORGHA,99.12,+512,+5.45,,
Wilson Grp,WIG,.98,+5,+5.38,,
Adslot,ADJ,.099,+.5,+5.32,,
Connexion Media opt feb17,CXZO,.04,+.2,+5.26,,
Pro Medicus,PME,2.46,+12,+5.13,,
Aust Proteins,AYB,.021,+.1,+5.00,,
RISES - MINING,,
Breaker Res rts 06oct,BRBRA,.004,+.3,+300.0,,
Dart Min,DTM,.012,+.4,+50.00,,
Grand Gulf Energy,GGE,.009,+.3,+50.00,,
King River Copper,KRC,.018,+.6,+50.00,,
Clancy Explore,CLY,.01,+.3,+42.86,,
ADX Energy,ADX,.004,+.1,+33.33,,
Valence Industries opt jul16,VXLO,.024,+.6,+33.33,,
