Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4536.2 at 16:38 29/7/2010  Report at 19:05 Thursday 29/7/2010. Processed 19:20 Thursday 29/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Cardia Bioplastics opt jun11,CNNO,0.003,0.2,200.00,,,,,,,,
M2M Corp,MCL,0.002,0.1,100.00,,,,,,,,
Tango Pet Ltd opt may11,TNPO,0.05,2,66.67,,,,,,,,
Sterling Biofuels,SBI,0.039,1.1,39.29,,,,,,,,
Living Cell Tech opt dec10,LCTO,0.04,1,33.33,,,,,,,,
Synergy Plus Ltd,SNR,0.04,1,33.33,,,,,,,,
Tango Pet Ltd,TNP,0.16,4,33.33,,,,,,,,
Biotron Ltd opt dec11,BITO,0.015,0.3,25.00,,,,,,,,
Stirling Products,STI,0.011,0.2,22.22,,,,,,,,
Neptune Marine opt dec10,NMSO,0.12,2.1,21.21,,,,,,,,
Cape Range Ltd,CAG,0.006,0.1,20.00,,,,,,,,
Adultshop Com,ASC,0.014,0.2,16.67,,,,,,,,
WAG Ltd,WAG,0.007,0.1,16.67,,,,,,,,
Manaccom Corp Ltd,MNL,0.295,4,15.69,,,,,,,,
Firstfolio Ltd,FFF,0.061,0.8,15.09,,,,,,,,
Energio Ltd,EIO,0.008,0.1,14.29,,,,,,,,
Novogen Ltd,NRT,0.16,2,14.29,,,,,,,,
Vision Grp Hldgs,VGH,0.30,3.5,13.21,,,,,,,,
Peters MacGregor,PET,0.78,9,13.04,,,,,,,,
Headline Grp Ltd,HLD,0.395,4.5,12.86,,,,,,,,
Hostech Ltd,HTC,0.02,0.2,11.11,,,,,,,,
Pulse Health Ltd,PHG,0.05,0.5,11.11,,,,,,,,
Mission Newenergy,MBT,0.265,2.5,10.42,,,,,,,,
Ceramic Fuel Cells,CFU,0.215,2,10.26,,,,,,,,
CathRx Ltd,CXD,0.22,2,10.00,,,,,,,,
Chemgenex Pharmac opt feb12,CXSOA,0.11,1,10.00,,,,,,,,
Essa Aust,ESS,0.22,2,10.00,,,,,,,,
Advanced Share,ASW,0.60,5,9.09,,,,,,,,
Arturus Capital,AKW,0.12,1,9.09,,,,,,,,
Galileo Japan Tr unt,GJT,0.037,0.3,8.82,,,,,,,,
Legend Corp,LGD,0.185,1.5,8.82,,,,,,,,
Aust Ethical,AEF,21.70,170,8.50,,,,,,,,
Nomad Bld,NOD,0.20,1.5,8.11,,,,,,,,
Undercoverwear,UCW,0.20,1.5,8.11,,,,,,,,
Rubik Financial,RFL,0.055,0.4,7.84,,,,,,,,
Xtek Ltd,XTE,0.028,0.2,7.69,,,,,,,,
PPK Grp Ltd,PPK,0.425,3,7.59,,,,,,,,
WAM Active Ltd,WAA,1.07,7,7.00,,,,,,,,
Pac Energy,PEA,0.235,1.5,6.82,,,,,,,,
Comtel Corp Ltd,CMO,0.016,0.1,6.67,,,,,,,,
Ellex Medical Lasers,ELX,0.165,1,6.45,,,,,,,,
Viridis Clean Energy unt,VIR,0.07,0.4,6.06,,,,,,,,
Coretrack Ltd,CKK,0.18,1,5.88,,,,,,,,
Specialty Fashion,SFH,1.31,7,5.65,,,,,,,,
Supply Net,SNL,0.38,2,5.56,,,,,,,,
Quantum Energy,QTM,0.08,0.4,5.26,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.021,0.1,5.00,,,,,,,,
Smarttrans Hldgs,SMA,0.021,0.1,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Marion Energy opt dec11,MAEO,0.005,0.3,150.00,,,,,,,,
Pacrim Energy opt dec11,PREO,0.004,0.2,100.00,,,,,,,,
Victorian Gold Mines opt mar14,VGMO,0.035,1.5,75.00,,,,,,,,
Resource And Invest,RNI,0.47,17,56.67,,,,,,,,
Ausgold Ltd opt mar13,AUCO,0.078,2.8,56.00,,,,,,,,
Astro Res NL opt nov12,AROOB,0.003,0.1,50.00,,,,,,,,
Clancy Explore rts 29jul,CLYR,0.009,0.3,50.00,,,,,,,,
Victorian Gold Mines,VGM,0.17,5,41.67,,,,,,,,
