Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4866.9 at 16:34 17/3/2010  Report at 19:06 Wednesday 17/3/2010. Processed 19:26 Wednesday 17/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
BPH Corp Ltd opt may10,BPHO,0.007,0.4,133.30,,,,,,,,
India Equities Fund opt aug10,INEO,0.085,3,54.55,,,,,,,,
Transol Corp opt may11,TNCOA,0.003,0.1,50.00,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.027,0.7,35.00,,,,,,,,
C @ Ltd opt apr12,CEOO,0.004,0.1,33.33,,,,,,,,
Eneabba Gas Ltd opt jun10,ENBOA,0.04,1,33.33,,,,,,,,
Future Corp,FUT,0.004,0.1,33.33,,,,,,,,
Phosphagenics Ltd,POH,0.09,2,28.57,,,,,,,,
NewSat Ltd,NWT,0.005,0.1,25.00,,,,,,,,
Corporate Express,CXP,5.71,111,24.13,,,,,,,,
Mission Newenergy,MBT,0.36,6,20.00,,,,,,,,
BPH Corp Ltd,BPH,0.093,1.5,19.23,,,,,,,,
Panorama Synergy,PSY,0.39,6,18.18,,,,,,,,
Pienets Ltd,PIE,0.026,0.4,18.18,,,,,,,,
Viralytics Ltd,VLA,0.061,0.9,17.31,,,,,,,,
Incitive Ltd,ICV,0.007,0.1,16.67,,,,,,,,
Living Cell Tech,LCT,0.255,3.5,15.91,,,,,,,,
Healthlinx Ltd,HTX,0.17,2,13.33,,,,,,,,
Legacy Iron Ore opt jan12,LCYO,0.045,0.5,12.50,,,,,,,,
Transol Corp,TNC,0.009,0.1,12.50,,,,,,,,
Clean Seas Tuna,CSS,0.145,1.5,11.54,,,,,,,,
C @ Ltd,CEO,0.01,0.1,11.11,,,,,,,,
DSF Intl,DSF,0.01,0.1,11.11,,,,,,,,
GoConnect Ltd,GCN,0.02,0.2,11.11,,,,,,,,
Paragon Care Ltd opt may12,PGCOA,0.011,0.1,10.00,,,,,,,,
XRF Scientific,XRF,0.165,1.5,10.00,,,,,,,,
LBT Innovations,LBT,0.10,0.9,9.89,,,,,,,,
Linc Energy Ltd,LNC,1.71,14.5,9.27,,,,,,,,
India Equities Fund,INE,0.48,4,9.09,,,,,,,,
Eastland Medical,EMS,0.073,0.6,8.96,,,,,,,,
Green Invest Ltd,GNV,0.05,0.4,8.70,,,,,,,,
Pulse Health Ltd,PHG,0.05,0.4,8.70,,,,,,,,
Artist & Entertain,AEM,0.013,0.1,8.33,,,,,,,,
Oncard Intl,ONC,0.13,1,8.33,,,,,,,,
McPherson's Ltd,MCP,3.30,25,8.20,,,,,,,,
Atlantic Ltd,ATI,0.029,0.2,7.41,,,,,,,,
Hansen Tech,HSN,0.74,5,7.25,,,,,,,,
Konekt Ltd,KKT,0.15,1,7.14,,,,,,,,
Staging Connections,STG,0.03,0.2,7.14,,,,,,,,
Thorn Grp Ltd,TGA,1.20,8,7.14,,,,,,,,
Luminus Systems,LSL,0.016,0.1,6.67,,,,,,,,
Macarthurcook Ind Pr unt,MIF,0.325,2,6.56,,,,,,,,
Nusep Ltd,NSP,0.245,1.5,6.52,,,,,,,,
Neptune Marine,NMS,0.495,3,6.45,,,,,,,,
Astron Ltd,ATR,2.00,12,6.38,,,,,,,,
Canada Land Ltd cdi,CDL,0.085,0.5,6.25,,,,,,,,
Diploma Grp Ltd,DGX,0.53,3,6.00,,,,,,,,
TPL Corp Ltd,TPL,0.018,0.1,5.88,,,,,,,,
Wasabi Energy Ltd,WAS,0.018,0.1,5.88,,,,,,,,
Forge Grp Ltd,FGE,2.65,14,5.58,,,,,,,,
China Century Capitl 12%  cn10,CCYG,0.95,5,5.56,,,,,,,,
Grandbridge Ltd,GBA,0.19,1,5.56,,,,,,,,
Platinum Asset,PTM,5.55,29,5.51,,,,,,,,
Run Corp Ltd,RNC,0.058,0.3,5.45,,,,,,,,
Adtrans Grp,ADG,3.70,19,5.41,,,,,,,,
Oceania Capital,OCP,2.66,13,5.14,,,,,,,,
Bradken Ltd,BKN,7.70,37,5.05,,,,,,,,
ZYL Ltd,ZYL,0.021,0.1,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Golden West Res opt dec10,GWROA,0.045,3,200.00,,,,,,,,
Frontier Res opt dec10,FNTO,0.031,1.6,106.70,,,,,,,,
Frontier Res ,FNT,0.077,3.2,71.11,,,,,,,,
Torrens Energy opt mar10,TEYO,0.003,0.1,50.00,,,,,,,,
Regal Res opt nov11,REROB,0.021,0.5,31.25,,,,,,,,
Norton Gold Fields opt oct10,NGFO,0.065,1.5,30.00,,,,,,,,
Black Ridge Min,BRD,0.009,0.2,28.57,,,,,,,,
MEC Res opt jul13,MMRO,0.27,6,28.57,,,,,,,,
Marion Energy,MAE,0.062,1.3,26.53,,,,,,,,
Baraka Pet,BKP,0.005,0.1,25.00,,,,,,,,
Marion Energy opt dec11,MAEO,0.015,0.3,25.00,,,,,,,,
Westralian Gas & Pwr opt oct11,WGPOA,0.005,0.1,25.00,,,,,,,,
Solimar Energy,SGY,0.08,1.4,21.21,,,,,,,,
Gulf Res,GLF,0.029,0.5,20.83,,,,,,,,
RAM Res,RMR,0.041,0.7,20.59,,,,,,,,
Lakes Oil NL,LKO,0.006,0.1,20.00,,,,,,,,
Navigator Res opt nov11,NAVO,0.048,0.8,20.00,,,,,,,,
Pegasus Metals,PUN,0.09,1.5,20.00,,,,,,,,
Carbine Res opt jul11,CRBO,0.09,1.4,18.42,,,,,,,,
Hodges Res,HDG,0.13,2,18.18,,,,,,,,
Brumby Res,BMY,0.135,2,17.39,,,,,,,,
Ampella Min opt jul10,AMXO,0.89,13,17.11,,,,,,,,
Gladiator Res,GLA,0.45,6.5,16.88,,,,,,,,
Grand Gulf Energy,GGE,0.007,0.1,16.67,,,,,,,,
Minerals Corp 10.5%db11,MSCHF,0.77,11,16.67,,,,,,,,
Augustus Min,AUJ,0.30,4,15.38,,,,,,,,
New Standard Energy,NSE,0.19,2.5,15.15,,,,,,,,
A-Cap Res,ACB,0.42,5.5,15.07,,,,,,,,
Gleneagle Gold,GLN,0.023,0.3,15.00,,,,,,,,
MEC Res,MMR,0.43,5.5,14.67,,,,,,,,
Catalyst Metals,CYL,0.125,1.5,13.64,,,,,,,,
Laconia Res Ltd,LCR,0.125,1.5,13.64,,,,,,,,
Kasbah Res,KAS,0.068,0.8,13.33,,,,,,,,
Audax Res,ADX,0.13,1.5,13.04,,,,,,,,
Cortona Res opt jan12,CRCO,0.079,0.9,12.86,,,,,,,,
Golden State Res opt nov10,GDNOA,0.009,0.1,12.50,,,,,,,,
Sthn Uranium,SNU,0.135,1.5,12.50,,,,,,,,
Indo Mines Ltd,IDO,0.37,4,12.12,,,,,,,,
Bounty Oil & Gas,BUY,0.094,1,11.90,,,,,,,,
India Res,IRL,0.029,0.3,11.54,,,,,,,,
Jameson Res,JAL,0.29,3,11.54,,,,,,,,
Gateway Min,GML,0.05,0.5,11.11,,,,,,,,
Iron Mountain,IRM,0.10,1,11.11,,,,,,,,
Metrocoal Ltd,MTE,0.20,2,11.11,,,,,,,,
Newport Min Ltd,NMN,0.40,4,11.11,,,,,,,,
Pacrim Energy,PRE,0.01,0.1,11.11,,,,,,,,
Riviera Res,RVE,0.10,1,11.11,,,,,,,,
Eagle Eye Metals,EYE,0.051,0.5,10.87,,,,,,,,
Territory Uranium,TUC,0.083,0.8,10.67,,,,,,,,
Eldore Min,EDM,0.021,0.2,10.53,,,,,,,,
Kings Min NL,KMN,0.105,1,10.53,,,,,,,,
Raisama Ltd,RAI,0.32,3,10.34,,,,,,,,
Admiralty Res,ADY,0.011,0.1,10.00,,,,,,,,
Cloncurry Metals,CLU,0.055,0.5,10.00,,,,,,,,
Coppermoly Ltd,COY,0.11,1,10.00,,,,,,,,
Coventry Res,CVY,0.22,2,10.00,,,,,,,,
Entek Energy Ltd,ETE,0.22,2,10.00,,,,,,,,
Regis Res opt jan14,RRLO,0.55,5,10.00,,,,,,,,
Citadel Resource Grp,CGG,0.39,3.5,9.86,,,,,,,,
ARC Explore Ltd,ARX,0.045,0.4,9.76,,,,,,,,
Transit Hldgs,TRH,0.295,2.5,9.26,,,,,,,,
Platsearch NL,PTS,0.12,1,9.09,,,,,,,,
Red Sky Energy opt sep11,ROGOA,0.012,0.1,9.09,,,,,,,,
Kangaroo Res Ltd,KRL,0.185,1.5,8.82,,,,,,,,
Industrial Min,IDM,0.125,1,8.70,,,,,,,,
Red Sky Energy,ROG,0.025,0.2,8.70,,,,,,,,
New Guinea Energy,NGE,0.19,1.5,8.57,,,,,,,,
Ampella Min,AMX,1.02,8,8.51,,,,,,,,
Petratherm Ltd,PTR,0.255,2,8.51,,,,,,,,
DMC Min Ltd,DMM,0.32,2.5,8.47,,,,,,,,
Goldsearch Ltd,GSE,0.039,0.3,8.33,,,,,,,,
Integrated Res,IRG,0.013,0.1,8.33,,,,,,,,
Shaw River Res,SRR,0.195,1.5,8.33,,,,,,,,
Overland Res,OVR,0.08,0.6,8.11,,,,,,,,
Flinders Mines,FMS,0.135,1,8.00,,,,,,,,
Top End Uranium,TEU,0.135,1,8.00,,,,,,,,
Uran Ltd,URA,0.027,0.2,8.00,,,,,,,,
Aust Renewable,ARW,0.014,0.1,7.69,,,,,,,,
Lodestar Min,LSR,0.14,1,7.69,,,,,,,,
Red Hill Iron,RHI,3.50,25,7.69,,,,,,,,
Reward Min Ltd,RWD,0.42,3,7.69,,,,,,,,
Transerv Energy,TSV,0.014,0.1,7.69,,,,,,,,
Cauldron Energy,CXU,0.36,2.5,7.46,,,,,,,,
Alloy Res,AYR,0.029,0.2,7.41,,,,,,,,
Aura Energy,AEE,0.145,1,7.41,,,,,,,,
Red Fork Energy,RFE,0.80,5.5,7.38,,,,,,,,
Avanco Res Ltd opt apr12,AVBOB,0.015,0.1,7.14,,,,,,,,
Cazaly Res opt feb11,CAZO,0.225,1.5,7.14,,,,,,,,
Global Geoscience,GSC,0.075,0.5,7.14,,,,,,,,
Norwest Energy NL,NWE,0.031,0.2,6.90,,,,,,,,
Olympus Pacific Min  1:1,OYM,0.31,2,6.90,,,,,,,,
Matsa Res,MAT,0.39,2.5,6.85,,,,,,,,
Manas Res Ltd,MSR,0.094,0.6,6.82,,,,,,,,
Resolute Min opt dec11,RSGO,0.47,3,6.82,,,,,,,,
Latrobe Magnesium,LMG,0.016,0.1,6.67,,,,,,,,
Northern Uranium rts 24mar,NTURA,0.016,0.1,6.67,,,,,,,,
Encounter Res,ENR,0.25,1.5,6.38,,,,,,,,
Iron Road Ltd opt sep10,IRDO,0.50,3,6.38,,,,,,,,
Apollo Min Ltd,AON,0.17,1,6.25,,,,,,,,
ARC Explore Ltd opt jan11,ARXOA,0.017,0.1,6.25,,,,,,,,
Aspire Min Ltd,AKM,0.085,0.5,6.25,,,,,,,,
Cougar Metals NL,CGM,0.017,0.1,6.25,,,,,,,,
Exco Res Ltd,EXS,0.255,1.5,6.25,,,,,,,,
Southerncross Gold opt nov10,SXGO,0.017,0.1,6.25,,,,,,,,
Cudeco Ltd,CDU,4.97,29,6.20,,,,,,,,
Southerncross Gold,SXG,0.105,0.6,6.06,,,,,,,,
Bass Strait Oil Co,BAS,0.036,0.2,5.88,,,,,,,,
