Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4724.4 at 16:34 22/12/2009  Report at 19:05 Tuesday 22/12/2009. Processed 19:23 Tuesday 22/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Entellect Solutions,ESN,0.003,0.1,50.00,,,,,,,,
Matrixview Ltd cdi,MVU,0.03,1,50.00,,,,,,,,
Sun Biomedical,SBN,0.003,0.1,50.00,,,,,,,,
Black Ridge Min opt nov10,BRDOA,0.004,0.1,33.33,,,,,,,,
Early Learning Serv,ELY,0.245,6,32.43,,,,,,,,
RER Grp Ltd opt dec10,RGDO,0.20,4.5,29.03,,,,,,,,
Advanced Energy,AES,0.08,1.6,25.00,,,,,,,,
E-Com Multi Ltd,ECE,0.005,0.1,25.00,,,,,,,,
Advanced Share,ASW,0.42,7,20.00,,,,,,,,
Arafura Pearls,APB,0.042,0.7,20.00,,,,,,,,
RTL Corp Ltd,RTL,0.012,0.2,20.00,,,,,,,,
Coretrack Ltd opt feb10,CKKO,0.075,1,15.38,,,,,,,,
Sino Strategic Intl,SSI,0.45,6,15.38,,,,,,,,
Stirling Res,SRE,0.15,2,15.38,,,,,,,,
3Q Hldgs Ltd,TQH,0.16,2,14.29,,,,,,,,
WAG Ltd,WAG,0.008,0.1,14.29,,,,,,,,
Ausmelt Ltd,AET,1.40,15,12.00,,,,,,,,
Powerlan Ltd,PWR,0.084,0.9,12.00,,,,,,,,
EVZ Ltd,EVZ,0.15,1.5,11.11,,,,,,,,
Medivac Ltd,MDV,0.01,0.1,11.11,,,,,,,,
Money3 Corp,MNY,0.50,5,11.11,,,,,,,,
Pienets Ltd,PIE,0.01,0.1,11.11,,,,,,,,
Adultshop Com,ASC,0.011,0.1,10.00,,,,,,,,
Freedom Nutritional,FNP,0.33,3,10.00,,,,,,,,
Mariner Corp Ltd,MCX,0.011,0.1,10.00,,,,,,,,
PharmAust Ltd,PAA,0.044,0.4,10.00,,,,,,,,
Wellcom Grp Ltd,WLL,2.20,20,10.00,,,,,,,,
Allied Brands Ltd,ABQ,0.17,1.5,9.68,,,,,,,,
Inventis Ltd,IVT,0.071,0.6,9.23,,,,,,,,
Integrated Res,IRG,0.012,0.1,9.09,,,,,,,,
Arturus Capital,AKW,0.255,2,8.51,,,,,,,,
Quantum Energy,QTM,0.13,1,8.33,,,,,,,,
Bisalloy Steel,BIS,0.20,1.5,8.11,,,,,,,,
Buderim Ginger,BUG,0.345,2.5,7.81,,,,,,,,
Resonance Health,RHT,0.028,0.2,7.69,,,,,,,,
Analytica Ltd,ALT,0.044,0.3,7.32,,,,,,,,
Carbon Conscious,CCF,0.30,2,7.14,,,,,,,,
Greencap Ltd,GCG,0.15,1,7.14,,,,,,,,
Multiplex Acumen unt,MPF,0.15,1,7.14,,,,,,,,
Dolomatrix Intl,DMX,0.31,2,6.90,,,,,,,,
Oncard Intl,ONC,0.16,1,6.67,,,,,,,,
Specialty Fashion,SFH,1.45,9,6.62,,,,,,,,
Qld Trustees Invest,QTI,0.50,3,6.38,,,,,,,,
Fisher & Paykel App,FPA,0.52,3,6.12,,,,,,,,
China Century Capitl,CCY,0.07,0.4,6.06,,,,,,,,
Macq Telecom Gp,MAQ,5.00,28,5.93,,,,,,,,
Constellation Br cdi 10:1,CBR,1.70,9.5,5.92,,,,,,,,
BioProspect Ltd,BPO,0.036,0.2,5.88,,,,,,,,
Coretrack Ltd,CKK,0.27,1.5,5.88,,,,,,,,
Caltex Aust,CTX,8.55,47,5.82,,,,,,,,
Patties Foods Ltd,PFL,1.28,7,5.79,,,,,,,,
Hastie Grp Ltd,HST,1.87,10,5.65,,,,,,,,
Brambles Ltd,BXB,6.78,36,5.61,,,,,,,,
Wasabi Energy Ltd,WAS,0.019,0.1,5.56,,,,,,,,
Webster Ltd,WBA,0.485,2.5,5.43,,,,,,,,
4C Sec Solution,FCS,0.02,0.1,5.26,,,,,,,,
Metal Storm Ltd,MST,0.02,0.1,5.26,,,,,,,,
Sunshine Heart cdi,SHC,0.04,0.2,5.26,,,,,,,,
Halcygen Pharma,HGN,0.61,3,5.17,,,,,,,,
MINING RISES,,,,,,,,,,,,
Cluff Res opt jul11,CFROB,0.002,0.1,100.00,,,,,,,,
Drake Res opt dec09,DRKO,0.002,0.1,100.00,,,,,,,,
Monax Min Ltd opt nov11,MOXO,0.029,1.2,70.59,,,,,,,,
Minemakers Ltd opt may10,MAKO,0.05,1.7,51.52,,,,,,,,
Eastern Iron opt dec10,EFEO,0.03,1,50.00,,,,,,,,
Colonial Res,CLN,0.20,5,33.33,,,,,,,,
Marion Energy opt dec11,MAEO,0.017,0.4,30.77,,,,,,,,
Entek Energy Ltd opt dec09,ETEO,0.015,0.3,25.00,,,,,,,,
Uraniumsa Ltd opt jan10,USAO,0.005,0.1,25.00,,,,,,,,
Lonrho Min Ltd,LOM,0.016,0.3,23.08,,,,,,,,
Botswana Metals,BML,0.041,0.7,20.59,,,,,,,,
Contl Coal Ltd opt feb13,CCCO,0.024,0.4,20.00,,,,,,,,
Minemakers Ltd,MAK,0.49,8,19.51,,,,,,,,
Platina Res,PGM,0.33,4.5,15.79,,,,,,,,
Marion Energy,MAE,0.115,1.5,15.00,,,,,,,,
Orion Pet Ltd,OIP,0.08,1,14.29,,,,,,,,
Sirius Res NL,SIR,0.008,0.1,14.29,,,,,,,,
Syngas Ltd,SYS,0.032,0.4,14.29,,,,,,,,
Union Res Ltd,UCL,0.008,0.1,14.29,,,,,,,,
Helix Res,HLX,0.10,1.2,13.64,,,,,,,,
Phosphate Aus Ltd,POZ,0.25,3,13.64,,,,,,,,
Northern Min opt dec11,NMIOB,0.17,2,13.33,,,,,,,,
