Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4643.0 at 16:36 14/5/2010  Report at 19:05 Friday 14/5/2010. Processed 20:01 Friday 14/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Verus Invest opt jun10,VILO,0.002,0.1,100.00,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.025,1,66.67,,,,,,,,
Farmworks Aust,FWA,0.19,5,35.71,,,,,,,,
Manaccom Corp Ltd,MNL,0.28,5,21.74,,,,,,,,
Artist & Entertain,AEM,0.013,0.2,18.18,,,,,,,,
Ainsworth Game Tech,AGI,0.135,2,17.39,,,,,,,,
Healthscope Ltd,HSP,5.28,78,17.33,,,,,,,,
Cape Range Ltd,CAG,0.007,0.1,16.67,,,,,,,,
Probiomics Ltd,PCC,0.014,0.2,16.67,,,,,,,,
Energy Ventures,EVE,0.05,0.7,16.28,,,,,,,,
Wentworth Hldgs,WWM,0.079,0.9,12.86,,,,,,,,
Anteo Diagnostics,ADO,0.053,0.6,12.77,,,,,,,,
Bigair Grp Ltd,BGL,0.195,2,11.43,,,,,,,,
Virax Hldgs,VHL,0.078,0.8,11.43,,,,,,,,
Capitol Health opt apr12,CAJO,0.01,0.1,11.11,,,,,,,,
Viralytics Ltd,VLA,0.052,0.5,10.64,,,,,,,,
IPGA Ltd,IPP,0.47,4.5,10.59,,,,,,,,
Advanced Magnesium,ANM,0.055,0.5,10.00,,,,,,,,
Hostech Ltd,HTC,0.022,0.2,10.00,,,,,,,,
TPL Corp Ltd,TPL,0.022,0.2,10.00,,,,,,,,
Clever Com Aus,CVA,0.115,1,9.52,,,,,,,,
National Hire Grp,NHR,1.55,13,9.15,,,,,,,,
Capral Ltd,CAA,0.18,1.5,9.09,,,,,,,,
Connxion Ventures,CXN,0.048,0.4,9.09,,,,,,,,
Metal Storm Ltd,MST,0.012,0.1,9.09,,,,,,,,
Oldfields Hldgs,OLH,0.12,1,9.09,,,,,,,,
Smarttrans Hldgs,SMA,0.024,0.2,9.09,,,,,,,,
Quest Invest,QST,0.087,0.7,8.75,,,,,,,,
Diploma Grp Ltd,DGX,0.38,3,8.57,,,,,,,,
Altium Ltd,ALU,0.26,2,8.33,,,,,,,,
Greencap Ltd,GCG,0.092,0.7,8.24,,,,,,,,
Adcorp Aust,AAU,0.20,1.5,8.11,,,,,,,,
PMP Ltd,PMP,0.70,5,7.69,,,,,,,,
Soilsub Tech,SOI,0.014,0.1,7.69,,,,,,,,
Eneabba Gas Ltd,ENB,0.15,1,7.14,,,,,,,,
MAX Tr unt,MXQ,0.06,0.4,7.14,,,,,,,,
Clinuvel Pharmaceut,CUV,0.23,1.5,6.98,,,,,,,,
E & A Ltd,EAL,0.32,2,6.67,,,,,,,,
Farm Pride Foods,FRM,0.16,1,6.67,,,,,,,,
Verus Invest,VIL,0.033,0.2,6.45,,,,,,,,
Chandler Macleod,CMG,0.26,1.5,6.12,,,,,,,,
