Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4669.1 at 16:36 14/9/2010  Report at 19:05 Tuesday 14/9/2010. Processed 19:10 Tuesday 14/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Medic Vision Ltd opt jan12,MVHOA,0.023,1.7,283.30,,,,,,,,
Neptune Marine opt dec10,NMSO,0.071,3.1,77.50,,,,,,,,
PharmAust Ltd opt mar12,PAAO,0.003,0.1,50.00,,,,,,,,
Robe Aust Ltd,ROB,0.008,0.2,33.33,,,,,,,,
Holista Colltech,HCT,0.13,3,30.00,,,,,,,,
Pan Asia Corp Ltd,PZC,0.014,0.3,27.27,,,,,,,,
Humanis Grp Ltd,HUM,0.015,0.3,25.00,,,,,,,,
JV Global Ltd,JVG,0.005,0.1,25.00,,,,,,,,
ADG Global Supply,ADQ,0.06,1,20.00,,,,,,,,
USCOM Ltd,UCM,0.24,4,20.00,,,,,,,,
World Reach Ltd,WRR,0.006,0.1,20.00,,,,,,,,
MobileActive Ltd,MBA,0.025,0.4,19.05,,,,,,,,
Synergy Plus Ltd,SNR,0.044,0.7,18.92,,,,,,,,
Living & Leisure Grp stp,LLA,0.026,0.4,18.18,,,,,,,,
Media Grp Int Ltd,MUI,0.013,0.2,18.18,,,,,,,,
MDS Financial Grp,MWS,0.035,0.5,16.67,,,,,,,,
TSV Hldgs Ltd,TSH,0.07,1,16.67,,,,,,,,
MAX Tr unt,MXQ,0.054,0.7,14.89,,,,,,,,
Altera Res Ltd,AEA,0.32,4,14.29,,,,,,,,
Ainsworth Game Tech,AGI,0.125,1.5,13.64,,,,,,,,
Hyro Ltd,HYO,0.017,0.2,13.33,,,,,,,,
Everest Financial,EFG,0.061,0.7,12.96,,,,,,,,
