Market Action,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5295.5 at 2015-08-20T16:39:36. Report at Thursday, August 20, 2015. Processed Friday at 2015-08-21T01:00:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (c),Move (%),,,,,,,,
RISES - INDUSTRIALS,,
Adv Braking Tech,ABV,.012,+.9,+300.0,,
Adv Braking Tech opt aug16,ABVO,.004,+.2,+100.0,,
AnaeCo,ANQ,.002,+.1,+100.0,,
PaperlinX SPS Tr kpyr6qu,PXUPA,14.00,+400,+40.00,,
Immuron,IMC,.405,+11,+37.29,,
Farm Pride Foods,FRM,.51,+10.5,+25.93,,
Primary Gold,PGO,.02,+.4,+25.00,,
ComOps,COM,.02,+.3,+17.65,,
Analytica,ALT,.007,+.1,+16.67,,
Site Grp Int'l,SIT,.30,+4,+15.38,,
Energy Ventures,EVE,.008,+.1,+14.29,,
Ausenco,AAX,.375,+4.5,+13.64,,
Astivita,AIR,.13,+1.5,+13.04,,
PS&C,PSZ,.80,+9,+12.68,,
PaperlinX,PPX,.028,+.3,+12.00,,
ENV Clean Tech opt jul17,ESIOB,.01,+.1,+11.11,,
World Reach,WRR,.41,+4,+10.81,,
Countplus,CUP,1.05,+10,+10.53,,
Applabs Tech opt may16,ALAO,.011,+.1,+10.00,,
Manalto,MTL,.11,+1,+10.00,,
iCar Asia,ICQ,.735,+6.5,+9.70,,
Seymour White,SWL,1.15,+10,+9.52,,
The Reject Shop,TRS,8.10,+70,+9.46,,
NetComm Wireless,NTC,1.07,+9,+9.18,,
Aust Agricultural,AAP,.012,+.1,+9.09,,
QV Equities opt mar16,QVEO,.05,+.4,+8.70,,
Pacific Energy,PEA,.405,+3,+8.00,,
Amalgamated Hldgs,AHD,13.14,+91,+7.44,,
Dorsavi,DVL,.295,+2,+7.27,,
Aeeris,AER,.15,+1,+7.14,,
Magontec,MGL,.015,+.1,+7.14,,
Mighty River Power,MYT,2.46,+16,+6.96,,
Future Fibre Tech,FFT,1.115,+7,+6.70,,
BPS Technology,BPS,.80,+5,+6.67,,
Donaco Intl,DNA,.73,+4.5,+6.57,,
G8 Education,GEM,3.32,+20,+6.41,,
ZipTel opt dec16,ZIPO,.83,+5,+6.41,,
ICSGlobal,ICS,1.33,+8,+6.40,,
Pioneer Credit,PNC,1.765,+10.5,+6.33,,
Kangaroo Isl Timber,KPT,8.50,+50,+6.25,,
Simonds Grp,SIO,1.48,+8.5,+6.09,,
Wellcom Grp,WLL,4.24,+24,+6.00,,
Trade Me Grp,TME,2.94,+16,+5.76,,
eBet,EBT,3.72,+20,+5.68,,
Quickstep Hldgs,QHL,.19,+1,+5.56,,
Adacel Tech,ADA,1.055,+5.5,+5.50,,
Ardent Leisure Grp stp,AAD,2.52,+13,+5.44,,
Perpetual Equity Inv opt jun16,PICO,.02,+.1,+5.26,,
Money3 Corp,MNY,1.04,+5,+5.05,,
Erin Res,ERI,.021,+.1,+5.00,,
RISES - MINING,,
Black Star Pet,BSP,.002,+.1,+100.0,,
Elk Petroleum opt jul17,ELKO,.005,+.2,+66.67,,
Armour Energy,AJQ,.07,+2.3,+48.94,,
IPB Pet,IPB,.017,+.5,+41.67,,
Ark Mines,AHK,.085,+2.4,+39.34,,
Abilene Oil & Gas,ABL,.024,+.6,+33.33,,
Global Geoscience,GSC,.004,+.1,+33.33,,
Ikwezi Mining,IKW,.004,+.1,+33.33,,
Intra Energy,IEC,.012,+.3,+33.33,,
Elementos,ELT,.009,+.2,+28.57,,
Drake Res,DRK,.005,+.1,+25.00,,
MOD Resources,MOD,.005,+.1,+25.00,,
Parmelia Res,PML,.04,+.8,+25.00,,
Kinetiko Energy,KKO,.056,+1.1,+24.44,,
Aust Pacific Coal,AQC,.006,+.1,+20.00,,
NSL Consolidated,NSL,.012,+.2,+20.00,,
White Energy,WEC,.19,+3,+18.75,,
Kina Petroleum,KPL,.20,+3,+17.65,,
BMG Res,BMG,.007,+.1,+16.67,,
Fitzroy River,FZR,.25,+3.5,+16.28,,
Cape Lambert Res,CFE,.022,+.3,+15.79,,
Aurelia Metals,AMI,.037,+.5,+15.62,,
Fe Ltd,FEL,.015,+.2,+15.38,,
Dart Min,DTM,.016,+.2,+14.29,,
Millennium Min,MOY,.072,+.9,+14.29,,
Monax Min,MOX,.008,+.1,+14.29,,
Phoenix Gold,PXG,.12,+1.5,+14.29,,
Straits Resources,SRQ,.008,+.1,+14.29,,
Venus Metals,VMC,.24,+3,+14.29,,
Beadell Resources,BDR,.145,+1.5,+11.54,,
Carbine Res,CRB,.079,+.8,+11.27,,
African Energy Res cdi,AFR,.05,+.5,+11.11,,
Haranga Res,HAR,.01,+.1,+11.11,,
Kasbah Res,KAS,.02,+.2,+11.11,,
Exoma Engy,EXE,.041,+.4,+10.81,,
Orion Gold,ORN,.021,+.2,+10.53,,
Citation Res,CTR,.098,+.9,+10.11,,
Black Rock Min,BKT,.044,+.4,+10.00,,
Yellow Rock,YRR,.011,+.1,+10.00,,
Torian Res,TNR,.23,+2,+9.52,,
Triton Minerals,TON,.295,+2.5,+9.26,,
Cazaly Res,CAZ,.024,+.2,+9.09,,
Marindi Metals,MZN,.012,+.1,+9.09,,
Tanami Gold,TAM,.036,+.3,+9.09,,
Ramelius Res,RMS,.125,+1,+8.70,,
Buru Energy,BRU,.32,+2.5,+8.47,,
Dourado Res,DUO,.013,+.1,+8.33,,
Anglogold Ashanti cdi,AGG,2.03,+15.5,+8.27,,
Red 5,RED,.053,+.4,+8.16,,
Cirrus Networks,CNW,.028,+.2,+7.69,,
Icon Energy,ICN,.042,+.3,+7.69,,
Lodestar Min,LSR,.014,+.1,+7.69,,
Copper Strike,CSE,.215,+1.5,+7.50,,
Ventnor Res,VRX,.043,+.3,+7.50,,
BGD Corp,BGD,.015,+.1,+7.14,,
Metals X,MLX,1.075,+7,+6.97,,
Aquarius Platinum,AQP,.155,+1,+6.90,,
Elk Petroleum,ELK,.094,+.6,+6.82,,
Rex Minerals,RXM,.095,+.6,+6.74,,
Blackham Res,BLK,.16,+1,+6.67,,
Carpentaria Expl,CAP,.032,+.2,+6.67,,
KGL Res,KGL,.16,+1,+6.67,,
Northern Star Res,NST,2.02,+12.5,+6.60,,
Bauxite Resources,BAU,.065,+.4,+6.56,,
Hillgrove Res,HGO,.165,+1,+6.45,,
Newcrest Min,NCM,11.32,+67,+6.29,,
Kibaran Resources,KNL,.17,+1,+6.25,,
Saracen Min,SAR,.425,+2.5,+6.25,,
Shaw Riv Manganese,SRR,.017,+.1,+6.25,,
Southern Gold,SAU,.017,+.1,+6.25,,
Greenearth Energy,GER,.069,+.4,+6.15,,
Perseus Min,PRU,.35,+2,+6.06,,
Resolute Min,RSG,.265,+1.5,+6.00,,
OceanaGold Corp cdi,OGC,2.67,+15,+5.95,,
Condor Blanco Min,CDB,.018,+.1,+5.88,,
Apollo Minerals,AON,.055,+.3,+5.77,,
Consolidated Zinc,CZL,.037,+.2,+5.71,,
Atherton Res,ATE,.19,+1,+5.56,,
Tyranna Res,TYX,.02,+.1,+5.26,,
Iron Road,IRD,.063,+.3,+5.00,,
FALLS - INDUSTRIALS,,
Capral,CAA,.11,-3.5,-24.14,,
C'wlth Bank  of Aust rtsforusd,CBAR,5.11,-154,-23.16,,
Tissue Therapies,TIS,.05,-.9,-15.25,,
Oz Brewing,OZB,.006,-.1,-14.29,,
Origin Energy,ORG,8.60,-129,-13.04,,
APN News & Media,APN,.575,-8.5,-12.88,,
Antisense Therapeut opt jan17,ANPO,.021,-.3,-12.50,,
Kogi Iron,KFE,.014,-.2,-12.50,,
AJ Lucas Grp,AJL,.30,-4,-11.76,,
LWP Tech,LWP,.008,-.1,-11.11,,
DTI Grp,DTI,.305,-3.5,-10.29,,
DataDot Tech,DDT,.018,-.2,-10.00,,
ENV Clean Tech opt jul17,ESIOA,.009,-.1,-10.00,,
Rectifier Techn,RFT,.009,-.1,-10.00,,
XTEK,XTE,.45,-5,-10.00,,
SomnoMed,SOM,2.55,-24,-8.60,,
Funtastic,FUN,.033,-.3,-8.33,,
Konekt,KKT,.22,-2,-8.33,,
Nanosonics,NAN,1.56,-14,-8.24,,
ETFS Agriculture,ETPAGR,7.25,-65,-8.23,,
Seven Grp Hldgs lpyr6qut,SVWPA,62.99,-532,-7.79,,
1ST Available,1ST,.12,-1,-7.69,,
iWebGate,IWG,.24,-2,-7.69,,
Resonance Health,RHT,.036,-.3,-7.69,,
WDS,WDS,.097,-.8,-7.62,,
Antaria,ANO,.037,-.3,-7.50,,
Living Cell Tech,LCT,.038,-.3,-7.32,,
3D Medical,3DM,.065,-.5,-7.14,,
Enerji,ERJ,.026,-.2,-7.14,,
Gage Roads Brewing,GRB,.052,-.4,-7.14,,
MyFiziq,MYQ,.13,-1,-7.14,,
Regeneus,RGS,.13,-1,-7.14,,
Latam Autos,LAA,.34,-2.5,-6.85,,
The A2 Milk Company,A2M,.64,-4.5,-6.57,,
Transfield Services,TSE,1.085,-7.5,-6.47,,
WorleyParsons,WOR,7.41,-51,-6.44,,
Orthocell,OCC,.74,-5,-6.33,,
Life Healthcare Grp,LHC,3.00,-20,-6.25,,
Stanfield Funds,SFN,.225,-1.5,-6.25,,
Seafarms Grp,SFG,.061,-.4,-6.15,,
Qantas Airways,QAN,3.53,-23,-6.12,,
Mineral Resources,MIN,4.47,-29,-6.09,,
ImpediMed,IPD,1.09,-7,-6.03,,
ENV Clean Tech,ESI,.016,-.1,-5.88,,
Novogen,NRT,.16,-1,-5.88,,
Clover Corp,CLV,.17,-1,-5.56,,
Ecosave Hldgs,ECV,.17,-1,-5.56,,
Invion,IVX,.017,-.1,-5.56,,
Nearmap,NEA,.425,-2.5,-5.56,,
Paradigm Bio,PAR,.35,-2,-5.41,,
Service Stream,SSM,.35,-2,-5.41,,
Skyfii,SKF,.175,-1,-5.41,,
Prophecy Int'l,PRO,1.78,-10,-5.32,,
Progen Pharma,PGL,.18,-1,-5.26,,
Resapp Health,RAP,.018,-.1,-5.26,,
Suda,SUD,.036,-.2,-5.26,,
Sunbridge Grp,SBB,.055,-.3,-5.17,,
Universal Biosensors cdi,UBI,.37,-2,-5.13,,
Global Health,GLH,.38,-2,-5.00,,
FALLS - MINING,,
Cockatoo Coal,COK,.001,-.1,-50.00,,
Kangaroo Res,KRL,.005,-.4,-44.44,,
Sovereign Gold,SOC,.002,-.1,-33.33,,
Duketon Mining,DKM,.096,-3.4,-26.15,,
Tasman Res opt mar18,TASO,.026,-.9,-25.71,,
Buxton Res opt jan16,BUXO,.06,-2,-25.00,,
Niuminco Grp,NIU,.003,-.1,-25.00,,
Planet Gas,PGS,.003,-.1,-25.00,,
A1 Gold opt nov19,AYCO,.018,-.5,-21.74,,
Altura Mining,AJM,.015,-.4,-21.05,,
Carnarvon Pet opt dec15,CVNO,.02,-.5,-20.00,,
Enterprise Metals,ENT,.032,-.8,-20.00,,
Mithril Resources,MTH,.004,-.1,-20.00,,
Sipa Res opt nov15,SRIO,.004,-.1,-20.00,,
Mozambi Res opt dec17,MOZO,.009,-.2,-18.18,,
Alara Res,AUQ,.02,-.4,-16.67,,
Altura Mining opt jun16,AJMO,.005,-.1,-16.67,,
Eden Energy opt sep18,EDEO,.045,-.9,-16.67,,
Monto Minerals,MOO,.005,-.1,-16.67,,
St George Min,SGQ,.064,-1.2,-15.79,,
Range Res,RRS,.011,-.2,-15.38,,
Wild Acre Metals,WAC,.017,-.3,-15.00,,
Galilee Energy,GLL,.094,-1.6,-14.55,,
Latin Res,LRS,.006,-.1,-14.29,,
Mount Ridley Mines,MRD,.018,-.3,-14.29,,
Silver City Min,SCI,.03,-.5,-14.29,,
Hammer Metals,HMX,.05,-.8,-13.79,,
Stanmore Coal,SMR,.10,-1.5,-13.04,,
