Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4753.3 at 16:47 4/5/2010  Report at 19:06 Tuesday 4/5/2010. Processed 19:37 Tuesday 4/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Orchid Capital,ORC,0.045,2.2,95.65,,,,,,,,
GSF Corp Ltd,GSF,0.004,0.1,33.33,,,,,,,,
Ellex Medical Lasers,ELX,0.155,3.5,29.17,,,,,,,,
Orchid Capital opt feb12,ORCOA,0.01,0.2,25.00,,,,,,,,
Sietel Ltd,SSL,4.50,65,16.88,,,,,,,,
Cape Range Ltd,CAG,0.007,0.1,16.67,,,,,,,,
World Reach Ltd,WRR,0.007,0.1,16.67,,,,,,,,
Centrepoint Alliance,CAF,0.16,2,14.29,,,,,,,,
Oakajee Corp Ltd,OKJ,0.12,1.5,14.29,,,,,,,,
Robe Aust Ltd,ROB,0.008,0.1,14.29,,,,,,,,
Electro Optic Sys,EOS,1.55,18,13.14,,,,,,,,
AMA Grp Ltd,AMA,0.045,0.5,12.50,,,,,,,,
Karmelsonix Ltd opt jul11,KSXO,0.009,0.1,12.50,,,,,,,,
Biotron Ltd,BIT,0.095,1,11.76,,,,,,,,
Ascent Pharmahealth,APH,0.325,3,10.17,,,,,,,,
Authorised Invest,AIY,0.055,0.5,10.00,,,,,,,,
IPGA Ltd,IPP,0.36,3,9.09,,,,,,,,
RCL Grp stp,RLG,0.087,0.7,8.75,,,,,,,,
Chandler Macleod,CMG,0.26,2,8.33,,,,,,,,
Holista Colltech,HCT,0.13,1,8.33,,,,,,,,
Lindsay Aust,LAU,0.20,1.5,8.11,,,,,,,,
Qmastor Ltd,QML,0.27,2,8.00,,,,,,,,
Valad Prop forus,VPG,0.135,1,8.00,,,,,,,,
Xtek Ltd,XTE,0.029,0.2,7.41,,,,,,,,
Pelorus Prop,PPI,0.155,1,6.90,,,,,,,,
