Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4926.8 at 16:37 30/3/2010  Report at 19:05 Tuesday 30/3/2010. Processed 19:09 Tuesday 30/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Brainz Instruments,BZI,0.22,8,57.14,,,,,,,,
IM Medical Ltd,IMI,0.003,0.1,50.00,,,,,,,,
Diversa Ltd,DVA,0.115,3.4,41.98,,,,,,,,
Westoz Inv Ltd opt jun12,WICO,0.15,4,36.36,,,,,,,,
Smarttrans Hldgs,SMA,0.025,0.6,31.58,,,,,,,,
Quest Min Ltd,QNL,0.09,1.9,26.76,,,,,,,,
JV Global Ltd,JVG,0.01,0.2,25.00,,,,,,,,
Aust China Hldgs,AAK,0.006,0.1,20.00,,,,,,,,
Papyrus Aust,PPY,0.32,5,18.52,,,,,,,,
Clever Com Aus,CVA,0.089,1.2,15.58,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.03,0.4,15.38,,,,,,,,
Cyclopharm Ltd,CYC,0.115,1.5,15.00,,,,,,,,
RTL Corp Ltd,RTL,0.031,0.4,14.81,,,,,,,,
Phosphagenics Ltd,POH,0.12,1.5,14.29,,,,,,,,
Transol Corp,TNC,0.008,0.1,14.29,,,,,,,,
Style Ltd,SYP,0.033,0.4,13.79,,,,,,,,
Hudson Invest,HGL,0.09,1,12.50,,,,,,,,
WAG Ltd,WAG,0.009,0.1,12.50,,,,,,,,
Wasabi Energy Ltd,WAS,0.018,0.2,12.50,,,,,,,,
Medtech Global,MDG,0.056,0.6,12.00,,,,,,,,
Powerlan Ltd,PWR,0.047,0.5,11.90,,,,,,,,
Questus Ltd,QSS,0.08,0.8,11.11,,,,,,,,
Praemium Ltd,PPS,0.16,1.5,10.34,,,,,,,,
Verus Invest,VIL,0.034,0.3,9.68,,,,,,,,
Emerson Stewart Grp,ESW,0.115,1,9.52,,,,,,,,
Oohmedia Grp Ltd,OOH,0.115,1,9.52,,,,,,,,
Medigard Ltd,MGZ,0.12,1,9.09,,,,,,,,
Ruralco Hldgs,RHL,2.85,23,8.78,,,,,,,,
CO2 Grp Ltd,COZ,0.19,1.5,8.57,,,,,,,,
Artist & Entertain,AEM,0.013,0.1,8.33,,,,,,,,
Holista Colltech,HCT,0.13,1,8.33,,,,,,,,
RMG Ltd,RMG,0.013,0.1,8.33,,,,,,,,
Astron Ltd,ATR,2.00,15,8.11,,,,,,,,
Clinuvel Pharmaceut,CUV,0.27,2,8.00,,,,,,,,
Prime Financial,PFG,0.275,2,7.84,,,,,,,,
China Steel,CNH,0.14,1,7.69,,,,,,,,
Paragon Care Ltd opt may12,PGCOA,0.014,0.1,7.69,,,,,,,,
Early Learning Serv,ELY,0.51,3.5,7.37,,,,,,,,
Altera Res Ltd,AEA,0.22,1.5,7.32,,,,,,,,
Actinogen Ltd,ACW,0.045,0.3,7.14,,,,,,,,
Atcor Medical,ACG,0.15,1,7.14,,,,,,,,
Patrys Ltd,PAB,0.15,1,7.14,,,,,,,,
Stanfield Funds,SFN,0.016,0.1,6.67,,,,,,,,
Redflex Hldgs,RDF,1.69,10.5,6.62,,,,,,,,
Boart Longyear,BLY,0.325,2,6.56,,,,,,,,
Imugene Ltd,IMU,0.049,0.3,6.52,,,,,,,,
Optiscan Imaging,OIL,0.066,0.4,6.45,,,,,,,,
Advanced Engine,ACE,0.05,0.3,6.38,,,,,,,,
AWB Ltd,AWB,0.95,5.5,6.15,,,,,,,,
Everest Financial,EFG,0.055,0.3,5.77,,,,,,,,
Mint Wireless,MNW,0.037,0.2,5.71,,,,,,,,
Panorama Synergy,PSY,0.37,2,5.71,,,,,,,,
LBT Innovations,LBT,0.095,0.5,5.56,,,,,,,,
Generator Income gennote2,GINHA,74.90,390,5.49,,,,,,,,
Bigair Grp Ltd,BGL,0.195,1,5.41,,,,,,,,
MINING RISES,,,,,,,,,,,,
Ferrowest Ltd opt jun10,FWLO,0.02,1.5,300.00,,,,,,,,
Doray Min Ltd,DRM,0.60,38,172.70,,,,,,,,
Atomic Res opt aug11,ATQO,0.03,1.5,100.00,,,,,,,,
Spitfire Res opt jun10,SPIO,0.01,0.5,100.00,,,,,,,,
Frontier Res opt dec10,FNTO,0.041,1.4,51.85,,,,,,,,
Midas Res opt nov12,MDSOC,0.03,1,50.00,,,,,,,,
Papillon Res Ltd opt dec10,PIRO,0.025,0.8,47.06,,,,,,,,
Rubianna Res Ltd,RRE,0.25,7,38.89,,,,,,,,
Ferrowest Ltd,FWL,0.14,3.5,33.33,,,,,,,,
Erongo Energy,ERN,0.071,1.6,29.09,,,,,,,,
Greenpower Enrgy,GPP,0.10,2,25.00,,,,,,,,
Aura Energy,AEE,0.23,4.5,24.32,,,,,,,,
Augur Res Ltd,AUK,0.16,3,23.08,,,,,,,,
Adelaide Energy,ADE,0.19,3.5,22.58,,,,,,,,
Austpac Res NL,APG,0.045,0.8,21.62,,,,,,,,
Austral Gold,AGD,0.12,2,20.00,,,,,,,,
Frontier Res,FNT,0.084,1.4,20.00,,,,,,,,
Golden Rim Res,GMR,0.125,2,19.05,,,,,,,,
Gascoyne Res Ltd,GCY,0.115,1.8,18.56,,,,,,,,
Reward Min Ltd,RWD,0.45,7,18.42,,,,,,,,
Goldsearch Ltd,GSE,0.039,0.6,18.18,,,,,,,,
Haoma Min NL,HAO,0.13,2,18.18,,,,,,,,
Southerncross Gold,SXG,0.11,1.6,17.02,,,,,,,,
Aditya Birla,ABY,1.145,16,16.24,,,,,,,,
Alara Res Ltd,AUQ,0.15,2,15.38,,,,,,,,
Newera Uranium,NRU,0.03,0.4,15.38,,,,,,,,
Texon Pet Ltd,TXN,0.415,5.5,15.28,,,,,,,,
Chrysalis Res,CYS,0.265,3.5,15.22,,,,,,,,
Coppermoly Ltd opt dec11,COYOA,0.08,1,14.29,,,,,,,,
Drake Res,DRK,0.20,2.5,14.29,,,,,,,,
Empire Oil & Gas,EGO,0.008,0.1,14.29,,,,,,,,
Golden State Res opt nov10,GDNOA,0.008,0.1,14.29,,,,,,,,
Sirius Res NL,SIR,0.008,0.1,14.29,,,,,,,,
Navigator Res,NAV,0.165,2,13.79,,,,,,,,
Anchor Res,AHR,0.25,3,13.64,,,,,,,,
Tiger Res,TGS,0.25,3,13.64,,,,,,,,
Botswana Metals,BML,0.086,1,13.16,,,,,,,,
Pacrim Energy,PRE,0.009,0.1,12.50,,,,,,,,
Strzelecki Metals,STZ,0.045,0.5,12.50,,,,,,,,
Condor Nickel,CNK,0.185,2,12.12,,,,,,,,
Norseman Gold cdi  1:1,NGX,0.84,9,12.00,,,,,,,,
Red 5 Ltd,RED,0.14,1.5,12.00,,,,,,,,
Panax Geothermal opt dec11,PAXO,0.029,0.3,11.54,,,,,,,,
Iron Road Ltd opt sep10,IRDO,0.54,5.5,11.34,,,,,,,,
Aragon Res,AAG,0.15,1.5,11.11,,,,,,,,
Paramount Min,PCP,0.10,1,11.11,,,,,,,,
Red Sky Energy opt sep11,ROGOA,0.01,0.1,11.11,,,,,,,,
Rox Res,RXL,0.02,0.2,11.11,,,,,,,,
Transit Hldgs,TRH,0.30,3,11.11,,,,,,,,
Athena Res,AHN,0.11,1,10.00,,,,,,,,
Comet Res,CRL,0.055,0.5,10.00,,,,,,,,
Monto Min Ltd,MOO,0.011,0.1,10.00,,,,,,,,
Poseidon Nick Ltd,POS,0.33,3,10.00,,,,,,,,
Regal Res,RER,0.055,0.5,10.00,,,,,,,,
Riviera Res,RVE,0.11,1,10.00,,,,,,,,
Emmerson Res,ERM,0.225,2,9.76,,,,,,,,
Gullewa Ltd,GUL,0.079,0.7,9.72,,,,,,,,
Venturex Res,VXR,0.115,1,9.52,,,,,,,,
West Wits Min Ltd,WWI,0.093,0.8,9.41,,,,,,,,
Alamar Res Ltd,ALG,0.18,1.5,9.09,,,,,,,,
Red Emperor Res,RMP,0.12,1,9.09,,,,,,,,
Legend Min,LEG,0.037,0.3,8.82,,,,,,,,
Coalspur Mines opt jun11,CPLO,0.435,3.5,8.75,,,,,,,,
Nucoal Res NL,NCR,0.25,2,8.70,,,,,,,,
Enterprise Metals,ENT,0.19,1.5,8.57,,,,,,,,
Rubicon Res,RBR,0.076,0.6,8.57,,,,,,,,
Capital Min,CMY,0.051,0.4,8.51,,,,,,,,
Mount Burgess Min,MTB,0.013,0.1,8.33,,,,,,,,
Strategic Energy,SER,0.026,0.2,8.33,,,,,,,,
Activex Ltd,AIV,0.105,0.8,8.25,,,,,,,,
Ampella Min,AMX,1.33,10,8.13,,,,,,,,
Catalpa Res opt oct11,CAHOB,0.475,3.5,7.95,,,,,,,,
Blue Energy Ltd,BUL,0.21,1.5,7.69,,,,,,,,
Triton Gold Ltd,TON,0.21,1.5,7.69,,,,,,,,
Gindalbie Metals,GBG,1.18,8,7.27,,,,,,,,
Aust Renewable,ARW,0.015,0.1,7.14,,,,,,,,
Kingsrose Min Ltd,KRM,0.75,5,7.14,,,,,,,,
Oil Basins Ltd,OBL,0.03,0.2,7.14,,,,,,,,
Thundelarra Explor,THX,0.545,3.5,6.86,,,,,,,,
East Energy Resource,EER,0.095,0.6,6.74,,,,,,,,
Adamus Res rts 06apr,ADUR,0.032,0.2,6.67,,,,,,,,
Global Geoscience opt aug12,GSCO,0.016,0.1,6.67,,,,,,,,
Eleckra Mines,EKM,0.10,0.6,6.38,,,,,,,,
Golden Gate Pet opt aug12,GGPO,0.017,0.1,6.25,,,,,,,,
Range Res Ltd,RRS,0.052,0.3,6.12,,,,,,,,
Tribune Res NL,TBR,1.04,6,6.12,,,,,,,,
Olympus Pacific Min  1:1,OYM,0.35,2,6.06,,,,,,,,
Tasman Res Ltd opt jun12,TASOB,0.071,0.4,5.97,,,,,,,,
Prosperity Res,PSP,0.09,0.5,5.88,,,,,,,,
Rialto Energy,RIA,0.18,1,5.88,,,,,,,,
Ironclad Min,IFE,1.36,7.5,5.84,,,,,,,,
Carbon Energy,CNX,0.545,3,5.83,,,,,,,,
Iron Road Ltd,IRD,0.745,4,5.67,,,,,,,,
Mirabela Nickel,MBN,2.46,13,5.58,,,,,,,,
Roc Oil Co,ROC,0.38,2,5.56,,,,,,,,
BC Iron Ltd,BCI,1.53,8,5.52,,,,,,,,
Greenvale Min NL,GRV,0.078,0.4,5.41,,,,,,,,
Equinox Min Ltd cdi,EQN,4.14,21,5.34,,,,,,,,
Fall River Res cdi,FRV,0.02,0.1,5.26,,,,,,,,
First Aust Res,FAR,0.06,0.3,5.26,,,,,,,,
Independence Grp,IGO,4.69,23,5.16,,,,,,,,
Mincor Res NL,MCR,2.05,10,5.13,,,,,,,,
Adavale Resource,ADD,0.042,0.2,5.00,,,,,,,,
Red Sky Energy,ROG,0.021,0.1,5.00,,,,,,,,
INDUSTRIAL FALLS,,,,,,,,,,,,
Datamotion Asia,DMN,0.001,-0.1,-50.00,,,,,,,,
Cardia Bioplastics opt jun11,CNNO,0.002,-0.1,-33.33,,,,,,,,
GSF Corp Ltd,GSF,0.003,-0.1,-25.00,,,,,,,,
ECO Quest,ECQ,0.10,-3,-23.08,,,,,,,,
Intrapower Ltd,IPX,0.10,-3,-23.08,,,,,,,,
Pac Enviromin,PEV,0.011,-0.3,-21.43,,,,,,,,
Asia Liver Trans,AJJ,0.079,-2.1,-21.00,,,,,,,,
Hostech Ltd,HTC,0.036,-0.8,-18.18,,,,,,,,
Media Grp Int Ltd,MUI,0.009,-0.2,-18.18,,,,,,,,
Cool or Cosy Ltd,COS,0.075,-1.5,-16.67,,,,,,,,
Comtel Corp Ltd,CMO,0.017,-0.3,-15.00,,,,,,,,
Globe Sec,GTI,0.077,-1.3,-14.44,,,,,,,,
Undercoverwear,UCW,0.30,-5,-14.29,,,,,,,,
Empired Ltd,EPD,0.10,-1.5,-13.04,,,,,,,,
Humanis Grp Ltd,HUM,0.02,-0.3,-13.04,,,,,,,,
Apollo Cons,AOP,0.007,-0.1,-12.50,,,,,,,,
Argus Solutions,ASV,0.175,-2.5,-12.50,,,,,,,,
Enerji Ltd,ERJ,0.053,-0.7,-11.67,,,,,,,,
Chandler Macleod,CMG,0.24,-3,-11.11,,,,,,,,
ING Real Est Ente unt,IEF,0.16,-2,-11.11,,,,,,,,
Medivac Ltd,MDV,0.008,-0.1,-11.11,,,,,,,,
TZ Ltd,TZL,0.75,-9,-10.71,,,,,,,,
Solco Ltd,SOO,0.088,-1,-10.20,,,,,,,,
Bone Medical Ltd,BNE,0.135,-1.5,-10.00,,,,,,,,
Intermoco Ltd,INT,0.009,-0.1,-10.00,,,,,,,,
Murchison Hldgs,MCH,0.57,-6,-9.52,,,,,,,,
Pienets Ltd,PIE,0.029,-0.3,-9.37,,,,,,,,
Skywest Airlines cdi  1:1,SXR,0.345,-3.5,-9.21,,,,,,,,
Adultshop Com,ASC,0.01,-0.1,-9.09,,,,,,,,
CathRx Ltd,CXD,0.15,-1.5,-9.09,,,,,,,,
Charter Pacific,CHF,0.05,-0.5,-9.09,,,,,,,,
ASF Grp Ltd,AFA,0.16,-1.5,-8.57,,,,,,,,
Virax Hldgs,VHL,0.076,-0.7,-8.43,,,,,,,,
Hot Rock Ltd,HRL,0.087,-0.8,-8.42,,,,,,,,
Farmworks Aust,FWA,0.22,-2,-8.33,,,,,,,,
Pharmanet Grp,PNO,0.011,-0.1,-8.33,,,,,,,,
Souls Private Equity opt feb15,SOEOA,0.011,-0.1,-8.33,,,,,,,,
Antisense Therapeutic,ANP,0.023,-0.2,-8.00,,,,,,,,
Resonance Health,RHT,0.023,-0.2,-8.00,,,,,,,,
Galileo Japan Tr unt,GJT,0.035,-0.3,-7.89,,,,,,,,
Novogen Ltd,NRT,0.43,-3.5,-7.53,,,,,,,,
CPT Global Ltd,CGO,0.56,-4.5,-7.44,,,,,,,,
APN Prop Grp,APD,0.25,-2,-7.41,,,,,,,,
Cbio Ltd,CBZ,0.32,-2.5,-7.25,,,,,,,,
Metal Storm Ltd,MST,0.013,-0.1,-7.14,,,,,,,,
Genetic Tech,GTG,0.04,-0.3,-6.98,,,,,,,,
Coretrack Ltd,CKK,0.27,-2,-6.90,,,,,,,,
Prana Biotech,PBT,0.135,-1,-6.90,,,,,,,,
Unilife Corp cdi  6:1,UNS,0.97,-7,-6.73,,,,,,,,
Agricultural Land unt,AGJ,0.14,-1,-6.67,,,,,,,,
Empire Beer Grp,EEE,0.07,-0.5,-6.67,,,,,,,,
Living & Leisure Grp stp,LLA,0.028,-0.2,-6.67,,,,,,,,
Xceed Capital Ltd,XCD,0.014,-0.1,-6.67,,,,,,,,
Nufarm Ltd,NUF,8.12,-56,-6.45,,,,,,,,
OBJ Ltd,OBJ,0.045,-0.3,-6.25,,,,,,,,
Pelorus Prop,PPI,0.15,-1,-6.25,,,,,,,,
Tyrian Diagnostics,TDX,0.015,-0.1,-6.25,,,,,,,,
ENV Clean Tech opt jan14,ESIO,0.016,-0.1,-5.88,,,,,,,,
Reverse Corp Ltd,REF,0.16,-1,-5.88,,,,,,,,
Capitol Health,CAJ,0.05,-0.3,-5.66,,,,,,,,
National Leisure,NLG,0.017,-0.1,-5.56,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.034,-0.2,-5.56,,,,,,,,
Alinta Energy Grp stp,AEJ,0.07,-0.4,-5.41,,,,,,,,
Legend Corp,LGD,0.175,-1,-5.41,,,,,,,,
