Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4980.5 at 16:35 21/4/2010  Report at 19:05 Wednesday 21/4/2010. Processed 19:12 Wednesday 21/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Karmelsonix Ltd opt jul11,KSXO,0.01,0.4,66.67,,,,,,,,
MobileActive Ltd,MBA,0.026,0.8,44.44,,,,,,,,
Cardia Bioplastics opt jun11,CNNO,0.004,0.1,33.33,,,,,,,,
Future Corp,FUT,0.004,0.1,33.33,,,,,,,,
Rheochem Plc cdi  1:1,RHE,0.10,2.3,29.87,,,,,,,,
Hot Rock Ltd,HRL,0.12,2,20.00,,,,,,,,
Strategic Pooled,SPD,0.12,2,20.00,,,,,,,,
Clever Com Aus,CVA,0.115,1.8,18.56,,,,,,,,
EFTEL Ltd,EFT,0.021,0.3,16.67,,,,,,,,
Select Vaccines,SLT,0.007,0.1,16.67,,,,,,,,
Quickstep Hldgs,QHL,0.43,6,16.22,,,,,,,,
Atlantic Ltd opt dec11,ATIO,0.045,0.6,15.38,,,,,,,,
Refresh Grp,RGP,0.069,0.9,15.00,,,,,,,,
E-Com Multi Ltd,ECE,0.008,0.1,14.29,,,,,,,,
Multiplex Acumen unt,MPF,0.09,1,12.50,,,,,,,,
IPGA Ltd,IPP,0.32,3.5,12.28,,,,,,,,
Atlantic Ltd,ATI,0.056,0.6,12.00,,,,,,,,
Asia Liver Trans,AJJ,0.10,1,11.11,,,,,,,,
Metals Finance,MFC,0.10,1,11.11,,,,,,,,
Rubicor Grp,RUB,0.06,0.6,11.11,,,,,,,,
Service Stream,SSM,0.30,3,11.11,,,,,,,,
Structural Monitor cdi,SMN,0.01,0.1,11.11,,,,,,,,
TMA Grp Comp,TMA,0.30,3,11.11,,,,,,,,
Clean Teq Hldgs,CLQ,0.375,3.5,10.29,,,,,,,,
Auto Tech Ltd opt jun11,ATJO,0.011,0.1,10.00,,,,,,,,
CPI Grp Ltd,CPI,0.33,3,10.00,,,,,,,,
Karmelsonix Ltd,KSX,0.034,0.3,9.68,,,,,,,,
Real Estate Cap unt,RCU,0.12,1,9.09,,,,,,,,
RMG Ltd,RMG,0.012,0.1,9.09,,,,,,,,
Unilife Corp cdi  6:1,UNS,1.34,11,8.94,,,,,,,,
Marbletrend Grp,MBD,0.087,0.7,8.75,,,,,,,,
AMA Grp Ltd,AMA,0.05,0.4,8.70,,,,,,,,
Orchid Capital,ORC,0.025,0.2,8.70,,,,,,,,
Artist & Entertain,AEM,0.013,0.1,8.33,,,,,,,,
Bigair Grp Ltd,BGL,0.195,1.5,8.33,,,,,,,,
QRxPharma Ltd,QRX,1.30,10,8.33,,,,,,,,
Prima BioMed Ltd opt dec11,PRRO,0.135,1,8.00,,,,,,,,
Avexa Ltd,AVX,0.14,1,7.69,,,,,,,,
Compass Hotel stp,CXH,0.028,0.2,7.69,,,,,,,,
Patrys Ltd,PAB,0.14,1,7.69,,,,,,,,
