Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4739.2 at 16:47 23/11/2009  Report at 19:05 Monday 23/11/2009. Processed 19:36 Monday 23/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
CVC Prop Fund unt,CJT,0.022,1.8,450.00,,,,,,,,
Dromana Estate,DMY,0.055,1.7,44.74,,,,,,,,
Bigair Grp Ltd,BGL,0.14,4,40.00,,,,,,,,
Scigen Ltd cdi,SIE,0.13,3,30.00,,,,,,,,
Cardia Bioplastics opt jun11,CNNO,0.005,0.1,25.00,,,,,,,,
Coretrack Ltd opt feb10,CKKO,0.075,1.5,25.00,,,,,,,,
WAG Ltd,WAG,0.01,0.2,25.00,,,,,,,,
Eneabba Gas Ltd opt jun10,ENBOA,0.11,2,22.22,,,,,,,,
Hostech Ltd,HTC,0.024,0.4,20.00,,,,,,,,
Mariner Corp Ltd,MCX,0.012,0.2,20.00
Medigard Ltd,MGZ,0.12,2,20.00
Allomak Ltd,AMA,0.06,0.9,17.65
RER Grp Ltd opt dec10,RGDO,0.20,3,17.65
Planet Platinum,PPN,0.27,4,17.39
Intermoco Ltd,INT,0.021,0.3,16.67
RIMCapital Ltd,RMC,0.035,0.5,16.67
GLG Corp Ltd,GLE,0.30,4,15.38
Quickflix Ltd,QFX,0.075,1,15.38
Sam's Seafood,SSS,0.047,0.6,14.63
Cellmid Ltd,CDY,0.032,0.4,14.29
Eneabba Gas Ltd,ENB,0.32,4,14.29
ENV Clean Tech opt jan14,ESIO,0.041,0.5,13.89
Becton Prop Grp stpld,BEC,0.125,1.5,13.64
CBD Energy Ltd,CBD,0.17,2,13.33
Gage Roads Brewing,GRB,0.17,2,13.33
Phoslock Water,PHK,0.13,1.5,13.04
National Leisure,NLG,0.035,0.4,12.90
Black Ridge Min,BRD,0.009,0.1,12.50
Future Corp,FUT,0.009,0.1,12.50
Iatia Ltd,IAT,0.018,0.2,12.50
Inventis Ltd,IVT,0.045,0.5,12.50
Mint Wireless,MNW,0.045,0.5,12.50
Verus Invest,VIL,0.036,0.4,12.50
Supply Net,SNL,0.50,5,11.11
Progen Pharmaceutic,PGL,0.555,5.5,11.00
Quest Min Ltd,QNL,0.105,1,10.53
Holista Colltech,HCT,0.165,1.5,10.00
OBJ Ltd opt dec10,OBJO,0.022,0.2,10.00
Pienets Ltd,PIE,0.011,0.1,10.00
Verus Invest opt jun10,VILO,0.011,0.1,10.00
Cell Aquaculture,CAQ,0.175,1.5,9.37
Somnomed Ltd,SOM,0.047,0.4,9.30
Equities & Freehldgss,EQF,0.30,2.5,9.09
Medivac Ltd,MDV,0.012,0.1,9.09
Sino Strategic Intl,SSI,0.60,5,9.09
MCM Entertainment Gr,MEG,0.195,1.5,8.33
Viralytics Ltd opt jun10,VLAO,0.013,0.1,8.33
Clean Seas Tuna,CSS,0.33,2.5,8.20
RER Grp Ltd,RGD,0.40,3,8.11
Grandbridge Ltd,GBA,0.14,1,7.69
pSivida Corp cdi,PVA,4.30,30,7.50
Helicon Grp,HCG,0.045,0.3,7.14
Transol Corp,TNC,0.015,0.1,7.14
Wavenet Intl,WAL,0.15,1,7.14
CVC Ltd,CVC,0.80,5,6.67
Metabolic Pharmac,MBP,0.032,0.2,6.67
Nexbis Ltd,NBS,0.24,1.5,6.67
NSL Cons Ltd,NSL,0.033,0.2,6.45
James Hardie Ind cdi,JHX,7.87,47,6.35
Mission Newenergy,MBT,0.335,2,6.35
Boral Ltd,BLD,5.91,34,6.10
VDM Grp Ltd,VMG,0.525,3,6.06
Medic Vision Ltd,MVH,0.036,0.2,5.88
ITX Grp Ltd,ITX,1.09,6,5.83
Analytica Ltd,ALT,0.055,0.3,5.77
Compumedics Ltd,CMP,0.185,1,5.71
Neptune Marine opt dec10,NMSO,0.56,3,5.66
Becton Prop Grp 9.5% cn10,BECG,0.57,3,5.56
