Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4299.7 at 16:36 6/7/2010  Report at 19:05 Tuesday 6/7/2010. Processed 19:27 Tuesday 6/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Rectifier Technolog,RFT,0.003,0.1,50.00,,,,,,,,
Eastland Medical opt jun11,EMSOB,0.016,0.5,45.45,,,,,,,,
Holista Colltech,HCT,0.145,4,38.10,,,,,,,,
Metroland Aust,MTD,0.046,1,27.78,,,,,,,,
Eastland Medical opt may11,EMSO,0.005,0.1,25.00,,,,,,,,
Hydrotech Inter,HTI,0.005,0.1,25.00,,,,,,,,
CEC Grp Ltd,CEG,0.071,1.3,22.41,,,,,,,,
Webfirm Grp Ltd,WFM,0.11,2,22.22,,,,,,,,
Alexium Int Grp,AJX,0.14,2.5,21.74,,,,,,,,
Zicom Grp Ltd,ZGL,0.145,2.5,20.83,,,,,,,,
Razor Risk Tech,RZR,0.03,0.5,20.00,,,,,,,,
WAG Ltd,WAG,0.006,0.1,20.00,,,,,,,,
Biotron Ltd opt dec11,BITO,0.013,0.2,18.18,,,,,,,,
Sterihealth Ltd,STP,1.59,24,17.78,,,,,,,,
Brierty Ltd,BYL,0.27,4,17.39,,,,,,,,
Eastland Medical,EMS,0.055,0.8,17.02,,,,,,,,
Cervantes Corp,CVS,0.021,0.3,16.67,,,,,,,,
Hydromet Corp Ltd,HMC,0.035,0.5,16.67,,,,,,,,
Pulse Health Ltd,PHG,0.049,0.7,16.67,,,,,,,,
Solco Ltd,SOO,0.093,1.3,16.25,,,,,,,,
Pienets Ltd,PIE,0.022,0.3,15.79,,,,,,,,
Antisense Therapeutic,ANP,0.015,0.2,15.38,,,,,,,,
Prime Retirement unt,PTN,0.05,0.6,13.64,,,,,,,,
Comtel Corp Ltd,CMO,0.018,0.2,12.50,,,,,,,,
Murchison Hldgs,MCH,0.425,4.5,11.84,,,,,,,,
Brand New Vintage,BNV,0.019,0.2,11.76,,,,,,,,
APN European Retail stp,AEZ,0.029,0.3,11.54,,,,,,,,
GoConnect Ltd,GCN,0.029,0.3,11.54,,,,,,,,
ING RE Com stp,ILF,0.059,0.6,11.32,,,,,,,,
Hyro Ltd,HYO,0.02,0.2,11.11,,,,,,,,
Solagran Ltd,SLA,0.15,1.5,11.11,,,,,,,,
IFS Construct Ltd,IFS,0.055,0.5,10.00,,,,,,,,
Patrys Ltd,PAB,0.11,1,10.00,,,,,,,,
Vita Grp Ltd,VTG,0.22,2,10.00,,,,,,,,
CathRx Ltd,CXD,0.28,2.5,9.80,,,,,,,,
Adelaide Brighton,ABC,2.94,25,9.29,,,,,,,,
World Wide Ent Grp,WWG,0.06,0.5,9.09,,,,,,,,
iSOFT Group Ltd,ISF,0.19,1.5,8.57,,,,,,,,
BioProspect Ltd,BPO,0.013,0.1,8.33,,,,,,,,
Coventry Grp,CYG,1.95,15,8.33,,,,,,,,
Euroz Ltd opt mar14,EZLO,0.54,4,8.00,,,,,,,,
RER Grp Ltd,RGD,0.35,2.5,7.69,,,,,,,,
Reverse Corp Ltd,REF,0.14,1,7.69,,,,,,,,
Xtek Ltd,XTE,0.028,0.2,7.69,,,,,,,,
BPH Corp Ltd,BPH,0.075,0.5,7.14,,,,,,,,
Pan Asia Corp Ltd,PZC,0.015,0.1,7.14,,,,,,,,
Shearer (John),SHR,2.89,19,7.04,,,,,,,,
Bentley Capital,BEL,0.235,1.5,6.82,,,,,,,,
Tandou Ltd,TAN,0.32,2,6.67,,,,,,,,
Alchemia Ltd,ACL,0.49,3,6.52,,,,,,,,
Ariadne Aust,ARA,0.245,1.5,6.52,,,,,,,,
Toll Hldgs Ltd,TOL,5.73,34,6.31,,,,,,,,
Energy Ventures,EVE,0.034,0.2,6.25,,,,,,,,
FFI Hldgs,FFI,5.10,30,6.25,,,,,,,,
MDS Financial Grp,MWS,0.034,0.2,6.25,,,,,,,,
Challenger FSG Ltd,CGF,3.61,21,6.18,,,,,,,,
HFA Hldgs Ltd,HFA,0.175,1,6.06,,,,,,,,
MAX Tr unt,MXQ,0.035,0.2,6.06,,,,,,,,
Universal Biosensors cdi,UBI,1.50,8.5,6.01,,,,,,,,
Ipernica Ltd,IPR,0.095,0.5,5.56,,,,,,,,
Verus Invest,VIL,0.019,0.1,5.56,,,,,,,,
Sedgman Ltd,SDM,1.44,7.5,5.49,,,,,,,,
Challenger Winetr unt,CWT,0.20,1,5.26,,,,,,,,
Viagold Capital,VIA,0.50,2.5,5.26,,,,,,,,
MINING RISES,,,,,,,,,,,,
Burleson Energy opt aug10,BURO,0.003,0.2,200.00,,,,,,,,
Barra Res opt dec10,BARO,0.005,0.3,150.00,,,,,,,,
Aust Mines Ltd,AUZ,0.002,0.1,100.00,,,,,,,,
Lonrho Min Ltd opt nov10,LOMOA,0.011,0.3,37.50,,,,,,,,
Tasman Res Ltd,TAS,0.15,4,36.36,,,,,,,,
Consolidated Tin Min,CSD,0.042,1.1,35.48,,,,,,,,
Carpentaria Exp,CAP,0.47,12,34.29,,,,,,,,
Lonrho Min Ltd opt jun12,LOMO,0.004,0.1,33.33,,,,,,,,
Ausgold Ltd opt mar13,AUCO,0.045,0.9,25.00,,,,,,,,
Aust Gold Invest,AGV,0.05,1,25.00,,,,,,,,
Gulf Res opt mar13,GLFOB,0.005,0.1,25.00,,,,,,,,
Newera Uranium,NRU,0.025,0.5,25.00,,,,,,,,
Red Emperor Res,RMP,0.125,2.5,25.00,,,,,,,,
China Yunnan Copper,CYU,0.11,1.9,20.88,,,,,,,,
Barra Res,BAR,0.064,1.1,20.75,,,,,,,,
Aura Energy,AEE,0.15,2.5,20.00,,,,,,,,
Gulf Mines Ltd,GLM,0.024,0.4,20.00,,,,,,,,
Lakes Oil NL,LKO,0.006,0.1,20.00,,,,,,,,
Latrobe Magnesium,LMG,0.013,0.2,18.18,,,,,,,,
India Res,IRL,0.015,0.2,15.38,,,,,,,,
Lonrho Min Ltd,LOM,0.023,0.3,15.00,,,,,,,,
Resource Generation,RES,0.545,7,14.74,,,,,,,,
MEC Res opt jul13,MMRO,0.24,3,14.29,,,,,,,,
Planet Gas Ltd,PGS,0.08,1,14.29,,,,,,,,
Westralian Gas & Pwr,WGP,0.016,0.2,14.29,,,,,,,,
Emerald Oil & Gas,EMR,0.025,0.3,13.64,,,,,,,,
Ashburton Min,ATN,0.017,0.2,13.33,,,,,,,,
Legend Min,LEG,0.026,0.3,13.04,,,,,,,,
Talisman Min,TLM,0.65,7.5,13.04,,,,,,,,
Augur Res Ltd,AUK,0.18,2,12.50,,,,,,,,
East Energy Resource,EER,0.18,2,12.50,,,,,,,,
Intermin Res opt may12,IRCO,0.045,0.5,12.50,,,,,,,,
Millennium Min,MOY,0.028,0.3,12.00,,,,,,,,
Sihayo Gold Ltd,SIH,0.14,1.5,12.00,,,,,,,,
European Gas,EPG,0.19,2,11.76,,,,,,,,
Excelsior Gold,EXG,0.039,0.4,11.43,,,,,,,,
Highlands Pacific,HIG,0.245,2.5,11.36,,,,,,,,
Drummond Gold Ltd,DGO,0.05,0.5,11.11,,,,,,,,
Nyota Min Ltd,NYO,0.31,3,10.71,,,,,,,,
Talisman Min opt dec10,TLMO,0.42,4,10.53,,,,,,,,
Ampella Min,AMX,1.545,14.5,10.36,,,,,,,,
Cazaly Res,CAZ,0.595,5.5,10.19,,,,,,,,
Metals Aust,MLS,0.011,0.1,10.00,,,,,,,,
Quest Pet,QPN,0.011,0.1,10.00,,,,,,,,
Sihayo Gold Ltd opt jan11,SIHO,0.022,0.2,10.00,,,,,,,,
Rawson Res,RAW,0.115,1,9.52,,,,,,,,
K2 Energy Ltd,KTE,0.071,0.6,9.23,,,,,,,,
Ausamerican Min,AIW,0.037,0.3,8.82,,,,,,,,
Eden Energy Ltd,EDE,0.063,0.5,8.62,,,,,,,,
Oklo Uranium Ltd,OKU,0.038,0.3,8.57,,,,,,,,
Integra Min Ltd,IGR,0.32,2.5,8.47,,,,,,,,
Anchor Res,AHR,0.13,1,8.33,,,,,,,,
Auzex Res,AZX,0.13,1,8.33,,,,,,,,
Grand Gulf Energy,GGE,0.013,0.1,8.33,,,,,,,,
Padbury Min Ltd,PDY,0.013,0.1,8.33,,,,,,,,
United Orogen,UOG,0.013,0.1,8.33,,,,,,,,
Diatreme Res,DRX,0.079,0.6,8.22,,,,,,,,
Heemskirk Cons,HSK,0.33,2.5,8.20,,,,,,,,
Clean Global Energy,CGV,0.07,0.5,7.69,,,,,,,,
Innamincka Pet,INP,0.07,0.5,7.69,,,,,,,,
Shaw River Res,SRR,0.14,1,7.69,,,,,,,,
Coal FE Res,CES,0.029,0.2,7.41,,,,,,,,
Erongo Energy opt jun13,ERNO,0.03,0.2,7.14,,,,,,,,
Malachite Res,MAR,0.045,0.3,7.14,,,,,,,,
Poseidon Nick Ltd,POS,0.225,1.5,7.14,,,,,,,,
Scandinavian Res,SCR,0.15,1,7.14,,,,,,,,
Magnetic Res,MAU,0.38,2.5,7.04,,,,,,,,
Planet Metals Ltd,PMQ,0.092,0.6,6.98,,,,,,,,
Dominion Min,DOM,2.66,17,6.83,,,,,,,,
West African Res,WAF,0.25,1.5,6.38,,,,,,,,
Bandanna Energy,BND,0.585,3.5,6.36,,,,,,,,
Hannans Reward,HNR,0.17,1,6.25,,,,,,,,
Proto Resource &,PRW,0.017,0.1,6.25,,,,,,,,
Tasman Goldflds,TGX,0.085,0.5,6.25,,,,,,,,
Petsec Energy,PSA,0.175,1,6.06,,,,,,,,
Argo Explore,AXT,0.036,0.2,5.88,,,,,,,,
Octanex NL,OXX,0.27,1.5,5.88,,,,,,,,
Iron Mountain,IRM,0.055,0.3,5.77,,,,,,,,
Zinc Co Aust,ZNC,0.185,1,5.71,,,,,,,,
Silver Mines Ltd,SVL,0.093,0.5,5.68,,,,,,,,
AED Oil Ltd,AED,0.475,2.5,5.56,,,,,,,,
Matilda Zircon,MZI,0.019,0.1,5.56,,,,,,,,
Prosperity Res,PSP,0.095,0.5,5.56,,,,,,,,
Hunnu Coal Ltd,HUN,0.87,4.5,5.45,,,,,,,,
Hill End Gold,HEG,0.099,0.5,5.32,,,,,,,,
Heron Res,HRR,0.20,1,5.26,,,,,,,,
Tasmania Mines,TMM,1.00,5,5.26,,,,,,,,
Whitehaven Coal,WHC,5.00,25,5.26,,,,,,,,
Platinum Aust,PLA,0.735,3.5,5.00,,,,,,,,
INDUSTRIAL FALLS,,,,,,,,,,,,
Autodom Ltd,AIE,0.041,-1.9,-31.67,,,,,,,,
Strathfield Grp,SRA,0.008,-0.2,-20.00,,,,,,,,
Avexa Ltd,AVX,0.036,-0.8,-18.18,,,,,,,,
Legacy Iron Ore opt dec12,LCYOB,0.05,-1,-16.67,,,,,,,,
Vision Grp Hldgs,VGH,0.15,-3,-16.67,,,,,,,,
EFTEL Ltd,EFT,0.012,-0.2,-14.29,,,,,,,,
RMG Ltd,RMG,0.006,-0.1,-14.29,,,,,,,,
Virax Hldgs,VHL,0.068,-1,-12.82,,,,,,,,
E-Com Multi Ltd,ECE,0.007,-0.1,-12.50,,,,,,,,
Intermoco Ltd,INT,0.007,-0.1,-12.50,,,,,,,,
Redcape Prop Grp stp,RPF,0.175,-2.5,-12.50,,,,,,,,
Prima BioMed Ltd opt dec11,PRRO,0.06,-0.8,-11.76,,,,,,,,
Metal Storm Ltd,MST,0.009,-0.1,-10.00,,,,,,,,
ENV Clean Tech,ESI,0.028,-0.3,-9.68,,,,,,,,
Green Invest Ltd,GNV,0.059,-0.6,-9.23,,,,,,,,
Healthlinx Ltd,HTX,0.089,-0.9,-9.18,,,,,,,,
Netcomm Ltd,NTC,0.20,-2,-9.09,,,,,,,,
AMA Grp Ltd,AMA,0.041,-0.4,-8.89,,,,,,,,
Atlas Southsea Pearl,ATP,0.105,-1,-8.70,,,,,,,,
Two Way Ltd,TTV,0.032,-0.3,-8.57,,,,,,,,
Aacl Hldgs Ltd,AAY,0.11,-1,-8.33,,,,,,,,
Cbio Ltd,CBZ,0.275,-2.5,-8.33,,,,,,,,
Enerji Ltd,ERJ,0.033,-0.3,-8.33,,,,,,,,
Rivercity Motorway stp,RCY,0.045,-0.4,-8.16,,,,,,,,
Style Ltd,SYP,0.023,-0.2,-8.00,,,,,,,,
Wasabi Energy Ltd,WAS,0.012,-0.1,-7.69,,,,,,,,
OBJ Ltd,OBJ,0.025,-0.2,-7.41,,,,,,,,
Pac Environment,PEH,0.125,-1,-7.41,,,,,,,,
Silex Systems,SLX,4.40,-35,-7.37,,,,,,,,
Contango Capital,CCQ,0.63,-5,-7.35,,,,,,,,
Fat Prophets,FAT,0.82,-6,-6.82,,,,,,,,
Atlantic Ltd opt dec11,ATIO,0.028,-0.2,-6.67,,,,,,,,
Hostech Ltd,HTC,0.014,-0.1,-6.67,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.015,-0.1,-6.25,,,,,,,,
Nick Scali Ltd,NCK,1.37,-9,-6.16,,,,,,,,
Oldfields Hldgs,OLH,0.08,-0.5,-5.88,,,,,,,,
Quay Magnesium,QMG,0.016,-0.1,-5.88,,,,,,,,
TPL Corp Ltd,TPL,0.016,-0.1,-5.88,,,,,,,,
Warrnambool Cheese,WCB,3.26,-19,-5.51,,,,,,,,
"""Sunshine Heart, cdi",SHC,0.035,-0.2,-5.41,"""",,,,,,,
Clean Seas Tuna,CSS,0.088,-0.5,-5.38,,,,,,,,
Gage Roads Brewing,GRB,0.075,-0.4,-5.06,,,,,,,,
Techniche Ltd,TCN,0.038,-0.2,-5.00,,,,,,,,
MINING FALLS,,,,,,,,,,,,
Korab Res,KOR,0.20,-28,-58.33,,,,,,,,
Scandinavian Res opt oct11,SCRO,0.012,-1.4,-53.85,,,,,,,,
Excalibur Min,EXM,0.003,-0.1,-25.00,,,,,,,,
Sino Gas Energy opt dec12,SEHOC,0.003,-0.1,-25.00,,,,,,,,
Astro Res NL,ARO,0.004,-0.1,-20.00,,,,,,,,
Axiom Min Ltd cdi,AVQ,0.02,-0.5,-20.00,,,,,,,,
Eagle Eye Metals,EYE,0.076,-1.9,-20.00,,,,,,,,
Peninsula Min opt jun12,PENOA,0.016,-0.4,-20.00,,,,,,,,
Pilbara Min Ltd,PLS,0.10,-2.5,-20.00,,,,,,,,
Xanadu Res Ltd opt apr13,XNUO,0.02,-0.5,-20.00,,,,,,,,
North Aust Ltd,NAD,0.027,-0.6,-18.18,,,,,,,,
Cobar Cons,CCU,0.13,-2.5,-16.13,,,,,,,,
Bauxite Resource,BAU,0.14,-2.5,-15.15,,,,,,,,
Sth American Cor,SAY,0.03,-0.5,-14.29,,,,,,,,
Dart Min NL,DTM,0.10,-1.5,-13.04,,,,,,,,
ORH Ltd,ORH,0.02,-0.3,-13.04,,,,,,,,
Global Nickel Invest opt jun12,GNIOA,0.007,-0.1,-12.50,,,,,,,,
Longreach Oil Ltd,LGO,0.007,-0.1,-12.50,,,,,,,,
Mount Burgess Min,MTB,0.007,-0.1,-12.50,,,,,,,,
Nuenergy Capital,NGY,0.105,-1.5,-12.50,,,,,,,,
Voyager Res,VOR,0.014,-0.2,-12.50,,,,,,,,
MIL Res,MGK,0.029,-0.4,-12.12,,,,,,,,
Resource And Invest,RNI,0.23,-3,-11.54,,,,,,,,
Resource Star Ltd,RSL,0.055,-0.7,-11.29,,,,,,,,
Palace Res,PXR,0.008,-0.1,-11.11,,,,,,,,
Macq Harbour,MHM,0.205,-2.5,-10.87,,,,,,,,
Augustus Min,AUJ,0.25,-3,-10.71,,,,,,,,
Carnavale Res opt feb13,CAVO,0.17,-2,-10.53,,,,,,,,
Centaurus Metals,CTM,0.07,-0.8,-10.26,,,,,,,,
Chalice Gold Mines,CHN,0.40,-4.5,-10.11,,,,,,,,
Ausmon Resources,AOA,0.18,-2,-10.00,,,,,,,,
Comet Res,CRL,0.036,-0.4,-10.00,,,,,,,,
Rialto Energy,RIA,0.36,-4,-10.00,,,,,,,,
Rimfire Pacific,RIM,0.009,-0.1,-10.00,,,,,,,,
Abra Min Ltd,AII,0.086,-0.9,-9.47,,,,,,,,
Papillon Res Ltd opt dec12,PIROA,0.048,-0.5,-9.43,,,,,,,,
Aspire Min Ltd,AKM,0.079,-0.8,-9.20,,,,,,,,
Callabonna Uranium,CUU,0.01,-0.1,-9.09,,,,,,,,
Kings Min NL,KMN,0.08,-0.8,-9.09,,,,,,,,
Austex Oil Ltd opt dec11,AOKO,0.032,-0.3,-8.57,,,,,,,,
Key Pet,KEY,0.054,-0.5,-8.47,,,,,,,,
ADX Energy Ltd,ADX,0.22,-2,-8.33,,,,,,,,
BCD Res NL,BCD,0.11,-1,-8.33,,,,,,,,
Macq Harbour opt aug12,MHMO,0.11,-1,-8.33,,,,,,,,
Republic Gold Ltd,RAU,0.011,-0.1,-8.33,,,,,,,,
Apollo Min Ltd,AON,0.115,-1,-8.00,,,,,,,,
Image Res NL,IMA,0.46,-4,-8.00,,,,,,,,
Jupiter Mines,JMS,0.23,-2,-8.00,,,,,,,,
Reward Min Ltd,RWD,0.29,-2.5,-7.94,,,,,,,,
REY Res Ltd,REY,0.12,-1,-7.69,,,,,,,,
Imperial Corp Ltd,IMP,0.097,-0.8,-7.62,,,,,,,,
A-Cap Res,ACB,0.305,-2.5,-7.58,,,,,,,,
Alkane Res Ltd,ALK,0.26,-2,-7.14,,,,,,,,
Integrated Res,IRG,0.013,-0.1,-7.14,,,,,,,,
Transerv Energy,TSV,0.013,-0.1,-7.14,,,,,,,,
Drake Res,DRK,0.14,-1,-6.67,,,,,,,,
Haoma Min NL,HAO,0.14,-1,-6.67,,,,,,,,
Minemakers Ltd,MAK,0.21,-1.5,-6.67,,,,,,,,
Pepinnini Min,PNN,0.14,-1,-6.67,,,,,,,,
Syngas Ltd,SYS,0.014,-0.1,-6.67,,,,,,,,
Ord River Res,ORD,0.029,-0.2,-6.45,,,,,,,,
Austin Explore,AKK,0.03,-0.2,-6.25,,,,,,,,
Marengo Min,MGO,0.09,-0.6,-6.25,,,,,,,,
Uran Ltd,URA,0.015,-0.1,-6.25,,,,,,,,
Carnavale Res,CAV,0.385,-2.5,-6.10,,,,,,,,
Hemisphere Res,HEM,0.47,-3,-6.00,,,,,,,,
Prairie Downs Metals,PDZ,0.094,-0.6,-6.00,,,,,,,,
Entek Energy Ltd,ETE,0.16,-1,-5.88,,,,,,,,
Signature Metals,SBL,0.016,-0.1,-5.88,,,,,,,,
Sipa Res Ltd,SRI,0.08,-0.5,-5.88,,,,,,,,
Western Plains Res,WPG,0.565,-3.5,-5.83,,,,,,,,
Activex Ltd,AIV,0.066,-0.4,-5.71,,,,,,,,
Iron Road Ltd opt sep10,IRDO,0.33,-2,-5.71,,,,,,,,
Beacon Min,BCN,0.017,-0.1,-5.56,,,,,,,,
Cortona Res,CRC,0.17,-1,-5.56,,,,,,,,
Emmerson Res,ERM,0.17,-1,-5.56,,,,,,,,
Yellow Rock,YRR,0.017,-0.1,-5.56,,,,,,,,
Botswana Metals,BML,0.052,-0.3,-5.45,,,,,,,,
Ivanhoe Aust,IVA,2.60,-15,-5.45,,,,,,,,
Rum Jungle Uranium,RUM,0.052,-0.3,-5.45,,,,,,,,
Discovery Metals,DML,0.62,-3.5,-5.34,,,,,,,,
Austral Gold,AGD,0.18,-1,-5.26,,,,,,,,
Coalworks Ltd,CWK,0.36,-2,-5.26,,,,,,,,
Heritage Gold Nz,HTM,0.018,-0.1,-5.26,,,,,,,,
YTC Res,YTC,0.18,-1,-5.26,,,,,,,,
