Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4833.9 at 16:43 30/4/2010  Report at 19:06 Friday 30/4/2010. Processed 20:34 Friday 30/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
KTL Tech Ltd,KTL,0.01,0.5,100.00,,,,,,,,
Pharmanet Grp opt jun11,PNOO,0.004,0.2,100.00,,,,,,,,
Adultshop Com opt dec11,ASCO,0.003,0.1,50.00,,,,,,,,
BPH Corp Ltd opt may10,BPHO,0.003,0.1,50.00,,,,,,,,
Healthlinx Ltd opt dec13,HTXOA,0.115,3.5,43.75,,,,,,,,
SCV Grp Ltd,SCV,0.02,0.5,33.33,,,,,,,,
Pac Enviromin,PEV,0.025,0.6,31.58,,,,,,,,
ICSGlobal Ltd,ICS,0.018,0.4,28.57,,,,,,,,
Soilsub Tech,SOI,0.018,0.4,28.57,,,,,,,,
Medic Vision Ltd,MVH,0.034,0.7,25.93,,,,,,,,
Pac Environment,PEH,0.16,3,23.08,,,,,,,,
Xceed Capital Ltd,XCD,0.012,0.2,20.00,,,,,,,,
Careers Multilist,CGR,0.185,3,19.35,,,,,,,,
Cape Range Ltd,CAG,0.007,0.1,16.67,,,,,,,,
Robe Aust Ltd,ROB,0.007,0.1,16.67,,,,,,,,
ADG Global Supply,ADQ,0.072,1,16.13,,,,,,,,
Folkestone Ltd,FLK,0.145,2,16.00,,,,,,,,
Prana Biotech,PBT,0.20,2.5,14.29,,,,,,,,
Prima BioMed Ltd opt dec11,PRRO,0.165,2,13.79,,,,,,,,
-,PRR,0.18,2,12.50,,,,,,,,
Strategic Pooled,SPD,0.135,1.5,12.50,,,,,,,,
Viagold Capital,VIA,0.28,3,12.00,,,,,,,,
ENV Clean Tech opt jan14,ESIO,0.019,0.2,11.76,,,,,,,,
Boom Logistics,BOL,0.335,3.5,11.67,,,,,,,,
Chapmans Ltd,CHP,0.02,0.2,11.11,,,,,,,,
Atlantic Ltd,ATI,0.061,0.6,10.91,,,,,,,,
Ceramic Fuel Cells,CFU,0.21,2,10.53,,,,,,,,
Compass Hotel stp,CXH,0.021,0.2,10.53,,,,,,,,
Globe Sec,GTI,0.105,1,10.53,,,,,,,,
Hot Rock Ltd,HRL,0.11,1,10.00,,,,,,,,
Ipernica Ltd,IPR,0.11,1,10.00,,,,,,,,
TVN Corp Ltd,TVN,0.011,0.1,10.00,,,,,,,,
Compumedics Ltd,CMP,0.17,1.5,9.68,,,,,,,,
Gale Pacific Ltd,GAP,0.17,1.5,9.68,,,,,,,,
Solagran Ltd,SLA,0.17,1.5,9.68,,,,,,,,
Laserbond Ltd,LBL,0.057,0.5,9.62,,,,,,,,
E-Com Multi Ltd,ECE,0.012,0.1,9.09,,,,,,,,
Patrys Ltd,PAB,0.125,1,8.70,,,,,,,,
Scigen Ltd cdi,SIE,0.25,2,8.70,,,,,,,,
Quest Invest,QST,0.088,0.7,8.64,,,,,,,,
Carbon Conscious,CCF,0.13,1,8.33,,,,,,,,
Ellex Medical Lasers,ELX,0.13,1,8.33,,,,,,,,
Ezenet Ltd,EZE,0.027,0.2,8.00,,,,,,,,
Oohmedia Grp Ltd,OOH,0.14,1,7.69,,,,,,,,
Thakral Hldgs unt,THG,0.42,3,7.69,,,,,,,,
Pulse Health Ltd,PHG,0.059,0.4,7.27,,,,,,,,
Autodom Ltd,AIE,0.075,0.5,7.14,,,,,,,,
GLG Corp Ltd,GLE,0.30,2,7.14,,,,,,,,
QRSciences Hldgs,QRS,0.06,0.4,7.14,,,,,,,,
Living Cell Tech,LCT,0.38,2.5,7.04,,,,,,,,
Ascent Pharmahealth,APH,0.31,2,6.90,,,,,,,,
K2 Asset Mgmt,KAM,0.70,4.5,6.87,,,,,,,,
Vmoto Ltd,VMT,0.16,1,6.67,,,,,,,,
Pan Asia Corp Ltd,PZC,0.034,0.2,6.25,,,,,,,,
Praemium Ltd,PPS,0.17,1,6.25,,,,,,,,
Antisense Therapeutic,ANP,0.018,0.1,5.88,,,,,,,,
Bigair Grp Ltd,BGL,0.18,1,5.88,,,,,,,,
Canada Land Ltd cdi,CDL,0.09,0.5,5.88,,,,,,,,
Phylogica Ltd,PYC,0.09,0.5,5.88,,,,,,,,
ResMed Inc cdi  10:1,RMD,7.08,39,5.83,,,,,,,,
Somnomed Ltd,SOM,0.96,5,5.49,,,,,,,,
Prime Retirement unt,PTN,0.078,0.4,5.41,,,,,,,,
Nanosonics Ltd,NAN,0.59,3,5.36,,,,,,,,
FFI Hldgs,FFI,4.05,20,5.19,,,,,,,,
Ambition Grp Ltd,AMB,0.41,2,5.13,,,,,,,,
Hansen Tech,HSN,0.615,3,5.13,,,,,,,,
Benitec Ltd,BLT,0.042,0.2,5.00,,,,,,,,
