Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4394.8 at 16:36 22/7/2010  Report at 19:05 Thursday 22/7/2010. Processed 19:11 Thursday 22/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
CO2 Grp Ltd opt nov11,COZO,0.045,2.6,136.80,,,,,,,,
Cardia Bioplastics opt jun11,CNNO,0.003,0.1,50.00,,,,,,,,
Mint Wireless,MNW,0.042,1.2,40.00,,,,,,,,
Transol Corp,TNC,0.004,0.1,33.33,,,,,,,,
Vesture Ltd,VES,0.14,3.5,33.33,,,,,,,,
ASF Grp Ltd,AFA,0.14,3,27.27,,,,,,,,
PharmAust Ltd opt mar12,PAAO,0.011,0.2,22.22,,,,,,,,
Magellan Fin Grp opt jun16,MFGOC,0.17,3,21.43,,,,,,,,
Holista Colltech,HCT,0.12,2,20.00,,,,,,,,
Hydrotech Inter,HTI,0.006,0.1,20.00,,,,,,,,
CO2 Grp Ltd,COZ,0.17,2.5,17.24,,,,,,,,
GoConnect Ltd,GCN,0.049,0.7,16.67,,,,,,,,
Rubicor Grp,RUB,0.05,0.7,16.28,,,,,,,,
Analytica Ltd,ALT,0.029,0.4,16.00,,,,,,,,
Webfirm Grp Ltd,WFM,0.145,2,16.00,,,,,,,,
Electro Optic Sys,EOS,1.15,15,15.00,,,,,,,,
ENV Clean Tech opt jan14,ESIO,0.024,0.3,14.29,,,,,,,,
Grandbridge Ltd,GBA,0.40,5,14.29,,,,,,,,
Hostech Ltd,HTC,0.017,0.2,13.33,,,,,,,,
Traffic Tech,TTI,0.034,0.4,13.33,,,,,,,,
RCL Grp stp,RLG,0.07,0.8,12.90,,,,,,,,
Antaria Ltd,ANO,0.045,0.5,12.50,,,,,,,,
Tyrian Diagnostics,TDX,0.009,0.1,12.50,,,,,,,,
Axiom Prop,AXI,0.028,0.3,12.00,,,,,,,,
Astivita Renewables,AIR,1.00,10,11.11,,,,,,,,
Medivac Ltd,MDV,0.01,0.1,11.11,,,,,,,,
Macq Atlas Roads stp,MQA,1.165,11.5,10.95,,,,,,,,
Mission Newenergy,MBT,0.255,2.5,10.87,,,,,,,,
ECO Quest,ECQ,0.095,0.9,10.47,,,,,,,,
Adtrans Grp,ADG,3.40,29,9.32,,,,,,,,
Aeris Environmental,AEI,0.06,0.5,9.09,,,,,,,,
