Stocks that moved by more than 5% for the day,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4372.1 at 2012-02-22T16:44:47. Report at Wednesday, February 22, 2012. Processed Thursday at 2012-02-23T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (c),Move (%),,,,,,,,
RISES - INDUSTRIALS,,
GRG Intl opt jun13,GRGO,.015,+.6,+66.67,,
MUI Corp,MUI,.004,+.1,+33.33,,
Brain Resource,BRC,.26,+5.5,+26.83,,
Transaction,TSN,.01,+.2,+25.00,,
GRG Intl,GRG,.13,+2.5,+23.81,,
Green Invest,GNV,.049,+.9,+22.50,,
Scott,SCC,.36,+6,+20.00,,
Ezeatm,EZA,.38,+6,+18.75,,
Farmworks Aust,FWA,.033,+.5,+17.86,,
Galileo Japan Tr unt,GJT,.70,+10,+16.67,,
Quickflix,QFX,.14,+2,+16.67,,
Skilled Grp,SKE,2.03,+28,+16.00,,
Onesteel,OST,.95,+13,+15.85,,
OBJ opt jun13,OBJO,.016,+.2,+14.29,,
Optiscan Imaging,OIL,.16,+2,+14.29,,
Cbio,CBZ,.10,+1.2,+13.64,,
IEF Real Estate Ent unt,IEF,.054,+.6,+12.50,,
Traffic Tech,TTI,.045,+.5,+12.50,,
LBT Innovations,LBT,.05,+.5,+11.11,,
Neptune Marine,NMS,.03,+.3,+11.11,,
Village Roadshow,VRL,3.27,+32,+10.85,,
Seek,SEK,6.31,+61,+10.70,,
PRO-Pac Packaging,PPG,.54,+5,+10.20,,
Trojan Equity,TJN,.55,+5,+10.00,,
Ceramic Fuel Cells,CFU,.115,+1,+9.52,,
CBD Energy,CBD,.071,+.6,+9.23,,
Cadence Capital opt sep12,CDMO,.06,+.5,+9.09,,
Fantastic,FAN,2.40,+20,+9.09,,
Probiotec,PBP,.37,+3,+8.82,,
Daton Grp Aus,DTG,.25,+2,+8.70,,
Ausenco,AAX,3.75,+29,+8.38,,
Gage Roads Brewing,GRB,.065,+.5,+8.33,,
ORO Verde,OVL,.26,+2,+8.33,,
Wotif Com,WTF,4.45,+34,+8.27,,
Ainsworth Game Tech,AGI,.92,+7,+8.24,,
Enviromission,EVM,.04,+.3,+8.11,,
Cogstate,CGS,.27,+2,+8.00,,
Genetic Tech,GTG,.135,+1,+8.00,,
Modun Res,MOU,.041,+.3,+7.89,,
Longreach Grp,LRG,.14,+1,+7.69,,
Chandler Macleod,CMG,.43,+3,+7.50,,
Seven West Media,SWM,3.79,+26,+7.37,,
Cougar Energy,CXY,.015,+.1,+7.14,,
Funtastic,FUN,.15,+1,+7.14,,
Gazal,GZL,1.80,+12,+7.14,,
Pharmaust,PAA,.015,+.1,+7.14,,
Sedgman,SDM,2.18,+14,+6.86,,
Hastie Grp,HST,.55,+3.5,+6.80,,
ADG Global Supply,ADQ,.065,+.4,+6.56,,
Melbourne It,MLB,1.65,+10,+6.45,,
MY Net Fone,MNF,.255,+1.5,+6.25,,
Super Ret Rep,SUL,6.68,+39,+6.20,,
Paperlinx,PPX,.105,+.6,+6.06,,
Adeffective def,ABNDA,.018,+.1,+5.88,,
E-Pay Asia,EPY,.18,+1,+5.88,,
Reverse Corp,REF,.037,+.2,+5.71,,
Eastland Medical,EMS,.019,+.1,+5.56,,
Jumbo Interactive,JIN,.80,+4,+5.26,,
Boart Longyear,BLY,4.13,+20,+5.09,,
RISES - MINING,,
Boulder Steel opt mar12,BGDO,.002,+.1,+100.0,,
Excalibur Min,EXM,.002,+.1,+100.0,,
Tamaska Oil Gas,TMK,.002,+.1,+100.0,,
Copper Range opt dec12,CRJO,.007,+.3,+75.00,,
Horseshoe Metals opt jun12,HORO,.105,+3.2,+43.84,,
ARC Explore,ARX,.01,+.3,+42.86,,
Global Geoscience,GSC,.071,+2,+39.22,,
NEX Metals Explorat,NME,.13,+3,+30.00,,
Celamin Hldgs opt mar14,CNLO,.10,+2,+25.00,,
Global Geoscience opt aug12,GSCO,.005,+.1,+25.00,,
Integrated Res,IRG,.005,+.1,+25.00,,
RAM Res,RMR,.005,+.1,+25.00,,
Samson Oil & Gas opt dec12,SSNO,.12,+2.3,+23.71,,
DGR Global,DGR,.12,+2.2,+22.45,,
Samson Oil & Gas,SSN,.14,+2.5,+21.74,,
Volta Min opt jun14,VTMO,.064,+1.1,+20.75,,
MEC Res opt jul13,MMRO,.03,+.5,+20.00,,
Azure Min,AZS,.032,+.5,+18.52,,
Zambezi Res cdi,ZRL,.013,+.2,+18.18,,
Emerald Oil & Gas,EMR,.033,+.5,+17.86,,
Blina Min,BDI,.007,+.1,+16.67,,
Quantum Res,QUR,.007,+.1,+16.67,,
Avanco Res opt apr12,AVBOB,.095,+1.2,+14.46,,
Malachite Res,MAR,.016,+.2,+14.29,,
PAC Ore,PSF,.08,+1,+14.29,,
Rubicon Res,RBR,.034,+.4,+13.33,,
Wolf Min opt sep12,WLFO,.09,+1,+12.50,,
Mako Energy,MKE,.14,+1.5,+12.00,,
Riedel Res,RIE,.105,+1.1,+11.70,,
Fairstar Res,FAS,.048,+.5,+11.63,,
Tangiers Pet opt oct13,TPTOA,.39,+4,+11.43,,
Exoma Energy opt sep12,EXEOA,.10,+1,+11.11,,
Terrain Min,TMX,.02,+.2,+11.11,,
Dynasty Metals,DMA,.155,+1.5,+10.71,,
Hastings Rare Metals,HAS,.155,+1.5,+10.71,,
Horseshoe Metals,HOR,.31,+3,+10.71,,
Eureka Energy,EKA,.37,+3.5,+10.45,,
Montezuma Min Co,MZM,.37,+3.5,+10.45,,
Global Pet,GBP,.265,+2.5,+10.42,,
RED Mount Min,RMX,.16,+1.5,+10.34,,
Minotaur Explore,MEP,.215,+2,+10.26,,
Boss Res,BOE,.11,+1,+10.00,,
Broken Hill Prospect,BPL,.11,+1,+10.00,,
Global Metals,GXN,.011,+.1,+10.00,,
Lincoln Min,LML,.11,+1,+10.00,,
Reedy Lagoon,RLC,.11,+1,+10.00,,
Sthn Gold,SAU,.045,+.4,+9.76,,
Avanco Res,AVB,.115,+1,+9.52,,
GBM Rsources,GBZ,.115,+1,+9.52,,
Midwinter Resourc,MWN,.115,+1,+9.52,,
Earth Heat Res cdi,EHR,.035,+.3,+9.38,,
Manhattan Corp,MHC,.35,+3,+9.37,,
Petsec Energy,PSA,.175,+1.5,+9.37,,
Marathon Res,MTN,.071,+.6,+9.23,,
Chameleon Min,CHM,.036,+.3,+9.09,,
Copper Range,CRJ,.024,+.2,+9.09,,
Gleneagle Gold,GLN,.012,+.1,+9.09,,
Northwest Res,NWR,.12,+1,+9.09,,
Orpheus Energy,OEG,.12,+1,+9.09,,
Titan Energy,TTE,.012,+.1,+9.09,,
Rialto Energy,RIA,.425,+3.5,+8.97,,
L&M Energy,LME,.049,+.4,+8.89,,
Solimar Energy,SGY,.075,+.6,+8.70,,
Atlantic,ATI,.815,+6.5,+8.67,,
Moly Mines,MOL,.315,+2.5,+8.62,,
Elementos,ELT,.19,+1.5,+8.57,,
Aura Energy opt dec14,AEEO,.065,+.5,+8.33,,
Midas Res,MDS,.013,+.1,+8.33,,
Exterra Res,EXC,.053,+.4,+8.16,,
WPG Res,WPG,.093,+.7,+8.14,,
Highlands Pacific,HIG,.20,+1.5,+8.11,,
Entek Energy,ETE,.135,+1,+8.00,,
Hemisphere Res,HEM,.135,+1,+8.00,,
Icon Energy,ICN,.27,+2,+8.00,,
Liquefied Natural,LNG,.485,+3.5,+7.78,,
Ambassador Oil Gas,AQO,.21,+1.5,+7.69,,
Aust Oil Co,AOC,.07,+.5,+7.69,,
STH American Cor,SAY,.028,+.2,+7.69,,
Ausgold,AUC,1.14,+8,+7.55,,
Antares Energy,AZZ,.435,+3,+7.41,,
Carbine Res,CRB,.15,+1,+7.14,,
Magnum Min & Exp,MGU,.045,+.3,+7.14,,
Prime Min,PIM,.015,+.1,+7.14,,
Realm Res,RRP,.075,+.5,+7.14,,
Terramin Aust,TZN,.15,+1,+7.14,,
Tiaro Coal,TCM,.30,+2,+7.14,,
Mantle Min,MNM,.155,+1,+6.90,,
Sherwin Iron,SHD,.062,+.4,+6.90,,
Kentor Gold,KGL,1.175,+7.5,+6.82,,
Papillon Res,PIR,1.10,+7,+6.80,,
Eldorado Gold cdi,EAU,13.68,+86,+6.71,,
Signature Metals,SBL,.016,+.1,+6.67,,
Venturex Res,VXR,.08,+.5,+6.67,,
Peak Res,PEK,.485,+3,+6.59,,
Phoenix Gold,PXG,.245,+1.5,+6.52,,
Syrah Res,SYR,.67,+4,+6.35,,
Argosy Min,AGY,.085,+.5,+6.25,,
Rimfire Pacific,RIM,.034,+.2,+6.25,,
Wolf Min,WLF,.345,+2,+6.15,,
