Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4578.3 at 16:37 8/9/2010  Report at 19:05 Wednesday 8/9/2010. Processed 19:10 Wednesday 8/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Cardia Bioplastics opt jun11,CNNO,0.002,0.1,100.00,,,,,,,,
IM Medical Ltd,IMI,0.002,0.1,100.00,,,,,,,,
CO2 Grp Ltd opt nov11,COZO,0.045,1.5,50.00,,,,,,,,
Ocean Capital,OCE,0.32,9,39.13,,,,,,,,
Enviromission Ltd,EVM,0.022,0.5,29.41,,,,,,,,
Longreach Grp,LRG,0.029,0.6,26.09,,,,,,,,
BKM Management,BKM,0.01,0.2,25.00,,,,,,,,
Montec Intl,MTI,0.006,0.1,20.00,,,,,,,,
Bluglass Ltd,BLG,0.135,2,17.39,,,,,,,,
Investorfirst Ltd,INQ,0.071,1,16.39,,,,,,,,
Carbon Conscious,CCF,0.115,1.5,15.00,,,,,,,,
Atlas Southsea Pearl,ATP,0.125,1.5,13.64,,,,,,,,
Arafura Pearls,APB,0.017,0.2,13.33,,,,,,,,
Style Ltd,SYP,0.017,0.2,13.33,,,,,,,,
Facilitate Digital,FAC,0.09,1,12.50,,,,,,,,
Viagold Capital,VIA,1.35,15,12.50,,,,,,,,
TTA Hldgs Ltd,TTA,0.069,0.7,11.29,,,,,,,,
Stirling Products,STI,0.01,0.1,11.11,,,,,,,,
Vietnam Industrial,VII,0.575,5.5,10.58,,,,,,,,
Aquacarotene Ltd,AQL,0.16,1.5,10.34,,,,,,,,
Alexium Int Grp,AJX,0.17,1.5,9.68,,,,,,,,
Everest Financial,EFG,0.059,0.5,9.26,,,,,,,,
QRSciences Hldgs,QRS,0.06,0.5,9.09,,,,,,,,
Clover Corp,CLV,0.305,2.5,8.93,,,,,,,,
Coretrack Ltd,CKK,0.19,1.5,8.57,,,,,,,,
Ambition Grp Ltd,AMB,0.325,2.5,8.33,,,,,,,,
Agricultural Land unt,AGJ,0.14,1,7.69,,,,,,,,
Cardia Bioplastics,CNN,0.014,0.1,7.69,,,,,,,,
Genetic Tech,GTG,0.028,0.2,7.69,,,,,,,,
APN Prop Grp,APD,0.215,1.5,7.50,,,,,,,,
Healthlinx Ltd,HTX,0.09,0.6,7.14,,,,,,,,
Grandbridge Ltd,GBA,0.31,2,6.90,,,,,,,,
