Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4978.4 at 16:34 13/4/2010  Report at 19:05 Tuesday 13/4/2010. Processed 19:14 Tuesday 13/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Sun Biomedical,SBN,0.002,0.1,100.00,,,,,,,,
First Opportunity,FOF,0.65,23,54.76,,,,,,,,
Mariner Corp Ltd,MCX,0.007,0.2,40.00,,,,,,,,
Legacy Iron Ore opt dec12,LCYOB,0.069,1.9,38.00,,,,,,,,
Adacel Tech,ADA,0.60,15.5,34.83,,,,,,,,
Electrometals Tech,EMM,0.02,0.5,33.33,,,,,,,,
Telezon Ltd,TLZ,0.09,2,28.57,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.025,0.5,25.00,,,,,,,,
Legacy Iron Ore,LCY,0.155,3,24.00,,,,,,,,
E-Pay Asia Ltd,EPY,0.16,3,23.08,,,,,,,,
Reverse Corp Ltd,REF,0.18,3,20.00,,,,,,,,
Richfield Internat,RIS,0.078,1.3,20.00,,,,,,,,
OBJ Ltd,OBJ,0.037,0.6,19.35,,,,,,,,
World Reach Ltd,WRR,0.007,0.1,16.67,,,,,,,,
Cbio Ltd,CBZ,0.37,5,15.62,,,,,,,,
Carbon Conscious,CCF,0.20,2.5,14.29,,,,,,,,
Run Corp Ltd,RNC,0.064,0.8,14.29,,,,,,,,
TVN Corp Ltd,TVN,0.008,0.1,14.29,,,,,,,,
Digislide Hldgs,DGI,0.25,3,13.64,,,,,,,,
Blue Capital Ltd,BIV,0.026,0.3,13.04,,,,,,,,
Phosphagenics Ltd,POH,0.13,1.5,13.04,,,,,,,,
Quickflix Ltd,QFX,0.07,0.8,12.90,,,,,,,,
Chapmans Ltd,CHP,0.018,0.2,12.50,,,,,,,,
Garratt's Ltd,GRT,0.56,6,12.00,,,,,,,,
Marine Produce Aust,MPA,0.028,0.3,12.00,,,,,,,,
Legend Corp,LGD,0.19,2,11.76,,,,,,,,
Patrys Ltd,PAB,0.145,1.5,11.54,,,,,,,,
Enerji Ltd,ERJ,0.055,0.5,10.00,,,,,,,,
Hot Rock Ltd,HRL,0.11,1,10.00,,,,,,,,
Stirling Products,STI,0.011,0.1,10.00,,,,,,,,
Treyo Leisure,TYO,0.35,3,9.37,,,,,,,,
Capitol Health,CAJ,0.071,0.6,9.23,,,,,,,,
ECO Quest,ECQ,0.12,1,9.09,,,,,,,,
Real Estate Cap unt,RCU,0.12,1,9.09,,,,,,,,
Orion Equities,OEQ,0.595,4.5,8.18,,,,,,,,
Farmworks Aust,FWA,0.20,1.5,8.11,,,,,,,,
Webfirm Grp Ltd,WFM,0.069,0.5,7.81,,,,,,,,
Bisan Ltd,BSN,0.043,0.3,7.50,,,,,,,,
Euroz Ltd opt mar14,EZLO,0.75,5,7.14,,,,,,,,
Pac Energy,PEA,0.30,2,7.14,,,,,,,,
RCL Grp stp,RLG,0.092,0.6,6.98,,,,,,,,
China Steel,CNH,0.16,1,6.67,,,,,,,,
Hexima Ltd,HXL,0.40,2.5,6.67,,,,,,,,
