Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4614.9 at 16:34 25/2/2010  Report at 19:05 Thursday 25/2/2010. Processed 19:36 Thursday 25/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
3Q Hldgs Ltd,TQH,0.17,7,70.00,,,,,,,,
Living & Leisure Grp stpld,LLA,0.03,0.9,42.86,,,,,,,,
Stratatel Ltd opt sep11,STEO,0.011,0.3,37.50,,,,,,,,
Aquacarotene Ltd,AQL,0.016,0.4,33.33,,,,,,,,
Biodiem Ltd,BDM,0.22,5,29.41,,,,,,,,
Scott Corp,SCC,0.32,7,28.00,,,,,,,,
Redcape Prop Grp stpld,RPF,0.30,6,25.00,,,,,,,,
Cyclopharm Ltd,CYC,0.13,2.5,23.81,,,,,,,,
Equities & Freehldgss,EQF,0.24,4.5,23.08,,,,,,,,
PTB Grp Ltd,PTB,0.22,4,22.22,,,,,,,,
ENV Clean Tech opt jan14,ESIO,0.018,0.3,20.00,,,,,,,,
E-Com Multi Ltd,ECE,0.007,0.1,16.67,,,,,,,,
Verus Invest opt jun10,VILO,0.007,0.1,16.67,,,,,,,,
BioProspect Ltd,BPO,0.03,0.4,15.38,,,,,,,,
Frigrite Ltd,FRR,0.15,2,15.38,,,,,,,,
Integrated Res,IRG,0.015,0.2,15.38,,,,,,,,
Stanfield Funds,SFN,0.015,0.2,15.38,,,,,,,,
Berklee Ltd,BER,0.40,5,14.29,,,,,,,,
Medivac Ltd,MDV,0.008,0.1,14.29,,,,,,,,
Tel Pacific Ltd,TPC,0.13,1.5,13.04,,,,,,,,
Rubik Financial,RFL,0.074,0.8,12.12,,,,,,,,
Jumbuck Entertain,JMB,0.30,3,11.11,,,,,,,,
Cellmid Ltd,CDY,0.031,0.3,10.71,,,,,,,,
Dulhunty Power,DUL,0.033,0.3,10.00,,,,,,,,
Gazal Corp,GZL,1.32,12,10.00,,,,,,,,
Metals Finance,MFC,0.11,1,10.00,,,,,,,,
Warrnambool Cheese,WCB,4.40,39,9.73,,,,,,,,
Aust Ethical,AEF,28.50,250,9.62,,,,,,,,
Mesa Min Ltd,MAS,0.057,0.5,9.62,,,,,,,,
Brisconnection Tr stpld,BCS,1.15,10,9.52,,,,,,,,
Cougar Energy,CXY,0.115,1,9.52,,,,,,,,
Planet Platinum,PPN,0.29,2.5,9.43,,,,,,,,
Neptune Marine opt dec10,NMSO,0.245,2,8.89,,,,,,,,
Living Cell Tech,LCT,0.185,1.5,8.82,,,,,,,,
Autodom Ltd,AIE,0.09,0.7,8.43,,,,,,,,
Intermoco Ltd,INT,0.014,0.1,7.69,,,,,,,,
Legacy Iron Ore,LCY,0.14,1,7.69,,,,,,,,
Pharmanet Grp,PNO,0.014,0.1,7.69,,,,,,,,
IOOF Hldgs Ltd,IFL,6.00,42,7.53,,,,,,,,
Chandler Macleod,CMG,0.30,2,7.14,,,,,,,,
Cogstate Ltd,CGS,0.30,2,7.14,,,,,,,,
India Equities Fund opt aug10,INEO,0.075,0.5,7.14,,,,,,,,
Vita Grp Ltd,VTG,0.30,2,7.14,,,,,,,,
Hexima Ltd,HXL,0.49,3,6.52,,,,,,,,
Gunns Ltd forests,GNSPA,69.15,415,6.38,,,,,,,,
Sterihealth Ltd,STP,1.50,9,6.38,,,,,,,,
Brainz Instruments,BZI,0.085,0.5,6.25,,,,,,,,
M2 Telecommun,MTU,1.70,10,6.25,,,,,,,,
Bluglass Ltd,BLG,0.18,1,5.88,,,,,,,,
Pan Asia Corp Ltd,PZC,0.036,0.2,5.88,,,,,,,,
Codan Ltd,CDA,1.285,7,5.76,,,,,,,,
Corum Grp Ltd,COO,0.037,0.2,5.71,,,,,,,,
RTL Corp Ltd,RTL,0.019,0.1,5.56,,,,,,,,
XRF Scientific,XRF,0.19,1,5.56,,,,,,,,
Ruralco Hldgs,RHL,2.49,13,5.51,,,,,,,,
Village Roadshow,VRL,2.11,11,5.50,,,,,,,,
FSA Grp Ltd,FSA,0.40,2,5.26,,,,,,,,
ING Private Equity,IPE,0.30,1.5,5.26,,,,,,,,
Transpacific Indust,TPI,1.345,6.5,5.08,,,,,,,,
MINING RISES,,,,,,,,,,,,
Whinnen Res opt apr13,WWWO,0.03,1.5,100.00,,,,,,,,
Coal FE Res,CES,0.04,1.8,81.82,,,,,,,,
Acclaim Explore,AEX,0.02,0.8,66.67,,,,,,,,
Newport Min Ltd,NMN,0.25,10,66.67,,,,,,,,
Spitfire Res opt jun10,SPIO,0.005,0.2,66.67,,,,,,,,
Avanco Res Ltd opt apr12,AVBOB,0.019,0.5,35.71,,,,,,,,
Oil Basins Ltd opt jun12,OBLOA,0.008,0.2,33.33,,,,,,,,
Namibian Copper,NCO,0.18,4,28.57,,,,,,,,
Monax Min Ltd opt nov11,MOXO,0.044,0.9,25.71,,,,,,,,
Great Western Exp opt jun12,GTEO,0.04,0.8,25.00,,,,,,,,
Sthn Uranium,SNU,0.11,1.9,20.88,,,,,,,,
Metals Aust,MLS,0.012,0.2,20.00,,,,,,,,
Mithril Res opt sep11,MTHO,0.075,1.2,19.05,,,,,,,,
Nex Metals Explor,NME,0.20,3,17.65,,,,,,,,
Sierra Min,SRM,0.035,0.5,16.67,,,,,,,,
TNG Ltd,TNG,0.07,1,16.67,,,,,,,,
Red Sky Energy,ROG,0.022,0.3,15.79,,,,,,,,
Argent Min,ARD,0.185,2.5,15.62,,,,,,,,
Montezuma Min Co opt aug11,MZMO,0.045,0.6,15.38,,,,,,,,
Redstone Res,RDS,0.105,1.4,15.38,,,,,,,,
United Orogen,UOG,0.038,0.5,15.15,,,,,,,,
Southerncross Gold opt nov10,SXGO,0.016,0.2,14.29,,,,,,,,
Aust Renewable,ARW,0.017,0.2,13.33,,,,,,,,
Dragon Mountain Gold,DMG,0.18,2,12.50,,,,,,,,
Avanco Res Ltd,AVB,0.029,0.3,11.54,,,,,,,,
Crescent Gold,CRE,0.155,1.5,10.71,,,,,,,,
Platsearch NL,PTS,0.105,1,10.53,,,,,,,,
Eastern Iron,EFE,0.11,1,10.00,,,,,,,,
Industrial Min,IDM,0.11,1,10.00,,,,,,,,
Ishine Int Res,ISH,0.22,2,10.00,,,,,,,,
Maximus Res,MXR,0.023,0.2,9.52,,,,,,,,
United Uranium,UUL,0.23,2,9.52,,,,,,,,
Uraniumsa Ltd,USA,0.29,2.5,9.43,,,,,,,,
Copper Strike Ltd,CSE,0.093,0.8,9.41,,,,,,,,
Erongo Energy,ERN,0.072,0.6,9.09,,,,,,,,
Outback Metals,OUM,0.06,0.5,9.09,,,,,,,,
A1 Min Ltd,AAM,0.31,2.5,8.77,,,,,,,,
Geopacific Res,GPR,0.075,0.6,8.70,,,,,,,,
Mindax Ltd,MDX,0.50,4,8.70,,,,,,,,
Tasman Res Ltd,TAS,0.125,1,8.70,,,,,,,,
Castlemaine,CGT,0.04,0.3,8.11,,,,,,,,
Jameson Res,JAL,0.27,2,8.00,,,,,,,,
New Standard Energy,NSE,0.135,1,8.00,,,,,,,,
Ethan Min Ltd,ETH,0.205,1.5,7.89,,,,,,,,
