Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4877.7 at 16:36 18/3/2010  Report at 19:05 Thursday 18/3/2010. Processed 19:23 Thursday 18/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Compumedics Ltd,CMP,0.20,5.5,37.93,,,,,,,,
Green Invest Ltd,GNV,0.066,1.6,32.00,,,,,,,,
PharmAust Ltd,PAA,0.05,1,25.00,,,,,,,,
Verticon Grp Ltd,VGP,0.005,0.1,25.00,,,,,,,,
JV Global Ltd,JVG,0.006,0.1,20.00,,,,,,,,
Photo-Me Aust,PTO,0.006,0.1,20.00,,,,,,,,
Pharmanet Grp,PNO,0.013,0.2,18.18,,,,,,,,
Healthlinx Ltd opt dec13,HTXOA,0.105,1.5,16.67,,,,,,,,
Stirling Products,STI,0.014,0.2,16.67,,,,,,,,
Brainz Instruments,BZI,0.11,1.5,15.79,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.031,0.4,14.81,,,,,,,,
Incitive Ltd,ICV,0.008,0.1,14.29,,,,,,,,
National Leisure,NLG,0.016,0.2,14.29,,,,,,,,
TMA Grp Comp,TMA,0.28,3.5,14.29,,,,,,,,
Tyrian Diagnostics,TDX,0.016,0.2,14.29,,,,,,,,
World Reach Ltd,WRR,0.008,0.1,14.29,,,,,,,,
Globe Sec,GTI,0.057,0.7,14.00,,,,,,,,
Analytica Ltd,ALT,0.058,0.7,13.73,,,,,,,,
WDS Ltd,WDS,0.67,8,13.56,,,,,,,,
ICSGlobal Ltd,ICS,0.018,0.2,12.50,,,,,,,,
Connxion Ventures,CXN,0.058,0.6,11.54,,,,,,,,
Neptune Marine opt dec10,NMSO,0.29,3,11.54,,,,,,,,
Altera Res Ltd,AEA,0.20,2,11.11,,,,,,,,
Benitec Ltd,BLT,0.05,0.5,11.11,,,,,,,,
TPL Corp Ltd,TPL,0.02,0.2,11.11,,,,,,,,
Electro Optic Sys,EOS,1.17,11,10.38,,,,,,,,
Patrys Ltd,PAB,0.16,1.5,10.34,,,,,,,,
Quickstep Hldgs,QHL,0.38,3.5,10.14,,,,,,,,
Bigair Grp Ltd,BGL,0.165,1.5,10.00,,,,,,,,
Multiplex Acumen unt,MPF,0.11,1,10.00,,,,,,,,
Kathmandu Hldgs,KMD,1.91,17,9.77,,,,,,,,
Clever Com Aus,CVA,0.068,0.6,9.68,,,,,,,,
ZYL Ltd,ZYL,0.023,0.2,9.52,,,,,,,,
Dyesol Ltd,DYE,0.99,8.5,9.39,,,,,,,,
Elders Ltd,ELD,1.38,11.5,9.09,,,,,,,,
Cougar Energy,CXY,0.125,1,8.70,,,,,,,,
Mint Wireless,MNW,0.038,0.3,8.57,,,,,,,,
Acuvax Ltd,ACU,0.013,0.1,8.33,,,,,,,,
Prima BioMed Ltd opt dec11,PRRO,0.13,1,8.33,,,,,,,,
RTL Corp Ltd,RTL,0.027,0.2,8.00,,,,,,,,
K2 Asset Mgmt,KAM,0.68,5,7.94,,,,,,,,
Orbital Corp Ltd,OEC,0.044,0.3,7.32,,,,,,,,
Anteo Diagnostics opt sep10,ADOO,0.045,0.3,7.14,,,,,,,,
IFS Construct Ltd,IFS,0.06,0.4,7.14,,,,,,,,
Mikoh Corp,MIK,0.09,0.6,7.14,,,,,,,,
Overseas & Gen cdi,OGL,0.06,0.4,7.14,,,,,,,,
Vita Grp Ltd,VTG,0.305,2,7.02,,,,,,,,
Macro Corp Ltd,MAC,0.032,0.2,6.67,,,,,,,,
PPK Grp Ltd,PPK,0.49,3,6.52,,,,,,,,
Legend Corp,LGD,0.165,1,6.45,,,,,,,,
Over Fifty Grp,OFG,0.66,4,6.45,,,,,,,,
Forge Grp Ltd,FGE,2.82,17,6.42,,,,,,,,
