Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4437.0 at 16:39 16/7/2010  Report at 19:05 Friday 16/7/2010. Processed 22:43 Friday 16/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Medivac Ltd,MDV,0.01,0.3,42.86,,,,,,,,
Tutt Bryant Grp,TBG,0.90,27,42.86,,,,,,,,
ITL Ltd,ITD,0.077,2.2,40.00,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.022,0.6,37.50,,,,,,,,
Quay Magnesium,QMG,0.017,0.4,30.77,,,,,,,,
Grandbridge Ltd,GBA,0.30,7,30.43,,,,,,,,
Advanced Engine,ACE,0.04,0.9,29.03,,,,,,,,
Allied Brands Ltd,ABQ,0.037,0.7,23.33,,,,,,,,
Headline Grp Ltd,HLD,0.33,5,17.86,,,,,,,,
WAG Ltd,WAG,0.007,0.1,16.67,,,,,,,,
Konekt Ltd,KKT,0.145,2,16.00,,,,,,,,
Geodynamics Ltd,GDY,0.57,7.5,15.15,,,,,,,,
Altera Res Ltd,AEA,0.23,3,15.00,,,,,,,,
Pac Energy,PEA,0.23,3,15.00,,,,,,,,
GoConnect Ltd,GCN,0.042,0.5,13.51,,,,,,,,
Thomas & Coffey,THO,0.34,4,13.33,,,,,,,,
Intermoco Ltd,INT,0.009,0.1,12.50,,,,,,,,
Cardno Ltd rts26juld,CDDR,0.50,5,11.11,,,,,,,,
OBJ Ltd,OBJ,0.031,0.3,10.71,,,,,,,,
Rivercity Motorway stp,RCY,0.043,0.4,10.26,,,,,,,,
Globe Intl,GLB,0.55,5,10.00,,,,,,,,
Cordlife Ltd,CBB,0.35,3,9.37,,,,,,,,
PharmAust Ltd opt mar12,PAAO,0.012,0.1,9.09,,,,,,,,
Provet Hldgs Ltd,PVT,1.47,12,8.89,,,,,,,,
Frigrite Ltd,FRR,0.125,1,8.70,,,,,,,,
Legacy Iron Ore,LCY,0.125,1,8.70,,,,,,,,
Pulse Health Ltd,PHG,0.05,0.4,8.70,,,,,,,,
Structural Monitor cdi,SMN,0.013,0.1,8.33,,,,,,,,
Skywest Airlines cdi,SXR,0.27,2,8.00,,,,,,,,
Prima BioMed Ltd opt dec11,PRRO,0.095,0.7,7.95,,,,,,,,
Silver Chef Ltd,SIV,2.60,19,7.88,,,,,,,,
BPH Corp Ltd,BPH,0.096,0.7,7.87,,,,,,,,
Alchemia Ltd,ACL,0.42,3,7.69,,,,,,,,
ING RE Com stp,ILF,0.058,0.4,7.41,,,,,,,,
eBet Ltd,EBT,0.089,0.6,7.23,,,,,,,,
Viridis Clean Energy unt,VIR,0.089,0.6,7.23,,,,,,,,
APN European Retail stp,AEZ,0.03,0.2,7.14,,,,,,,,
Astron Ltd,ATR,1.80,12,7.14,,,,,,,,
Centro Prop stp,CNP,0.15,1,7.14,,,,,,,,
Atlantic Ltd opt dec11,ATIO,0.032,0.2,6.67,,,,,,,,
Island Sky Aust,ISK,0.032,0.2,6.67,,,,,,,,
Ozgrowth Ltd,OZG,0.16,1,6.67,,,,,,,,
Buderim Ginger,BUG,0.255,1.5,6.25,,,,,,,,
Hostech Ltd,HTC,0.017,0.1,6.25,,,,,,,,
K2 Asset Mgmt,KAM,0.425,2.5,6.25,,,,,,,,
Prana Biotech,PBT,0.17,1,6.25,,,,,,,,
Mission Newenergy,MBT,0.26,1.5,6.12,,,,,,,,
Cardia Bioplastics,CNN,0.018,0.1,5.88,,,,,,,,
Macq Atlas Roads stp,MQA,1.03,5.5,5.64,,,,,,,,
TPL Corp Ltd,TPL,0.019,0.1,5.56,,,,,,,,
Consolidated Global,CGI,0.04,0.2,5.26,,,,,,,,
TZ Ltd,TZL,0.41,2,5.13,,,,,,,,
MINING RISES,,,,,,,,,,,,
Ironclad Min rts 22jul,IFER,0.05,3,150.00,,,,,,,,
Scandinavian Res opt oct11,SCRO,0.02,0.8,66.67,,,,,,,,
Golden State Res opt nov10,GDNOA,0.003,0.1,50.00,,,,,,,,
XState Res opt jun13,XSTO,0.075,2.5,50.00,,,,,,,,
Traka Res,TKL,0.17,5,41.67,,,,,,,,
Astro Res NL,ARO,0.007,0.2,40.00,,,,,,,,
Resource Min Corp,RMI,0.004,0.1,33.33,,,,,,,,
Energy And Min opt jul11,EMAO,0.025,0.5,25.00,,,,,,,,
Red Sky Energy opt sep11,ROGOA,0.005,0.1,25.00,,,,,,,,
Union Res Ltd,UCL,0.005,0.1,25.00,,,,,,,,
