Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4741.0 at 16:47 25/11/2009  Report at 19:05 Wednesday 25/11/2009. Processed 19:46 Wednesday 25/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Odyssey Gaming,ODG,0.07,3.5,100.00,,,,,,,,
Corum Grp Ltd,COO,0.035,1.5,75.00,,,,,,,,
BioProspect Ltd opt mar10,BPOOB,0.003,0.1,50.00,,,,,,,,
Datamotion Asia,DMN,0.003,0.1,50.00,,,,,,,,
Cockatoo Ridge Wines,CKR,0.004,0.1,33.33,,,,,,,,
Entellect Solutions,ESN,0.004,0.1,33.33,,,,,,,,
Solverdi Worldwide,SWW,0.14,3.5,33.33,,,,,,,,
Greencap Ltd,GCG,0.16,3,23.08,,,,,,,,
Advanced Engine,ACE,0.07,1.3,22.81,,,,,,,,
Sam's Seafood,SSS,0.06,1.1,22.45
Adultshop Com,ASC,0.012,0.2,20.00
Connxion Ventures,CXN,0.043,0.7,19.44
Rheochem Plc cdi 1:1,RHE,0.125,2,19.05
Amcom Telecomm opt dec09,AMMO,0.06,0.9,17.65
Analytica Ltd,ALT,0.067,1,17.54
Benitec Ltd,BLT,0.047,0.7,17.50
Pac Star Net,PNW,0.035,0.5,16.67
RTL Corp Ltd,RTL,0.007,0.1,16.67
Cheviot Kirribilly stpld,CKP,0.22,3,15.79
Clover Corp,CLV,0.26,3.5,15.56
Mark Sensing,MPI,0.03,0.4,15.38
Ambertech Ltd,AMO,0.55,7,14.58
TPL Corp Ltd,TPL,0.024,0.3,14.29
CO2 Grp Ltd opt nov11,COZO,0.25,3,13.64
CO2 Grp Ltd ,COZ,0.35,4,12.90
Carbon Conscious,CCF,0.54,6,12.50
Auto Tech Ltd,ATJ,0.055,0.6,12.24
Frigrite Ltd,FRR,0.14,1.5,12.00
Robe Aust Ltd,ROB,0.019,0.2,11.76
Cyclopharm Ltd,CYC,0.10,1,11.11
Rubik Financial,RFL,0.10,1,11.11
QRSciences Hldgs,QRS,0.075,0.7,10.29
Cool or Cosy Ltd,COS,0.11,1,10.00
Joyce Corp,JYC,0.55,5,10.00
Resonance Health,RHT,0.022,0.2,10.00
Macq Radio,MRN,0.69,6,9.52
RER Grp Ltd opt dec10,RGDO,0.23,2,9.52
Adacel Tech,ADA,0.585,4.5,8.33
Questus Ltd,QSS,0.13,1,8.33
Antisense Therapeutic,ANP,0.066,0.5,8.20
IFC Capital Ltd,IFC,0.07,0.5,7.69
Traffic Tech,TTI,0.043,0.3,7.50
Staging Connections,STG,0.044,0.3,7.32
Artist & Entertain,AEM,0.015,0.1,7.14
eBet Ltd,EBT,0.075,0.5,7.14
Energy One Ltd,EOL,0.15,1,7.14
CEC Grp Ltd,CEG,0.16,1,6.67
E-Pay Asia Ltd,EPY,0.16,1,6.67
Praemium Ltd,PPS,0.16,1,6.67
Quickflix Ltd,QFX,0.08,0.5,6.67
United Overseas Aust,UOS,0.24,1.5,6.67
Advanced Energy,AES,0.065,0.4,6.56
Cash Convert ord/div   ,CCV,0.59,3.5,6.31
Tyrian Diagnostics,TDX,0.017,0.1,6.25
Specialty Fashion,SFH,1.38,8,6.15
Eumundi Grp Ltd,EBG,0.07,0.4,6.06
SP Telemedia Ltd,SOT,1.68,9.5,5.99
