Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4403.7 at 16:35 2/6/2010  Report at 19:05 Wednesday 2/6/2010. Processed 19:14 Wednesday 2/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Quay Magnesium,QMG,0.02,0.5,33.33,,,,,,,,
Advanced Energy,AES,0.065,1.5,30.00,,,,,,,,
NewSat Ltd,NWT,0.005,0.1,25.00,,,,,,,,
Cryosite Ltd,CTE,0.12,2.1,21.21,,,,,,,,
Centrepoint Alliance,CAF,0.145,2.5,20.83,,,,,,,,
Jumbuck Entertain,JMB,0.235,3.5,17.50,,,,,,,,
MobileActive Ltd,MBA,0.034,0.5,17.24,,,,,,,,
Netcomm Ltd,NTC,0.27,3.5,14.89,,,,,,,,
Apollo Cons,AOP,0.008,0.1,14.29,,,,,,,,
National Leisure,NLG,0.008,0.1,14.29,,,,,,,,
RMG Ltd,RMG,0.008,0.1,14.29,,,,,,,,
Panorama Synergy,PSY,0.17,2,13.33,,,,,,,,
Praemium Ltd,PPS,0.13,1.5,13.04,,,,,,,,
Virax Hldgs,VHL,0.079,0.9,12.86,,,,,,,,
E-Com Multi Ltd,ECE,0.009,0.1,12.50,,,,,,,,
Anteo Diagnostics opt sep10,ADOO,0.046,0.5,12.20,,,,,,,,
Vmoto Ltd,VMT,0.14,1.5,12.00,,,,,,,,
Tutt Bryant Grp,TBG,0.635,6.5,11.40,,,,,,,,
Astivita Renewables,AIR,1.00,10,11.11,,,,,,,,
Carnegie Wave Energy,CWE,0.105,1,10.53,,,,,,,,
Westoz Inv Ltd opt jun12,WICO,0.11,1,10.00,,,,,,,,
US Nickel Ltd,USN,0.115,1,9.52,,,,,,,,
Mint Wireless,MNW,0.035,0.3,9.38,,,,,,,,
Karmelsonix Ltd,KSX,0.024,0.2,9.09,,,,,,,,
Rubik Financial,RFL,0.06,0.5,9.09,,,,,,,,
Cbio Ltd,CBZ,0.325,2.5,8.33,,,,,,,,
Legacy Iron Ore,LCY,0.13,1,8.33,,,,,,,,
Verus Invest,VIL,0.026,0.2,8.33,,,,,,,,
Aust Education unt,AEU,0.61,4.5,7.96,,,,,,,,
Ruralco Hldgs,RHL,2.80,20,7.69,,,,,,,,
Webspy Ltd,WSY,0.028,0.2,7.69,,,,,,,,
WDS Ltd,WDS,0.44,3,7.32,,,,,,,,
Antisense Therapeutic,ANP,0.015,0.1,7.14,,,,,,,,
ENV Clean Tech opt jan14,ESIO,0.015,0.1,7.14,,,,,,,,
My Net Fone Ltd,MNF,0.096,0.6,6.67,,,,,,,,
Gunns Ltd,GNS,0.455,2.5,5.81,,,,,,,,
Melbourne IT Ltd,MLB,2.05,11,5.67,,,,,,,,
Greencap Ltd,GCG,0.075,0.4,5.63,,,,,,,,
IPGA Ltd,IPP,0.475,2.5,5.56,,,,,,,,
Oriental Techno,OTI,0.038,0.2,5.56,,,,,,,,
Supply Net,SNL,0.38,2,5.56,,,,,,,,
Anteo Diagnostics,ADO,0.058,0.3,5.45,,,,,,,,
Sky Net,SKT,3.76,19,5.32,,,,,,,,
Blue Capital Ltd,BIV,0.02,0.1,5.26,,,,,,,,
Globe Sec,GTI,0.10,0.5,5.26,,,,,,,,
Senetas Corp,SEN,0.04,0.2,5.26,,,,,,,,
Heartware Int Inc cdi,HIN,2.02,10,5.21,,,,,,,,
MINING RISES,,,,,,,,,,,,
Republic Gold Ltd opt jun11,RAUOA,0.003,0.1,50.00,,,,,,,,
Global Iron Ltd,GFE,0.475,13.5,39.71,,,,,,,,
Sihayo Gold Ltd opt jan11,SIHO,0.025,0.7,38.89,,,,,,,,
Monitor Energy,MHL,0.004,0.1,33.33,,,,,,,,
XState Res,XST,0.10,2.2,28.21,,,,,,,,
Great Western Exp,GTE,0.089,1.8,25.35,,,,,,,,
Berkeley Res opt may13,BKYO,0.50,10,25.00,,,,,,,,
Boss Energy Ltd,BOE,0.05,1,25.00,,,,,,,,
MEC Res opt jul13,MMRO,0.24,4,20.00,,,,,,,,
RAM Res,RMR,0.024,0.4,20.00,,,,,,,,
Uran Ltd opt jul12,URAOA,0.006,0.1,20.00,,,,,,,,
Wolf Min,WLF,0.39,6.5,20.00,,,,,,,,
Emergent Res opt sep10,EMGO,0.25,4,19.05,,,,,,,,
Spitfire Res,SPI,0.125,2,19.05,,,,,,,,
Geopacific Res,GPR,0.65,10,18.18,,,,,,,,
Ausgold Ltd,AUC,0.14,2,16.67,,,,,,,,
Sth American Cor,SAY,0.06,0.8,15.38,,,,,,,,
