Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4575.8 at 16:46 11/2/2010  Report at 19:06 Thursday 11/2/2010. Processed 19:27 Thursday 11/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Coretrack Ltd opt feb10,CKKO,0.04,2,100.00,,,,,,,,
Actinogen Ltd,ACW,0.07,2,40.00,,,,,,,,
Biosignal Ltd,BOS,0.031,0.8,34.78,,,,,,,,
Sino Strategic Intl,SSI,0.60,15,33.33,,,,,,,,
Phosphagenics Ltd,POH,0.10,2.3,29.87,,,,,,,,
RTL Corp Ltd,RTL,0.018,0.4,28.57,,,,,,,,
Argus Solutions,ASV,0.25,4.5,21.95,,,,,,,,
Folkestone Ltd,FLK,0.135,2,17.39,,,,,,,,
Virax Hldgs,VHL,0.09,1.3,16.88,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.035,0.5,16.67,,,,,,,,
Bisalloy Steel,BIS,0.185,2.5,15.62,,,,,,,,
Coretrack Ltd,CKK,0.26,3,13.04,,,,,,,,
C @ Ltd,CEO,0.009,0.1,12.50,,,,,,,,
Medivac Ltd,MDV,0.009,0.1,12.50,,,,,,,,
Wavenet Intl,WAL,0.14,1.5,12.00,,,,,,,,
Comtel Corp Ltd,CMO,0.019,0.2,11.76,,,,,,,,
ENV Clean Tech opt jan14,ESIO,0.019,0.2,11.76,,,,,,,,
NRW Hldgs Ltd,NWH,1.62,17,11.72,,,,,,,,
Centrepoint Alliance,CAF,0.145,1.5,11.54,,,,,,,,
Nusep Ltd,NSP,0.29,3,11.54,,,,,,,,
Adultshop Com,ASC,0.01,0.1,11.11,,,,,,,,
Industrea Ltd,IDL,0.40,4,11.11,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.031,0.3,10.71,,,,,,,,
Healthlinx Ltd,HTX,0.086,0.8,10.26,,,,,,,,
Emerson Stewart Grp,ESW,0.11,1,10.00,,,,,,,,
Karmelsonix Ltd,KSX,0.033,0.3,10.00,,,,,,,,
Zingmobile Grp cdi 1:1,ZMG,0.022,0.2,10.00,,,,,,,,
Eneabba Gas Ltd,ENB,0.225,2,9.76,,,,,,,,
Snowball Grp,SNO,0.45,4,9.76,,,,,,,,
Telesso Tech Ltd,TEO,0.045,0.4,9.76,,,,,,,,
Ipernica Ltd,IPR,0.12,1,9.09,,,,,,,,
E & A Ltd,EAL,0.38,3,8.57,,,,,,,,
eBet Ltd,EBT,0.076,0.6,8.57,,,,,,,,
FKP Prop Grp stpld,FKP,0.70,5.5,8.53,,,,,,,,
Altera Res Ltd,AEA,0.13,1,8.33,,,,,,,,
CO2 Grp Ltd,COZ,0.195,1.5,8.33,,,,,,,,
Razor Risk Tech,RZR,0.04,0.3,8.11,,,,,,,,
Synergy Plus Ltd,SNR,0.04,0.3,8.11,,,,,,,,
Intermoco Ltd,INT,0.014,0.1,7.69,,,,,,,,
QRxPharma Ltd,QRX,0.78,5.5,7.59,,,,,,,,
STW Comms,SGN,0.80,5.5,7.38,,,,,,,,
Decmil Grp Ltd,DCG,1.40,9.5,7.28,,,,,,,,
Panorama Synergy,PSY,0.30,2,7.14,,,,,,,,
Oakton Ltd,OKN,3.49,23,7.06,,,,,,,,
Clean Teq Hldgs,CLQ,0.31,2,6.90,,,,,,,,
Viralytics Ltd,VLA,0.063,0.4,6.78,,,,,,,,
iSOFT Group Ltd,ISF,0.65,4,6.56,,,,,,,,
Automotive Hldgs,AHE,2.31,14,6.45,,,,,,,,
