Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4673.2 at 16:35 3/2/2010  Report at 19:05 Wednesday 3/2/2010. Processed 19:40 Wednesday 3/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Aust China Hldgs opt dec13,AAKO,0.002,0.1,100.00,,,,,,,,
Staging Connections rts 08feb,STGRA,0.007,0.2,40.00,,,,,,,,
Cardia Bioplastics opt jun11,CNNO,0.004,0.1,33.33,,,,,,,,
Antisense Therapeutic,ANP,0.066,1.6,32.00,,,,,,,,
Anteo Diagnostics,ADO,0.042,1,31.25,,,,,,,,
Corum Grp Ltd,COO,0.026,0.6,30.00,,,,,,,,
Anteo Diagnostics opt sep10,ADOO,0.028,0.5,21.74,,,,,,,,
WDS Ltd,WDS,0.84,15,21.74,,,,,,,,
Cordlife Ltd,CBB,0.54,9.5,21.35,,,,,,,,
Anaeco Ltd,ANQ,0.25,4,19.05,,,,,,,,
Coote Industrial,CXG,0.21,3,16.67,,,,,,,,
ENV Clean Tech opt jan14,ESIO,0.021,0.3,16.67,,,,,,,,
Verus Invest,VIL,0.053,0.7,15.22,,,,,,,,
Verus Invest  opt jun10,VILO,0.008,0.1,14.29,,,,,,,,
Longreach Grp,LRG,0.034,0.4,13.33,,,,,,,,
CBD Energy Ltd,CBD,0.13,1.5,13.04,,,,,,,,
Capitol Health,CAJ,0.045,0.5,12.50,,,,,,,,
Tissue Therapies,TIS,0.225,2.5,12.50,,,,,,,,
Wasabi Energy Ltd,WAS,0.018,0.2,12.50,,,,,,,,
Sunshine Heart cdi,SHC,0.037,0.4,12.12,,,,,,,,
Imdex Ltd,IMD,0.65,7,12.07,,,,,,,,
ING Re Com Grp stpld,ILF,0.105,1.1,11.70,,,,,,,,
ISS Grp Ltd,ISS,0.24,2.5,11.63,,,,,,,,
Eyecare Partners,EPL,0.10,1,11.11,,,,,,,,
McPherson's Ltd,MCP,3.00,30,11.11,,,,,,,,
CMA Corp Ltd,CMV,0.083,0.8,10.67,,,,,,,,
Forge Grp Ltd,FGE,2.20,21,10.55,,,,,,,,
Desane Grp Hldings,DGH,0.485,4.5,10.23,,,,,,,,
OBJ Ltd,OBJ,0.034,0.3,9.68,,,,,,,,
OBJ Ltd  opt dec10,OBJO,0.023,0.2,9.52,,,,,,,,
Oldfields Hldgs,OLH,0.23,2,9.52,,,,,,,,
WAM Active Ltd,WAA,1.15,10,9.52,,,,,,,,
Fluorotechnics,FLS,0.35,3,9.37,,,,,,,,
Aquacarotene Ltd,AQL,0.012,0.1,9.09,,,,,,,,
Sth Crs Elect Engnr,SXE,1.36,11,8.80,,,,,,,,
Hutchison,HTA,0.125,1,8.70,,,,,,,,
Celtex Ltd,CXE,0.013,0.1,8.33,,,,,,,,
CSG Ltd,CSV,1.92,14.5,8.17,,,,,,,,
Genetic Tech,GTG,0.04,0.3,8.11,,,,,,,,
Austin Engineer,ANG,2.94,22,8.09,,,,,,,,
Netcomm Ltd,NTC,0.205,1.5,7.89,,,,,,,,
Specialty Fashion,SFH,1.445,10.5,7.84,,,,,,,,
Cedar Woods Prop,CWP,2.80,20,7.69,,,,,,,,
Eastland Medical opt may11,EMSO,0.014,0.1,7.69,,,,,,,,
Headline Grp Ltd,HLD,0.215,1.5,7.50,,,,,,,,
Air New Zealand fpo nz,AIZ,1.085,7.5,7.43,,,,,,,,
Orbital Corp Ltd,OEC,0.045,0.3,7.14,,,,,,,,
Prime Financial,PFG,0.30,2,7.14,,,,,,,,
Redcape Prop Grp stpld,RPF,0.31,2,6.90,,,,,,,,
Ausdrill Ltd,ASL,1.87,12,6.86,,,,,,,,
Intermoco Ltd,INT,0.016,0.1,6.67,,,,,,,,
RTL Corp Ltd,RTL,0.016,0.1,6.67,,,,,,,,
IDT Aust Ltd,IDT,1.47,9,6.52,,,,,,,,
Kresta Hldgs,KRS,0.33,2,6.45,,,,,,,,
Forest Place Grp,FPG,0.85,5,6.25,,,,,,,,
Maxitrans Ind,MXI,0.425,2.5,6.25,,,,,,,,
Mirvac Industrial unt,MIX,0.051,0.3,6.25,,,,,,,,
Multiplex European unt,MUE,0.17,1,6.25,,,,,,,,
Trafalgar Corp stpld,TGP,0.775,4.5,6.16,,,,,,,,
CPT Global Ltd,CGO,0.69,4,6.15,,,,,,,,
ITL Ltd,ITD,0.069,0.4,6.15,,,,,,,,
Staging Connections,STG,0.035,0.2,6.06,,,,,,,,
News Corp a nonvote,NWSLV,15.10,86,6.04,,,,,,,,
Silver Chef Ltd,SIV,1.59,9,6.00,,,,,,,,
Suncorp-Metway,SUN,9.27,52,5.94,,,,,,,,
DWS Advanced,DWS,1.62,9,5.88,,,,,,,,
ENV Clean Tech,ESI,0.036,0.2,5.88,,,,,,,,
Biopharmica Ltd,BPH,0.075,0.4,5.63,,,,,,,,
Probiomics Ltd,PCC,0.019,0.1,5.56,,,,,,,,
Transfield Serv Infr stp,TSI,1.07,5.5,5.42,,,,,,,,
News Corp b voting,NWS,17.78,91,5.39,,,,,,,,
Panorama Synergy,PSY,0.30,1.5,5.26,,,,,,,,
eServGlobal Ltd,ESV,0.505,2.5,5.21,,,,,,,,
Jumbuck Entertain,JMB,0.305,1.5,5.17,,,,,,,,
Macq Grp Ltd,MQG,53.00,260,5.16,,,,,,,,
Plan B Grp Hld,PLB,0.82,4,5.13,,,,,,,,
