Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4930.5 at 16:37 7/1/2010  Report at 19:05 Thursday 7/1/2010. Processed 19:56 Thursday 7/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Charter Pacific opt feb11,CHFO,0.004,0.1,33.33,,,,,,,,
Rectifier Technolog,RFT,0.004,0.1,33.33,,,,,,,,
Biopharmica Ltd opt may10,BPHO,0.01,0.2,25.00,,,,,,,,
Traffic Tech,TTI,0.05,1,25.00,,,,,,,,
Pac Enviromin,PEV,0.038,0.7,22.58,,,,,,,,
RTL Corp Ltd,RTL,0.022,0.4,22.22,,,,,,,,
Sterling Biofuels,SBI,0.077,1.2,18.46,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.013,0.2,18.18,,,,,,,,
Imugene Ltd,IMU,0.099,1.5,17.86,,,,,,,,
Powerlan Ltd,PWR,0.115,1.5,15.00,,,,,,,,
Iatia Ltd,IAT,0.016,0.2,14.29,,,,,,,,
JV Global Ltd,JVG,0.008,0.1,14.29,,,,,,,,
Keybridge Capital,KBC,0.12,1.5,14.29,,,,,,,,
Island Sky Aust,ISK,0.125,1.5,13.64,,,,,,,,
Aust Power,APK,0.34,4,13.33,,,,,,,,
AMA Grp Ltd,AMA,0.06,0.7,13.21,,,,,,,,
Auto Tech Ltd,ATJ,0.046,0.5,12.20,,,,,,,,
PTB Grp Ltd,PTB,0.23,2.5,12.20,,,,,,,,
Diploma Grp Ltd,DGX,0.37,4,12.12,,,,,,,,
Cedar Woods Prop,CWP,2.85,30,11.76,,,,,,,,
Atlas Southsea Pearl,ATP,0.145,1.5,11.54,,,,,,,,
Pienets Ltd,PIE,0.01,0.1,11.11,,,,,,,,
Adcorp Aust,AAU,0.26,2.5,10.64,,,,,,,,
Essa Aust,ESS,0.215,2,10.26,,,,,,,,
Mooter Media Ltd,MMZ,0.011,0.1,10.00,,,,,,,,
PharmAust Ltd,PAA,0.044,0.4,10.00,,,,,,,,
TMA Grp Comp Ltd,TMA,0.033,0.3,10.00,,,,,,,,
Equities & Freehldgss,EQF,0.28,2.5,9.80,,,,,,,,
Cyclopharm Ltd,CYC,0.115,1,9.52,,,,,,,,
Novogen Ltd,NRT,0.59,5,9.26,,,,,,,,
Rivercity Motorway stpld,RCY,0.295,2.5,9.26,,,,,,,,
Longreach Grp,LRG,0.036,0.3,9.09,,,,,,,,
VDM Grp Ltd,VMG,0.51,4,8.51,,,,,,,,
RCG Corp Ltd,RCG,0.64,5,8.47,,,,,,,,
ECO Quest,ECQ,0.13,1,8.33,,,,,,,,
Enviromission Ltd,EVM,0.065,0.5,8.33,,,,,,,,
Cytopia Ltd,CYT,0.105,0.8,8.25,,,,,,,,
Datadot Tech,DDT,0.041,0.3,7.89,,,,,,,,
Mesoblast Ltd,MSB,1.66,12,7.79,,,,,,,,
NSX Ltd,NSX,0.215,1.5,7.50,,,,,,,,
CEC Grp Ltd,CEG,0.15,1,7.14,,,,,,,,
Clean Teq Hldgs,CLQ,0.305,2,7.02,,,,,,,,
Living Cell Tech,LCT,0.23,1.5,6.98,,,,,,,,
Manaccom Corp Ltd,MNL,0.49,3,6.52,,,,,,,,
National Leisure,NLG,0.033,0.2,6.45,,,,,,,,
Panorama Synergy,PSY,0.33,2,6.45,,,,,,,,
Imdex Ltd,IMD,0.75,4.5,6.38,,,,,,,,
Macarthurcook Ind Pr unt,MIF,0.255,1.5,6.25,,,,,,,,
eBet Ltd,EBT,0.07,0.4,6.06,,,,,,,,
Clive Peeters,CPR,0.45,2.5,5.88,,,,,,,,
Sino Strategic Intl,SSI,0.545,3,5.83,,,,,,,,
Ainsworth Game Tech,AGI,0.185,1,5.71,,,,,,,,
Atlantic Ltd,ATI,0.038,0.2,5.56,,,,,,,,
Axiom Prop,AXI,0.038,0.2,5.56,,,,,,,,
Wasabi Energy Ltd,WAS,0.019,0.1,5.56,,,,,,,,
Virax Hldgs,VHL,0.058,0.3,5.45,,,,,,,,
QRxPharma Ltd,QRX,0.97,5,5.43,,,,,,,,
Nexbis Ltd,NBS,0.195,1,5.41,,,,,,,,
Verus Invest,VIL,0.039,0.2,5.41,,,,,,,,
Swick Min,SWK,0.59,3,5.36,,,,,,,,
Thakral Hldgs unt,THG,0.395,2,5.33,,,,,,,,
Kip McGrath Edu Cntr,KME,0.30,1.5,5.26,,,,,,,,
Viralytics Ltd,VLA,0.04,0.2,5.26,,,,,,,,
ING Real Est Ente unt,IEF,0.205,1,5.13,,,,,,,,
Analytica Ltd,ALT,0.042,0.2,5.00,,,,,,,,
Sunshine Heart cdi,SHC,0.042,0.2,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Pelican Res,PEL,0.11,5,83.33,,,,,,,,
Gladiator Res,GLA,0.10,4.1,69.49,,,,,,,,
Resource Min Corp opt mar12,RMIO,0.005,0.2,66.67,,,,,,,,
Terrain Min opt jul10,TMXO,0.005,0.2,66.67,,,,,,,,
Lonrho Min Ltd opt nov10,LOMOA,0.008,0.3,60.00,,,,,,,,
Astro Res NL opt nov12,AROOB,0.003,0.1,50.00,,,,,,,,
Eldore Min,EDM,0.015,0.5,50.00,,,,,,,,
Gunson Res,GUN,0.15,5,50.00,,,,,,,,
White Canyon Uranium opt jan10,WCUO,0.01,0.3,42.86,,,,,,,,
Aussie Q Res,AQR,0.26,7,36.84,,,,,,,,
Colonial Res opt dec10,CLNO,0.055,1.3,30.95,,,,,,,,
Auzex Res,AZX,0.20,4.5,29.03,,,,,,,,
Contl Coal Ltd opt feb13,CCCO,0.032,0.7,28.00,,,,,,,,
Thundelarra Explor opt mar13,THXOA,0.345,7.5,27.78,,,,,,,,
CBH Res Ltd,CBH,0.145,3,26.09,,,,,,,,
Monax Min Ltd opt nov11,MOXO,0.039,0.8,25.81,,,,,,,,
Lindian Res,LIN,0.25,5,25.00,,,,,,,,
Aragon Res,AAG,0.23,4.5,24.32,,,,,,,,
Magellan Pet cdi,MGN,1.85,35,23.33,,,,,,,,
Acclaim Explore,AEX,0.006,0.1,20.00,,,,,,,,
Central Asia Res,CVR,0.048,0.8,20.00,,,,,,,,
Coalspur Mines opt jun11,CPLO,0.30,5,20.00,,,,,,,,
Stirling Products,STI,0.018,0.3,20.00,,,,,,,,
Stonehenge Metals opt dec12,SHEOA,0.06,1,20.00,,,,,,,,
Global Iron Ltd,GFE,0.265,4,17.78,,,,,,,,
Burey Gold Ltd,BYR,0.04,0.6,17.65,,,,,,,,
Catalpa Res opt oct11,CAHOB,0.75,11,17.19,,,,,,,,
Anchor Res opt mar10,AHRO,0.007,0.1,16.67,,,,,,,,
Carnavale Res,CAV,0.175,2.5,16.67,,,,,,,,
Republic Gold Ltd opt jun10,RAUO,0.007,0.1,16.67,,,,,,,,
Stanmore Coal Ltd,SMR,0.77,11,16.67,,,,,,,,
Colonial Res,CLN,0.255,3.5,15.91,,,,,,,,
Nex Metals Explor,NME,0.26,3.5,15.56,,,,,,,,
Anchor Res,AHR,0.19,2.5,15.15,,,,,,,,
Western Uranium opt jun10,WTNO,0.495,6.5,15.12,,,,,,,,
Grange Res,GRR,0.35,4.5,14.75,,,,,,,,
West Wits Min Ltd,WWI,0.11,1.4,14.58,,,,,,,,
Castlemaine,CGT,0.048,0.6,14.29,,,,,,,,
Republic Gold Ltd opt jun11,RAUOA,0.008,0.1,14.29,,,,,,,,
Terrain Min,TMX,0.08,1,14.29,,,,,,,,
Bannerman Res,BMN,0.82,10,13.89,,,,,,,,
Copper Range Ltd,CRJ,0.033,0.4,13.79,,,,,,,,
Western Uranium,WTN,0.75,9,13.64,,,,,,,,
Aviva Corp,AVA,0.067,0.8,13.56,,,,,,,,
Contl Coal Ltd,CCC,0.059,0.7,13.46,,,,,,,,
Augur Res Ltd,AUK,0.17,2,13.33,,,,,,,,
Zamia Gold Mines,ZGM,0.043,0.5,13.16,,,,,,,,
ABM Res NL,ABU,0.036,0.4,12.50,,,,,,,,
Lonrho Min Ltd,LOM,0.018,0.2,12.50,,,,,,,,
Redstone Res,RDS,0.11,1.2,12.24,,,,,,,,
Top End Uranium,TEU,0.14,1.5,12.00,,,,,,,,
Thundelarra Explor,THX,0.52,5.5,11.83,,,,,,,,
Apex Min NL,AXM,0.038,0.4,11.76,,,,,,,,
Matsa Res,MAT,0.385,4,11.59,,,,,,,,
Orion Pet Ltd,OIP,0.098,1,11.36,,,,,,,,
Envirogold Ltd,EVG,0.099,1,11.24,,,,,,,,
Scotgold Res,SGZ,0.15,1.5,11.11,,,,,,,,
Castle Min,CDT,0.31,3,10.71,,,,,,,,
L&M Pet fpo nz,LMP,0.155,1.5,10.71,,,,,,,,
Republic Gold Ltd,RAU,0.031,0.3,10.71,,,,,,,,
Terramin Aust,TZN,0.93,9,10.71,,,,,,,,
Cortona Res,CRC,0.16,1.5,10.34,,,,,,,,
Chameleon Min NL,CHM,0.033,0.3,10.00,,,,,,,,
Empire Res,ERL,0.11,1,10.00,,,,,,,,
GB Energy Ltd,GBX,0.022,0.2,10.00,,,,,,,,
Global Nickel Invest,GNI,0.055,0.5,10.00,,,,,,,,
Kagara Ltd,KZL,1.22,11,9.91,,,,,,,,
Segue Res,SEG,0.045,0.4,9.76,,,,,,,,
Hampton Hill Min,HHM,0.35,3,9.37,,,,,,,,
Nupower Res,NUP,0.094,0.8,9.30,,,,,,,,
Desert Energy,DSN,0.12,1,9.09,,,,,,,,
DMC Min Ltd,DMM,0.36,3,9.09,,,,,,,,
Exoma Energy Ltd,EXE,0.18,1.5,9.09,,,,,,,,
Regis Reources opt jan14,RRLO,0.42,3.5,9.09,,,,,,,,
Goldminex Res,GMX,0.545,4.5,9.00,,,,,,,,
Windy Knob Res,WKR,0.062,0.5,8.77,,,,,,,,
Pan Pacific Pet,PPP,0.435,3.5,8.75,,,,,,,,
Eleckra Mines,EKM,0.125,1,8.70,,,,,,,,
Buccaneer Energy opt nov12,BCCO,0.076,0.6,8.57,,,,,,,,
Apex Min NL opt nov12,AXMO,0.013,0.1,8.33,,,,,,,,
Norton Gold Fields opt oct10,NGFO,0.13,1,8.33,,,,,,,,
Waratah Gold Ltd,WGO,0.13,1,8.33,,,,,,,,
D'aguilar Gold,DGR,0.08,0.6,8.11,,,,,,,,
Manhattan Corp,MHC,1.60,12,8.11,,,,,,,,
Mutiny Gold Ltd,MYG,0.04,0.3,8.11,,,,,,,,
Red Fork Energy,RFE,0.95,7,7.95,,,,,,,,
Jameson Res,JAL,0.34,2.5,7.94,,,,,,,,
Artemis Res,ARV,0.07,0.5,7.69,,,,,,,,
Caspian Oil & Gas,CIG,0.014,0.1,7.69,,,,,,,,
Gateway Min,GML,0.07,0.5,7.69,,,,,,,,
Sultan Corp,SSC,0.014,0.1,7.69,,,,,,,,
