Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4563.0 at 16:38 10/8/2010  Report at 19:05 Tuesday 10/8/2010. Processed 19:21 Tuesday 10/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Adultshop Com opt dec11,ASCO,0.006,0.3,100.00,,,,,,,,
Media Grp Int Ltd,MUI,0.01,0.3,42.86,,,,,,,,
Multi Channel,MUT,0.007,0.2,40.00,,,,,,,,
Biodiem Ltd,BDM,0.15,4,36.36,,,,,,,,
Adultshop Com,ASC,0.017,0.4,30.77,,,,,,,,
APN European Retail stp,AEZ,0.033,0.7,26.92,,,,,,,,
Medic Vision Ltd,MVH,0.03,0.5,20.00,,,,,,,,
Energio Ltd,EIO,0.007,0.1,16.67,,,,,,,,
Capitol Health,CAJ,0.038,0.5,15.15,,,,,,,,
Avita Medical Ltd,AVH,0.125,1.5,13.64,,,,,,,,
CEC Grp Ltd,CEG,0.11,1.3,13.40,,,,,,,,
Traffic Tech,TTI,0.035,0.4,12.90,,,,,,,,
Greencap Ltd,GCG,0.089,1,12.66,,,,,,,,
Clean Seas Tuna,CSS,0.11,1.2,12.24,,,,,,,,
GoConnect Ltd,GCN,0.049,0.5,11.36,,,,,,,,
China Steel,CNH,0.10,1,11.11,,,,,,,,
Metal Storm Ltd,MST,0.01,0.1,11.11,,,,,,,,
Oaks Hotels & Resort,OAK,0.35,3.5,11.11,,,,,,,,
Multiplex Prime Ppty ctg,MAFCB,0.90,8.5,10.43,,,,,,,,
E & A Ltd,EAL,0.265,2.5,10.42,,,,,,,,
iSOFT Group Ltd,ISF,0.16,1.5,10.34,,,,,,,,
Village Roadshow 'a' pref,VRLPA,2.35,22,10.33,,,,,,,,
Stirling Products,STI,0.011,0.1,10.00,,,,,,,,
CIC Aust Ltd,CNB,0.58,5,9.43,,,,,,,,
Grandbridge Ltd,GBA,0.35,3,9.37,,,,,,,,
ING RE Com stp,ILF,0.071,0.6,9.23,,,,,,,,
ASF Grp Ltd,AFA,0.12,1,9.09,,,,,,,,
ING Real Est Ente unt,IEF,0.096,0.8,9.09,,,,,,,,
Virax Hldgs,VHL,0.08,0.6,8.11,,,,,,,,
Mesbon China Nylon,MES,0.135,1,8.00,,,,,,,,
Chemgenex Pharmac,CXS,0.36,2.5,7.46,,,,,,,,
Noni B Ltd,NBL,1.195,8,7.17,,,,,,,,
Novogen Ltd,NRT,0.15,1,7.14,,,,,,,,
Somnomed Ltd,SOM,0.90,6,7.14,,,,,,,,
Essa Aust,ESS,0.23,1.5,6.98,,,,,,,,
Wasabi Energy Ltd,WAS,0.016,0.1,6.67,,,,,,,,
XRF Scientific,XRF,0.17,1,6.25,,,,,,,,
Galileo Japan Tr unt,GJT,0.035,0.2,6.06,,,,,,,,
Prime Financial,PFG,0.175,1,6.06,,,,,,,,
Matrix C & E Ltd,MCE,3.35,19,6.01,,,,,,,,
Universal Biosensors cdi,UBI,1.64,9,5.81,,,,,,,,
Reckon Ltd,RKN,2.27,12,5.58,,,,,,,,
CathRx Ltd,CXD,0.19,1,5.56,,,,,,,,
Ainsworth Game Tech,AGI,0.099,0.5,5.32,,,,,,,,
CI Res Ltd,CII,0.80,4,5.26,,,,,,,,
Quantum Energy,QTM,0.083,0.4,5.06,,,,,,,,
Reclaim Ind,RCM,0.042,0.2,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Lakes Oil NL,LKO,0.008,0.2,33.33,,,,,,,,
Tawana Res NL,TAW,0.02,0.5,33.33,,,,,,,,
Synergy Metals,SML,0.018,0.4,28.57,,,,,,,,
Royal Res opt oct11,ROYO,0.14,3,27.27,,,,,,,,
Beacon Min opt aug10,BCNOA,0.005,0.1,25.00,,,,,,,,
Red Sky Energy opt sep11,ROGOA,0.005,0.1,25.00,,,,,,,,
GBM Rsources Ltd,GBZ,0.061,1.1,22.00,,,,,,,,
Chameleon Min NL,CHM,0.023,0.4,21.05,,,,,,,,
Helix Res,HLX,0.072,1.2,20.00,,,,,,,,
Boulder Steel opt mar12,BGDO,0.05,0.8,19.05,,,,,,,,
Thor Min Plc cdi,THR,0.013,0.2,18.18,,,,,,,,
Western Desert Res,WDR,0.45,6.5,16.88,,,,,,,,
Montezuma Min Co opt aug11,MZMO,0.14,2,16.67,,,,,,,,
Venus Metals Cor,VMC,0.91,13,16.67,,,,,,,,
Newera Uranium,NRU,0.029,0.4,16.00,,,,,,,,
Consolidated Tin Min,CSD,0.037,0.5,15.62,,,,,,,,
Axiom Min Ltd cdi,AVQ,0.023,0.3,15.00,,,,,,,,
Wildhorse Energy,WHE,0.27,3.5,14.89,,,,,,,,
Firestone Energy,FSE,0.025,0.3,13.64,,,,,,,,
Kingsrose Min Ltd opt dec12,KRMO,0.79,9,12.86,,,,,,,,
Great Western Exp opt jun12,GTEO,0.09,1,12.50,,,,,,,,
Meteoric Res,MEI,0.18,2,12.50,,,,,,,,
Quantum Res,QUR,0.009,0.1,12.50,,,,,,,,
Range Res Ltd opt dec11,RRSO,0.046,0.5,12.20,,,,,,,,
Buccaneer Energy opt nov12,BCCO,0.028,0.3,12.00,,,,,,,,
Ethan Min Ltd,ETH,0.235,2.5,11.90,,,,,,,,
Acclaim Explore,AEX,0.019,0.2,11.76,,,,,,,,
Norwest Energy NL,NWE,0.029,0.3,11.54,,,,,,,,
Iron Mountain,IRM,0.069,0.7,11.29,,,,,,,,
Lion Energy Ltd,LIO,0.04,0.4,11.11,,,,,,,,
Vector Res Ltd opt jun12,VECO,0.02,0.2,11.11,,,,,,,,
Prairie Downs Metals,PDZ,0.11,1,10.00,,,,,,,,
Sthn Hem Min cdi,SUH,0.385,3.5,10.00,,,,,,,,
Strzelecki Metals,STZ,0.022,0.2,10.00,,,,,,,,
Goldsearch Ltd,GSE,0.023,0.2,9.52,,,,,,,,
Crescent Gold,CRE,0.12,1,9.09,,,,,,,,
Uranium Equities,UEQ,0.12,1,9.09,,,,,,,,
Cullen Res,CUL,0.061,0.5,8.93,,,,,,,,
Esperance Min,ESM,0.049,0.4,8.89,,,,,,,,
Maximus Res,MXR,0.025,0.2,8.70,,,,,,,,
