Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4547.0 at 16:38 17/6/2010  Report at 19:05 Thursday 17/6/2010. Processed 22:37 Thursday 17/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
ENV Clean Tech opt jan14,ESIO,0.032,1.4,77.78,,,,,,,,
ENV Clean Tech ,ESI,0.049,1.9,63.33,,,,,,,,
Excela Ltd,EXA,0.395,14.5,58.00,,,,,,,,
Broad Invest,BRO,0.003,0.1,50.00,,,,,,,,
Pharmanet Grp opt jun11,PNOO,0.003,0.1,50.00,,,,,,,,
Medic Vision Ltd,MVH,0.015,0.4,36.36,,,,,,,,
Arturus Capital,AKW,0.125,2.5,25.00,,,,,,,,
Montec Intl,MTI,0.005,0.1,25.00,,,,,,,,
BKM Management,BKM,0.006,0.1,20.00,,,,,,,,
China West Hldgs,CWH,0.18,3,20.00,,,,,,,,
EFTEL Ltd,EFT,0.012,0.2,20.00,,,,,,,,
Resourc & En Grp,REZ,0.12,2,20.00,,,,,,,,
TSV Hldgs Ltd,TSH,0.12,2,20.00,,,,,,,,
Lindsay Aust,LAU,0.20,3,17.65,,,,,,,,
Magellan Fin Grp opt jun16,MFGOC,0.17,2.5,17.24,,,,,,,,
Macq Atlas Roads stp,MQA,0.92,13.5,17.20,,,,,,,,
Multiplex European unt,MUE,0.15,2,15.38,,,,,,,,
Enerji Ltd,ERJ,0.038,0.5,15.15,,,,,,,,
Rubicor Grp,RUB,0.055,0.7,14.58,,,,,,,,
Prince Hill Wines,PHW,0.008,0.1,14.29,,,,,,,,
TPL Corp Ltd,TPL,0.016,0.2,14.29,,,,,,,,
Ecsi Ltd,ECS,0.025,0.3,13.64,,,,,,,,
Manaccom Corp Ltd,MNL,0.245,2.5,11.36,,,,,,,,
