Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4453.6 at 16:34 31/5/2010  Report at 19:05 Monday 31/5/2010. Processed 19:14 Monday 31/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
M2M Corp,MCL,0.002,0.1,100.00,,,,,,,,
Multi Channel,MUT,0.006,0.2,50.00,,,,,,,,
Quay Magnesium,QMG,0.015,0.5,50.00,,,,,,,,
Bravura Solutions rts 31may,BVAR,0.004,0.1,33.33,,,,,,,,
NewSat Ltd,NWT,0.004,0.1,33.33,,,,,,,,
Green Invest Ltd,GNV,0.062,1.3,26.53,,,,,,,,
PharmAust Ltd opt mar12,PAAO,0.025,0.5,25.00,,,,,,,,
Gunns Ltd,GNS,0.48,8.5,21.52,,,,,,,,
Commstrat Ltd,COJ,0.006,0.1,20.00,,,,,,,,
JV Global Ltd,JVG,0.006,0.1,20.00,,,,,,,,
Prince Hill Wines,PHW,0.006,0.1,20.00,,,,,,,,
Island Sky Aust,ISK,0.049,0.8,19.51,,,,,,,,
Pienets Ltd,PIE,0.031,0.5,19.23,,,,,,,,
Mooter Media Ltd,MMZ,0.015,0.2,15.38,,,,,,,,
WDS Ltd,WDS,0.425,5.5,14.86,,,,,,,,
Medical Develop,MVP,0.235,3,14.63,,,,,,,,
Becton Prop Grp stp,BEC,0.057,0.7,14.00,,,,,,,,
Staging Connections,STG,0.026,0.3,13.04,,,,,,,,
Adultshop Com,ASC,0.009,0.1,12.50,,,,,,,,
Cordlife Ltd,CBB,0.54,6,12.50,,,,,,,,
E-Com Multi Ltd,ECE,0.009,0.1,12.50,,,,,,,,
Dragon Energy,DLE,0.28,3,12.00,,,,,,,,
Adcorp Aust,AAU,0.19,2,11.76,,,,,,,,
Blue Capital Ltd,BIV,0.019,0.2,11.76,,,,,,,,
Structural Monitor cdi,SMN,0.019,0.2,11.76,,,,,,,,
Media Grp Int Ltd,MUI,0.01,0.1,11.11,,,,,,,,
Stanfield Funds,SFN,0.01,0.1,11.11,,,,,,,,
Stirling Products,STI,0.01,0.1,11.11,,,,,,,,
Anteo Diagnostics,ADO,0.052,0.5,10.64,,,,,,,,
CMI Ltd,CMI,0.68,6,9.68,,,,,,,,
Bravura Solutions,BVA,0.115,1,9.52,,,,,,,,
Cellmid Ltd,CDY,0.023,0.2,9.52,,,,,,,,
Somnomed Ltd,SOM,0.875,7.5,9.37,,,,,,,,
Tutt Bryant Grp,TBG,0.59,5,9.26,,,,,,,,
Qmastor Ltd,QML,0.245,2,8.89,,,,,,,,
CEC Grp Ltd,CEG,0.125,1,8.70,,,,,,,,
eBet Ltd,EBT,0.088,0.7,8.64,,,,,,,,
