Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4819.6 at 16:36 8/3/2010  Report at 19:05 Monday 8/3/2010. Processed 19:14 Monday 8/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
BKM Management,BKM,0.009,0.5,125.00,,,,,,,,
Pienets Ltd,PIE,0.025,1.3,108.30,,,,,,,,
Eneabba Gas Ltd opt jun12,ENBOB,0.05,2,66.67,,,,,,,,
BPH Corp Ltd opt may10,BPHO,0.003,0.1,50.00,,,,,,,,
Photo-Me Aust,PTO,0.006,0.2,50.00,,,,,,,,
Future Corp,FUT,0.004,0.1,33.33,,,,,,,,
AWH Corp Ltd,AWL,0.01,0.2,25.00,,,,,,,,
Impedimed Ltd opt oct12,IPDO,0.25,5,25.00,,,,,,,,
Global Health Ltd,GLH,0.017,0.3,21.43,,,,,,,,
Oldfields Hldgs,OLH,0.24,4,20.00,,,,,,,,
Redcape Prop Grp stp,RPF,0.40,6.5,19.40,,,,,,,,
Arafura Pearls,APB,0.025,0.4,19.05,,,,,,,,
Nusep Ltd,NSP,0.29,4.5,18.37,,,,,,,,
Vietnam Industrial,VII,0.40,6,17.65,,,,,,,,
Atcor Medical,ACG,0.15,2,15.38,,,,,,,,
Aust Leaders opt nov10,ALFO,0.045,0.6,15.38,,,,,,,,
Tel Pacific Ltd,TPC,0.15,2,15.38,,,,,,,,
Ross Human Direction,RHD,0.38,5,15.15,,,,,,,,
Clean Teq Hldgs,CLQ,0.35,4.5,14.75,,,,,,,,
Frigrite Ltd,FRR,0.16,2,14.29,,,,,,,,
Macq Fortress frn aug35,MFNHA,0.21,2.5,13.51,,,,,,,,
ETFS Metals etfs pd,ETPMPD,52.48,607,13.08,,,,,,,,
Oncard Intl,ONC,0.135,1.5,12.50,,,,,,,,
Pelorus Prop,PPI,0.185,2,12.12,,,,,,,,
Scott Corp,SCC,0.335,3.5,11.67,,,,,,,,
Immuron Ltd,IMC,0.087,0.9,11.54,,,,,,,,
C @ Ltd,CEO,0.01,0.1,11.11,,,,,,,,
CBD Energy Ltd,CBD,0.105,1,10.53,,,,,,,,
Centrebet Internat,CIL,1.63,15,10.14,,,,,,,,
Essa Aust,ESS,0.22,2,10.00,,,,,,,,
Orbital Corp Ltd,OEC,0.045,0.4,9.76,,,,,,,,
Impedimed Ltd,IPD,0.80,7,9.59,,,,,,,,
Silver Chef Ltd,SIV,2.40,21,9.59,,,,,,,,
Emerson Stewart Grp,ESW,0.115,1,9.52,,,,,,,,
Austock Grp Ltd,ACK,0.295,2.5,9.26,,,,,,,,
Everest Financial,EFG,0.06,0.5,9.09,,,,,,,,
Intermoco Ltd,INT,0.012,0.1,9.09,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.024,0.2,9.09,,,,,,,,
Structural Systems,STS,0.61,5,8.93,,,,,,,,
Orchid Capital,ORC,0.025,0.2,8.70,,,,,,,,
Dyesol Ltd,DYE,0.90,7,8.43,,,,,,,,
Souls Private Equity opt feb15,SOEOA,0.013,0.1,8.33,,,,,,,,
Astro Jap Prop stp,AJA,0.40,3,8.11,,,,,,,,
Dulhunty Power,DUL,0.04,0.3,8.11,,,,,,,,
Novogen Ltd,NRT,0.475,3.5,7.95,,,,,,,,
Mesa Min Ltd,MAS,0.07,0.5,7.69,,,,,,,,
Cedar Woods Prop,CWP,2.69,19,7.60,,,,,,,,
Datadot Tech,DDT,0.044,0.3,7.32,,,,,,,,
Compass Hotel stp,CXH,0.032,0.2,6.67,,,,,,,,
Gale Pacific Ltd,GAP,0.16,1,6.67,,,,,,,,
Medigard Ltd,MGZ,0.08,0.5,6.67,,,,,,,,
Tishman Speyer unt,TSO,0.40,2.5,6.67,,,,,,,,
Wasabi Energy Ltd,WAS,0.016,0.1,6.67,,,,,,,,
Pac Star Net,PNW,0.05,0.3,6.38,,,,,,,,
Sirtex Medical,SRX,5.90,34,6.12,,,,,,,,
Laserbond Ltd,LBL,0.07,0.4,6.06,,,,,,,,
XRF Scientific,XRF,0.175,1,6.06,,,,,,,,
Ellex Medical Lasers,ELX,0.18,1,5.88,,,,,,,,
Grandbridge Ltd,GBA,0.18,1,5.88,,,,,,,,
Ten Network Hldgs,TEN,1.82,10,5.81,,,,,,,,
Desane Grp Hldings,DGH,0.555,3,5.71,,,,,,,,
AJ Lucas Grp,AJL,2.99,16,5.65,,,,,,,,
NSL Cons Ltd,NSL,0.038,0.2,5.56,,,,,,,,
PPK Grp Ltd,PPK,0.475,2.5,5.56,,,,,,,,
ITX Grp Ltd,ITX,1.15,6,5.50,,,,,,,,
Aust Power,APK,0.40,2,5.26,,,,,,,,
Kresta Hldgs,KRS,0.40,2,5.26,,,,,,,,
Netcomm Ltd,NTC,0.20,1,5.26,,,,,,,,
Thorn Grp Ltd,TGA,1.10,5.5,5.26,,,,,,,,
Macq Atlas Roads stp,MQA,0.905,4.5,5.23,,,,,,,,
Ambertech Ltd,AMO,0.63,3,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Dart Min NL opt may10,DTMO,0.005,0.3,150.00,,,,,,,,
K2 Energy Ltd,KTE,0.085,4.6,117.90,,,,,,,,
Aust Mines Ltd,AUZ,0.002,0.1,100.00,,,,,,,,
Spitfire Res opt jun10,SPIO,0.01,0.5,100.00,,,,,,,,
Kilgore Oil & Gas opt jun12,KOGO,0.008,0.3,60.00,,,,,,,,
Austral Africa Res,AAF,0.003,0.1,50.00,,,,,,,,
Gondwana Res opt jun10,GDAOC,0.003,0.1,50.00,,,,,,,,
Arrow Energy,AOE,5.11,163,46.84,,,,,,,,
Poseidon Nick Ltd opt dec11,POSOA,0.08,2.5,45.45,,,,,,,,
Black Fire Min opt jun10,BFEO,0.014,0.4,40.00,,,,,,,,
Ferrum Crescent opt dec13,FCRO,0.018,0.5,38.46,,,,,,,,
AXG Min Ltd,AXC,0.026,0.7,36.84,,,,,,,,
Jupiter Energy opt jun10,JPROA,0.008,0.2,33.33,,,,,,,,
Sino Gas Energy opt dec11,SEHOA,0.004,0.1,33.33,,,,,,,,
