Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4816.1 at 16:36 29/4/2010  Report at 19:05 Thursday 29/4/2010. Processed 19:10 Thursday 29/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
MobileActive Ltd,MBA,0.05,3,150.00,,,,,,,,
Living Cell Tech opt dec10,LCTO,0.10,5,100.00,,,,,,,,
IM Medical Ltd,IMI,0.003,0.1,50.00,,,,,,,,
Karmelsonix Ltd opt jul11,KSXO,0.008,0.2,33.33,,,,,,,,
Ruralaus Invest,RUR,0.12,3,33.33,,,,,,,,
Byte Power Grp,BPG,0.005,0.1,25.00,,,,,,,,
Multi Channel,MUT,0.005,0.1,25.00,,,,,,,,
Cordlife Ltd,CBB,0.55,10,22.22,,,,,,,,
Hydrotech Inter,HTI,0.006,0.1,20.00,,,,,,,,
Legacy Iron Ore opt dec12,LCYOB,0.094,1.4,17.50,,,,,,,,
Aspermont Ltd,ASP,0.15,2,15.38,,,,,,,,
ISS Grp Ltd,ISS,0.205,2.5,13.89,,,,,,,,
Savcor Grp Ltd,SAV,0.13,1.5,13.04,,,,,,,,
Apollo Cons,AOP,0.009,0.1,12.50,,,,,,,,
Capitol Health opt apr12,CAJO,0.009,0.1,12.50,,,,,,,,
Medic Vision Ltd,MVH,0.027,0.3,12.50,,,,,,,,
Compass Hotel stp,CXH,0.019,0.2,11.76,,,,,,,,
ENV Clean Tech,ESI,0.03,0.3,11.11,,,,,,,,
Advanced Magnesium,ANM,0.062,0.6,10.71,,,,,,,,
Artist & Entertain,AEM,0.011,0.1,10.00,,,,,,,,
Brand New Vintage,BNV,0.022,0.2,10.00,,,,,,,,
E-Com Multi Ltd,ECE,0.011,0.1,10.00,,,,,,,,
Mikoh Corp,MIK,0.08,0.7,9.59,,,,,,,,
Living Cell Tech,LCT,0.355,3,9.23,,,,,,,,
ZYL Ltd,ZYL,0.024,0.2,9.09,,,,,,,,
Aacl Hldgs Ltd,AAY,0.25,2,8.70,,,,,,,,
