Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4429.5 at 16:36 12/7/2010  Report at 19:05 Monday 12/7/2010. Processed 19:32 Monday 12/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Cordlife Ltd rts 12jul,CBBR,0.005,0.3,150.00,,,,,,,,
Artist & Entertain,AEM,0.01,0.3,42.86,,,,,,,,
Thomas & Coffey,THO,0.335,9,36.73,,,,,,,,
Acuvax Ltd,ACU,0.004,0.1,33.33,,,,,,,,
India Equities Fund opt aug10,INEO,0.16,3.5,28.00,,,,,,,,
ADG Global Supply,ADQ,0.07,1.5,27.27,,,,,,,,
Advanced Share,ASW,0.675,13.5,25.00,,,,,,,,
Stirling Products,STI,0.01,0.2,25.00,,,,,,,,
RER Grp Ltd opt dec10,RGDO,0.13,2.5,23.81,,,,,,,,
SDI Ltd,SDI,0.22,4,22.22,,,,,,,,
CEC Grp Ltd,CEG,0.095,1.5,18.75,,,,,,,,
WDS Ltd,WDS,0.46,7,17.95,,,,,,,,
Grandbridge Ltd,GBA,0.21,3,16.67,,,,,,,,
National Leisure,NLG,0.007,0.1,16.67,,,,,,,,
Ecsi Ltd,ECS,0.023,0.3,15.00,,,,,,,,
Elders Ltd,ELD,0.49,6,13.95,,,,,,,,
Prima BioMed Ltd,PRR,0.125,1.5,13.64,,,,,,,,
C @ Ltd,CEO,0.009,0.1,12.50,,,,,,,,
Tyrian Diagnostics,TDX,0.009,0.1,12.50,,,,,,,,
Neptune Marine opt dec10,NMSO,0.10,1.1,12.36,,,,,,,,
TPL Corp Ltd,TPL,0.019,0.2,11.76,,,,,,,,
Compass Hotel stp,CXH,0.02,0.2,11.11,,,,,,,,
Prima BioMed Ltd opt dec11,PRRO,0.10,1,11.11,,,,,,,,
NSL Cons Ltd,NSL,0.076,0.7,10.14,,,,,,,,
Adacel Tech,ADA,0.33,3,10.00,,,,,,,,
Nusep Ltd,NSP,0.22,2,10.00,,,,,,,,
Pharmanet Grp,PNO,0.011,0.1,10.00,,,,,,,,
Rubik Financial,RFL,0.055,0.5,10.00,,,,,,,,
ASF Grp Ltd,AFA,0.12,1,9.09,,,,,,,,
RCR Tomlinson,RCR,0.85,7,8.97,,,,,,,,
Chandler Macleod,CMG,0.25,2,8.70,,,,,,,,
Redcape Prop Grp stp,RPF,0.19,1.5,8.57,,,,,,,,
Geodynamics Ltd,GDY,0.39,3,8.33,,,,,,,,
World Wide Ent Grp,WWG,0.065,0.5,8.33,,,,,,,,
Murchison Hldgs,MCH,0.46,3.5,8.24,,,,,,,,
Macarthurcook Ind Pr unt,MIF,0.40,3,8.11,,,,,,,,
BioProspect Ltd,BPO,0.014,0.1,7.69,,,,,,,,
Reverse Corp Ltd,REF,0.14,1,7.69,,,,,,,,
Qmastor Ltd,QML,0.215,1.5,7.50,,,,,,,,
CO2 Grp Ltd,COZ,0.145,1,7.41,,,,,,,,
Hot Rock Ltd,HRL,0.075,0.5,7.14,,,,,,,,
Vision Grp Hldgs,VGH,0.15,1,7.14,,,,,,,,
Penrice Soda,PSH,0.31,2,6.90,,,,,,,,
Anaeco Ltd,ANQ,0.16,1,6.67,,,,,,,,
Solagran Ltd,SLA,0.16,1,6.67,,,,,,,,
TTA Hldgs Ltd,TTA,0.08,0.5,6.67,,,,,,,,
Ceramic Fuel Cells,CFU,0.165,1,6.45,,,,,,,,
Hansen Tech,HSN,0.66,4,6.45,,,,,,,,
pSivida Corp cdi,PVA,3.96,24,6.45,,,,,,,,
Viridis Clean Energy unt,VIR,0.066,0.4,6.45,,,,,,,,
