Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4847.0 at 16:34 30/12/2009  Report at 17:15 Wednesday 30/12/2009. Processed 17:21 Wednesday 30/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Autron Corp,AAT,0.025,1.5,150.00,,,,,,,,
Corum Grp Ltd,COO,0.015,0.5,50.00,,,,,,,,
TVN Corp Ltd,TVN,0.01,0.3,42.86,,,,,,,,
Viagold Capital,VIA,0.10,3,42.86,,,,,,,,
RTL Corp Ltd,RTL,0.019,0.4,26.67,,,,,,,,
Pearl Healthcare,PHL,0.10,2,25.00,,,,,,,,
Marine Produce Aust,MPA,0.04,0.7,21.21,,,,,,,,
Eneabba Gas Ltd opt jun10,ENBOA,0.10,1.7,20.48,,,,,,,,
ETT Ltd fpo nz,ETT,0.006,0.1,20.00,,,,,,,,
Black Ridge Min,BRD,0.014,0.2,16.67,,,,,,,,
Media Grp Int Ltd,MUI,0.021,0.3,16.67,,,,,,,,
Neptune Marine opt dec10,NMSO,0.43,6,16.22,,,,,,,,
National Leisure,NLG,0.035,0.4,12.90,,,,,,,,
Mooter Media Ltd,MMZ,0.009,0.1,12.50,,,,,,,,
Rivercity Motorway stpld,RCY,0.225,2.5,12.50,,,,,,,,
Orbital Corp Ltd,OEC,0.057,0.6,11.76,,,,,,,,
Euroz Ltd,EZL,1.64,17,11.56,,,,,,,,
Neptune Marine,NMS,0.63,6.5,11.50,,,,,,,,
Aust Education unt,AEU,0.485,5,11.49,,,,,,,,
Growthpoint Prop stp,GOZ,1.67,16.5,10.96,,,,,,,,
Brand New Vintage,BNV,0.022,0.2,10.00,,,,,,,,
Kresta Hldgs,KRS,0.22,2,10.00,,,,,,,,
Medical Develop,MVP,0.17,1.5,9.68,,,,,,,,
Scigen Ltd cdi,SIE,0.35,3,9.37,,,,,,,,
Powerlan Ltd,PWR,0.095,0.8,9.20,,,,,,,,
Integrated Res,IRG,0.012,0.1,9.09,,,,,,,,
Robe Aust Ltd,ROB,0.012,0.1,9.09,,,,,,,,
Eastland Medical,EMS,0.074,0.6,8.82,,,,,,,,
Prime Retirement unt,PTN,0.125,1,8.70,,,,,,,,
Blaze Intl,BLZ,0.013,0.1,8.33,,,,,,,,
Mesa Min Ltd,MAS,0.052,0.4,8.33,,,,,,,,
Rubicor Grp,RUB,0.065,0.5,8.33,,,,,,,,
Saunders Intl Ltd,SND,0.39,3,8.33,,,,,,,,
Benitec Ltd,BLT,0.04,0.3,8.11,,,,,,,,
Nexbis Ltd,NBS,0.20,1.5,8.11,,,,,,,,
Morning Star,MSH,0.135,1,8.00,,,,,,,,
Pac Enviromin,PEV,0.027,0.2,8.00,,,,,,,,
Circadian Tech,CIR,0.70,5,7.69,,,,,,,,
WHL Energy Ltd,WHN,0.07,0.5,7.69,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.015,0.1,7.14,,,,,,,,
CMA Corp Ltd,CMV,0.061,0.4,7.02,,,,,,,,
Village Roadshow 'a' pref,VRLPA,1.845,12,6.96,,,,,,,,
Merchant House,MHI,0.155,1,6.90,,,,,,,,
Macmahon Hldgs,MAH,0.625,4,6.84,,,,,,,,
Supply Net,SNL,0.405,2.5,6.58,,,,,,,,
Universal Biosensors cdi,UBI,1.85,11,6.32,,,,,,,,
Aurora Global Tr unt,AIB,1.10,6.5,6.28,,,,,,,,
Alchemia Ltd,ACL,0.72,4,5.88,,,,,,,,
NSL Cons Ltd,NSL,0.036,0.2,5.88,,,,,,,,
Oldfields Hldgs,OLH,0.27,1.5,5.88,,,,,,,,
Austal Ltd,ASB,2.35,13,5.86,,,,,,,,
Netcomm Ltd,NTC,0.275,1.5,5.77,,,,,,,,
Razor Risk Tech,RZR,0.038,0.2,5.56,,,,,,,,
Matrix C & E Ltd,MCE,2.00,10,5.26,,,,,,,,
Chapmans Ltd,CHP,0.021,0.1,5.00,,,,,,,,
Global Construct,GCS,1.05,5,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Tasman Res Ltd opt jun12,TASOB,0.07,4.2,150.00,,,,,,,,
Red River Res opt mar10,RVRO,0.013,0.4,44.44,,,,,,,,
Consolidated Tin Min,CSD,0.072,2.2,44.00,,,,,,,,
