Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4526.8 at 16:43 1/9/2010  Report at 19:06 Wednesday 1/9/2010. Processed 19:12 Wednesday 1/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
IM Medical Ltd,IMI,0.002,0.1,100.00,,,,,,,,
M2M Corp,MCL,0.002,0.1,100.00,,,,,,,,
Biotron Ltd opt dec11,BITO,0.012,0.4,50.00,,,,,,,,
C @ Ltd opt apr12,CEOO,0.003,0.1,50.00,,,,,,,,
Olea Australis,OLE,0.004,0.1,33.33,,,,,,,,
Westoz Inv Ltd opt jun12,WICO,0.052,1.2,30.00,,,,,,,,
ICSGlobal Ltd,ICS,0.018,0.4,28.57,,,,,,,,
Moko Mobi Ltd,MKB,0.08,1.7,26.98,,,,,,,,
Healthlinx Ltd opt dec13,HTXOA,0.05,1,25.00,,,,,,,,
Panorama Synergy,PSY,0.125,2.5,25.00,,,,,,,,
World Reach Ltd,WRR,0.005,0.1,25.00,,,,,,,,
Jumbuck Entertain,JMB,0.185,3.5,23.33,,,,,,,,
Aquacarotene Ltd,AQL,0.145,2.5,20.83,,,,,,,,
GLG Corp Ltd,GLE,0.29,5,20.83,,,,,,,,
Adv Braking Tech,ABV,0.019,0.3,18.75,,,,,,,,
ASF Grp Ltd,AFA,0.13,2,18.18,,,,,,,,
Euroz Ltd opt mar14,EZLO,0.365,5.5,17.74,,,,,,,,
Flat Glass Ind,FGI,0.20,3,17.65,,,,,,,,
Jetset Travelworld,JET,0.80,11.5,16.79,,,,,,,,
Aspermont Ltd,ASP,0.14,2,16.67,,,,,,,,
Bremer Park Ltd 7% cn10,BPKG,0.14,2,16.67,,,,,,,,
Cordlife Ltd,CBB,0.395,5.5,16.18,,,,,,,,
Monteray Grp,MRY,0.015,0.2,15.38,,,,,,,,
Pelorus Prop,PPI,0.155,2,14.81,,,,,,,,
Vmoto Ltd,VMT,0.12,1.5,14.29,,,,,,,,
XRF Scientific,XRF,0.165,2,13.79,,,,,,,,
China Steel,CNH,0.085,1,13.33,,,,,,,,
Emerson Stewart Grp,ESW,0.068,0.8,13.33,,,,,,,,
Aeris Environmental,AEI,0.135,1.5,12.50,,,,,,,,
Metal Storm Ltd,MST,0.009,0.1,12.50,,,,,,,,
Qmastor Ltd,QML,0.24,2.5,11.63,,,,,,,,
Virgin Blue Hldgs,VBA,0.385,4,11.59,,,,,,,,
Berklee Ltd,BER,0.59,6,11.32,,,,,,,,
Cellmid Ltd,CDY,0.021,0.2,10.53,,,,,,,,
Quantum Energy,QTM,0.105,1,10.53,,,,,,,,
Pienets Ltd,PIE,0.022,0.2,10.00,,,,,,,,
Stanfield Funds,SFN,0.011,0.1,10.00,,,,,,,,
Sterihealth Ltd,STP,2.00,17,9.29,,,,,,,,
Viento Grp Ltd,VIE,0.12,1,9.09,,,,,,,,
Xtek Ltd,XTE,0.026,0.2,8.33,,,,,,,,
Gunns Ltd,GNS,0.68,5,7.94,,,,,,,,
Agricultural Land unt,AGJ,0.14,1,7.69,,,,,,,,
Ainsworth Game Tech,AGI,0.14,1,7.69,,,,,,,,
Cardia Bioplastics,CNN,0.014,0.1,7.69,,,,,,,,
Environment Grp,EGL,0.043,0.3,7.50,,,,,,,,
Landmark White,LMW,0.44,3,7.32,,,,,,,,
CPT Global Ltd,CGO,0.59,4,7.27,,,,,,,,
Legend Corp,LGD,0.225,1.5,7.14,,,,,,,,
Elders Ltd,ELD,0.685,4.5,7.03,,,,,,,,
Spotless Grp Ltd,SPT,2.15,14,6.97,,,,,,,,
APN European Retail stp,AEZ,0.031,0.2,6.90,,,,,,,,
Village Roadshow 'a' pref,VRLPA,2.51,16,6.81,,,,,,,,
Two Way Ltd,TTV,0.032,0.2,6.67,,,,,,,,
Maxitrans Ind,MXI,0.33,2,6.45,,,,,,,,
Nomad Bld,NOD,0.165,1,6.45,,,,,,,,
Arafura Pearls,APB,0.017,0.1,6.25,,,,,,,,
Cellnet Grp,CLT,0.34,2,6.25,,,,,,,,
Infigen Energy stp,IFN,0.70,4,6.06,,,,,,,,
Sthn Cross Media,SXL,1.935,11,6.03,,,,,,,,
G8 Education Ltd,GEM,0.635,3.5,5.83,,,,,,,,
Aust Vintage Ltd,AVG,0.375,2,5.63,,,,,,,,
Ausdrill Ltd,ASL,1.90,10,5.56,,,,,,,,
Thomas & Coffey,THO,0.38,2,5.56,,,,,,,,
Lindsay Aust,LAU,0.195,1,5.41,,,,,,,,
Living Cell Tech,LCT,0.195,1,5.41,,,,,,,,
Investorfirst Ltd,INQ,0.06,0.3,5.26,,,,,,,,
Kresta Hldgs,KRS,0.405,2,5.19,,,,,,,,
Codan Ltd,CDA,1.42,7,5.19,,,,,,,,
M2 Telecommun,MTU,1.995,9.5,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Padbury Min Ltd opt may11,PDYOB,0.004,0.2,100.00,,,,,,,,
Quest Pet opt mar11,QPNO,0.005,0.2,66.67,,,,,,,,
Crossland Uranium,CUX,0.135,3.5,35.00,,,,,,,,
Cluff Res,CFR,0.004,0.1,33.33,,,,,,,,
Golden Rim Res,GMR,0.14,3.5,33.33,,,,,,,,
Strategic Energy,SER,0.034,0.8,30.77,,,,,,,,
Syngas Ltd,SYS,0.017,0.4,30.77,,,,,,,,
Central West Gold,CWG,0.027,0.6,28.57,,,,,,,,
Apex Min NL opt nov12,AXMO,0.005,0.1,25.00,,,,,,,,
Aust Renewable,ARW,0.012,0.2,20.00,,,,,,,,
Ethan Min Ltd,ETH,0.25,4,19.05,,,,,,,,
Newera Uranium,NRU,0.025,0.4,19.05,,,,,,,,
Nex Metals Explor,NME,0.19,3,18.75,,,,,,,,
Heritage Gold Nz,HTM,0.02,0.3,17.65,,,,,,,,
MEC Res opt jul13,MMRO,0.47,7,17.50,,,,,,,,
Orion Metals Ltd,ORM,0.062,0.9,16.98,,,,,,,,
Silver Mines Ltd opt may11,SVLO,0.07,1,16.67,,,,,,,,
Thor Min Plc cdi,THR,0.014,0.2,16.67,,,,,,,,
Haoma Min NL,HAO,0.10,1.4,16.28,,,,,,,,
Heron Res,HRR,0.22,3,15.79,,,,,,,,
Manas Res Ltd opt sep11,MSRO,0.015,0.2,15.38,,,,,,,,
Quest Pet,QPN,0.015,0.2,15.38,,,,,,,,
Impact Min,IPT,0.115,1.5,15.00,,,,,,,,
Transit Hldgs,TRH,0.155,2,14.81,,,,,,,,
