Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4913.5 at 16:37 23/4/2010  Report at 19:05 Friday 23/4/2010. Processed 19:21 Friday 23/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Vita Life Sciences,VSC,0.21,11,110.00,,,,,,,,
Datamotion Asia,DMN,0.002,0.1,100.00,,,,,,,,
Wallace Absolute,WAB,0.04,1.7,73.91,,,,,,,,
Structural Monitor cdi,SMN,0.014,0.4,40.00,,,,,,,,
GSF Corp Ltd,GSF,0.004,0.1,33.33,,,,,,,,
Verus Invest opt jun10,VILO,0.004,0.1,33.33,,,,,,,,
Ezenet Ltd,EZE,0.028,0.6,27.27,,,,,,,,
Monteray Grp,MRY,0.015,0.3,25.00,,,,,,,,
Overseas & Gen cdi,OGL,0.15,3,25.00,,,,,,,,
Aust China Hldgs,AAK,0.006,0.1,20.00,,,,,,,,
Intrapower Ltd,IPX,0.12,2,20.00,,,,,,,,
Traffic Tech,TTI,0.036,0.6,20.00,,,,,,,,
E & A Ltd,EAL,0.32,5,18.52,,,,,,,,
Nusep Ltd,NSP,0.235,3.5,17.50,,,,,,,,
bioMD Ltd,BOD,0.048,0.7,17.07,,,,,,,,
Scigen Ltd cdi,SIE,0.21,3,16.67,,,,,,,,
Souls Private Equity opt feb15,SOEOA,0.015,0.2,15.38,,,,,,,,
Eastland Medical,EMS,0.095,1.2,14.46,,,,,,,,
World Reach Ltd,WRR,0.008,0.1,14.29,,,,,,,,
Prima BioMed Ltd,PRR,0.165,2,13.79,,,,,,,,
IPGA Ltd,IPP,0.34,4,13.33,,,,,,,,
Oncard Intl,ONC,0.13,1.5,13.04,,,,,,,,
Savcor Grp Ltd,SAV,0.13,1.5,13.04,,,,,,,,
Eastland Medical opt jun11,EMSOB,0.035,0.4,12.90,,,,,,,,
E-Com Multi Ltd,ECE,0.009,0.1,12.50,,,,,,,,
RTL Corp Ltd,RTL,0.045,0.5,12.50,,,,,,,,
TTA Hldgs Ltd,TTA,0.065,0.7,12.07,,,,,,,,
Everest Financial,EFG,0.056,0.6,12.00,,,,,,,,
Charter Pacific,CHF,0.057,0.6,11.76,,,,,,,,
RCL Grp stp,RLG,0.091,0.9,10.98,,,,,,,,
MDS Financial Grp,MWS,0.022,0.2,10.00,,,,,,,,
Medivac Ltd,MDV,0.011,0.1,10.00,,,,,,,,
Tag Pacific Ltd,TAG,0.22,2,10.00,,,,,,,,
Centro Retail stp,CER,0.23,2,9.52,,,,,,,,
ZYL Ltd,ZYL,0.023,0.2,9.52,,,,,,,,
Prana Biotech,PBT,0.18,1.5,9.09,,,,,,,,
Global Masters Fund,GFL,0.905,7.5,9.04,,,,,,,,
Brainz Instruments,BZI,0.185,1.5,8.82,,,,,,,,
Scott Corp,SCC,0.37,3,8.82,,,,,,,,
Auto Tech Ltd,ATJ,0.05,0.4,8.70,,,,,,,,
MacarthurCook PSF unt,MPS,0.075,0.6,8.70,,,,,,,,
Medic Vision Ltd,MVH,0.025,0.2,8.70,,,,,,,,
Acuvax Ltd,ACU,0.013,0.1,8.33,,,,,,,,
Pharmanet Grp,PNO,0.013,0.1,8.33,,,,,,,,
Thakral Hldgs unt,THG,0.395,3,8.22,,,,,,,,
Ainsworth Game Tech,AGI,0.135,1,8.00,,,,,,,,
Mnet Grp Ltd,MNZ,0.055,0.4,7.84,,,,,,,,
Prima BioMed Ltd opt dec11,PRRO,0.14,1,7.69,,,,,,,,
Style Ltd,SYP,0.028,0.2,7.69,,,,,,,,
Bisan Ltd,BSN,0.043,0.3,7.50,,,,,,,,
Eneabba Gas Ltd,ENB,0.215,1.5,7.50,,,,,,,,
GEO Prop Grp stp,GPM,0.225,1.5,7.14,,,,,,,,
Morning Star,MSH,0.15,1,7.14,,,,,,,,
Essa Aust,ESS,0.23,1.5,6.98,,,,,,,,
Redflex Hldgs,RDF,1.90,12,6.74,,,,,,,,
ADG Global Supply,ADQ,0.068,0.4,6.25,,,,,,,,
Karmelsonix Ltd,KSX,0.034,0.2,6.25,,,,,,,,
National Leisure,NLG,0.017,0.1,6.25,,,,,,,,
Solagran Ltd,SLA,0.17,1,6.25,,,,,,,,
Centro Prop stp,CNP,0.26,1.5,6.12,,,,,,,,
Enerji Ltd,ERJ,0.052,0.3,6.12,,,,,,,,
Coote Industrial,CXG,0.265,1.5,6.00,,,,,,,,
Cell Aquaculture,CAQ,0.18,1,5.88,,,,,,,,
Wasabi Energy Ltd,WAS,0.018,0.1,5.88,,,,,,,,
Trojan Equity,TJN,0.55,3,5.77,,,,,,,,
CSR Ltd,CSR,1.785,9.5,5.62,,,,,,,,
Ludowici Ltd,LDW,3.01,16,5.61,,,,,,,,
Aeris Environmental,AEI,0.079,0.4,5.33,,,,,,,,
MINING RISES,,,,,,,,,,,,
Mining Projects,MPJ,0.002,0.1,100.00,,,,,,,,
Strzelecki Metals,STZ,0.055,2.3,71.88,,,,,,,,
Carpentaria Exp opt jun10,CAPO,0.20,7.5,60.00,,,,,,,,
Hawthorn Res,HAW,0.009,0.3,50.00,,,,,,,,
Eldore Min opt dec12,EDMOA,0.01,0.3,42.86,,,,,,,,
Burleson Energy opt aug10,BURO,0.02,0.5,33.33,,,,,,,,
Peel Explore opt nov10,PEXO,0.004,0.1,33.33,,,,,,,,
Northern Star,NST,0.037,0.8,27.59,,,,,,,,
Strategic Energy,SER,0.034,0.7,25.93,,,,,,,,
Central Pet opt jun10,CTPOA,0.005,0.1,25.00,,,,,,,,
Jervois Min,JRV,0.005,0.1,25.00,,,,,,,,
Spitfire Res opt jun10,SPIO,0.011,0.2,22.22,,,,,,,,
Gulf Mines Ltd,GLM,0.045,0.8,21.62,,,,,,,,
New Standard Energy,NSE,0.23,4,21.05,,,,,,,,
