Market Action,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5230.4 at 2015-10-14T16:39:35. Report at Wednesday, October 14, 2015. Processed Thursday at 2015-10-15T01:00:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (c),Move (%),,,,,,,,
RISES - INDUSTRIALS,,
LBT Innovations,LBT,.16,+3.5,+28.00,,
Resources&Energy,REZ,.15,+3,+25.00,,
E & A,EAL,.16,+3,+23.08,,
Enerji,ERJ,.04,+.7,+21.21,,
Pureprofile,PPL,.42,+7,+20.00,,
First Growth Funds,FGF,.013,+.2,+18.18,,
Energy Ventures,EVE,.007,+.1,+16.67,,
Matrix C & E,MCE,.56,+7.5,+15.46,,
Magontec,MGL,.015,+.2,+15.38,,
Connexion Media opt feb17,CXZO,.055,+.7,+14.58,,
Cynata Therapeutics,CYP,.48,+6,+14.29,,
Resonance Health,RHT,.032,+.4,+14.29,,
Mobilarm,MBO,.017,+.2,+13.33,,
NuSep Hldgs,NSP,.034,+.4,+13.33,,
Metro Perform Glass,MPP,1.30,+15,+13.04,,
Imugene,IMU,.009,+.1,+12.50,,
Titan Energy Service,TTN,.048,+.5,+11.63,,
YPB Grp opt oct17,YPBO,.145,+1.5,+11.54,,
McAleese,MCS,.099,+1,+11.24,,
Neuren Pharma,NEU,.10,+1,+11.11,,
Fatfish Internet Grp,FFG,.16,+1.5,+10.34,,
YPB Grp,YPB,.32,+3,+10.34,,
Blue Sky Access Fd opt dec15,BAFO,.022,+.2,+10.00,,
EnviroMission,EVM,.11,+1,+10.00,,
MRL Corp opt oct16,MRFOA,.011,+.1,+10.00,,
Skyfii,SKF,.175,+1.5,+9.37,,
SpeedCast Intl,SDA,4.45,+38,+9.34,,
Actinogen,ACW,.06,+.5,+9.09,,
NRW Hldgs,NWH,.12,+1,+9.09,,
Rewardle Hldgs,RXH,.24,+2,+9.09,,
Agenix,AGX,.013,+.1,+8.33,,
Stream Grp,SGO,.065,+.5,+8.33,,
Skydive The Beach,SKB,.34,+2.5,+7.94,,
Perpetual Equity Inv opt jun16,PICO,.014,+.1,+7.69,,
Shoply,SHP,.014,+.1,+7.69,,
ZipTel opt dec16,ZIPO,1.00,+7,+7.53,,
Domino's Pizza,DMP,42.52,+275,+6.91,,
Praemium,PPS,.32,+2,+6.67,,
TPI Enterprises,TPE,3.20,+20,+6.67,,
