Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4708.2 at 16:47 24/11/2009  Report at 19:05 Tuesday 24/11/2009. Processed 19:30 Tuesday 24/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Probiomics Ltd,PCC,0.028,1.2,75.00,,,,,,,,
Energy One Ltd,EOL,0.14,5,55.56,,,,,,,,
Mooter Media Ltd,MMZ,0.008,0.2,33.33,,,,,,,,
Tidewater Invest,TDI,0.32,8,33.33,,,,,,,,
World Reach Ltd,WRR,0.004,0.1,33.33,,,,,,,,
Ausmelt Ltd,AET,0.76,18,31.03,,,,,,,,
Impedimed Ltd opt oct12,IPDO,0.22,4,22.22,,,,,,,,
Byte Power Grp,BPG,0.006,0.1,20.00,,,,,,,,
Style Ltd,SYP,0.025,0.4,19.05,,,,,,,,
Vesture Ltd,VES,0.026,0.4,18.18
Coventry Res,CVY,0.33,4.5,15.79
Clover Corp,CLV,0.225,3,15.38
Green Invest Ltd,GNV,0.08,1,14.29
Orchid Capital,ORC,0.016,0.2,14.29
Coretrack Ltd opt feb10,CKKO,0.085,1,13.33
ITX Grp Ltd,ITX,1.23,14,12.84
CMI Ltd pref.cl.a,CMIPC,0.45,5,12.50
Integrated Res,IRG,0.019,0.2,11.76
Acuvax Ltd,ACU,0.02,0.2,11.11
Adultshop Com,ASC,0.01,0.1,11.11
Freshtel Hldgs,FRE,0.01,0.1,11.11
Iatia Ltd,IAT,0.02,0.2,11.11
Living Cell Tech opt dec10,LCTO,0.10,1,11.11
Paragon Care Ltd opt may12,PGCOA,0.01,0.1,11.11
TPL Corp Ltd,TPL,0.021,0.2,10.53
Wasabi Energy Ltd,WAS,0.021,0.2,10.53
Saunders Intl Ltd,SND,0.375,3.5,10.29
CO2 Grp Ltd opt nov11,COZO,0.22,2,10.00
Viento Grp Ltd,VIE,0.11,1,10.00
