Market Action,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4317.4 at 2012-08-14T16:46:37. Report at Tuesday, August 14, 2012. Processed Wednesday at 2012-08-15T01:00:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (c),Move (%),,,,,,,,
RISES - INDUSTRIALS,,
NuSep Hldgs,NSP,.07,+2.5,+55.56,,
Computronics,CPS,.028,+.8,+40.00,,
TZ,TZL,.13,+3.5,+36.84,,
RedFlow,RFX,.115,+3,+35.29,,
Robe Aust opt dec14,ROBO,.004,+.1,+33.33,,
Boom Logistics,BOL,.315,+6.5,+26.00,,
Cardia Bioplastics,CNN,.005,+.1,+25.00,,
USCOM,UCM,.15,+3,+25.00,,
ICSGlobal,ICS,.012,+.2,+20.00,,
Homeloans,HOM,.75,+11,+17.19,,
NeuroDiscovery,NDL,.024,+.3,+14.29,,
Energy Ventures,EVE,.017,+.2,+13.33,,
BlueScope Steel,BSL,.395,+4.5,+12.86,,
Avexa,AVX,.018,+.2,+12.50,,
Investorfirst,INQ,.018,+.2,+12.50,,
WAM Capital opt jul13,WAMO,.036,+.4,+12.50,,
Medtech Global,MDG,.05,+.5,+11.11,,
Ocean Capital,OCE,.165,+1.5,+10.00,,
Decmil Grp,DCG,2.80,+25,+9.80,,
Oakton,OKN,1.355,+12,+9.72,,
Funtastic,FUN,.17,+1.5,+9.68,,
MOKO.Mobi,MKB,.052,+.4,+8.33,,
carsales.com,CRZ,6.90,+53,+8.32,,
Goodman Fielder,GFF,.53,+4,+8.16,,
Centrepoint Alliance,CAF,.20,+1.5,+8.11,,
RBS Apple,RBSAPL,598.90,+4031,+7.22,,
Cash Convert,CCV,.735,+4.5,+6.52,,
eBet,EBT,.05,+.3,+6.38,,
Bioniche cdi,BNC,.59,+3.5,+6.31,,
Cellmid,CDY,.018,+.1,+5.88,,
OBJ,OBJ,.018,+.1,+5.88,,
REVA Medical cdi,RVA,.55,+3,+5.77,,
Sirtex Medical,SRX,7.65,+40,+5.52,,
Downer EDI,DOW,3.66,+19,+5.48,,
GR Engineering,GNG,.995,+5,+5.29,,
Adv Braking Tech,ABV,.02,+.1,+5.26,,
Ainsworth Game Tech,AGI,2.46,+12,+5.13,,
Atlas Southsea Pearl,ATP,.062,+.3,+5.08,,
GoConnect,GCN,.021,+.1,+5.00,,
RISES - MINING,,
Sabre Res,SBR,.36,+26,+260.0,,
Target Energy opt oct12,TEXOB,.004,+.2,+100.0,,
Sovereign Metals,SVM,.38,+13,+52.00,,
Capital Min,CMY,.015,+.5,+50.00,,
Aruma Res,AAJ,.07,+2,+40.00,,
Northern Min opt sep12,NTUOA,.10,+2.7,+36.99,,
Planet Metals,PMQ,.027,+.7,+35.00,,
Ashburton Min,ATN,.004,+.1,+33.33,,
Niuminco Grp,NIU,.038,+.9,+31.03,,
Mineral Commodities,MRC,.07,+1.5,+27.27,,
Altuis Mining,AYM,.025,+.5,+25.00,,
GME Resources,GME,.035,+.7,+25.00,,
Gulf Mines,GLM,.005,+.1,+25.00,,
Volta Min opt jun14,VTMO,.05,+1,+25.00,,
Avonlea Minerals,AVZ,.031,+.6,+24.00,,
Minbos Res,MNB,.21,+4,+23.53,,
Aust Pacific Coal,AQC,.022,+.4,+22.22,,
Armour Energy opt aug14,AJQO,.12,+2,+20.00,,
Caspian Oil & Gas,CIG,.006,+.1,+20.00,,
Padbury Min,PDY,.006,+.1,+20.00,,
West Manganese opt jun13,WMNO,.14,+2,+16.67,,
Bathurst Res,BTU,.375,+5,+15.38,,
Nyota Minerals,NYO,.077,+1,+14.93,,
Aguia Res,AGR,.16,+2,+14.29,,
Firestone Energy,FSE,.008,+.1,+14.29,,
Cougar Metals,CGM,.034,+.4,+13.33,,
Aust Oil Co,AOC,.215,+2.5,+13.16,,
Great Western Expl,GTE,.225,+2.5,+12.50,,
Indo Mines,IDO,.135,+1.5,+12.50,,
Prairie Downs Metals,PDZ,.27,+3,+12.50,,
MOD Resources,MOD,.064,+.7,+12.28,,
Hemisphere Res,HEM,.078,+.8,+11.43,,
Global Metals Expl,GXN,.01,+.1,+11.11,,
Malachite Res,MAR,.01,+.1,+11.11,,
Metal Bank,MBK,.05,+.5,+11.11,,
Proto Res & Invest,PRW,.01,+.1,+11.11,,
Triton Gold opt dec13,TONO,.02,+.2,+11.11,,
White Rock Minerals,WRM,.10,+1,+11.11,,
Winmar Res,WFE,.09,+.9,+11.11,,
Exalt Res,ERD,.16,+1.5,+10.34,,
Goldsearch,GSE,.011,+.1,+10.00,,
Northwest Res,NWR,.17,+1.5,+9.68,,
Moby Oil & Gas,MOG,.023,+.2,+9.52,,
Global Res Corp,GRM,.081,+.7,+9.46,,
Sipa Res,SRI,.105,+.9,+9.37,,
Northern Minerals,NTU,.315,+2.5,+8.62,,
Carabella Res,CLR,.51,+4,+8.51,,
Metals X,MLX,.13,+1,+8.33,,
Mutiny Gold opt jul13,MYGOA,.065,+.5,+8.33,,
Quintessential Res,QRL,.26,+2,+8.33,,
Forge Res,FRG,.265,+2,+8.16,,
Gold One Int'l,GDO,.465,+3.5,+8.14,,
Pioneer Res,PIO,.027,+.2,+8.00,,
Stanmore Coal,SMR,.35,+2.5,+7.69,,
Avalon Minerals,AVI,.086,+.6,+7.50,,
Northern Manganese,NTM,.043,+.3,+7.50,,
Cleveland Min,CDG,.665,+4.5,+7.26,,
Mirabela Nickel,MBN,.30,+2,+7.14,,
Regis Res opt jan14,RRLO,4.24,+27,+6.80,,
Argentina Min,AVK,.08,+.5,+6.67,,
Golden Deeps,GED,.08,+.5,+6.67,,
Oil Basins,OBL,.032,+.2,+6.67,,
Marathon Res,MTN,.05,+.3,+6.38,,
Dampier Gold,DAU,.085,+.5,+6.25,,
Aviva Corp,AVA,.09,+.5,+5.88,,
Forte Energy,FTE,.018,+.1,+5.88,,
Gascoyne Res,GCY,.18,+1,+5.88,,
Samson Oil & Gas opt dec12,SSNO,.036,+.2,+5.88,,
Ventnor Res,VRX,.635,+3.5,+5.83,,
Austin Explore,AKK,.019,+.1,+5.56,,
Bass Strait Oil Co,BAS,.019,+.1,+5.56,,
Legend Min,LEG,.019,+.1,+5.56,,
Westside Corp,WCL,.39,+2,+5.41,,
Conto Res,CNO,.08,+.4,+5.26,,
Energy World Corp,EWC,.50,+2.5,+5.26,,
Strzelecki Metals,STZ,.02,+.1,+5.26,,
Wah Nam Int'l,WNI,.061,+.3,+5.17,,
Norwest Energy,NWE,.082,+.4,+5.13,,
Augur Res,AUK,.042,+.2,+5.00,,
Mundo Minerals,MUN,.042,+.2,+5.00,,
Mutiny Gold opt nov13,MYGOB,.021,+.1,+5.00,,
Voyager Res,VOR,.021,+.1,+5.00,,
FALLS - INDUSTRIALS,,
BioProspect,BPO,.001,-.1,-50.00,,
Freshtel Hldgs,FRE,.001,-.1,-50.00,,
Euroz opt mar14,EZLO,.24,-16,-40.00,,
Broad Invest,BRO,.002,-.1,-33.33,,
Frigrite,FRR,.008,-.2,-20.00,,
Two Way,TTV,.01,-.2,-16.67,,
Algae.Tec,AEB,.325,-5.5,-14.47,,
Cellnet Grp,CLT,.12,-2,-14.29,,
Enerji,ERJ,.006,-.1,-14.29,,
Robe Aust,ROB,.006,-.1,-14.29,,
ENV Clean Tech opt jan14,ESIO,.007,-.1,-12.50,,
VDM Grp opt nov13,VMGO,.007,-.1,-12.50,,
RUN Corp,RNC,.15,-2,-11.76,,
Continuation Invest,COT,.098,-1.2,-10.91,,
Water Res Grp,WRG,.017,-.2,-10.53,,
OGL Resources cdi,OGL,.05,-.5,-9.09,,
Cadence Capital opt sep12,CDMO,.041,-.4,-8.89,,
Novogen,NRT,.073,-.7,-8.75,,
Eastland Medical,EMS,.021,-.2,-8.70,,
Shenhua Int'l,SHU,.33,-3,-8.33,,
AMA Grp,AMA,.17,-1.5,-8.11,,
DataDot Tech,DDT,.023,-.2,-8.00,,
EVZ,EVZ,.023,-.2,-8.00,,
Vision Eye Institute,VEI,.47,-4,-7.84,,
Clinuvel Pharmac,CUV,1.50,-11,-6.83,,
Jumbuck Entertain,JMB,.07,-.5,-6.67,,
Allmine Grp,AZG,.15,-1,-6.25,,
Rubik Financial,RFL,.06,-.4,-6.25,,
Global Masters Fund,GFL,.61,-4,-6.15,,
CL Asset Hldgs,CLS,.705,-4.5,-6.00,,
Antisense Therapeutic,ANP,.016,-.1,-5.88,,
ING Private Equity,IPE,.33,-2,-5.71,,
Galileo Japan Tr unt,GJT,.75,-4.5,-5.66,,
Mesoblast,MSB,5.57,-33,-5.59,,
Mesbon China Nylon,MES,.255,-1.5,-5.56,,
EFTEL,EFT,.175,-1,-5.41,,
FSA Grp,FSA,.35,-2,-5.41,,
GUD Hldgs,GUD,8.43,-47,-5.28,,
Allied Healthcare,AHZ,.018,-.1,-5.26,,
Port Bouvard,PBD,.018,-.1,-5.26,,
CIC Aust,CNB,.455,-2.5,-5.21,,
Ellex Medical Lasers,ELX,.19,-1,-5.00,,
FALLS - MINING,,
Riedel Res opt nov12,RIEO,.002,-.4,-66.67,,
Ram Resources,RMR,.001,-.1,-50.00,,
Zeta Pet opt jun13,ZTAO,.005,-.3,-37.50,,
Anglo Aust Res,AAR,.006,-.2,-25.00,,
India Res,IRL,.003,-.1,-25.00,,
Red Mountain Mining,RMX,.07,-2,-22.22,,
Goldphyre Res,GPH,.08,-2,-20.00,,
Lakes Oil,LKO,.004,-.1,-20.00,,
MHM Metals opt aug12,MHMO,.06,-1.5,-20.00,,
Syngas,SYS,.004,-.1,-20.00,,
Epic Res,EPC,.13,-3,-18.75,,
Blackwood Corp,BWD,.125,-2.5,-16.67,,
Brazilian Metal Grp,BMG,.025,-.5,-16.67,,
Crest Min,CTT,.15,-3,-16.67,,
Gold Anomaly,GOA,.005,-.1,-16.67,,
Titan Energy opt dec12,TTEO,.005,-.1,-16.67,,
TPL Corp,TPL,.005,-.1,-16.67,,
Continental Coal,CCC,.061,-1.2,-16.44,,
Triangle Energy,TEG,.006,-.1,-14.29,,
Key Petroleum,KEY,.033,-.5,-13.16,,
West African Res,WAF,.20,-3,-13.04,,
Global Strat Met,GSZ,.07,-1,-12.50,,
Nimrodel Res,NMR,.021,-.3,-12.50,,
Thor Min Plc cdi,THR,.014,-.2,-12.50,,
Frontier Res,FNT,.071,-.9,-11.25,,
