Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4905.2 at 16:37 26/3/2010  Report at 19:06 Friday 26/3/2010. Processed 19:28 Friday 26/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Consolidated Global,CGI,0.025,0.9,56.25,,,,,,,,
Advanced Energy,AES,0.12,2.8,30.43,,,,,,,,
Globe Sec,GTI,0.09,2,28.57,,,,,,,,
Overseas & Gen cdi,OGL,0.09,2,28.57,,,,,,,,
National Leisure,NLG,0.019,0.4,26.67,,,,,,,,
Stanfield Funds,SFN,0.015,0.3,25.00,,,,,,,,
Style Ltd,SYP,0.026,0.5,23.81,,,,,,,,
Helicon Grp,HCG,0.029,0.5,20.83,,,,,,,,
Hydrotech Inter,HTI,0.006,0.1,20.00,,,,,,,,
Bigair Grp Ltd,BGL,0.195,3,18.18,,,,,,,,
CTI Logistics,CLX,0.90,13,16.88,,,,,,,,
Pac Enviromin,PEV,0.014,0.2,16.67,,,,,,,,
Razor Risk Tech,RZR,0.035,0.5,16.67,,,,,,,,
MMC Contrarian,MMA,0.535,7.5,16.30,,,,,,,,
Brand New Vintage,BNV,0.015,0.2,15.38,,,,,,,,
CPI Grp Ltd,CPI,0.305,4,15.09,,,,,,,,
TPL Corp Ltd,TPL,0.023,0.3,15.00,,,,,,,,
Charter Pacific,CHF,0.055,0.7,14.58,,,,,,,,
Brain Resource,BRC,0.24,3,14.29,,,,,,,,
Cape Range Ltd,CAG,0.008,0.1,14.29,,,,,,,,
Hamilton James Bruce,HJB,0.04,0.5,14.29,,,,,,,,
Teys Ltd,TYS,0.008,0.1,14.29,,,,,,,,
TVN Corp Ltd,TVN,0.008,0.1,14.29,,,,,,,,
Phosphagenics Ltd,POH,0.11,1.3,13.40,,,,,,,,
Pienets Ltd,PIE,0.034,0.4,13.33,,,,,,,,
Coretrack Ltd,CKK,0.31,3.5,12.73,,,,,,,,
Apollo Cons,AOP,0.009,0.1,12.50,,,,,,,,
Medivac Ltd,MDV,0.009,0.1,12.50,,,,,,,,
CO2 Grp Ltd opt nov11,COZO,0.05,0.5,11.11,,,,,,,,
Murchison Hldgs,MCH,0.65,6.5,11.11,,,,,,,,
Staging Connections,STG,0.03,0.3,11.11,,,,,,,,
Aust Leaders opt nov10,ALFO,0.041,0.4,10.81,,,,,,,,
CO2 Grp Ltd,COZ,0.165,1.5,10.00,,,,,,,,
Medigard Ltd,MGZ,0.09,0.8,9.76,,,,,,,,
USCOM Ltd,UCM,0.57,5,9.62,,,,,,,,
Humanis Grp Ltd,HUM,0.023,0.2,9.52,,,,,,,,
Atlas Southsea Pearl,ATP,0.12,1,9.09,,,,,,,,
Real Estate Cap unt,RCU,0.12,1,9.09,,,,,,,,
CEC Grp Ltd,CEG,0.13,1,8.33,,,,,,,,
RMG Ltd,RMG,0.013,0.1,8.33,,,,,,,,
Mesa Min Ltd,MAS,0.105,0.8,8.25,,,,,,,,
Agricultural Land unt,AGJ,0.15,1,7.14,,,,,,,,
Empire Beer Grp,EEE,0.075,0.5,7.14,,,,,,,,
Mooter Media Ltd,MMZ,0.03,0.2,7.14,,,,,,,,
Living & Leisure Grp stp,LLA,0.031,0.2,6.90,,,,,,,,
Atlantic Ltd,ATI,0.032,0.2,6.67,,,,,,,,
iSOFT Group Ltd,ISF,0.57,3.5,6.54,,,,,,,,
Geodynamics Ltd,GDY,0.655,4,6.50,,,,,,,,
Engin Ltd,ENG,0.50,3,6.38,,,,,,,,
Structural Monitor cdi,SMN,0.017,0.1,6.25,,,,,,,,
Hansen Tech,HSN,0.61,3.5,6.09,,,,,,,,
Cbio Ltd,CBZ,0.35,2,6.06,,,,,,,,
Aust Pharmaceutical,API,0.62,3.5,5.98,,,,,,,,
Aeris Environmental,AEI,0.09,0.5,5.88,,,,,,,,
Saunders Intl Ltd,SND,0.38,2,5.56,,,,,,,,
Symex Hldgs,SYM,0.48,2.5,5.49,,,,,,,,
Probiomics Ltd,PCC,0.02,0.1,5.26,,,,,,,,
Virgin Blue Hldgs,VBA,0.705,3.5,5.22,,,,,,,,
MINING RISES,,,,,,,,,,,,
Oil Basins Ltd,OBL,0.034,2.3,209.10,,,,,,,,
Oil Basins  opt jun12,OBLOA,0.017,1.1,183.30,,,,,,,,
Eastern Iron opt dec10,EFEO,0.02,1,100.00,,,,,,,,
Carbine Res opt jul11,CRBO,0.17,6.5,61.90,,,,,,,,
United Uranium opt jun12,UULOA,0.06,2,50.00,,,,,,,,
Adamus Res rts06aprd,ADUR,0.037,1.2,48.00,,,,,,,,
Stirling Res opt jun12,SREOB,0.029,0.9,45.00,,,,,,,,
Burleson Energy opt aug10,BURO,0.01,0.3,42.86,,,,,,,,
Golden State Res opt nov10,GDNOA,0.01,0.3,42.86,,,,,,,,
Aurium Res opt sep12,AGUOA,0.01,0.2,25.00,,,,,,,,
Aviva Corp,AVA,0.084,1.4,20.00,,,,,,,,
Fission Energy,FIS,0.12,2,20.00,,,,,,,,
Jaguar Min,JAG,0.03,0.5,20.00,,,,,,,,
Monto Min Ltd,MOO,0.012,0.2,20.00,,,,,,,,
Rawson Res,RAW,0.12,2,20.00,,,,,,,,
Batavia Min,BTV,0.215,3.5,19.44,,,,,,,,
Adelaide Energy,ADE,0.155,2.5,19.23,,,,,,,,
Kings Min NL,KMN,0.13,2,18.18,,,,,,,,
Chesser Res,CHZ,0.20,3,17.65,,,,,,,,
Axiom Min Ltd cdi,AVQ,0.041,0.6,17.14,,,,,,,,
Exoma Energy Ltd opt mar11,EXEO,0.11,1.6,17.02,,,,,,,,
New Age Exploration,NAE,0.07,1,16.67,,,,,,,,
Norwest Energy NL,NWE,0.035,0.5,16.67,,,,,,,,
Gleneagle Gold,GLN,0.022,0.3,15.79,,,,,,,,
Brumby Res,BMY,0.165,2,13.79,,,,,,,,
Matilda Zircon,MZI,0.017,0.2,13.33,,,,,,,,
Carbine Res,CRB,0.30,3.5,13.21,,,,,,,,
Austin Explore opt nov11,AKKO,0.018,0.2,12.50,,,,,,,,
Minemakers Ltd opt may10,MAKO,0.009,0.1,12.50,,,,,,,,
Castle Min,CDT,0.43,4.5,11.69,,,,,,,,
L&M Energy Ltd,LME,0.145,1.5,11.54,,,,,,,,
Batavia Min opt jun12,BTVO,0.10,1,11.11,,,,,,,,
Caspian Oil & Gas,CIG,0.01,0.1,11.11,,,,,,,,
Mindax Ltd opt dec11,MDXO,0.05,0.5,11.11,,,,,,,,
Nex Metals Explor,NME,0.20,2,11.11,,,,,,,,
Rimfire Pacific,RIM,0.02,0.2,11.11,,,,,,,,
Gippsland Ltd,GIP,0.041,0.4,10.81,,,,,,,,
Gondwana Res,GDA,0.021,0.2,10.53,,,,,,,,
Jatoil Ltd,JAT,0.033,0.3,10.00,,,,,,,,
Laconia Res Ltd,LCR,0.11,1,10.00,,,,,,,,
Modena Res Ltd,MDA,0.055,0.5,10.00,,,,,,,,
Quest Pet,QPN,0.011,0.1,10.00,,,,,,,,
Redstone Res,RDS,0.099,0.9,10.00,,,,,,,,
Magellan Pet cdi,MGN,2.25,20,9.76,,,,,,,,
Austex Oil Ltd,AOK,0.17,1.5,9.68,,,,,,,,
Venturex Res,VXR,0.115,1,9.52,,,,,,,,
Caledon Res cdi,CCD,0.81,7,9.46,,,,,,,,
Comet Ridge Ltd,COI,0.29,2.5,9.43,,,,,,,,
Sth Boulder Mines,STB,0.38,3,8.57,,,,,,,,
Tribune Res NL,TBR,1.03,8,8.42,,,,,,,,
Augur Res Ltd,AUK,0.13,1,8.33,,,,,,,,
Coppermoly Ltd,COY,0.13,1,8.33,,,,,,,,
Golden State Res,GDN,0.067,0.5,8.06,,,,,,,,
Midwinter Resourc,MWN,0.135,1,8.00,,,,,,,,
Carpentaria Exp,CAP,0.14,1,7.69,,,,,,,,
India Res,IRL,0.028,0.2,7.69,,,,,,,,
Energy Metals Ltd,EME,0.65,4.5,7.44,,,,,,,,
Epsilon Energy,EPS,0.06,0.4,7.14,,,,,,,,
Robust Res,ROL,2.15,14,6.97,,,,,,,,
