Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4544.8 at 16:34 1/2/2010  Report at 19:05 Monday 1/2/2010. Processed 19:24 Monday 1/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Datamotion Asia,DMN,0.003,0.1,50.00,,,,,,,,
IPGA Ltd,IPP,0.165,4.5,37.50,,,,,,,,
Broad Invest,BRO,0.004,0.1,33.33,,,,,,,,
Cardia Bioplastics,CNN,0.024,0.5,26.32,,,,,,,,
Facilitate Digital,FAC,0.05,1,25.00,,,,,,,,
KTL Tech Ltd,KTL,0.006,0.1,20.00,,,,,,,,
Optiscan Imaging,OIL,0.084,1.4,20.00,,,,,,,,
Atlas Southsea Pearl,ATP,0.125,2,19.05,,,,,,,,
Antaria Ltd,ANO,0.047,0.7,17.50,,,,,,,,
Canada Land Ltd cdi,CDL,0.074,1.1,17.46,,,,,,,,
Chemgenex Pharmac opt mar10,CXSO,0.035,0.5,16.67,,,,,,,,
Legend Corp,LGD,0.175,2.5,16.67,,,,,,,,
Mint Wireless,MNW,0.035,0.5,16.67,,,,,,,,
Pharmanet Grp,PNO,0.014,0.2,16.67,,,,,,,,
Virax Hldgs,VHL,0.072,1,16.13,,,,,,,,
Select Vaccines,SLT,0.008,0.1,14.29,,,,,,,,
Hostech Ltd,HTC,0.034,0.4,13.33,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,22.00,250,12.82,,,,,,,,
Emerson Stewart Grp,ESW,0.11,1.2,12.24,,,,,,,,
Charter Hall Grp forus,CHC,0.735,7.5,11.36,,,,,,,,
McMillan Shakespeare,MMS,3.34,34,11.33,,,,,,,,
IFS Construct Ltd,IFS,0.05,0.5,11.11,,,,,,,,
Medivac Ltd,MDV,0.01,0.1,11.11,,,,,,,,
Overseas & Gen cdi,OGL,0.05,0.5,11.11,,,,,,,,
Aristocrat Leisure,ALL,4.41,44,11.08,,,,,,,,
Living Cell Tech,LCT,0.21,2,10.53,,,,,,,,
APN Prop Grp,APD,0.33,3,10.00,,,,,,,,
Gage Roads Brewing,GRB,0.11,1,10.00,,,,,,,,
CPI Grp Ltd,CPI,0.24,2,9.09,,,,,,,,
DKN Financial Grp,DKN,0.76,6,8.57,,,,,,,,
Eastland Medical opt may11,EMSO,0.013,0.1,8.33,,,,,,,,
Macarthurcook Ind Pr unt,MIF,0.26,2,8.33,,,,,,,,
Multiplex Acumen unt,MPF,0.13,1,8.33,,,,,,,,
Oncard Intl,ONC,0.13,1,8.33,,,,,,,,
Ambition Grp Ltd,AMB,0.40,3,8.11,,,,,,,,
Quantum Energy,QTM,0.135,1,8.00,,,,,,,,
China Steel,CNH,0.15,1,7.14,,,,,,,,
Panorama Synergy,PSY,0.31,2,6.90,,,,,,,,
Ironbark Capital,IBC,0.47,3,6.82,,,,,,,,
CEC Grp Ltd,CEG,0.16,1,6.67,,,,,,,,
Tamawood Ltd,TWD,2.72,17,6.67,,,,,,,,
