Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4342.4 at 16:37 20/5/2010  Report at 19:06 Thursday 20/5/2010. Processed 19:51 Thursday 20/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Future Corp,FUT,0.003,0.1,50.00,,,,,,,,
Cyclopharm Ltd,CYC,0.115,2.4,26.37,,,,,,,,
NeuroDiscovery,NDL,0.044,0.9,25.71,,,,,,,,
E-Com Multi Ltd,ECE,0.01,0.2,25.00,,,,,,,,
Island Sky Aust,ISK,0.05,1,25.00,,,,,,,,
Diversa Ltd,DVA,0.12,2,20.00,,,,,,,,
Galileo Japan Tr unt,GJT,0.036,0.6,20.00,,,,,,,,
Jumbuck Entertain,JMB,0.24,4,20.00,,,,,,,,
Structural Monitor cdi,SMN,0.019,0.3,18.75,,,,,,,,
Powerlan Ltd,PWR,0.045,0.7,18.42,,,,,,,,
QRSciences Hldgs,QRS,0.053,0.8,17.78,,,,,,,,
Ruralaus Invest,RUR,0.14,2,16.67,,,,,,,,
Marine Produce Aust,MPA,0.029,0.4,16.00,,,,,,,,
Adv Braking Tech,ABV,0.022,0.3,15.79,,,,,,,,
Xtek Ltd,XTE,0.033,0.4,13.79,,,,,,,,
Redcape Prop Grp stp,RPF,0.28,3,12.00,,,,,,,,
Eastland Medical opt jun11,EMSOB,0.019,0.2,11.76,,,,,,,,
TMA Grp Comp,TMA,0.245,2.5,11.36,,,,,,,,
TTA Hldgs Ltd,TTA,0.072,0.7,10.77,,,,,,,,
Lifestyle Communit,LIC,0.06,0.5,9.09,,,,,,,,
Optiscan Imaging,OIL,0.06,0.5,9.09,,,,,,,,
Smarttrans Hldgs,SMA,0.024,0.2,9.09,,,,,,,,
Senetas Corp,SEN,0.05,0.4,8.70,,,,,,,,
TWT Grp Ltd,TWT,0.075,0.5,7.14,,,,,,,,
eServGlobal Ltd,ESV,0.48,3,6.67,,,,,,,,
Humanis Grp Ltd,HUM,0.016,0.1,6.67,,,,,,,,
Rivercity Motorway stp,RCY,0.049,0.3,6.52,,,,,,,,
McPherson's Ltd,MCP,2.79,17,6.49,,,,,,,,
Antisense Therapeutic,ANP,0.017,0.1,6.25,,,,,,,,
Novogen Ltd,NRT,0.425,2.5,6.25,,,,,,,,
Rubicor Grp,RUB,0.054,0.3,5.88,,,,,,,,
Mastermyne Grp,MYE,0.95,5,5.56,,,,,,,,
RCR Tomlinson,RCR,1.00,5,5.26,,,,,,,,
Rheochem Plc cdi,RHE,0.10,0.5,5.26,,,,,,,,
Hills Ind Ltd,HIL,2.47,12,5.11,,,,,,,,
MINING RISES,,,,,,,,,,,,
Mount Magnet South opt sep10,MUMO,0.003,0.1,50.00,,,,,,,,
Athena Res,AHN,0.08,2,33.33,,,,,,,,
Scandinavian Res opt oct11,SCRO,0.039,0.9,30.00,,,,,,,,
Intermin Res opt may12,IRCO,0.032,0.7,28.00,,,,,,,,
Resource Min Corp,RMI,0.005,0.1,25.00,,,,,,,,
Carpathian Res,CPN,0.064,1.1,20.75,,,,,,,,
Green Rock Energy,GRK,0.024,0.4,20.00,,,,,,,,
Boss Energy Ltd,BOE,0.05,0.8,19.05,,,,,,,,
Riviera Res opt dec14,RVEO,0.071,1.1,18.33,,,,,,,,
Silver Mines Ltd,SVL,0.115,1.7,17.35,,,,,,,,
Eldore Min opt dec12,EDMOA,0.007,0.1,16.67,,,,,,,,
India Res,IRL,0.024,0.3,14.29,,,,,,,,
Sirius Res NL,SIR,0.008,0.1,14.29,,,,,,,,
Contl Coal Ltd,CCC,0.043,0.5,13.16,,,,,,,,
Haoma Min NL,HAO,0.175,2,12.90,,,,,,,,
Empire Oil & Gas,EGO,0.01,0.1,11.11,,,,,,,,
Sultan Corp,SSC,0.01,0.1,11.11,,,,,,,,
Vital Metals Ltd,VML,0.10,1,11.11,,,,,,,,
Contl Coal Ltd opt feb13,CCCO,0.021,0.2,10.53,,,,,,,,
Ausquest Ltd,AQD,0.165,1.5,10.00,,,,,,,,
Aspire Min Ltd,AKM,0.115,1,9.52,,,,,,,,
Redbank Copper,RCP,0.046,0.4,9.52,,,,,,,,
Crusader Res,CAS,0.29,2.5,9.43,,,,,,,,
Abra Min Ltd,AII,0.12,1,9.09,,,,,,,,
Nex Metals Explor,NME,0.19,1.5,8.57,,,,,,,,
Callabonna Uranium,CUU,0.013,0.1,8.33,,,,,,,,
Uranium Explore,UXA,0.04,0.3,8.11,,,,,,,,
Pelican Res,PEL,0.054,0.4,8.00,,,,,,,,
Heron Res,HRR,0.205,1.5,7.89,,,,,,,,
Emerald Oil & Gas,EMR,0.029,0.2,7.41,,,,,,,,
Integrated Res,IRG,0.015,0.1,7.14,,,,,,,,
Artemis Res opt jun11,ARVOB,0.017,0.1,6.25,,,,,,,,
Straits Res,SRL,1.315,7.5,6.05,,,,,,,,
Austral Gold,AGD,0.18,1,5.88,,,,,,,,
Northern Uranium,NTU,0.09,0.5,5.88,,,,,,,,
Range Res Ltd opt dec11,RRSO,0.019,0.1,5.56,,,,,,,,
Solimar Energy,SGY,0.058,0.3,5.45,,,,,,,,
Batavia Min,BTV,0.195,1,5.41,,,,,,,,
Eagle Eye Metals,EYE,0.04,0.2,5.26,,,,,,,,
