Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4942.2 at 16:42 8/1/2010  Report at 19:05 Friday 8/1/2010. Processed 19:37 Friday 8/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Anteo Diagnostics opt sep10,ADOO,0.003,0.2,200.00,,,,,,,,
Payce Cons,PAY,1.50,78,108.30,,,,,,,,
Anteo Diagnostics,ADO,0.01,0.3,42.86,,,,,,,,
M2M Corp,MCL,0.004,0.1,33.33,,,,,,,,
bioMD Ltd,BOD,0.05,1,25.00,,,,,,,,
Razor Risk Tech,RZR,0.045,0.9,25.00,,,,,,,,
RTL Corp Ltd,RTL,0.027,0.5,22.73,,,,,,,,
Strategic Pooled,SPD,0.135,2.5,22.73,,,,,,,,
Essa Aust,ESS,0.26,4.5,20.93,,,,,,,,
Benitec Ltd opt apr14,BLTO,0.012,0.2,20.00,,,,,,,,
Viento Grp Ltd,VIE,0.13,2,18.18,,,,,,,,
NewSat Ltd,NWT,0.007,0.1,16.67,,,,,,,,
Legacy Iron Ore,LCY,0.18,2.5,16.13,,,,,,,,
Westoz Inv Ltd opt jun12,WICO,0.18,2.5,16.13,,,,,,,,
Magellan Fin Grp opt jun16,MFGOC,0.081,1.1,15.71,,,,,,,,
Eastland Medical opt may11,EMSO,0.015,0.2,15.38,,,,,,,,
Verus Invest,VIL,0.045,0.6,15.38,,,,,,,,
Hostech Ltd,HTC,0.023,0.3,15.00,,,,,,,,
WAG Ltd,WAG,0.008,0.1,14.29,,,,,,,,
Structural Monitor cdi,SMN,0.025,0.3,13.64,,,,,,,,
Cape Range Ltd,CAG,0.009,0.1,12.50,,,,,,,,
JV Global Ltd,JVG,0.009,0.1,12.50,,,,,,,,
Xceed Capital Ltd,XCD,0.018,0.2,12.50,,,,,,,,
Prime Financial,PFG,0.28,3,12.00,,,,,,,,
TPL Corp Ltd,TPL,0.028,0.3,12.00,,,,,,,,
Atcor Medical,ACG,0.20,2,11.11,,,,,,,,
Verus Invest opt jun10,VILO,0.01,0.1,11.11,,,,,,,,
PTB Grp Ltd,PTB,0.255,2.5,10.87,,,,,,,,
Progen Pharmaceutic,PGL,0.59,5.5,10.28,,,,,,,,
Celtex Ltd,CXE,0.011,0.1,10.00,,,,,,,,
E-Com Multi Ltd,ECE,0.011,0.1,10.00,,,,,,,,
Netcomm Ltd,NTC,0.275,2.5,10.00,,,,,,,,
Ipernica Ltd,IPR,0.17,1.5,9.68,,,,,,,,
Katana Capital,KAT,0.80,7,9.59,,,,,,,,
My Net Fone Ltd,MNF,0.095,0.8,9.20,,,,,,,,
Aeris Environmental,AEI,0.12,1,9.09,,,,,,,,
Tooth & Co,TTH,0.012,0.1,9.09,,,,,,,,
Becton Prop Grp 9.5% cn10,BECG,0.56,4.6,8.95,,,,,,,,
Aust Leaders opt nov10,ALFO,0.049,0.4,8.89,,,,,,,,
Prime Retirement unt,PTN,0.13,1,8.33,,,,,,,,
Viridis Clean stpld,VIR,0.20,1.5,8.11,,,,,,,,
Eneabba Gas Ltd,ENB,0.27,2,8.00,,,,,,,,
Zicom Grp Ltd,ZGL,0.275,2,7.84,,,,,,,,
Black Ridge Min,BRD,0.014,0.1,7.69,,,,,,,,
Prima BioMed Ltd opt dec11,PRRO,0.145,1,7.41,,,,,,,,
Sino Strategic Intl,SSI,0.585,4,7.34,,,,,,,,
HFA Hldgs Ltd,HFA,0.295,2,7.27,,,,,,,,
Acuvax Ltd,ACU,0.015,0.1,7.14,,,,,,,,
