Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4350.7 at 16:37 7/6/2010  Report at 19:05 Monday 7/6/2010. Processed 19:53 Monday 7/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Robe Aust Ltd,ROB,0.01,0.4,66.67,,,,,,,,
Admerex Ltd,ADL,0.006,0.2,50.00,,,,,,,,
Redflex Hldgs,RDF,2.15,61.5,40.07,,,,,,,,
Razor Risk Tech,RZR,0.025,0.5,25.00,,,,,,,,
Panorama Synergy,PSY,0.12,2,20.00,,,,,,,,
Select Vaccines,SLT,0.006,0.1,20.00,,,,,,,,
Cyclopharm Ltd,CYC,0.10,1.5,17.65,,,,,,,,
Grandbridge Ltd,GBA,0.16,2,14.29,,,,,,,,
Jumbuck Entertain,JMB,0.225,2.5,12.50,,,,,,,,
Ecsi Ltd,ECS,0.02,0.2,11.11,,,,,,,,
Living & Leisure Grp stp,LLA,0.02,0.2,11.11,,,,,,,,
Comops Ltd,COM,0.055,0.5,10.00,,,,,,,,
Landmark White,LMW,0.395,3.5,9.72,,,,,,,,
Austal Ltd,ASB,2.35,19,8.80,,,,,,,,
Electrometals Tech,EMM,0.013,0.1,8.33,,,,,,,,
Macq Fortress frn aug35,MFNHA,0.17,1.3,8.28,,,,,,,,
Living Cell Tech,LCT,0.27,2,8.00,,,,,,,,
Mission Newenergy,MBT,0.28,2,7.69,,,,,,,,
Keybridge Capital,KBC,0.10,0.7,7.53,,,,,,,,
Mint Wireless,MNW,0.03,0.2,7.14,,,,,,,,
SCV Grp Ltd,SCV,0.015,0.1,7.14,,,,,,,,
Thomas & Coffey,THO,0.32,2,6.67,,,,,,,,
BPH Corp Ltd,BPH,0.066,0.4,6.45,,,,,,,,
Powerlan Ltd,PWR,0.035,0.2,6.06,,,,,,,,
RCG Corp Ltd,RCG,0.525,3,6.06,,,,,,,,
Vision Grp Hldgs,VGH,0.375,2,5.63,,,,,,,,
Lindsay Aust,LAU,0.19,1,5.56,,,,,,,,
Smarttrans Hldgs,SMA,0.02,0.1,5.26,,,,,,,,
Nexbis Ltd,NBS,0.082,0.4,5.13,,,,,,,,
AHC Ltd,AHC,2.10,10,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Mining Projects,MPJ,0.002,0.1,100.00,,,,,,,,
Riviera Res opt dec14,RVEO,0.10,3,42.86,,,,,,,,
Advance Energy,AVD,0.02,0.4,25.00,,,,,,,,
Chrysalis Res,CYS,0.16,3,23.08,,,,,,,,
Uranium Explore,UXA,0.043,0.8,22.86,,,,,,,,
EMU Nickel NL,EMU,0.135,2.5,22.73,,,,,,,,
Lodestar Min,LSR,0.095,1.6,20.25,,,,,,,,
Sinovus Min Ltd,SNV,0.02,0.3,17.65,,,,,,,,
MEC Res,MMR,0.43,6,16.22,,,,,,,,
Tri Origin Min,TRO,0.08,1.1,15.94,,,,,,,,
Austin Explore opt nov11,AKKO,0.008,0.1,14.29,,,,,,,,
General Min Corp,GMM,0.12,1.5,14.29,,,,,,,,
Sirius Res NL,SIR,0.008,0.1,14.29,,,,,,,,
North Aust Ltd,NAD,0.034,0.4,13.33,,,,,,,,
Green Rock Energy,GRK,0.02,0.2,11.11,,,,,,,,
Jameson Res,JAL,0.05,0.5,11.11,,,,,,,,
United Orogen,UOG,0.03,0.3,11.11,,,,,,,,
Geopacific Res,GPR,0.72,7,10.77,,,,,,,,
Western Plains Res,WPG,0.58,5.5,10.48,,,,,,,,
