Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4513.9 at 16:41 27/7/2010  Report at 19:05 Tuesday 27/7/2010. Processed 19:13 Tuesday 27/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Mariner Corp Ltd,MCX,0.004,0.2,100.00,,,,,,,,
WAM Active Ltd opt apr11,WAAO,0.03,1.5,100.00,,,,,,,,
Vision Grp Hldgs,VGH,0.30,11.5,62.16,,,,,,,,
Byte Power Grp,BPG,0.003,0.1,50.00,,,,,,,,
Monteray Grp,MRY,0.011,0.3,37.50,,,,,,,,
Medigard Ltd,MGZ,0.12,3,33.33,,,,,,,,
Verus Invest,VIL,0.025,0.6,31.58,,,,,,,,
Datadot Tech,DDT,0.036,0.8,28.57,,,,,,,,
Sino Strategic Intl,SSI,0.26,5,23.81,,,,,,,,
Carbon Conscious,CCF,0.105,2,23.53,,,,,,,,
NeuroDiscovery,NDL,0.037,0.7,23.33,,,,,,,,
BioProspect Ltd,BPO,0.016,0.3,23.08,,,,,,,,
Farmworks Aust,FWA,0.165,3,22.22,,,,,,,,
RER Grp Ltd opt dec10,RGDO,0.12,2,20.00,,,,,,,,
TMA Grp Comp,TMA,0.25,4,19.05,,,,,,,,
Steamships Trading,SST,22.00,340,18.28,,,,,,,,
China West Hldgs,CWH,0.20,3,17.65,,,,,,,,
Adultshop Com,ASC,0.014,0.2,16.67,,,,,,,,
National Leisure,NLG,0.007,0.1,16.67,,,,,,,,
Two Way Ltd,TTV,0.035,0.5,16.67,,,,,,,,
Senetas Corp,SEN,0.044,0.6,15.79,,,,,,,,
GoConnect Ltd,GCN,0.071,0.9,14.52,,,,,,,,
Lindsay Aust,LAU,0.20,2.5,14.29,,,,,,,,
Centro Prop stp,CNP,0.17,2,13.33,,,,,,,,
BKM Management,BKM,0.009,0.1,12.50,,,,,,,,
Intermoco Ltd,INT,0.009,0.1,12.50,,,,,,,,
Nomad Bld,NOD,0.18,2,12.50,,,,,,,,
Resonance Health,RHT,0.018,0.2,12.50,,,,,,,,
Stirling Products,STI,0.009,0.1,12.50,,,,,,,,
Medical Corp,MOD,0.019,0.2,11.76,,,,,,,,
Adacel Tech,ADA,0.335,3.5,11.67,,,,,,,,
Multiplex Prime Ppty ctg,MAFCB,0.78,8,11.43,,,,,,,,
Adv Braking Tech,ABV,0.02,0.2,11.11,,,,,,,,
Medivac Ltd,MDV,0.01,0.1,11.11,,,,,,,,
Allied Brands Ltd,ABQ,0.043,0.4,10.26,,,,,,,,
Karmelsonix Ltd,KSX,0.022,0.2,10.00,,,,,,,,
Equities & Freehldgss,EQF,0.23,2,9.52,,,,,,,,
Investorfirst Ltd,INQ,0.06,0.5,9.09,,,,,,,,
Quest Min Ltd,QNL,0.038,0.3,8.57,,,,,,,,
Neptune Marine,NMS,0.26,2,8.33,,,,,,,,
Alchemia Ltd,ACL,0.46,3.5,8.24,,,,,,,,
Rubik Financial,RFL,0.055,0.4,7.84,,,,,,,,
Vita Grp Ltd,VTG,0.275,2,7.84,,,,,,,,
ASF Grp Ltd,AFA,0.14,1,7.69,,,,,,,,
Astra Capital Ltd,AKR,0.70,5,7.69,,,,,,,,
CathRx Ltd,CXD,0.21,1.5,7.69,,,,,,,,
Objective Corp,OCL,0.35,2.5,7.69,,,,,,,,
Souls Private Equity opt feb15,SOEOA,0.015,0.1,7.14,,,,,,,,
Hot Rock Ltd,HRL,0.08,0.5,6.67,,,,,,,,
Pulse Health Ltd,PHG,0.048,0.3,6.67,,,,,,,,
Valad Prop forus,VPG,0.097,0.6,6.59,,,,,,,,
Contango Capital,CCQ,0.72,4,5.88,,,,,,,,
Health Corp,HEA,0.018,0.1,5.88,,,,,,,,
Quay Magnesium,QMG,0.018,0.1,5.88,,,,,,,,
Brierty Ltd,BYL,0.275,1.5,5.77,,,,,,,,
Ruralco Hldgs,RHL,2.85,15,5.56,,,,,,,,
TPL Corp Ltd,TPL,0.019,0.1,5.56,,,,,,,,
Argus Solutions,ASV,0.058,0.3,5.45,,,,,,,,
ING RE Com stp,ILF,0.059,0.3,5.36,,,,,,,,
MINING RISES,,,,,,,,,,,,
Rialto Energy opt jun11,RIAO,0.07,2,40.00,,,,,,,,
White Cliff Nickel opt jun11,WCNO,0.012,0.3,33.33,,,,,,,,
Jameson Res,JAL,0.057,1.4,32.56,,,,,,,,
Venus Metals Cor,VMC,0.83,18,27.69,,,,,,,,
Proto Resource & opt dec13,PRWOA,0.005,0.1,25.00,,,,,,,,
Yellow Rock,YRR,0.025,0.5,25.00,,,,,,,,
Energia Min Ltd,EMX,0.13,2.5,23.81,,,,,,,,
Carnavale Res opt feb13,CAVO,0.055,1,22.22,,,,,,,,
Deep Yellow Ltd,DYL,0.22,4,22.22,,,,,,,,
Fall River Res cdi,FRV,0.024,0.4,20.00,,,,,,,,
Somerton Energy,SNE,0.006,0.1,20.00,,,,,,,,
Rum Jungle Uranium,RUM,0.054,0.8,17.39,,,,,,,,
Fairstar Res opt aug11,FASOA,0.035,0.5,16.67,,,,,,,,
Triton Gold Ltd opt dec13,TONO,0.035,0.5,16.67,,,,,,,,
United Uranium,UUL,0.11,1.5,15.79,,,,,,,,
Intermin Res,IRC,0.19,2.5,15.15,,,,,,,,
Arafura Resource,ARU,0.76,9.5,14.29,,,,,,,,
Kilgore Oil & Gas,KOG,0.008,0.1,14.29,,,,,,,,
Nuenergy Capital,NGY,0.12,1.5,14.29,,,,,,,,
Southerncross Gold,SXG,0.12,1.5,14.29,,,,,,,,
Wolf Min,WLF,0.40,5,14.29,,,,,,,,
Triton Gold Ltd,TON,0.105,1.3,14.13,,,,,,,,
Eagle Nickel Ltd,ENL,0.049,0.6,13.95,,,,,,,,
Mantle Min Corp,MNM,0.025,0.3,13.64,,,,,,,,
Resource Star Ltd,RSL,0.067,0.8,13.56,,,,,,,,
Syngas Ltd,SYS,0.017,0.2,13.33,,,,,,,,
Avanco Res Ltd,AVB,0.018,0.2,12.50,,,,,,,,
East Africa Res,EAF,0.135,1.5,12.50,,,,,,,,
Elemental Min opt jan12,ELMO,0.18,2,12.50,,,,,,,,
Luiri Gold Ltd cdi,LGM,0.23,2.5,12.20,,,,,,,,
Industrial Min,IDM,0.14,1.5,12.00,,,,,,,,
Mayan Iron Corp,MYN,0.19,2,11.76,,,,,,,,
Signature Metals,SBL,0.019,0.2,11.76,,,,,,,,
Ausgold Ltd opt mar13,AUCO,0.05,0.5,11.11,,,,,,,,
Blaze Intl,BLZ,0.01,0.1,11.11,,,,,,,,
Equatorial Coal,EQX,0.40,4,11.11,,,,,,,,
Green Rock Energy,GRK,0.02,0.2,11.11,,,,,,,,
Monto Min Ltd,MOO,0.01,0.1,11.11,,,,,,,,
Realm Res Ltd,RRP,0.10,1,11.11,,,,,,,,
3D Res Ltd,DDD,0.022,0.2,10.00,,,,,,,,
Falcon Min Ltd,FCN,0.165,1.5,10.00,,,,,,,,
Terrain Min,TMX,0.033,0.3,10.00,,,,,,,,
Sthn Hem Min cdi,SUH,0.395,3.5,9.72,,,,,,,,
Minotaur Explore,MEP,0.23,2,9.52,,,,,,,,
Tasman Res Ltd,TAS,0.115,1,9.52,,,,,,,,
Kings Min NL,KMN,0.083,0.7,9.21,,,,,,,,
Pelican Res,PEL,0.12,1,9.09,,,,,,,,
Forte Energy NL,FTE,0.086,0.7,8.86,,,,,,,,
A-Cap Res,ACB,0.37,3,8.82,,,,,,,,
Centrex Metals,CXM,0.39,3,8.33,,,,,,,,
Liberty Resource,LBY,0.052,0.4,8.33,,,,,,,,
Padbury Min Ltd,PDY,0.013,0.1,8.33,,,,,,,,
Uramet Min,URM,0.065,0.5,8.33,,,,,,,,
Range Res Ltd opt dec11,RRSO,0.054,0.4,8.00,,,,,,,,
Austin Explore,AKK,0.041,0.3,7.89,,,,,,,,
Bass Strait Oil Co,BAS,0.029,0.2,7.41,,,,,,,,
Global Pet,GBP,0.145,1,7.41,,,,,,,,
Metals X Ltd,MLX,0.145,1,7.41,,,,,,,,
MIL Res,MGK,0.029,0.2,7.41,,,,,,,,
Malachite Res,MAR,0.044,0.3,7.32,,,,,,,,
Trafford Res,TRF,0.52,3.5,7.22,,,,,,,,
Guildford Coal,GUF,0.225,1.5,7.14,,,,,,,,
Iron Road Ltd opt sep10,IRDO,0.30,2,7.14,,,,,,,,
Oil Basins Ltd,OBL,0.045,0.3,7.14,,,,,,,,
NGM Res Ltd,NGM,0.155,1,6.90,,,,,,,,
Cauldron Energy,CXU,0.235,1.5,6.82,,,,,,,,
Pike River Coal,PRC,0.79,5,6.76,,,,,,,,
Artemis Res,ARV,0.048,0.3,6.67,,,,,,,,
Augur Res Ltd,AUK,0.16,1,6.67,,,,,,,,
Mintails Ltd,MLI,0.016,0.1,6.67,,,,,,,,
