Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4590.8 at 16:34 16/2/2010  Report at 19:05 Tuesday 16/2/2010. Processed 20:16 Tuesday 16/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Norfolk Grp rts 19feb,NFKR,0.018,1.3,260.00,,,,,,,,
SCV Grp Ltd,SCV,0.013,0.5,62.50,,,,,,,,
M2M Corp,MCL,0.003,0.1,50.00,,,,,,,,
Xtek Ltd,XTE,0.052,1.7,48.57,,,,,,,,
Robe Aust Ltd,ROB,0.01,0.2,25.00,,,,,,,,
Acuvax Ltd,ACU,0.016,0.3,23.08,,,,,,,,
Biosignal Ltd,BOS,0.022,0.4,22.22,,,,,,,,
Chemgenex Pharmac opt feb12,CXSOA,0.35,6,20.69,,,,,,,,
Freshtel Hldgs,FRE,0.006,0.1,20.00,,,,,,,,
Humanis Grp Ltd,HUM,0.03,0.5,20.00,,,,,,,,
Verus Invest opt jun10,VILO,0.012,0.2,20.00,,,,,,,,
Aspermont Ltd,ASP,0.155,2.5,19.23,,,,,,,,
Senetas Corp,SEN,0.056,0.9,19.15,,,,,,,,
Optiscan Imaging,OIL,0.075,1.1,17.19,,,,,,,,
Clever Com Aus,CVA,0.07,1,16.67,,,,,,,,
Corum Grp Ltd,COO,0.03,0.4,15.38,,,,,,,,
eBet Ltd,EBT,0.092,1.2,15.00,,,,,,,,
Consolidated Global,CGI,0.025,0.3,13.64,,,,,,,,
Antaria Ltd,ANO,0.042,0.5,13.51,,,,,,,,
Flat Glass Ind,FGI,0.28,3,12.00,,,,,,,,
Hostech Ltd,HTC,0.039,0.4,11.43,,,,,,,,
Cbio Ltd,CBZ,0.44,4.5,11.39,,,,,,,,
Orchid Capital,ORC,0.02,0.2,11.11,,,,,,,,
Pienets Ltd,PIE,0.01,0.1,11.11,,,,,,,,
Adultshop Com,ASC,0.011,0.1,10.00,,,,,,,,
RMG Ltd,RMG,0.011,0.1,10.00,,,,,,,,
Lindsay Aust,LAU,0.225,2,9.76,,,,,,,,
Arturus Capital,AKW,0.17,1.5,9.68,,,,,,,,
GBST Hldgs,GBT,0.995,8.5,9.34,,,,,,,,
Resourc & En Grp,REZ,0.18,1.5,9.09,,,,,,,,
Tissue Therapies,TIS,0.24,2,9.09,,,,,,,,
EFTEL Ltd,EFT,0.025,0.2,8.70,,,,,,,,
IFS Construct Ltd,IFS,0.063,0.5,8.62,,,,,,,,
MAX Tr unt,MXQ,0.063,0.5,8.62,,,,,,,,
Monadelphous Grp,MND,13.80,104,8.15,,,,,,,,
Tandou Ltd,TAN,0.34,2.5,7.94,,,,,,,,
Refresh Grp,RGP,0.07,0.5,7.69,,,,,,,,
Traffic Tech,TTI,0.044,0.3,7.32,,,,,,,,
Greencross Ltd,GXL,0.84,5.5,7.01,,,,,,,,
Orbital Corp Ltd,OEC,0.046,0.3,6.98,,,,,,,,
Seek Ltd,SEK,6.99,44,6.72,,,,,,,,
Centro Prop stpld,CNP,0.24,1.5,6.67,,,,,,,,
Centro Retail stpld,CER,0.16,1,6.67,,,,,,,,
Netcomm Ltd,NTC,0.24,1.5,6.67,,,,,,,,
Wasabi Energy Ltd,WAS,0.016,0.1,6.67,,,,,,,,
Xceed Capital Ltd,XCD,0.016,0.1,6.67,,,,,,,,
Nick Scali Ltd,NCK,1.49,9,6.43,,,,,,,,
Diploma Grp Ltd,DGX,0.50,3,6.38,,,,,,,,
Healthlinx Ltd,HTX,0.084,0.5,6.33,,,,,,,,
Westpac Banking,WBC,24.74,144,6.18,,,,,,,,
Pan Asia Corp Ltd,PZC,0.035,0.2,6.06,,,,,,,,
Sedgman Ltd,SDM,1.345,7.5,5.91,,,,,,,,
My Net Fone Ltd,MNF,0.09,0.5,5.88,,,,,,,,
Westoz Inv Ltd,WIC,1.08,6,5.88,,,,,,,,
Gale Pacific Ltd,GAP,0.185,1,5.71,,,,,,,,
ING Real Est Ente unt,IEF,0.185,1,5.71,,,,,,,,
Multiplex European unt,MUE,0.185,1,5.71,,,,,,,,
OneSteel Ltd,OST,3.40,18,5.59,,,,,,,,
Cell Aquaculture,CAQ,0.19,1,5.56,,,,,,,,
Metal Storm Ltd,MST,0.019,0.1,5.56,,,,,,,,
Virax Hldgs,VHL,0.096,0.5,5.49,,,,,,,,
Phylogica Ltd,PYC,0.097,0.5,5.43,,,,,,,,
Acrux Ltd,ACR,1.90,9.5,5.26,,,,,,,,
Hot Rock Ltd,HRL,0.10,0.5,5.26,,,,,,,,
Slater & Gordon,SGH,1.645,8,5.11,,,,,,,,
Cardia Bioplastics,CNN,0.021,0.1,5.00,,,,,,,,
Galileo Japan Tr unt,GJT,0.042,0.2,5.00,,,,,,,,
TPL Corp Ltd,TPL,0.021,0.1,5.00,,,,,,,,
Webfirm Grp Ltd,WFM,0.042,0.2,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Aust Mines Ltd,AUZ,0.002,0.1,100.00,,,,,,,,
Mining Projects,MPJ,0.002,0.1,100.00,,,,,,,,
Cityview Corp,CVI,0.003,0.1,50.00,,,,,,,,
Callabonna Uranium,CUU,0.016,0.5,45.45,,,,,,,,
Graynic Metals,GYN,0.06,1.5,33.33,,,,,,,,
Batavia Min opt jun12,BTVO,0.088,1.8,25.71,,,,,,,,
Uramet Min,URM,0.05,1,25.00,,,,,,,,
Exco Res Ltd,EXS,0.245,4.5,22.50,,,,,,,,
Global Gold Hld,GGH,0.06,1,20.00,,,,,,,,
Territory Res,TTY,0.18,3,20.00,,,,,,,,
Panax Geothermal opt dec11,PAXO,0.032,0.5,18.52,,,,,,,,
Blina Diamonds NL,BDI,0.013,0.2,18.18,,,,,,,,
Lonrho Min Ltd opt nov10,LOMOA,0.007,0.1,16.67,,,,,,,,
Greenearth Energy,GER,0.18,2.5,16.13,,,,,,,,
