Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4644.1 at 16:39 4/2/2010  Report at 19:05 Thursday 4/2/2010. Processed 19:21 Thursday 4/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
AFT Corp,AFT,0.002,0.1,100.00,,,,,,,,
Datamotion Asia,DMN,0.003,0.1,50.00,,,,,,,,
Compass Hotel Grp stpld,CXH,0.025,0.8,47.06,,,,,,,,
Synergy Plus Ltd,SNR,0.05,1.3,35.14,,,,,,,,
Paragon Care Ltd opt may12,PGCOA,0.01,0.2,25.00,,,,,,,,
Enviromission Ltd,EVM,0.06,1,20.00,,,,,,,,
NewSat Ltd,NWT,0.006,0.1,20.00,,,,,,,,
Skywest Airlines cdi 1:1,SXR,0.30,5,20.00,,,,,,,,
Holista Colltech,HCT,0.19,3,18.75,,,,,,,,
ICSGlobal Ltd,ICS,0.026,0.4,18.18,,,,,,,,
Empired Ltd,EPD,0.135,2,17.39,,,,,,,,
Aust Leaders opt nov10,ALFO,0.041,0.6,17.14,,,,,,,,
DKN Financial Grp,DKN,0.83,10.5,14.48,,,,,,,,
Anteo Diagnostics,ADO,0.048,0.6,14.29,,,,,,,,
Anteo Diagnostics  opt sep10,ADOO,0.032,0.4,14.29,,,,,,,,
RHG Ltd,RHG,0.64,7.5,13.27,,,,,,,,
Arafura Pearls,APB,0.045,0.5,12.50,,,,,,,,
Robe Aust Ltd,ROB,0.009,0.1,12.50,,,,,,,,
Gale Pacific Ltd,GAP,0.185,2,12.12,,,,,,,,
Arturus Capital,AKW,0.19,2,11.76,,,,,,,,
Viralytics Ltd,VLA,0.059,0.6,11.32,,,,,,,,
iiNet Ltd,IIN,2.20,22,11.11,,,,,,,,
Pienets Ltd,PIE,0.01,0.1,11.11,,,,,,,,
Homeloans Ltd,HOM,0.62,6,10.71,,,,,,,,
Adultshop Com,ASC,0.011,0.1,10.00,,,,,,,,
ARK Fund Ltd (The),ARJ,0.44,4,10.00,,,,,,,,
Savcor Grp Ltd,SAV,0.115,1,9.52,,,,,,,,
Challenger Winetr unt,CWT,0.295,2.5,9.26,,,,,,,,
Webfirm Grp Ltd,WFM,0.036,0.3,9.09,,,,,,,,
Aust Education unt,AEU,0.52,4,8.33,,,,,,,,
Integrated Res,IRG,0.014,0.1,7.69,,,,,,,,
Netcomm Ltd,NTC,0.22,1.5,7.32,,,,,,,,
Cougar Energy,CXY,0.105,0.7,7.14,,,,,,,,
Prana Biotech,PBT,0.15,1,7.14,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.03,0.2,7.14,,,,,,,,
Forge Grp Ltd,FGE,2.35,15,6.82,,,,,,,,
Vision Grp Hldgs,VGH,0.88,5.5,6.67,,,,,,,,
Intermoco Ltd,INT,0.017,0.1,6.25,,,,,,,,
Xceed Capital Ltd,XCD,0.017,0.1,6.25,,,,,,,,
Tandou Ltd,TAN,0.35,2,6.06,,,,,,,,
Devine Ltd,DVN,0.44,2.5,6.02,,,,,,,,
Altium Ltd,ALU,0.265,1.5,6.00,,,,,,,,
Auto Tech Ltd,ATJ,0.053,0.3,6.00,,,,,,,,
Multiplex European unt,MUE,0.18,1,5.88,,,,,,,,
CathRx Ltd,CXD,0.37,2,5.71,,,,,,,,
Calliden Grp,CIX,0.285,1.5,5.56,,,,,,,,
Ezenet Ltd,EZE,0.038,0.2,5.56,,,,,,,,
Penrice Soda,PSH,0.95,5,5.56,,,,,,,,
Q Ltd,QXQ,0.095,0.5,5.56,,,,,,,,
Techniche Ltd,TCN,0.095,0.5,5.56,,,,,,,,
Pelorus Prop,PPI,0.195,1,5.41,,,,,,,,
Cervantes Corp,CVS,0.04,0.2,5.26,,,,,,,,
Eastland Medical,EMS,0.084,0.4,5.00,,,,,,,,
MINING RISES,,,,,,,,,,,,
Botswana Metals,BML,0.16,12.2,321.10,,,,,,,,
Tawana Res NL,TAW,0.018,0.8,80.00,,,,,,,,
Westralian Gas & Pwr opt oct11,WGPOA,0.008,0.3,60.00,,,,,,,,
Astro Res NL opt nov12,AROOB,0.004,0.1,33.33,,,,,,,,
Norseman Gold cdi 1:1,NGX,0.95,16,20.25,,,,,,,,
Kilgore Oil & Gas opt jun12,KOGO,0.006,0.1,20.00,,,,,,,,
Sabre Res,SBR,0.42,7,20.00,,,,,,,,
Global Nickel Invest,GNI,0.071,1.1,18.33,,,,,,,,
Ferrowest Ltd,FWL,0.135,2,17.39,,,,,,,,
Gold Anomaly Ltd opt jun12,GOAOA,0.021,0.3,16.67,,,,,,,,
King Solomon Mines,KSO,0.07,1,16.67,,,,,,,,
Latrobe Magnesium,LMG,0.014,0.2,16.67,,,,,,,,
Westralian Gas & Pwr,WGP,0.028,0.4,16.67,,,,,,,,
Global Nickel Invest opt jun12,GNIOA,0.024,0.3,14.29,,,,,,,,
Panax Geothermal opt dec11,PAXO,0.024,0.3,14.29,,,,,,,,
