Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4925.9 at 16:34 1/4/2010  Report at 17:16 Thursday 1/4/2010. Processed 17:59 Thursday 1/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Living Cell Tech opt dec10,LCTO,0.05,3,150.00,,,,,,,,
IM Medical Ltd,IMI,0.003,0.1,50.00,,,,,,,,
Cool or Cosy Ltd,COS,0.105,3,40.00,,,,,,,,
E-Com Multi Ltd,ECE,0.011,0.3,37.50,,,,,,,,
Dulhunty Power,DUL,0.044,0.9,25.71,,,,,,,,
Verus Invest opt jun10,VILO,0.005,0.1,25.00,,,,,,,,
Quest Min Ltd,QNL,0.083,1.6,23.88,,,,,,,,
Pac Environment,PEH,0.22,4,22.22,,,,,,,,
Panorama Synergy,PSY,0.40,7,21.21,,,,,,,,
China West Hldgs,CWH,0.12,2,20.00,,,,,,,,
ECO Quest,ECQ,0.12,2,20.00,,,,,,,,
PTB Grp Ltd,PTB,0.24,4,20.00,,,,,,,,
CTI Logistics,CLX,1.10,17.5,18.92,,,,,,,,
AWH Corp Ltd,AWL,0.007,0.1,16.67,,,,,,,,
Incitive Ltd,ICV,0.007,0.1,16.67,,,,,,,,
IFS Construct Ltd,IFS,0.08,1.1,15.94,,,,,,,,
Early Learning Serv,ELY,0.55,7,14.58,,,,,,,,
Konekt Ltd,KKT,0.16,2,14.29,,,,,,,,
PharmAust Ltd,PAA,0.057,0.7,14.00,,,,,,,,
McMillan Shakespeare,MMS,3.87,46,13.49,,,,,,,,
National Leisure,NLG,0.018,0.2,12.50,,,,,,,,
Centrepoint Alliance,CAF,0.14,1.5,12.00,,,,,,,,
Resourc & En Grp,REZ,0.14,1.5,12.00,,,,,,,,
Farmworks Aust,FWA,0.235,2.5,11.90,,,,,,,,
RTL Corp Ltd,RTL,0.038,0.4,11.76,,,,,,,,
Genetic Tech,GTG,0.039,0.4,11.43,,,,,,,,
Helicon Grp,HCG,0.03,0.3,11.11,,,,,,,,
Hostech Ltd,HTC,0.04,0.4,11.11,,,,,,,,
IPGA Ltd,IPP,0.31,3,10.71,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.032,0.3,10.34,,,,,,,,
Cardia Bioplastics,CNN,0.022,0.2,10.00,,,,,,,,
Clean Teq Hldgs,CLQ,0.33,3,10.00,,,,,,,,
Engin Ltd,ENG,0.55,5,10.00,,,,,,,,
