Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4519.2 at 16:47 5/11/2009  Report at 19:05 Thursday 5/11/2009. Processed 19:34 Thursday 5/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Sun Biomedical rts12novd,SBNR,0.002,0.1,100.00,,,,,,,,
Analytica Ltd,ALT,0.058,2.6,81.25,,,,,,,,
Dragon Energy,DLE,0.21,6,40.00,,,,,,,,
TPL Corp Ltd,TPL,0.016,0.4,33.33,,,,,,,,
C @ Ltd,CEO,0.013,0.3,30.00,,,,,,,,
Ipernica Ltd,IPR,0.14,3,27.27,,,,,,,,
Probiomics Ltd,PCC,0.014,0.3,27.27,,,,,,,,
Cockatoo Ridge Wines,CKR,0.005,0.1,25.00,,,,,,,,
Corum Grp Ltd,COO,0.03,0.6,25.00,,,,,,,,
M2M Corp,MCL,0.005,0.1,25.00
Wentworth Hldgs,WWM,0.10,2,25.00
Gage Roads Brewing,GRB,0.099,1.7,20.73
Capitol Health rts 06nov,CAJR,0.006,0.1,20.00
Cardia Bioplastics opt jun11,CNNO,0.006,0.1,20.00
ETT Ltd fpo nz,ETT,0.006,0.1,20.00
Quantum Energy,QTM,0.18,3,20.00
RTL Corp Ltd,RTL,0.006,0.1,20.00
Verus Invest opt jun10,VILO,0.006,0.1,20.00
Transurban stpld,TCL,5.24,85,19.36
Enviromission Ltd,EVM,0.095,1.5,18.75
Mark Sensing,MPI,0.026,0.4,18.18
Panorama Synergy,PSY,0.33,5,17.86
Matrixview Ltd cdi,MVU,0.02,0.3,17.65
MAX Tr unt,MXQ,0.069,1,16.95
MobileActive Ltd,MBA,0.029,0.4,16.00
Dyesol Ltd,DYE,0.97,13,15.48
Verus Invest,VIL,0.023,0.3,15.00
Media Grp Int Ltd,MUI,0.024,0.3,14.29
Halcygen Pharma,HGN,0.42,5,13.51
Medical Develop,MVP,0.175,2,12.90
Adultshop Com,ASC,0.009,0.1,12.50
Select Vaccines,SLT,0.009,0.1,12.50
Neptune Marine opt dec10,NMSO,0.57,5.5,10.68
Immuron Ltd,IMC,0.076,0.7,10.14
Apollo Cons,AOP,0.011,0.1,10.00
Brain Resource,BRC,0.275,2.5,10.00
Hostech Ltd,HTC,0.022,0.2,10.00
Medivac Ltd,MDV,0.011,0.1,10.00
Mission Newenergy,MBT,0.28,2.5,9.80
Pulse Health Ltd,PHG,0.092,0.8,9.52
Biopharmica Ltd,BPH,0.175,1.5,9.37
Maxitrans Ind,MXI,0.445,3.5,8.54
Labtech Systems,LBT,0.13,1,8.33
Mesoblast Ltd,MSB,1.19,9,8.18
Safety Medical,SFP,0.04,0.3,8.11
RNY Prop Tr unt,RNY,0.135,1,8.00
Solco Ltd,SOO,0.135,1,8.00
BioProspect Ltd,BPO,0.041,0.3,7.89
Advanced Magnesium,ANM,0.056,0.4,7.69
Cardia Bioplastics,CNN,0.028,0.2,7.69
Quickflix Ltd,QFX,0.07,0.5,7.69
Undercoverwear,UCW,0.29,2,7.41
Talent2 Internation,TWO,1.55,10.5,7.27
Quickstep Hldgs,QHL,0.52,3.5,7.22
Style Ltd,SYP,0.046,0.3,6.98
Hot Rock Ltd,HRL,0.16,1,6.67
Luminus Systems,LSL,0.016,0.1,6.67
Metal Storm Ltd,MST,0.032,0.2,6.67
Savcor Grp Ltd,SAV,0.17,1,6.25
Hexima Ltd,HXL,0.60,3.5,6.19
Coventry Res,CVY,0.265,1.5,6.00
Babcock & Br Pwr stp,BBP,0.072,0.4,5.88
Ainsworth Game Tech,AGI,0.19,1,5.56
Boart Longyear,BLY,0.285,1.5,5.56
Galileo Japan Tr unt,GJT,0.057,0.3,5.56
GEO Prop Grp stpld,GPM,0.19,1,5.56
PMP Ltd,PMP,0.665,3.5,5.56
Living Cell Tech,LCT,0.295,1.5,5.36
Vita Grp Ltd,VTG,0.295,1.5,5.36
OBJ Ltd opt dec10,OBJO,0.02,0.1,5.26
WHL Energy Ltd,WHN,0.082,0.4,5.13
Aust Power,APK,0.31,1.5,5.08
Capral Ltd,CAA,0.042,0.2,5.00
Quay Magnesium,QMG,0.021,0.1,5.00
MINING RISES,,,,
Rocklands Rich opt nov09,RCIO,0.085,5.5,183.30
Mining Projects opt jul14,MPJOA,0.002,0.1,100.00
Terrain Min opt jul10,TMXO,0.008,0.4,100.00
Washington Res opt dec13,WRLO,0.04,2,100.00
Ausquest Ltd opt nov09,AQDOA,0.003,0.1,50.00
Sth Boulder Mines,STB,0.27,7,35.00
WCP Res Ltd opt jun10,WCPO,0.105,2.5,31.25
WCP Res Ltd ,WCP,0.15,3.5,30.43
Royal Res rts 05nov,ROYR,0.125,2.8,28.87
Saracen Min opt jun13,SARO,0.17,3.5,25.93
Cluff Res,CFR,0.005,0.1,25.00
Nex Metals Explor,NME,0.26,5,23.81
Range Res Ltd opt dec11,RRSO,0.016,0.3,23.08
Curnamona Energy,CUY,0.50,8.5,20.48
Dragon Mountain Gold,DMG,0.18,3,20.00
Washington Res,WRL,0.12,2,20.00
Advance Energy,AVD,0.095,1.5,18.75
Convergent Min,CVG,0.14,2,16.67
Black Fire Energy,BFE,0.11,1.5,15.79
Terrain Min,TMX,0.068,0.9,15.25
Centaurus Res,CUR,0.31,4,14.81
Rocklands Rich,RCI,0.39,5,14.71
Kilgore Oil & Gas,KOG,0.04,0.5,14.29
Synergy Metals,SML,0.016,0.2,14.29
Matsa Res,MAT,0.26,3,13.04
Bass Metals Ltd,BSM,0.30,3,11.11
Magna Min NL,MAN,0.01,0.1,11.11
Midas Res rts 06nov,MDSR,0.02,0.2,11.11
Centrex Metals,CXM,0.71,7,10.94
Dynasty Metals,DMA,0.255,2.5,10.87
European Gas,EPG,0.16,1.5,10.34
Blina Diamonds NL,BDI,0.011,0.1,10.00
NGM Res Ltd,NGM,0.165,1.5,10.00
Samson Oil & Gas,SSN,0.011,0.1,10.00
Torrens Energy,TEY,0.33,3,10.00
Triton Gold Ltd opt dec13,TONO,0.055,0.5,10.00
Bass Strait Oil Co,BAS,0.034,0.3,9.68
Central Asia Res,CVR,0.06,0.5,9.09
Cobar Cons,CCU,0.24,2,9.09
Fission Energy,FIS,0.12,1,9.09
Latrobe Magnesium,LMG,0.012,0.1,9.09
Quantum Res,QUR,0.024,0.2,9.09
Redbank Copper,RCP,0.012,0.1,9.09
Stirling Products,STI,0.012,0.1,9.09
Havilah Res NL,HAV,0.62,5,8.77
Callabonna Uranium,CUU,0.025,0.2,8.70
Hodges Res,HDG,0.125,1,8.70
Paramount Min,PCP,0.088,0.7,8.64
Avanco Res Ltd,AVB,0.038,0.3,8.57
Norseman Gold cdi 1:1,NGX,1.02,8,8.51
Ramelius Res,RMS,0.45,3.5,8.43
Bowen Energy Ltd,BWN,0.13,1,8.33
Peak Res,PEK,0.13,1,8.33
Venus Res,VNS,0.40,3,8.11
Atlantic Gold NL opt jan11,ATVOA,0.027,0.2,8.00
Eleckra Mines,EKM,0.14,1,7.69
Marmota Energy,MEU,0.14,1,7.69
North Aust Ltd,NAD,0.056,0.4,7.69
Northern Min,NMI,0.14,1,7.69
Allied Gold Ltd,ALD,0.425,3,7.59
Chalice Gold Mines,CHN,0.50,3.5,7.53
Lincoln Min opt jun10,LMLO,0.075,0.5,7.14
White Canyon Uranium opt jan10,WCUO,0.03,0.2,7.14
Coal FE Res,CES,0.032,0.2,6.67
Intec Ltd,INL,0.016,0.1,6.67
Bandanna Energy,BND,0.49,3,6.52
REY Res Ltd,REY,0.245,1.5,6.52
Copper Range Ltd,CRJ,0.033,0.2,6.45
Lodestone Energy,LOD,0.165,1,6.45
Echo Res,EAR,0.05,0.3,6.38
Aura Energy,AEE,0.17,1,6.25
DMC Min Ltd,DMM,0.255,1.5,6.25
Enterprise Metals,ENT,0.425,2.5,6.25
Paradigm Metals,PDM,0.069,0.4,6.15
Planet Gas Ltd,PGS,0.175,1,6.06
NEW Standard Energy,NSE,0.071,0.4,5.97
Golden Gate Pet opt aug12,GGPO,0.018,0.1,5.88
Magnetic Res,MAU,0.18,1,5.88
Prairie Downs Metals,PDZ,0.18,1,5.88
Talisman Min opt dec10,TLMO,0.73,4,5.80
Silver Swan Grp,SWN,0.55,3,5.77
Extract Res,EXT,8.06,43,5.64
Iron Road Ltd,IRD,0.57,3,5.56
Jupiter Energy opt jun10,JPROA,0.019,0.1,5.56
Greenland Min En,GGG,0.385,2,5.48
Helix Res opt may11,HLXOA,0.042,0.2,5.00
IMX Res Ltd,IXR,0.315,1.5,5.00
Solimar Energy,SGY,0.084,0.4,5.00
Target Energy,TEX,0.042,0.2,5.00
INDUSTRIAL FALLS,,,,
Geodynamics Ltd opt dec09,GDYO,0.003,-0.4,-57.14
Transol Corp opt may11,TNCOA,0.001,-0.1,-50.00
Auto Tech Ltd,ATJ,0.04,-2.3,-36.51
Virax Hldgs cn dec09,VHLG,0.10,-4,-28.57
Helicon Grp,HCG,0.045,-1.5,-25.00
Holista Colltech,HCT,0.13,-4,-23.53
Millepede Intl,MPD,0.011,-0.3,-21.43
Alpha Financial Prod ser1frn12,AFPHA,13.50,-350,-20.59
Brisconnection Tr ctg,BCSCB,0.13,-3,-18.75
Cyclopharm Ltd,CYC,0.11,-2.5,-18.52
Amcom Telecomm opt dec09,AMMO,0.041,-0.9,-18.00
China Steel,CNH,0.115,-2.5,-17.86
Mooter Media Ltd,MMZ,0.005,-0.1,-16.67
Orchid Capital,ORC,0.01,-0.2,-16.67
Techniche Ltd,TCN,0.076,-1.4,-15.56
Cape Range Wireless,CAG,0.011,-0.2,-15.38
Freedom Eye Ltd,FYI,0.006,-0.1,-14.29
Prime Retirement unt,PTN,0.125,-2,-13.79
Viralytics Ltd opt jun10,VLAO,0.013,-0.2,-13.33
Monteray Grp,MRY,0.022,-0.3,-12.00
CBD Energy Ltd,CBD,0.155,-2,-11.43
Longreach Grp,LRG,0.035,-0.4,-10.26
Empired Ltd,EPD,0.135,-1.5,-10.00
Essa Aust,ESS,0.37,-4,-9.76
Integrated Research,IRI,0.425,-4.5,-9.57
Biodiem Ltd,BDM,0.19,-2,-9.52
HFA Hldgs Ltd,HFA,0.24,-2.5,-9.43
Novogen Ltd,NRT,0.545,-5.5,-9.17
Freshtel Hldgs,FRE,0.01,-0.1,-9.09
My Net Fone Ltd,MNF,0.10,-1,-9.09
Nexbis Ltd,NBS,0.20,-2,-9.09
Optiscan Imaging,OIL,0.10,-1,-9.09
Inventis Ltd,IVT,0.041,-0.4,-8.89
Clean Seas Tuna,CSS,0.265,-2.5,-8.62
PPK Grp Ltd,PPK,0.35,-3,-7.89
Eastland Medical,EMS,0.071,-0.6,-7.79
Computercorp Ltd,CZP,0.036,-0.3,-7.69
Questus Ltd,QSS,0.12,-1,-7.69
VDM Grp Ltd rts13novd,VMGR,0.06,-0.5,-7.69
Solagran Ltd,SLA,0.185,-1.5,-7.50
Iatia Ltd,IAT,0.013,-0.1,-7.14
Viralytics Ltd,VLA,0.026,-0.2,-7.14
Aust Education unt,AEU,0.465,-3.5,-7.00
Keybridge Capital,KBC,0.093,-0.7,-7.00
Intermoco Ltd,INT,0.014,-0.1,-6.67
National Leisure,NLG,0.028,-0.2,-6.67
Boom Logistics,BOL,0.495,-3.5,-6.60
Saferoads Hldgs,SRH,0.73,-5,-6.41
Actinogen Ltd,ACW,0.059,-0.4,-6.35
Aust Vintage Ltd,AVG,0.295,-2,-6.35
Real Estate Cap unt,RCU,0.15,-1,-6.25
Virgin Blue Hldgs,VBA,0.45,-3,-6.25
Beyond Intl,BYI,0.62,-4,-6.06
