Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4573.2 at 16:38 11/5/2010  Report at 19:05 Tuesday 11/5/2010. Processed 19:54 Tuesday 11/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Two Way Ltd,TTV,0.043,1.3,43.33,,,,,,,,
Bravura Solutions,BVA,0.16,4,33.33,,,,,,,,
WAM Active Ltd opt apr11,WAAO,0.02,0.5,33.33,,,,,,,,
AWH Corp Ltd,AWL,0.005,0.1,25.00,,,,,,,,
Chapmans Ltd,CHP,0.02,0.4,25.00,,,,,,,,
Ipernica Ltd,IPR,0.105,1.9,22.09,,,,,,,,
Adv Braking Tech,ABV,0.023,0.4,21.05,,,,,,,,
Resonance Health,RHT,0.023,0.4,21.05,,,,,,,,
Artist & Entertain,AEM,0.012,0.2,20.00,,,,,,,,
Montec Intl,MTI,0.006,0.1,20.00,,,,,,,,
Konekt Ltd,KKT,0.165,2.5,17.86,,,,,,,,
E-Pay Asia Ltd,EPY,0.20,3,17.65,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.014,0.2,16.67,,,,,,,,
Virax Hldgs,VHL,0.075,1,15.38,,,,,,,,
Giaconda Ltd,GIA,0.046,0.6,15.00,,,,,,,,
Mint Wireless,MNW,0.039,0.5,14.71,,,,,,,,
Anaeco Ltd,ANQ,0.205,2.5,13.89,,,,,,,,
Kip McGrath Edu Cntr,KME,0.33,4,13.79,,,,,,,,
Apollo Cons,AOP,0.009,0.1,12.50,,,,,,,,
Aust Leaders opt nov10,ALFO,0.018,0.2,12.50,,,,,,,,
Bone Medical Ltd,BNE,0.135,1.5,12.50,,,,,,,,
Netcomm Ltd,NTC,0.185,2,12.12,,,,,,,,
CBD Energy Ltd,CBD,0.14,1.5,12.00,,,,,,,,
Manaccom Corp Ltd,MNL,0.28,3,12.00,,,,,,,,
Cordlife Ltd,CBB,0.50,5,11.11,,,,,,,,
Intermoco Ltd,INT,0.01,0.1,11.11,,,,,,,,
WDS Ltd,WDS,0.50,5,11.11,,,,,,,,
India Equities Fund opt aug10,INEO,0.061,0.6,10.91,,,,,,,,
Village Roadshow 'a' pref,VRLPA,2.44,24,10.91,,,,,,,,
Pro Medicus Ltd   ,PME,0.62,6,10.71,,,,,,,,
Q Ltd,QXQ,0.074,0.7,10.45,,,,,,,,
Brierty Ltd,BYL,0.32,3,10.34,,,,,,,,
Quantum Energy,QTM,0.11,1,10.00,,,,,,,,
Carbon Conscious,CCF,0.115,1,9.52,,,,,,,,
Vita Life Sciences,VSC,0.23,2,9.52,,,,,,,,
Pac Environment,PEH,0.175,1.5,9.37,,,,,,,,
RER Grp Ltd,RGD,0.35,3,9.37,,,,,,,,
Brisbane Broncos,BBL,0.36,3,9.09,,,,,,,,
Probiomics Ltd,PCC,0.012,0.1,9.09,,,,,,,,
Nusep Ltd,NSP,0.245,2,8.89,,,,,,,,
Wattyl Ltd,WYL,0.80,6.5,8.84,,,,,,,,
MobileActive Ltd,MBA,0.037,0.3,8.82,,,,,,,,
Multiplex Acumen unt,MPF,0.089,0.7,8.54,,,,,,,,
EFTEL Ltd,EFT,0.013,0.1,8.33,,,,,,,,
Structural Monitor cdi,SMN,0.013,0.1,8.33,,,,,,,,
Cadence Capital,CDM,0.83,6,7.79,,,,,,,,
Colorpak Ltd,CKL,0.49,3.5,7.69,,,,,,,,
Ezenet Ltd,EZE,0.028,0.2,7.69,,,,,,,,
Advanced Magnesium,ANM,0.06,0.4,7.14,,,,,,,,
FSA Grp Ltd,FSA,0.375,2.5,7.14,,,,,,,,
Verus Invest,VIL,0.03,0.2,7.14,,,,,,,,
Warrnambool Cheese,WCB,3.60,24,7.14,,,,,,,,
Village Roadshow,VRL,2.35,15,6.82,,,,,,,,
TZ Ltd,TZL,0.55,3.5,6.80,,,,,,,,
Clinuvel Pharmaceut,CUV,0.24,1.5,6.67,,,,,,,,
E & A Ltd,EAL,0.32,2,6.67,,,,,,,,
IFS Construct Ltd,IFS,0.048,0.3,6.67,,,,,,,,
Blackmores Ltd,BKL,23.38,146,6.66,,,,,,,,
Genera Biosystems,GBI,0.65,4,6.56,,,,,,,,
Ellex Medical Lasers,ELX,0.17,1,6.25,,,,,,,,
Humanis Grp Ltd,HUM,0.017,0.1,6.25,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.017,0.1,6.25,,,,,,,,
Antisense Therapeutic,ANP,0.018,0.1,5.88,,,,,,,,
Kresta Hldgs,KRS,0.36,2,5.88,,,,,,,,
Lindsay Aust,LAU,0.19,1,5.56,,,,,,,,
ING RE Com stp,ILF,0.079,0.4,5.33,,,,,,,,
Asia Liver Trans,AJJ,0.10,0.5,5.26,,,,,,,,
Hyro Ltd,HYO,0.02,0.1,5.26,,,,,,,,
Sedgman Ltd,SDM,1.55,7.5,5.08,,,,,,,,
MINING RISES,,,,,,,,,,,,
Aust Mines Ltd,AUZ,0.002,0.1,100.00,,,,,,,,
Austral Africa Res,AAF,0.002,0.1,100.00,,,,,,,,
Manas Res Ltd opt sep11,MSRO,0.025,1,66.67,,,,,,,,
Astro Res NL opt nov12,AROOB,0.003,0.1,50.00,,,,,,,,
Range Res Ltd opt dec11,RRSO,0.025,0.7,38.89,,,,,,,,
Tawana Res NL,TAW,0.015,0.4,36.36,,,,,,,,
Sierra Min opt dec10,SRMO,0.02,0.5,33.33,,,,,,,,
Marion Energy,MAE,0.041,1,32.26,,,,,,,,
Northern Min,NMI,0.14,3,27.27,,,,,,,,
Alloy Res,AYR,0.038,0.8,26.67,,,,,,,,
Aust Min Min opt oct11,AKAO,0.025,0.5,25.00,,,,,,,,
Copper Range Ltd,CRJ,0.02,0.4,25.00,,,,,,,,
Range Res Ltd,RRS,0.075,1.5,25.00,,,,,,,,
Kilgore Oil & Gas,KOG,0.016,0.3,23.08,,,,,,,,
Territory Uranium,TUC,0.09,1.6,21.62,,,,,,,,
Augustus Min,AUJ,0.345,6,21.05,,,,,,,,
Lonrho Min Ltd opt nov10,LOMOA,0.006,0.1,20.00,,,,,,,,
