Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4402.6 at 16:39 9/6/2010  Report at 19:05 Wednesday 9/6/2010. Processed 19:53 Wednesday 9/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Benitec Ltd opt apr14,BLTO,0.037,2.4,184.60,,,,,,,,
TVN Corp Ltd,TVN,0.012,0.5,71.43,,,,,,,,
Marine Produce Aust,MPA,0.03,0.7,30.43,,,,,,,,
Frankland River,FLR,0.01,0.2,25.00,,,,,,,,
Nexbis Ltd,NBS,0.11,2.1,23.60,,,,,,,,
Prime Retirement unt,PTN,0.076,1.4,22.58,,,,,,,,
ASK Funding Ltd,AKF,0.25,4,19.05,,,,,,,,
Ecsi Ltd,ECS,0.026,0.4,18.18,,,,,,,,
Wallace Absolute,WAB,0.04,0.6,17.65,,,,,,,,
Money3 Corp,MNY,0.48,7,17.07,,,,,,,,
Paragon Care Ltd,PGC,0.032,0.4,14.29,,,,,,,,
Anteo Diagnostics opt sep10,ADOO,0.05,0.6,13.64,,,,,,,,
Mikoh Corp,MIK,0.078,0.9,13.04,,,,,,,,
Bone Medical Ltd,BNE,0.135,1.5,12.50,,,,,,,,
Brisbane Broncos,BBL,0.36,4,12.50,,,,,,,,
Imugene Ltd,IMU,0.045,0.5,12.50,,,,,,,,
MAX Tr unt,MXQ,0.045,0.5,12.50,,,,,,,,
National Leisure,NLG,0.009,0.1,12.50,,,,,,,,
Netcomm Ltd,NTC,0.27,3,12.50,,,,,,,,
Pac Enviromin,PEV,0.018,0.2,12.50,,,,,,,,
Style Ltd,SYP,0.018,0.2,12.50,,,,,,,,
Phosphagenics Ltd,POH,0.145,1.5,11.54,,,,,,,,
Adultshop Com,ASC,0.01,0.1,11.11,,,,,,,,
Media Grp Int Ltd,MUI,0.01,0.1,11.11,,,,,,,,
Advanced Magnesium,ANM,0.055,0.5,10.00,,,,,,,,
ECO Quest,ECQ,0.10,0.9,9.89,,,,,,,,
Advanced Engine,ACE,0.035,0.3,9.38,,,,,,,,
Panorama Synergy,PSY,0.13,1,8.33,,,,,,,,
K2 Asset Mgmt,KAM,0.54,4,8.00,,,,,,,,
Thomas & Coffey,THO,0.345,2.5,7.81,,,,,,,,
Calzada Ltd,CZD,0.029,0.2,7.41,,,,,,,,
Adacel Tech,ADA,0.45,3,7.14,,,,,,,,
Gale Pacific Ltd,GAP,0.15,1,7.14,,,,,,,,
RTL Corp Ltd,RTL,0.03,0.2,7.14,,,,,,,,
