Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4588.8 at 16:39 12/2/2010  Report at 19:05 Friday 12/2/2010. Processed 19:23 Friday 12/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Sun Biomedical,SBN,0.003,0.1,50.00,,,,,,,,
Byte Power Grp,BPG,0.008,0.2,33.33,,,,,,,,
Multi Channel,MUT,0.004,0.1,33.33,,,,,,,,
Rectifier Technolog,RFT,0.004,0.1,33.33,,,,,,,,
Telesso Tech Ltd,TEO,0.06,1.5,33.33,,,,,,,,
Blue Capital Ltd,BIV,0.029,0.7,31.82,,,,,,,,
ETT Ltd fpo nz,ETT,0.005,0.1,25.00,,,,,,,,
NewSat Ltd,NWT,0.005,0.1,25.00,,,,,,,,
Palamedia Ltd,PMX,0.005,0.1,25.00,,,,,,,,
Humanis Grp Ltd,HUM,0.021,0.4,23.53,,,,,,,,
Luminus Systems,LSL,0.016,0.3,23.08,,,,,,,,
Artist & Entertain,AEM,0.012,0.2,20.00,,,,,,,,
Biotron Ltd,BIT,0.105,1.5,16.67,,,,,,,,
Integrated Res,IRG,0.014,0.2,16.67,,,,,,,,
Montec Intl,MTI,0.007,0.1,16.67,,,,,,,,
Powerlan Ltd,PWR,0.07,1,16.67,,,,,,,,
TVN Corp Ltd,TVN,0.007,0.1,16.67,,,,,,,,
Auto Tech Ltd,ATJ,0.058,0.8,16.00,,,,,,,,
Hostech Ltd,HTC,0.037,0.5,15.62,,,,,,,,
E-Pay Asia Ltd,EPY,0.19,2.5,15.15,,,,,,,,
MAX Tr unt,MXQ,0.063,0.8,14.55,,,,,,,,
SCV Grp Ltd,SCV,0.008,0.1,14.29,,,,,,,,
Praemium Ltd,PPS,0.125,1.5,13.64,,,,,,,,
Astron Ltd,ATR,2.10,24,12.90,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.035,0.4,12.90,,,,,,,,
Capitol Health,CAJ,0.045,0.5,12.50,,,,,,,,
KTL Tech Ltd,KTL,0.009,0.1,12.50,,,,,,,,
