Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4893.1 at 16:34 31/3/2010  Report at 19:06 Wednesday 31/3/2010. Processed 19:19 Wednesday 31/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Datamotion Asia,DMN,0.002,0.1,100.00,,,,,,,,
Select Vaccines,SLT,0.008,0.3,60.00,,,,,,,,
Sabina Corp,SAP,0.045,1.2,36.36,,,,,,,,
Souls Private Equity opt feb15,SOEOA,0.015,0.4,36.36,,,,,,,,
Altera Res Ltd opt jan12,AEAO,0.08,2,33.33,,,,,,,,
Asia Liver Trans,AJJ,0.10,2.1,26.58,,,,,,,,
Byte Power Grp,BPG,0.005,0.1,25.00,,,,,,,,
LBT Innovations optjun13c,LBTOA,0.025,0.5,25.00,,,,,,,,
NewSat Ltd,NWT,0.005,0.1,25.00,,,,,,,,
Freshtel Hldgs,FRE,0.006,0.1,20.00,,,,,,,,
Pac Environment,PEH,0.18,3,20.00,,,,,,,,
Rheochem Plc cdi  1:1,RHE,0.12,2,20.00,,,,,,,,
Objective Corp,OCL,0.315,5,18.87,,,,,,,,
Altera Res Ltd,AEA,0.26,4,18.18,,,,,,,,
Medical Develop,MVP,0.185,2.5,15.62,,,,,,,,
TSV Hldgs Ltd,TSH,0.15,2,15.38,,,,,,,,
Apollo Cons,AOP,0.008,0.1,14.29,,,,,,,,
ZYL Ltd,ZYL,0.024,0.3,14.29,,,,,,,,
ASF Grp Ltd,AFA,0.18,2,12.50,,,,,,,,
Avita Medical Ltd,AVH,0.145,1.5,11.54,,,,,,,,
ENV Clean Tech,ESI,0.029,0.3,11.54,,,,,,,,
C @ Ltd,CEO,0.01,0.1,11.11,,,,,,,,
Intermoco Ltd,INT,0.01,0.1,11.11,,,,,,,,
Medic Vision Ltd,MVH,0.02,0.2,11.11,,,,,,,,
Overseas & Gen cdi,OGL,0.10,1,11.11,,,,,,,,
WAG Ltd,WAG,0.01,0.1,11.11,,,,,,,,
Little World Bev,LWB,2.72,27,11.02,,,,,,,,
Adultshop Com,ASC,0.011,0.1,10.00,,,,,,,,
Progen Pharmaceutic,PGL,0.55,5,10.00,,,,,,,,
Thomas & Coffey,THO,0.50,4.5,9.89,,,,,,,,
RTL Corp Ltd,RTL,0.034,0.3,9.68,,,,,,,,
Landmark White,LMW,0.40,3.5,9.59,,,,,,,,
Adv Braking Tech,ABV,0.023,0.2,9.52,,,,,,,,
Praemium Ltd,PPS,0.175,1.5,9.37,,,,,,,,
Mirvac Industrial unt,MIX,0.047,0.4,9.30,,,,,,,,
Anaeco Ltd,ANQ,0.24,2,9.09,,,,,,,,
Carnegie Wave Energy,CWE,0.12,1,9.09,,,,,,,,
Hutchison,HTA,0.12,1,9.09,,,,,,,,
Stirling Products,STI,0.012,0.1,9.09,,,,,,,,
Resonance Health,RHT,0.025,0.2,8.70,,,,,,,,
Argus Solutions,ASV,0.19,1.5,8.57,,,,,,,,
Orion Equities,OEQ,0.55,4,7.84,,,,,,,,
Unilife Corp cdi  6:1,UNS,1.045,7.5,7.73,,,,,,,,
Artist & Entertain,AEM,0.014,0.1,7.69,,,,,,,,
Axiom Prop,AXI,0.028,0.2,7.69,,,,,,,,
Hire Intelligence,HII,0.14,1,7.69,,,,,,,,
Metal Storm Ltd,MST,0.014,0.1,7.69,,,,,,,,
Hexima Ltd,HXL,0.43,3,7.50,,,,,,,,
Vmoto Ltd,VMT,0.145,1,7.41,,,,,,,,
Funtastic Ltd,FUN,0.22,1.5,7.32,,,,,,,,
Run Corp Ltd,RNC,0.059,0.4,7.27,,,,,,,,
CPT Global Ltd,CGO,0.60,4,7.14,,,,,,,,
Facilitate Digital,FAC,0.075,0.5,7.14,,,,,,,,
Pienets Ltd,PIE,0.031,0.2,6.90,,,,,,,,
Somnomed Ltd,SOM,0.94,6,6.82,,,,,,,,
ASG Grp Ltd,ASZ,1.335,8.5,6.80,,,,,,,,
Neuren Pharmaceut,NEU,0.033,0.2,6.45,,,,,,,,
Pulse Health Ltd,PHG,0.066,0.4,6.45,,,,,,,,
ENV Clean Tech opt jan14,ESIO,0.017,0.1,6.25,,,,,,,,
EFTEL Ltd,EFT,0.019,0.1,5.56,,,,,,,,
WDS Ltd,WDS,0.765,4,5.52,,,,,,,,
Webfirm Grp Ltd,WFM,0.058,0.3,5.45,,,,,,,,
Plan B Grp Hld,PLB,0.79,4,5.33,,,,,,,,
Alexium Int Grp,AJX,0.20,1,5.26,,,,,,,,
Quay Magnesium,QMG,0.02,0.1,5.26,,,,,,,,
Virax Hldgs,VHL,0.08,0.4,5.26,,,,,,,,
USCOM Ltd,UCM,0.62,3,5.08,,,,,,,,
MINING RISES,,,,,,,,,,,,
Austral Africa Res,AAF,0.003,0.1,50.00,,,,,,,,
Cityview Corp,CVI,0.003,0.1,50.00,,,,,,,,
Ironbark Zinc Ltd,IBG,0.215,6.5,43.33,,,,,,,,
Brumby Res opt sep11,BMYOA,0.12,3.5,41.18,,,,,,,,
European Gas,EPG,0.125,3.6,40.45,,,,,,,,
Advance Energy,AVD,0.05,1.4,38.89,,,,,,,,
Range Res Ltd opt dec11,RRSO,0.022,0.6,37.50,,,,,,,,
Adamus Res rts 06apr,ADUR,0.04,0.8,25.00,,,,,,,,
Jervois Min,JRV,0.005,0.1,25.00,,,,,,,,
Red Metal Ltd,RDM,0.15,3,25.00,,,,,,,,
RAM Res,RMR,0.05,0.9,21.95,,,,,,,,
Ferrowest Ltd,FWL,0.17,3,21.43,,,,,,,,
Paradigm Metals,PDM,0.042,0.7,20.00,,,,,,,,
Stellar Res,SRZ,0.084,1.4,20.00,,,,,,,,
Dourado Res Ltd opt nov14,DUOO,0.05,0.8,19.05,,,,,,,,
RAM Res opt mar12,RMRO,0.019,0.3,18.75,,,,,,,,
Sunset Energy Ltd,SEY,0.135,2,17.39,,,,,,,,
Helix Res opt may11,HLXOA,0.035,0.5,16.67,,,,,,,,
Macarthur Coal,MCC,14.05,196,16.21,,,,,,,,
Latin Gold Ltd,LAT,0.029,0.4,16.00,,,,,,,,
Brumby Res,BMY,0.185,2.5,15.62,,,,,,,,
Haoma Min NL,HAO,0.15,2,15.38,,,,,,,,
Paramount Min,PCP,0.115,1.5,15.00,,,,,,,,
Buru Energy opt oct10,BRUO,0.008,0.1,14.29,,,,,,,,
DVM Intl  Ltd,DVM,0.08,1,14.29,,,,,,,,
Manas Res Ltd opt sep11,MSRO,0.024,0.3,14.29,,,,,,,,
Pac Ore Ltd,PSF,0.034,0.4,13.33,,,,,,,,
