Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4687.3 at 16:47 28/10/2009  Report at 19:05 Wednesday 28/10/2009. Processed 19:35 Wednesday 28/10/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Longreach Grp,LRG,0.035,1.5,75.00,,,,,,,,
Legacy Iron Ore opt jan12,LCYO,0.015,0.5,50.00,,,,,,,,
Hydrotech Inter,HTI,0.014,0.4,40.00,,,,,,,,
Future Corp,FUT,0.008,0.2,33.33,,,,,,,,
Rectifier Technolog,RFT,0.004,0.1,33.33,,,,,,,,
Wasabi Energy Ltd,WAS,0.025,0.6,31.58,,,,,,,,
Photo-Me Aust,PTO,0.013,0.3,30.00,,,,,,,,
Capitol Health rts06novd,CAJR,0.005,0.1,25.00,,,,,,,,
Comtel Corp Ltd,CMO,0.02,0.4,25.00,,,,,,,,
Pac Star Net,PNW,0.04,0.8,25.00
RER Grp Ltd opt dec10,RGDO,0.15,3,25.00
Freshtel Hldgs,FRE,0.011,0.2,22.22
Quest Invest,QST,0.11,2,22.22
Enviromission Ltd,EVM,0.07,1.2,20.69
Commstrat Ltd,COJ,0.006,0.1,20.00
ETT Ltd fpo nz,ETT,0.006,0.1,20.00
Webspy Ltd,WSY,0.03,0.5,20.00
Antaria Ltd,ANO,0.05,0.8,19.05
Apollo Cons,AOP,0.013,0.2,18.18
Bionomics Ltd,BNO,0.34,5,17.24
Medic Vision Ltd,MVH,0.023,0.3,15.00
Pulse Health Ltd,PHG,0.092,1.2,15.00
Freedom Eye Ltd,FYI,0.008,0.1,14.29
China Steel,CNH,0.125,1.5,13.64
Adultshop Com,ASC,0.009,0.1,12.50
Praemium Ltd,PPS,0.18,2,12.50
Run Corp Ltd,RNC,0.045,0.5,12.50
TTA Hldgs Ltd,TTA,0.045,0.5,12.50
BMDi Tuta Ltd,BMI,0.039,0.4,11.43
Living Cell Tech opt dec10,LCTO,0.10,1,11.11
Ascent Pharmahealth,APH,0.255,2.5,10.87
Engin Ltd,ENG,0.021,0.2,10.53
Solagran Ltd,SLA,0.16,1.5,10.34
Pac Enviromin,PEV,0.011,0.1,10.00
Webjet Ltd,WEB,1.94,17.5,9.92
Savcor Grp Ltd,SAV,0.17,1.5,9.68
Two Way Ltd,TTV,0.069,0.6,9.52
ETFS Metals etfs pd,ETPMPD,36.12,311,9.42
Freedom Nutritional,FNP,0.35,3,9.37
Belmont Hldgs,BET,1.20,10,9.09
Cryosite Ltd,CTE,0.12,1,9.09
Quickflix Ltd,QFX,0.06,0.5,9.09
MobileActive Ltd,MBA,0.025,0.2,8.70
Sunshine Heart cdi,SHC,0.05,0.4,8.70
National Leisure,NLG,0.027,0.2,8.00
Mirvac Industrial unt,MIX,0.082,0.6,7.89
GLG Corp Ltd,GLE,0.28,2,7.69
M2 Telecommun,MTU,1.54,11,7.69
Solco Ltd,SOO,0.14,1,7.69
XRF Scientific,XRF,0.21,1.5,7.69
Cyclopharm Ltd,CYC,0.099,0.7,7.61
Aust Power,APK,0.355,2.5,7.58
Artist & Entertain,AEM,0.015,0.1,7.14
Clive Peeters,CPR,0.60,4,7.14
Benitec Ltd,BLT,0.048,0.3,6.67
Penrice Soda,PSH,1.13,7,6.60
Living & Leisure Grp stpld,LLA,0.034,0.2,6.25
Webfirm Grp Ltd,WFM,0.034,0.2,6.25
Garratt's Ltd,GRT,0.53,3,6.00
Berklee Ltd,BER,0.535,3,5.94
Atos Wellness,ATW,0.018,0.1,5.88
Neuren Pharmaceut,NEU,0.036,0.2,5.88
DWS Advanced,DWS,1.745,9.5,5.76
Atcor Medical,ACG,0.19,1,5.56
Resonance Health,RHT,0.019,0.1,5.56
Tyrian Diagnostics,TDX,0.019,0.1,5.56
Hudson Invest,HGL,0.10,0.5,5.26
Teys Ltd,TYS,0.02,0.1,5.26
APN European Retail stpld,AEZ,0.082,0.4,5.13
MINING RISES,,,,
Aust Renewable,ARW,0.027,1.5,125.00
Aust Mines Ltd,AUZ,0.002,0.1,100.00
Rialto Energy opt jun11,RIAO,0.03,1.5,100.00
Bowen Energy Ltd opt nov09,BWNO,0.006,0.2,50.00
Mining Projects,MPJ,0.003,0.1,50.00
Burleson Energy opt aug10,BURO,0.013,0.4,44.44
Argosy Min cdi,AGY,0.081,2.3,39.66
Waratah Gold Ltd,WGO,0.19,5,35.71
Magna Min NL,MAN,0.012,0.3,33.33
Regis Reources opt jan14,RRLO,0.26,5,23.81
Baraka Pet,BKP,0.006,0.1,20.00
Dragon Mountain Gold,DMG,0.18,3,20.00
Acclaim Explore,AEX,0.007,0.1,16.67
Buru Energy opt oct10,BRUO,0.007,0.1,16.67
Jervois Min,JRV,0.007,0.1,16.67
MEC Res opt jul13,MMRO,0.25,3.5,16.28
Regal Res opt nov11,REROB,0.022,0.3,15.79
Iron Mountain,IRM,0.115,1.5,15.00
Republic Gold Ltd opt jun10,RAUO,0.008,0.1,14.29
WCP Res Ltd,WCP,0.125,1.5,13.64
Pac Ore Ltd,PSF,0.034,0.4,13.33
Victory West Moly opt feb12,VWMOA,0.045,0.5,12.50
Zedex Min fpo nz,ZDX,0.105,1.1,11.70
Epsilon Energy,EPS,0.06,0.6,11.11
Greenland Min En opt jun11,GGGO,0.20,2,11.11
Laguna Res NL,LRC,0.03,0.3,11.11
Minemakers Ltd opt may10,MAKO,0.04,0.4,11.11
Mineral Commodities,MRC,0.05,0.5,11.11
Silver Mines Ltd,SVL,0.10,1,11.11
Kangaroo Res Ltd,KRL,0.305,3,10.91
Jindalee Res,JRL,0.98,9,10.11
Reed Res Ltd,RDR,0.61,5.5,9.91
Red Sky Energy opt sep11,ROGOA,0.034,0.3,9.68
Industrial Min,IDM,0.115,1,9.52
Capital Min,CMY,0.07,0.6,9.38
Stonehenge Metals,SHE,0.035,0.3,9.38
White Cliff Nickel,WCN,0.082,0.7,9.33
Atom Energy Ltd,AXY,0.12,1,9.09
Copper Strike Ltd,CSE,0.12,1,9.09
Elemental Min opt jan12,ELMO,0.24,2,9.09
Carpentaria Exp,CAP,0.185,1.5,8.82
East Energy Resource,EER,0.125,1,8.70
EMU Nickel NL,EMU,0.26,2,8.33
Helix Res,HLX,0.13,1,8.33
Rox Res,RXL,0.026,0.2,8.33
Samson Oil & Gas,SSN,0.013,0.1,8.33
Intec Ltd,INL,0.014,0.1,7.69
Segue Res,SEG,0.07,0.5,7.69
Mantle Min Corp,MNM,0.057,0.4,7.55
Buka Gold Ltd,BKG,0.10,0.7,7.53
Northern Min,NMI,0.145,1,7.41
Latin Gold Ltd,LAT,0.03,0.2,7.14
Royal Res,ROY,0.23,1.5,6.98
Centamin Egypt,CNT,2.31,15,6.94
India Res,IRL,0.032,0.2,6.67
Sabre Res,SBR,0.32,2,6.67
WCP Res Ltd opt jun10,WCPO,0.08,0.5,6.67
Sth American Cor,SAY,0.065,0.4,6.56
Carrick Gold Ltd,CRK,0.76,4.5,6.29
Northern Uranium opt sep12,NTUOA,0.085,0.5,6.25
Krucible Metals,KRB,0.36,2,5.88
Global Nickel Invest,GNI,0.055,0.3,5.77
Ausquest Ltd,AQD,0.185,1,5.71
Ironclad Min,IFE,0.38,2,5.56
Minotaur Explore,MEP,0.285,1.5,5.56
Minemakers Ltd,MAK,0.385,2,5.48
Alchemy Resource opt aug10,ALYO,0.50,2.5,5.26
Gippsland Ltd,GIP,0.06,0.3,5.26
Rawson Res,RAW,0.10,0.5,5.26
Hemisphere Res opt mar10,HEMO,0.305,1.5,5.17
INDUSTRIAL FALLS,,,,
Equities & Freehldgss,EQF,0.24,-23.5,-49.47
BioProspect Ltd opt mar10,BPOOB,0.003,-0.2,-40.00
Matrixview Ltd cdi,MVU,0.073,-3.7,-33.64
Multiplex Prime Ppty ctg,MAFCA,0.002,-0.1,-33.33
Stirling Res rts 05nov,SRER,0.002,-0.1,-33.33
Transol Corp opt may11,TNCOA,0.002,-0.1,-33.33
Structural Monitor opt dec10,SMNO,0.014,-0.6,-30.00
Datamotion Asia,DMN,0.003,-0.1,-25.00
Anteo Diagnostics,ADO,0.008,-0.2,-20.00
Hostech Ltd,HTC,0.024,-0.6,-20.00
M2M Corp,MCL,0.004,-0.1,-20.00
World Reach Ltd,WRR,0.004,-0.1,-20.00
OBJ Ltd,OBJ,0.018,-0.4,-18.18
CBD Energy Ltd 12.5% cn,CBDG,0.125,-2.5,-16.67
Essa Aust,ESS,0.37,-7,-15.91
OBJ Ltd opt dec10,OBJO,0.012,-0.2,-14.29
Virax Hldgs,VHL,0.06,-1,-14.29
pSivida Corp cdi,PVA,3.66,-59,-13.88
Oncard Intl,ONC,0.16,-2.5,-13.51
Bigair Grp Ltd,BGL,0.13,-2,-13.33
Integrated Res,IRG,0.013,-0.2,-13.33
Viralytics Ltd opt jun10,VLAO,0.013,-0.2,-13.33
Robe Aust Ltd,ROB,0.02,-0.3,-13.04
ECO Quest,ECQ,0.14,-2,-12.50
Facilitate Digital,FAC,0.07,-1,-12.50
India Equities Fund opt aug10,INEO,0.14,-2,-12.50
Medigard Ltd,MGZ,0.105,-1.5,-12.50
Richfield Internat,RIS,0.07,-1,-12.50
WAG Ltd,WAG,0.007,-0.1,-12.50
Decmil Grp Ltd,DCG,1.215,-16.5,-11.96
Centro Retail stpld,CER,0.155,-2,-11.43
BKM Management,BKM,0.008,-0.1,-11.11
Rheochem Plc cdi 1:1,RHE,0.125,-1.5,-10.71
Solverdi Worldwide,SWW,0.085,-1,-10.53
Neptune Marine opt dec10,NMSO,0.57,-6.5,-10.24
Prima BioMed Ltd opt dec11,PRRO,0.135,-1.5,-10.00
Babcock & Br Pwr stp,BBP,0.073,-0.8,-9.88
Clever Com Aus,CVA,0.055,-0.6,-9.84
Aust Pharmaceutical,API,0.74,-8,-9.76
Neptune Marine,NMS,0.75,-8,-9.64
Ceramic Fuel Cells,CFU,0.235,-2.5,-9.62
Brierty Ltd,BYL,0.38,-4,-9.52
Traffic Tech,TTI,0.059,-0.6,-9.23
Cell Aquaculture,CAQ,0.10,-1,-9.09
Transol Corp,TNC,0.01,-0.1,-9.09
Arafura Pearls,APB,0.051,-0.5,-8.93
Prime Financial,PFG,0.205,-2,-8.89
Aust Vintage Ltd,AVG,0.32,-3,-8.57
Becton Prop Grp 9.5% cn10,BECG,0.46,-4,-8.00
Macmahon Hldgs,MAH,0.575,-5,-8.00
Somnomed Ltd,SOM,0.035,-0.3,-7.89
Nexbis Ltd,NBS,0.295,-2.5,-7.81
Bradken Ltd,BKN,6.18,-52,-7.76
Centro Prop stpld,CNP,0.305,-2.5,-7.58
VDM Grp Ltd,VMG,0.555,-4.5,-7.50
XState Res,XST,0.062,-0.5,-7.46
Dyesol Ltd,DYE,0.88,-7,-7.37
EFTEL Ltd,EFT,0.038,-0.3,-7.32
Enerji Ltd,ERJ,0.19,-1.5,-7.32
Jetset Travelworld,JET,1.335,-10.5,-7.29
Cape Range Wireless,CAG,0.013,-0.1,-7.14
Questus Ltd,QSS,0.13,-1,-7.14
RMG Ltd,RMG,0.013,-0.1,-7.14
Sino Strategic Intl,SSI,0.66,-5,-7.04
