Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4721.2 at 16:47 4/12/2009  Report at 19:05 Friday 4/12/2009. Processed 19:27 Friday 4/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Capital Intelligence,CPT,0.03,1,50.00,,,,,,,,
Multiplex Acumen unt,MPF,0.18,5.5,44.00,,,,,,,,
Firstfolio Ltd rts11decd,FFFR,0.013,0.3,30.00,,,,,,,,
Alchemia Ltd rts16decd,ACLR,0.18,4,28.57,,,,,,,,
Iatia Ltd,IAT,0.02,0.4,25.00,,,,,,,,
Dragon Energy,DLE,0.26,5,23.81,,,,,,,,
NeuroDiscovery,NDL,0.053,1,23.26,,,,,,,,
ETT Ltd fpo nz,ETT,0.006,0.1,20.00,,,,,,,,
Legacy Iron Ore,LCY,0.165,2.5,17.86,,,,,,,,
Future Corp,FUT,0.007,0.1,16.67
Mark Sensing,MPI,0.035,0.5,16.67
Oakajee Corp Ltd,OKJ,0.15,2,15.38
Select Vaccines,SLT,0.008,0.1,14.29
CMI Ltd,CMI,0.55,6.5,13.40
CI Res Ltd,CII,0.90,10,12.50
Incitive Ltd,ICV,0.009,0.1,12.50
Pac Star Net,PNW,0.045,0.5,12.50
Pharmanet Grp,PNO,0.009,0.1,12.50
Scigen Ltd cdi,SIE,0.18,2,12.50
Cordlife Ltd,CBB,0.68,7,11.48
IFS Construct Ltd,IFS,0.07,0.7,11.11
Orbital Corp Ltd,OEC,0.06,0.6,11.11
Verus Invest opt jun10,VILO,0.01,0.1,11.11
Undercoverwear,UCW,0.32,3,10.34
Pulse Health Ltd,PHG,0.068,0.6,9.68
Euroz Ltd opt mar14,EZLO,0.91,8,9.64
Alchemia Ltd,ACL,0.75,6.5,9.49
Wavenet Intl,WAL,0.175,1.5,9.37
Engin Ltd,ENG,0.82,7,9.33
Admerex Ltd,ADL,0.012,0.1,9.09
Pan Asia Corp Ltd,PZC,0.051,0.4,8.51
Jumbuck Entertain,JMB,0.32,2.5,8.47
Bluglass Ltd,BLG,0.21,1.5,7.69
Macq DDR Tr unt,MDT,0.105,0.7,7.14
Matrixview Ltd cdi,MVU,0.03,0.2,7.14
Safety Medical,SFP,0.045,0.3,7.14
Challenger Winetr unt,CWT,0.315,2,6.78
Mesa Min Ltd,MAS,0.049,0.3,6.52
Tyrian Diagnostics,TDX,0.017,0.1,6.25
