Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4809.1 at 16:36 16/3/2010  Report at 19:06 Tuesday 16/3/2010. Processed 19:16 Tuesday 16/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Entellect Solutions,ESN,0.003,0.1,50.00,,,,,,,,
Living Cell Tech,LCT,0.22,5.5,33.33,,,,,,,,
Xiaoxiao Education,XXL,0.26,6,30.00,,,,,,,,
Legacy Iron Ore,LCY,0.18,3.5,24.14,,,,,,,,
Arturus Capital,AKW,0.205,3.5,20.59,,,,,,,,
Ascent Pharmahealth,APH,0.32,5,18.52,,,,,,,,
Freshtel Hldgs,FRE,0.007,0.1,16.67,,,,,,,,
Select Vaccines,SLT,0.007,0.1,16.67,,,,,,,,
Hot Rock Ltd,HRL,0.11,1.5,15.79,,,,,,,,
Medivac Ltd,MDV,0.008,0.1,14.29,,,,,,,,
Keybridge Capital,KBC,0.135,1.5,12.50,,,,,,,,
Pro-Pac Packaging,PPG,0.36,4,12.50,,,,,,,,
Jumbuck Entertain,JMB,0.28,3,12.00,,,,,,,,
BKM Management,BKM,0.01,0.1,11.11,,,,,,,,
Ezenet Ltd,EZE,0.03,0.3,11.11,,,,,,,,
Forge Grp Ltd,FGE,2.51,23,10.09,,,,,,,,
Medtech Global,MDG,0.045,0.4,9.76,,,,,,,,
Wallace Absolute,WAB,0.045,0.4,9.76,,,,,,,,
Mooter Media Ltd,MMZ,0.023,0.2,9.52,,,,,,,,
Intermoco Ltd,INT,0.012,0.1,9.09,,,,,,,,
Pharmanet Grp,PNO,0.012,0.1,9.09,,,,,,,,
Connxion Ventures,CXN,0.05,0.4,8.70,,,,,,,,
OBJ Ltd,OBJ,0.064,0.5,8.47,,,,,,,,
Over Fifty Grp,OFG,0.65,5,8.33,,,,,,,,
RMG Ltd,RMG,0.013,0.1,8.33,,,,,,,,
Souls Private Equity opt feb15,SOEOA,0.013,0.1,8.33,,,,,,,,
OBJ Ltd opt dec10,OBJO,0.053,0.4,8.16,,,,,,,,
Devine Ltd,DVN,0.28,2,7.69,,,,,,,,
Hydromet Corp Ltd,HMC,0.042,0.3,7.69,,,,,,,,
RTL Corp Ltd,RTL,0.028,0.2,7.69,,,,,,,,
Auto Tech Ltd,ATJ,0.058,0.4,7.41,,,,,,,,
Electro Optic Sys,EOS,1.18,8,7.27,,,,,,,,
Scott Corp,SCC,0.37,2.5,7.25,,,,,,,,
Unilife Corp cdi  6:1,UNS,1.22,8,7.02,,,,,,,,
Brainz Instruments,BZI,0.095,0.6,6.74,,,,,,,,
ICSGlobal Ltd,ICS,0.016,0.1,6.67,,,,,,,,
Mesa Min Ltd,MAS,0.08,0.5,6.67,,,,,,,,
Rubik Financial,RFL,0.08,0.5,6.67,,,,,,,,
Panorama Synergy,PSY,0.33,2,6.45,,,,,,,,
EFTEL Ltd,EFT,0.017,0.1,6.25,,,,,,,,
Hillcrest Litigat,HLS,0.085,0.5,6.25,,,,,,,,
Longreach Grp,LRG,0.034,0.2,6.25,,,,,,,,
Reverse Corp Ltd,REF,0.17,1,6.25,,,,,,,,
Skywest Airlines cdi  1:1,SXR,0.34,2,6.25,,,,,,,,
Becton Prop Grp 9.5% cn10,BECG,0.545,3,5.83,,,,,,,,
Webfirm Grp Ltd,WFM,0.055,0.3,5.77,,,,,,,,
K & S Corp,KSC,2.96,16,5.71,,,,,,,,
Manaccom Corp Ltd,MNL,0.40,2,5.26,,,,,,,,
Patties Foods Ltd,PFL,1.22,6,5.17,,,,,,,,
MINING RISES,,,,,,,,,,,,
Argo Explore,AXT,0.115,7,155.60,,,,,,,,
Proto Resource & opt aug11,PRWO,0.007,0.3,75.00,,,,,,,,
Austral Africa Res,AAF,0.003,0.1,50.00,,,,,,,,
Beacon Min opt aug10,BCNO,0.003,0.1,50.00,,,,,,,,
Eastern Iron,EFE,0.14,4,40.00,,,,,,,,
Eleckra Mines opt jun11,EKMO,0.044,1.1,33.33,,,,,,,,
Tawana Res NL,TAW,0.025,0.6,31.58,,,,,,,,
Adavale Resource,ADD,0.035,0.8,29.63,,,,,,,,
Riviera Res,RVE,0.09,2,28.57,,,,,,,,
Stirling Min opt dec13,SMZOA,0.045,1,28.57,,,,,,,,
Black Fire Min opt jun10,BFEO,0.019,0.4,26.67,,,,,,,,
Beach Energy Ltd opt jun10,BPTO,0.005,0.1,25.00,,,,,,,,
Essential Pet,EPR,0.01,0.2,25.00,,,,,,,,
Oroya Min Ltd,ORO,0.005,0.1,25.00,,,,,,,,
Quest Pet,QPN,0.011,0.2,22.22,,,,,,,,
Ferrum Crescent opt dec13,FCRO,0.018,0.3,20.00,,,,,,,,
Imperial Corp Ltd,IMP,0.006,0.1,20.00,,,,,,,,
Marion Energy opt dec11,MAEO,0.012,0.2,20.00,,,,,,,,
Aust Oil Co,AOC,0.094,1.4,17.50,,,,,,,,
Rand Min NL,RND,0.35,5,16.67,,,,,,,,
Renison Cons 12% cn12,RSNG,0.116,1.6,16.00,,,,,,,,
Robust Res,ROL,2.08,28.5,15.88,,,,,,,,
Nex Metals Explor,NME,0.23,3,15.00,,,,,,,,
Waratah Gold Ltd,WGO,0.23,3,15.00,,,,,,,,
Impact Min,IPT,0.195,2.5,14.71,,,,,,,,
Apex Min NL opt nov12,AXMO,0.008,0.1,14.29,,,,,,,,
EMU Nickel NL,EMU,0.16,2,14.29,,,,,,,,
Gold One Int Ltd opt oct12,GDOO,0.08,1,14.29,,,,,,,,
Lonrho Min Ltd,LOM,0.016,0.2,14.29,,,,,,,,
Regal Res opt nov11,REROB,0.016,0.2,14.29,,,,,,,,
Renison Cons,RSN,0.008,0.1,14.29,,,,,,,,
