Market Action - Industrial stocks up 5% or more for the day,,,,,,,,,,,,
XAO 4599.7 at 16:38 12/5/2010  Report at 19:05 Wednesday 12/5/2010. Processed 19:19 Wednesday 12/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,Move (¢),Move (%),,,,,,,,
INDUSTRIAL RISES,,,,,,,,,,,,
Living Cell Tech opt dec10,LCTO,0.12,3,33.33,,,,,,,,
Pharmanet Grp opt jun11,PNOO,0.004,0.1,33.33,,,,,,,,
Freshtel Hldgs,FRE,0.005,0.1,25.00,,,,,,,,
Redisland Aust,RLA,0.023,0.4,21.05,,,,,,,,
Traffic Tech,TTI,0.036,0.6,20.00,,,,,,,,
Transol Corp,TNC,0.006,0.1,20.00,,,,,,,,
TVN Corp Ltd,TVN,0.012,0.2,20.00,,,,,,,,
Legacy Iron Ore opt dec12,LCYOB,0.07,1.1,18.64,,,,,,,,
Comtel Corp Ltd,CMO,0.017,0.2,13.33,,,,,,,,
RMG Ltd,RMG,0.009,0.1,12.50,,,,,,,,
Cardia Bioplastics,CNN,0.019,0.2,11.76,,,,,,,,
Bone Medical Ltd,BNE,0.15,1.5,11.11,,,,,,,,
DSF Intl,DSF,0.01,0.1,11.11,,,,,,,,
Genetic Tech,GTG,0.04,0.4,11.11,,,,,,,,
IMF (Aust) Ltd,IMF,1.58,14.5,10.10,,,,,,,,
Austock Grp Ltd,ACK,0.22,2,10.00,,,,,,,,
Bisalloy Steel,BIS,0.22,2,10.00,,,,,,,,
Pharmanet Grp,PNO,0.011,0.1,10.00,,,,,,,,
Qld Trustees Invest,QTI,0.395,3.5,9.72,,,,,,,,
Living & Leisure Grp stp,LLA,0.023,0.2,9.52,,,,,,,,
Medical Develop,MVP,0.23,2,9.52,,,,,,,,
Adacel Tech,ADA,0.42,3.5,9.09,,,,,,,,
Patrys Ltd,PAB,0.12,1,9.09,,,,,,,,
TZ Ltd,TZL,0.60,5,9.09,,,,,,,,
Atcor Medical,ACG,0.125,1,8.70,,,,,,,,
Reclaim Ind,RCM,0.05,0.4,8.70,,,,,,,,
Infomedia Ltd,IFM,0.255,2,8.51,,,,,,,,
Avita Medical Ltd,AVH,0.13,1,8.33,,,,,,,,
Clive Peeters,CPR,0.13,1,8.33,,,,,,,,
IFS Construct Ltd,IFS,0.052,0.4,8.33,,,,,,,,
Kresta Hldgs,KRS,0.39,3,8.33,,,,,,,,
iSOFT Group Ltd,ISF,0.53,4,8.16,,,,,,,,
ECO Quest,ECQ,0.081,0.6,8.00,,,,,,,,
Karmelsonix Ltd,KSX,0.027,0.2,8.00,,,,,,,,
Scigen Ltd cdi,SIE,0.27,2,8.00,,,,,,,,
Infigen Energy stp,IFN,0.845,6,7.64,,,,,,,,
ENV Clean Tech,ESI,0.029,0.2,7.41,,,,,,,,
Nexbis Ltd,NBS,0.15,1,7.14,,,,,,,,
Mooter Media Ltd,MMZ,0.016,0.1,6.67,,,,,,,,
Premium Investors,PRV,0.73,4.5,6.57,,,,,,,,
Pro Medicus Ltd   ,PME,0.66,4,6.45,,,,,,,,
pSivida Corp cdi,PVA,5.00,30,6.38,,,,,,,,
Qmastor Ltd,QML,0.25,1.5,6.38,,,,,,,,
Papyrus Aust,PPY,0.34,2,6.25,,,,,,,,
Wasabi Energy Ltd,WAS,0.017,0.1,6.25,,,,,,,,
QRxPharma Ltd,QRX,1.20,7,6.19,,,,,,,,
Humanis Grp Ltd,HUM,0.018,0.1,5.88,,,,,,,,
NRW Hldgs Ltd,NWH,1.35,7.5,5.88,,,,,,,,
MAX Tr unt,MXQ,0.056,0.3,5.66,,,,,,,,
Cardno Ltd,CDD,3.94,21,5.63,,,,,,,,
ETFS Metals etfs ag,ETPMAG,21.65,115,5.61,,,,,,,,
Netcomm Ltd,NTC,0.195,1,5.41,,,,,,,,
SDI Ltd,SDI,0.195,1,5.41,,,,,,,,
Adcorp Aust,AAU,0.20,1,5.26,,,,,,,,
Greencross Ltd,GXL,0.80,4,5.26,,,,,,,,
IPGA Ltd,IPP,0.41,2,5.13,,,,,,,,
MINING RISES,,,,,,,,,,,,
Aragon Res opt sep10,AAGO,0.03,1.5,100.00,,,,,,,,
Dart Min NL,DTM,0.14,5.8,70.73,,,,,,,,
Dart Min NL  opt may10,DTMO,0.01,0.4,66.67,,,,,,,,
Spitfire Res,SPI,0.155,4,34.78,,,,,,,,
Cluff Res,CFR,0.004,0.1,33.33,,,,,,,,
Whinnen Res opt apr13,WWWO,0.02,0.5,33.33,,,,,,,,
Chesser Res,CHZ,0.435,10.5,31.82,,,,,,,,
Resolute Min opt dec11,RSGO,0.645,13.5,26.47,,,,,,,,
Jervois Min,JRV,0.005,0.1,25.00,,,,,,,,
Carbine Res opt jul11,CRBO,0.18,3.5,24.14,,,,,,,,
Winchester Res,WCR,0.16,3,23.08,,,,,,,,
Northern Star,NST,0.066,1.2,22.22,,,,,,,,
Burleson Energy opt aug10,BURO,0.029,0.5,20.83,,,,,,,,
Azumah Res,AZM,0.41,7,20.59,,,,,,,,
Aragon Res,AAG,0.235,4,20.51,,,,,,,,
Catalpa Res opt oct11,CAHOB,0.62,10.5,20.39,,,,,,,,
Apex Min NL opt nov12,AXMO,0.006,0.1,20.00,,,,,,,,
Chrysalis Res opt jun13,CYSO,0.09,1.5,20.00,,,,,,,,
Cobar Cons,CCU,0.21,3.5,20.00,,,,,,,,
Fission Energy opt feb11,FISO,0.012,0.2,20.00,,,,,,,,
Kingsrose Min Ltd opt dec12,KRMO,0.60,10,20.00,,,,,,,,
Magna Min NL,MAN,0.006,0.1,20.00,,,,,,,,
Sinovus Min Ltd,SNV,0.024,0.4,20.00,,,,,,,,
Burleson Energy,BUR,0.115,1.9,19.79,,,,,,,,
Argent Min opt jun11,ARDO,0.034,0.5,17.24,,,,,,,,
Navigator Res opt nov11,NAVO,0.055,0.8,17.02,,,,,,,,
Shield Min,SHX,0.175,2.5,16.67,,,,,,,,
Amex Res,AXZ,0.15,2,15.38,,,,,,,,
Navigator Res,NAV,0.19,2.5,15.15,,,,,,,,
Gulf Res,GLF,0.023,0.3,15.00,,,,,,,,
St Barbara Ltd,SBM,0.31,4,14.81,,,,,,,,
Ethan Min Ltd,ETH,0.35,4.5,14.75,,,,,,,,
Conquest Min,CQT,0.39,5,14.71,,,,,,,,
Sumatra Copper cdi,SUM,0.195,2.5,14.71,,,,,,,,
Blaze Intl,BLZ,0.008,0.1,14.29,,,,,,,,
Cazaly Res opt feb11,CAZO,0.32,4,14.29,,,,,,,,
Hodges Res,HDG,0.16,2,14.29,,,,,,,,
Impact Min,IPT,0.16,2,14.29,,,,,,,,
NKWE Platinum com,NKP,0.65,8,14.04,,,,,,,,
Beadell Resource,BDR,0.165,2,13.79,,,,,,,,
Acclaim Explore,AEX,0.017,0.2,13.33,,,,,,,,
Apex Min NL,AXM,0.017,0.2,13.33,,,,,,,,
Elixir Pet Ltd,EXR,0.053,0.6,12.77,,,,,,,,
Eleckra Mines opt jun11,EKMO,0.071,0.8,12.70,,,,,,,,
3D Oil Ltd,TDO,0.18,2,12.50,,,,,,,,
Golden Cross,GCR,0.018,0.2,12.50,,,,,,,,
Gryphon Min Ltd,GRY,0.675,7.5,12.50,,,,,,,,
Gulf Res opt mar13,GLFOB,0.009,0.1,12.50,,,,,,,,
Meteoric Res,MEI,0.09,1,12.50,,,,,,,,
Nullarbor Hldgs,NLB,0.36,4,12.50,,,,,,,,
Aspire Min Ltd,AKM,0.14,1.5,12.00,,,,,,,,
Citigold Corp Ltd,CTO,0.14,1.5,12.00,,,,,,,,
Coventry Res,CVY,0.235,2.5,11.90,,,,,,,,
Chalice Gold Mines,CHN,0.48,5,11.63,,,,,,,,
K2 Energy Ltd,KTE,0.077,0.8,11.59,,,,,,,,
Red 5 Ltd,RED,0.145,1.5,11.54,,,,,,,,
Nkwe Platinum opt aug11,NKPO,0.34,3.5,11.48,,,,,,,,
Activex Ltd,AIV,0.10,1,11.11,,,,,,,,
